DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 28", Detroit ,L96-74  ,0-1,Gasol  21,Gasol  15,Conley  3,A,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Fri, Oct 30", Toronto ,W115-107  ,1-1,Randolph  30,Gay  9,Conley  10,A,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Sun, Nov 1",Denver ,L133-123  ,1-2,Mayo  40,Gasol  11,Randolph  7,H,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Mon, Nov 2",Sacramento ,L127-116 OT ,1-3,Randolph  30,Randolph  16,Conley  6,H,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Wed, Nov 4",Golden State ,L113-105  ,1-4,Gay  29,Gasol  14,Iverson  7,H,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Fri, Nov 6",Los Angeles ,L114-98  ,1-5,Gay  22,Randolph  15,Conley  4,H,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Sat, Nov 7",LA ,L113-110  ,1-6,Gay  33,Gasol  13,Conley  6,H,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Tue, Nov 10", Portland ,L93-79  ,1-7,Gasol  20,Randolph  12,Conley  4,A,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Wed, Nov 11",Houston ,L104-79  ,1-8,Mayo  19,Randolph  10,Williams  7,H,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Sat, Nov 14", Minnesota ,W97-87  ,2-8,Gay  19,Gasol  16,Conley  7,A,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Wed, Nov 18", LA ,W106-91  ,3-8,Randolph  21,Randolph  8,Gasol  6,A,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Fri, Nov 20",Philadelphia ,W102-97  ,4-8,Gay  33,Randolph  11,Conley  6,H,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Sat, Nov 21", Milwaukee ,L103-98  ,4-9,Gay  24,Gasol  14,Conley  5,A,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Mon, Nov 23", Sacramento ,W116-105  ,5-9,Gay  24,Gay  8,Conley  7,A,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Wed, Nov 25",Phoenix ,L126-111  ,5-10,Randolph  24,Randolph  13,Williams  6,H,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Fri, Nov 27",Portland ,W106-96  ,6-10,Randolph  21,Gasol  15,Mayo  6,H,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Sun, Nov 29",LA ,L98-88  ,6-11,Gasol  26,Gay  10,Tinsley  7,H,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Mon, Nov 30",Utah ,L120-93  ,6-12,Mayo  20,Randolph  9,Tinsley  7,H,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Wed, Dec 2",Minnesota ,W97-95  ,7-12,Randolph  20,Randolph  10,Mayo  4,H,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Fri, Dec 4", Dallas ,W98-82  ,8-12,Mayo  25,Randolph  15,Tinsley  5,A,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Tue, Dec 8", Cleveland ,W111-109 OT ,9-12,Randolph  32,Randolph  14,Mayo  5,A,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Fri, Dec 11", Oklahoma City ,L102-94  ,9-13,Conley  20,Randolph  20,Conley  8,A,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Sun, Dec 13",Miami ,W118-90  ,10-13,Gay  41,Gasol  15,Tinsley  5,H,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Mon, Dec 14", Boston ,L110-105  ,10-14,Gay  23,Gasol  8,Conley  4,A,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Wed, Dec 16",Atlanta ,L110-97  ,10-15,Young  20,Randolph  10,Conley  5,H,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Fri, Dec 18", Indiana ,W107-94  ,11-15,Randolph  26,Randolph  16,Conley  8,A,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Sun, Dec 20", Denver ,W102-96  ,12-15,Randolph  32,Randolph  24,Conley  5,A,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Tue, Dec 22", Golden State ,W121-108  ,13-15,Randolph  33,Randolph  18,Conley  6,A,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Sat, Dec 26",Dallas ,L106-101  ,13-16,Randolph  27,Randolph  14,Mayo  5,H,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Mon, Dec 28", Washington ,W116-111 OT ,14-16,Mayo  28,Randolph  19,Mayo  6,A,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Wed, Dec 30",Indiana ,W121-110  ,15-16,Gay  31,Randolph  13,Conley  7,H,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Sat, Jan 2",Phoenix ,W128-103  ,16-16,Mayo  25,Randolph  11,Conley  7,H,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Tue, Jan 5",Portland ,W109-105  ,17-16,Randolph  27,Randolph  14,Tinsley  6,H,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
"Wed, Jan 6",Utah ,L117-94  ,17-17,Young  22,Gay  8,Conley  4,H,Memphis Grizzlies 2009-10 Regular Season NBA Schedule
