DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 25", Detroit ,W103-102  ,1-0,Adebayo  22,Butler  13,Butler  4,A,Miami Heat 2023-24 Regular Season NBA Schedule
"Fri, Oct 27",Boston ,L119-111  ,1-1,Herro  28,Love  9,Herro  6,H,Miami Heat 2023-24 Regular Season NBA Schedule
"Sat, Oct 28",Minnesota ,L106-90  ,1-2,Herro  22,Jovic  11,Lowry  7,H,Miami Heat 2023-24 Regular Season NBA Schedule
"Mon, Oct 30",Milwaukee ,L122-114  ,1-3,Herro  35,Herro  8,Robinson  7,H,Miami Heat 2023-24 Regular Season NBA Schedule
"Wed, Nov 1", Brooklyn ,L109-105  ,1-4,Herro  30,Adebayo  14,Herro  5,A,Miami Heat 2023-24 Regular Season NBA Schedule
"Fri, Nov 3", Washington ,W121-114  ,2-4,Herro  24,Herro  10,Herro  9,A,Miami Heat 2023-24 Regular Season NBA Schedule
"Mon, Nov 6", Los Angeles ,W108-107  ,3-4,Butler  28,Adebayo  19,Adebayo  10,A,Miami Heat 2023-24 Regular Season NBA Schedule
"Wed, Nov 8",Memphis ,W108-102  ,4-4,Adebayo  30,Adebayo  11,Lowry  9,H,Miami Heat 2023-24 Regular Season NBA Schedule
"Sat, Nov 11",Atlanta ,W117-109  ,5-4,Adebayo  26,Adebayo  17,Highsmith  5,H,Miami Heat 2023-24 Regular Season NBA Schedule
"Sun, Nov 12",San Antonio ,W118-113  ,6-4,Robinson  26,Adebayo  11,Adebayo  6,H,Miami Heat 2023-24 Regular Season NBA Schedule
"Tue, Nov 14",Charlotte ,W111-105  ,7-4,Butler  32,Adebayo  11,Richardson  6,H,Miami Heat 2023-24 Regular Season NBA Schedule
"Thu, Nov 16", Brooklyn ,W122-115  ,8-4,Butler  36,Love  9,Jaquez Jr.  5,A,Miami Heat 2023-24 Regular Season NBA Schedule
"Sat, Nov 18",Chicago ,L102-97  ,8-5,Butler  25,Adebayo  10,Robinson  7,H,Miami Heat 2023-24 Regular Season NBA Schedule
"Mon, Nov 20",Chicago ,W118-100  ,9-5,Adebayo  23,Adebayo  11,Adebayo  6,H,Miami Heat 2023-24 Regular Season NBA Schedule
"Wed, Nov 22",Cleveland ,W129-96  ,10-5,Lowry  28,Robinson  9,Butler  9,H,Miami Heat 2023-24 Regular Season NBA Schedule
