DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 28",Denver ,L114-105  ,0-1,Williams  28,Boozer  11,Williams  13,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Fri, Oct 30", LA ,W111-98  ,1-1,Millsap  23,Boozer  12,Williams  9,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Mon, Nov 2", Houston ,L113-96  ,1-2,Okur  21,Boozer  11,Williams  8,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Tue, Nov 3",Dallas ,L96-85  ,1-3,Williams  22,Okur  14,Williams  5,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Thu, Nov 5", San Antonio ,W113-99  ,2-3,Boozer  27,Boozer  14,Williams  9,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Sat, Nov 7", Sacramento ,L104-99  ,2-4,Williams  29,Boozer  17,Williams  15,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Mon, Nov 9",New York ,W95-93  ,3-4,Boozer  23,Boozer  14,Williams  16,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Wed, Nov 11",Boston ,L105-86  ,3-5,Williams  13,Millsap  13,Williams  4,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Fri, Nov 13",Philadelphia ,W112-90  ,4-5,Boozer  24,Boozer  12,Maynor  11,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Sat, Nov 14",Cleveland ,L107-103  ,4-6,Boozer  25,Boozer  12,Kirilenko  5,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Wed, Nov 18", Toronto ,W104-91  ,5-6,Boozer  22,Boozer  18,Williams  9,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Thu, Nov 19",San Antonio ,W90-83  ,6-6,Williams  21,Boozer  11,Williams  9,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Sat, Nov 21", Detroit ,W100-97 OT ,7-6,Kirilenko  22,Kirilenko  10,Williams  11,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Tue, Nov 24", Oklahoma City ,L104-94  ,7-7,Boozer  26,Boozer  7,Williams  9,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Thu, Nov 26", Chicago ,W105-86  ,8-7,Boozer  28,Millsap  9,Williams  6,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Sat, Nov 28", Portland ,W108-92  ,9-7,Boozer  26,Boozer  12,Williams  15,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Mon, Nov 30", Memphis ,W120-93  ,10-7,Brewer  25,Boozer  15,Boozer  7,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Fri, Dec 4", Indiana ,W96-87  ,11-7,Boozer  35,Boozer  13,Williams  13,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Sat, Dec 5",Minnesota ,L108-101  ,11-8,Boozer  21,Boozer  13,Williams  11,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Mon, Dec 7", San Antonio ,W104-101  ,12-8,Boozer  27,Brewer  10,Williams  11,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Wed, Dec 9",Los Angeles ,L101-77  ,12-9,Williams  17,Boozer  12,Williams  8,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Thu, Dec 10", Orlando ,W120-111  ,13-9,Williams  32,Boozer  14,Williams  15,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Sat, Dec 12", Los Angeles ,W102-94  ,14-9,Williams  21,Brewer  8,Williams  11,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Mon, Dec 14", Minnesota ,L110-108  ,14-10,Williams  38,Boozer  14,Williams  13,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Wed, Dec 16",New Jersey ,W108-92  ,15-10,Boozer  26,Boozer  10,Williams  14,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Fri, Dec 18",Atlanta ,L96-83  ,15-11,Kirilenko  13,Maynor  7,Maynor  7,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Sat, Dec 19",Charlotte ,W110-102  ,16-11,Williams  23,Boozer  11,Williams  10,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Mon, Dec 21",Orlando ,L104-99  ,16-12,Millsap  20,Okur  9,Williams  12,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Wed, Dec 23",Miami ,L80-70  ,16-13,Williams  18,Boozer  8,Williams  6,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Sat, Dec 26", Philadelphia ,W97-76  ,17-13,Williams  27,Boozer  11,Williams  8,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Wed, Dec 30",Minnesota ,W107-103  ,18-13,Williams  21,Boozer  12,Williams  12,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Thu, Dec 31",Oklahoma City ,L87-86  ,18-14,Boozer  17,Okur  11,Price  5,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Sat, Jan 2", Denver ,L105-95  ,18-15,Boozer  18,Boozer  10,Williams  6,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Mon, Jan 4", New Orleans ,L91-87  ,18-16,Boozer  18,Boozer  14,Williams  11,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Wed, Jan 6", Memphis ,W117-94  ,19-16,Miles  24,Millsap  9,Brewer  10,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Fri, Jan 8",Memphis ,L91-89  ,19-17,Okur  16,Boozer  12,Price  9,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Sat, Jan 9",Dallas ,W111-93  ,20-17,Williams  20,Kirilenko  8,Williams  9,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Mon, Jan 11", Miami ,W118-89  ,21-17,Boozer  25,Boozer  11,Williams  10,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Thu, Jan 14", Cleveland ,W97-96  ,22-17,Boozer  19,Boozer  13,Boozer  6,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Sat, Jan 16", Milwaukee ,W112-95  ,23-17,Miles  19,Okur  12,Price  7,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Sun, Jan 17",Denver ,L119-112  ,23-18,Williams  23,Boozer  13,Williams  13,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Wed, Jan 20",San Antonio ,W105-98  ,24-18,Boozer  31,Boozer  13,Williams  10,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Sat, Jan 23", New Jersey ,W116-83  ,25-18,Boozer  22,Okur  11,Williams  8,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Mon, Jan 25", Phoenix ,W124-115  ,26-18,Kirilenko  25,Boozer  20,Williams  11,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Wed, Jan 27",Portland ,W106-95  ,27-18,Williams  24,Millsap  12,Williams  7,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Fri, Jan 29", Sacramento ,W101-94  ,28-18,Millsap  32,Millsap  14,Millsap  7,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Mon, Feb 1", Dallas ,W104-92  ,29-18,Millsap  25,Millsap  9,Williams  15,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Wed, Feb 3", Portland ,W118-105  ,30-18,Okur  28,Millsap  9,Williams  13,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Sat, Feb 6", Denver ,W116-106  ,31-18,Williams  22,Boozer  13,Williams  9,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Tue, Feb 9",LA ,W109-99  ,32-18,Boozer  34,Boozer  14,Williams  11,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Wed, Feb 10", Los Angeles ,L96-81  ,32-19,Kirilenko  17,Boozer  10,Williams  10,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Tue, Feb 16",Houston ,W104-95  ,33-19,Okur  21,Millsap  12,Williams  15,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Wed, Feb 17",New Orleans ,W98-90  ,34-19,Millsap  24,Boozer  15,Williams  10,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Fri, Feb 19",Golden State ,W100-89  ,35-19,Boozer  30,Boozer  16,Williams  11,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Sun, Feb 21",Portland ,W93-89 OT ,36-19,Boozer  22,Boozer  23,Williams  12,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Mon, Feb 22", Atlanta ,L105-100  ,36-20,Millsap  14,Boozer  10,Boozer  8,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Wed, Feb 24", Charlotte ,W102-93  ,37-20,Boozer  33,Boozer  16,Williams  12,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Fri, Feb 26",Sacramento ,L103-99  ,37-21,Boozer  26,Okur  11,Williams  13,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Sat, Feb 27", Houston ,W133-110  ,38-21,Williams  35,Boozer  8,Williams  13,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Mon, Mar 1",LA ,L108-104  ,38-22,Boozer  20,Okur  13,Williams  13,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Thu, Mar 4",Phoenix ,W116-108  ,39-22,Williams  27,Boozer  15,Williams  9,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Sat, Mar 6", LA ,W107-85  ,40-22,Okur  27,Boozer  17,Williams  10,A,Utah Jazz 2009-10 Regular Season NBA Schedule
"Tue, Mar 9",Chicago ,W132-108  ,41-22,Williams  28,Boozer  10,Williams  17,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Wed, Mar 10",Detroit ,W115-104  ,42-22,Millsap  18,Boozer  12,Williams  12,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Fri, Mar 12",Milwaukee ,L95-87  ,42-23,Boozer  26,Boozer  14,Williams  9,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Sun, Mar 14",Oklahoma City ,L119-111  ,42-24,Matthews  29,Boozer  11,Williams  14,H,Utah Jazz 2009-10 Regular Season NBA Schedule
"Mon, Mar 15", Washington ,W112-89  ,43-24,Boozer  23,Boozer  9,Williams  11,A,Utah Jazz 2009-10 Regular Season NBA Schedule
