DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, May 23", Atlanta ,L107-105  ,Burks  27,Randle  12,Rose  5,A,New York Knicks 2020-21 Postseason NBA Schedule
"Wed, May 26", Atlanta ,W101-92  ,Rose  26,Randle  12,Rose  4,A,New York Knicks 2020-21 Postseason NBA Schedule
"Fri, May 28",Atlanta ,L105-94  ,Rose  30,Randle  11,Rose  5,H,New York Knicks 2020-21 Postseason NBA Schedule
"Sun, May 30",Atlanta ,L113-96  ,Randle  23,Randle  10,Randle  7,H,New York Knicks 2020-21 Postseason NBA Schedule
"Wed, Jun 2", Atlanta ,L103-89  ,Randle  23,Randle  13,Barrett  5,A,New York Knicks 2020-21 Postseason NBA Schedule
