DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 17",Denver ,L126-113  ,Williams  26,Millsap  10,Williams  11,H,Utah Jazz 2009-10 Postseason NBA Schedule
"Mon, Apr 19",Denver ,W114-111  ,Williams  33,Boozer  15,Williams  14,H,Utah Jazz 2009-10 Postseason NBA Schedule
"Fri, Apr 23", Denver ,W105-93  ,Williams  24,Millsap  19,Williams  10,A,Utah Jazz 2009-10 Postseason NBA Schedule
"Sun, Apr 25", Denver ,W117-106  ,Boozer  31,Boozer  13,Williams  13,A,Utah Jazz 2009-10 Postseason NBA Schedule
"Wed, Apr 28",Denver ,L116-102  ,Williams  34,Boozer  16,Williams  9,H,Utah Jazz 2009-10 Postseason NBA Schedule
"Fri, Apr 30", Denver ,W112-104  ,Matthews  23,Boozer  20,Williams  10,A,Utah Jazz 2009-10 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Utah Jazz 2009-10 Postseason NBA Schedule
"Sun, May 2",Los Angeles ,L104-99  ,Williams  24,Boozer  12,Williams  8,H,Utah Jazz 2009-10 Postseason NBA Schedule
"Tue, May 4",Los Angeles ,L111-103  ,Millsap  26,Boozer  12,Williams  9,H,Utah Jazz 2009-10 Postseason NBA Schedule
"Sat, May 8", Los Angeles ,L111-110  ,Williams  28,Boozer  14,Williams  9,A,Utah Jazz 2009-10 Postseason NBA Schedule
"Mon, May 10", Los Angeles ,L111-96  ,Millsap  21,Boozer  14,Williams  9,A,Utah Jazz 2009-10 Postseason NBA Schedule
