DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Tue, Oct 29",Miami ,L107-95  ,0-1,Boozer  31,Noah  11,Rose  4,H,Chicago Bulls 2013-14 Regular Season NBA Schedule
"Thu, Oct 31", New York ,W82-81  ,1-1,Rose  18,Noah  15,Deng  6,A,Chicago Bulls 2013-14 Regular Season NBA Schedule
"Sat, Nov 2",Philadelphia ,L107-104  ,1-2,Boozer  22,Boozer  10,Rose  6,H,Chicago Bulls 2013-14 Regular Season NBA Schedule
"Wed, Nov 6",Indiana ,L97-80  ,1-3,Deng  17,Boozer  9,Hinrich  5,H,Chicago Bulls 2013-14 Regular Season NBA Schedule
"Fri, Nov 8", Utah ,W97-73  ,2-3,Deng  19,Deng  11,Deng  9,A,Chicago Bulls 2013-14 Regular Season NBA Schedule
"Mon, Nov 11", Cleveland ,W96-81  ,3-3,Boozer  17,Gibson  8,Rose  7,A,Chicago Bulls 2013-14 Regular Season NBA Schedule
"Fri, Nov 15",Toronto ,W96-80  ,4-3,Deng  19,Deng  9,Boozer  6,H,Chicago Bulls 2013-14 Regular Season NBA Schedule
"Sat, Nov 16", Indiana ,W110-94  ,5-3,Deng  23,Gibson  8,Hinrich  8,A,Chicago Bulls 2013-14 Regular Season NBA Schedule
"Mon, Nov 18", Charlotte ,W86-81  ,6-3,Deng  21,Boozer  17,Hinrich  7,A,Chicago Bulls 2013-14 Regular Season NBA Schedule
"Thu, Nov 21",Denver ,L97-87  ,6-4,Rose  19,Deng  13,Noah  8,H,Chicago Bulls 2013-14 Regular Season NBA Schedule
"Fri, Nov 22",Portland ,L98-95  ,6-5,Rose  20,Deng  14,Rose  3,H,Chicago Bulls 2013-14 Regular Season NBA Schedule
"Sun, Nov 24",LA ,L121-82  ,6-6,Deng  22,Mohammed  11,Hinrich  7,H,Chicago Bulls 2013-14 Regular Season NBA Schedule
"Mon, Nov 25",Utah ,L89-83 OT ,6-7,Boozer  26,Boozer  16,Hinrich  4,H,Chicago Bulls 2013-14 Regular Season NBA Schedule
