DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 18", Detroit ,W102-84  ,James  38,Ilgauskas  10,James  7,A,Cleveland Cavaliers 2008-09 Postseason NBA Schedule
"Tue, Apr 21", Detroit ,W94-82  ,James  29,James  13,Williams  7,A,Cleveland Cavaliers 2008-09 Postseason NBA Schedule
"Fri, Apr 24",Detroit ,W79-68  ,James  25,James  11,James  9,H,Cleveland Cavaliers 2008-09 Postseason NBA Schedule
"Sun, Apr 26",Detroit ,W99-78  ,James  36,James  13,James  8,H,Cleveland Cavaliers 2008-09 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Cleveland Cavaliers 2008-09 Postseason NBA Schedule
"Tue, May 5", Atlanta ,W99-72  ,James  34,James  10,West  9,A,Cleveland Cavaliers 2008-09 Postseason NBA Schedule
"Thu, May 7", Atlanta ,W105-85  ,James  27,Varejao  8,James  5,A,Cleveland Cavaliers 2008-09 Postseason NBA Schedule
"Sat, May 9",Atlanta ,W97-82  ,James  47,James  12,James  8,H,Cleveland Cavaliers 2008-09 Postseason NBA Schedule
"Mon, May 11",Atlanta ,W84-74  ,James  27,Varejao  11,James  8,H,Cleveland Cavaliers 2008-09 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Cleveland Cavaliers 2008-09 Postseason NBA Schedule
"Wed, May 20", Orlando ,L107-106  ,James  49,Ilgauskas  10,James  8,A,Cleveland Cavaliers 2008-09 Postseason NBA Schedule
"Fri, May 22", Orlando ,W96-95  ,James  35,Ilgauskas  15,James  5,A,Cleveland Cavaliers 2008-09 Postseason NBA Schedule
"Sun, May 24",Orlando ,L99-89  ,James  41,Ilgauskas  9,James  9,H,Cleveland Cavaliers 2008-09 Postseason NBA Schedule
"Tue, May 26",Orlando ,L116-114 OT ,James  44,James  12,James  7,H,Cleveland Cavaliers 2008-09 Postseason NBA Schedule
"Thu, May 28", Orlando ,W112-102  ,James  37,James  14,James  12,A,Cleveland Cavaliers 2008-09 Postseason NBA Schedule
"Sat, May 30",Orlando ,L103-90  ,James  25,Varejao  8,James  7,H,Cleveland Cavaliers 2008-09 Postseason NBA Schedule
