DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 20",Brooklyn ,L106-89  ,Boozer  25,Boozer  8,Boozer  4,H,Chicago Bulls 2012-13 Postseason NBA Schedule
"Mon, Apr 22",Brooklyn ,W90-82  ,Deng  15,Boozer  12,Hinrich  5,H,Chicago Bulls 2012-13 Postseason NBA Schedule
"Thu, Apr 25", Brooklyn ,W79-76  ,Boozer  22,Boozer  16,Boozer  3,A,Chicago Bulls 2012-13 Postseason NBA Schedule
"Sat, Apr 27", Brooklyn ,W142-134 3OT ,Robinson  34,Noah  13,Hinrich  14,A,Chicago Bulls 2012-13 Postseason NBA Schedule
"Mon, Apr 29",Brooklyn ,L110-91  ,Robinson  20,Boozer  10,Robinson  8,H,Chicago Bulls 2012-13 Postseason NBA Schedule
"Thu, May 2", Brooklyn ,L95-92  ,Belinelli  22,Noah  15,Belinelli  7,A,Chicago Bulls 2012-13 Postseason NBA Schedule
"Sat, May 4",Brooklyn ,W99-93  ,Noah  24,Noah  14,Robinson  4,H,Chicago Bulls 2012-13 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Chicago Bulls 2012-13 Postseason NBA Schedule
"Mon, May 6",Miami ,W93-86  ,Robinson  27,Butler  14,Robinson  9,H,Chicago Bulls 2012-13 Postseason NBA Schedule
"Wed, May 8",Miami ,L115-78  ,Belinelli  13,Noah  6,Belinelli  6,H,Chicago Bulls 2012-13 Postseason NBA Schedule
"Fri, May 10", Miami ,L104-94  ,Boozer  21,Noah  11,Robinson  7,A,Chicago Bulls 2012-13 Postseason NBA Schedule
"Mon, May 13", Miami ,L88-65  ,Boozer  14,Boozer  12,Hamilton  4,A,Chicago Bulls 2012-13 Postseason NBA Schedule
"Wed, May 15",Miami ,L94-91  ,Boozer  26,Boozer  14,Robinson  6,H,Chicago Bulls 2012-13 Postseason NBA Schedule
