DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 15", Indiana ,W109-108  ,James  32,Thompson  13,James  13,A,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
"Mon, Apr 17", Indiana ,W117-111  ,Irving  37,Love  11,James  7,A,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
"Thu, Apr 20",Indiana ,W119-114  ,James  41,James  13,James  12,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
"Sun, Apr 23",Indiana ,W106-102  ,James  33,Love  16,James  4,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
"Mon, May 1", Toronto ,W116-105  ,James  35,Thompson  14,Irving  10,A,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
"Wed, May 3", Toronto ,W125-103  ,James  39,Thompson  9,Irving  11,A,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
"Fri, May 5",Toronto ,W115-94  ,James  35,Love  14,James  7,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
"Sun, May 7",Toronto ,W109-102  ,James  35,James  9,Irving  9,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
"Wed, May 17",Boston ,W117-104  ,James  38,Love  12,James  7,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
"Fri, May 19",Boston ,W130-86  ,James  30,Love  12,James  7,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
"Sun, May 21", Boston ,L111-108  ,Irving  29,Thompson  13,Irving  7,A,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
"Tue, May 23", Boston ,W112-99  ,Irving  42,Love  17,James  6,A,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
"Thu, May 25",Boston ,W135-102  ,James  35,Love  11,James  8,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
"Thu, Jun 1",Golden State ,L113-91  ,James  28,Love  21,James  8,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
"Sun, Jun 4",Golden State ,L132-113  ,James  29,James  11,James  14,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
"Wed, Jun 7", Golden State ,L118-113  ,James  39,Love  13,James  9,A,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
"Fri, Jun 9", Golden State ,W137-116  ,Irving  40,James  10,James  11,A,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
"Mon, Jun 12",Golden State ,L129-120  ,James  41,James  13,James  8,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule
