DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 22", Washington ,W97-86  ,James  32,James  11,James  11,A,Cleveland Cavaliers 2005-06 Postseason NBA Schedule
"Tue, Apr 25", Washington ,L89-84  ,James  26,Gooden  16,Snow  4,A,Cleveland Cavaliers 2005-06 Postseason NBA Schedule
"Fri, Apr 28",Washington ,W97-96  ,James  41,Ilgauskas  8,James  3,H,Cleveland Cavaliers 2005-06 Postseason NBA Schedule
"Sun, Apr 30",Washington ,L106-96  ,James  38,Marshall  11,James  5,H,Cleveland Cavaliers 2005-06 Postseason NBA Schedule
"Wed, May 3", Washington ,W121-120 OT ,James  45,Gooden  11,James  6,A,Cleveland Cavaliers 2005-06 Postseason NBA Schedule
"Fri, May 5",Washington ,W114-113 OT ,James  32,Varejao  10,Hughes  12,H,Cleveland Cavaliers 2005-06 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Cleveland Cavaliers 2005-06 Postseason NBA Schedule
"Sun, May 7",Detroit ,L113-86  ,James  22,Varejao  8,James  4,H,Cleveland Cavaliers 2005-06 Postseason NBA Schedule
"Tue, May 9",Detroit ,L97-91  ,James  30,James  14,James  7,H,Cleveland Cavaliers 2005-06 Postseason NBA Schedule
"Sat, May 13", Detroit ,W86-77  ,James  21,James  10,James  10,A,Cleveland Cavaliers 2005-06 Postseason NBA Schedule
"Mon, May 15", Detroit ,W74-72  ,James  22,James  8,James  9,A,Cleveland Cavaliers 2005-06 Postseason NBA Schedule
"Wed, May 17",Detroit ,W86-84  ,James  32,Marshall  13,Snow  7,H,Cleveland Cavaliers 2005-06 Postseason NBA Schedule
"Fri, May 19", Detroit ,L84-82  ,James  32,James  11,Snow  6,A,Cleveland Cavaliers 2005-06 Postseason NBA Schedule
"Sun, May 21",Detroit ,L79-61  ,James  27,James  8,Hughes  5,H,Cleveland Cavaliers 2005-06 Postseason NBA Schedule
