DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 16", Houston ,W104-78  ,Curry  24,Green  10,Iguodala  7,A,Golden State Warriors 2015-16 Postseason NBA Schedule
"Mon, Apr 18", Houston ,W115-106  ,Thompson  34,Green  14,Green  8,A,Golden State Warriors 2015-16 Postseason NBA Schedule
"Thu, Apr 21",Houston ,L97-96  ,Speights  22,Thompson  8,Green  7,H,Golden State Warriors 2015-16 Postseason NBA Schedule
"Sun, Apr 24",Houston ,W121-94  ,Thompson  23,Green  8,Livingston  9,H,Golden State Warriors 2015-16 Postseason NBA Schedule
"Wed, Apr 27", Houston ,W114-81  ,Thompson  27,Green  9,Green  8,A,Golden State Warriors 2015-16 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Golden State Warriors 2015-16 Postseason NBA Schedule
"Sun, May 1", Portland ,W118-106  ,Thompson  37,Green  13,Green  11,A,Golden State Warriors 2015-16 Postseason NBA Schedule
"Tue, May 3", Portland ,W110-99  ,Thompson  27,Green  14,Green  7,A,Golden State Warriors 2015-16 Postseason NBA Schedule
"Sat, May 7",Portland ,L120-108  ,Green  37,Green  9,Livingston  10,H,Golden State Warriors 2015-16 Postseason NBA Schedule
"Mon, May 9",Portland ,W132-125 OT ,Curry  40,Curry  9,Curry  8,H,Golden State Warriors 2015-16 Postseason NBA Schedule
"Wed, May 11", Portland ,W125-121  ,Thompson  33,Green  11,Curry  11,A,Golden State Warriors 2015-16 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Golden State Warriors 2015-16 Postseason NBA Schedule
"Mon, May 16", Oklahoma City ,L108-102  ,Curry  26,Curry  10,Curry  7,A,Golden State Warriors 2015-16 Postseason NBA Schedule
"Wed, May 18", Oklahoma City ,W118-91  ,Curry  28,Green  8,Green  7,A,Golden State Warriors 2015-16 Postseason NBA Schedule
"Sun, May 22",Oklahoma City ,L133-105  ,Curry  24,Rush  7,Curry  3,H,Golden State Warriors 2015-16 Postseason NBA Schedule
"Tue, May 24",Oklahoma City ,L118-94  ,Thompson  26,Green  11,Curry  5,H,Golden State Warriors 2015-16 Postseason NBA Schedule
"Thu, May 26", Oklahoma City ,W120-111  ,Curry  31,Bogut  14,Iguodala  8,A,Golden State Warriors 2015-16 Postseason NBA Schedule
"Sat, May 28",Oklahoma City ,W108-101  ,Thompson  41,Green  12,Curry  9,H,Golden State Warriors 2015-16 Postseason NBA Schedule
"Mon, May 30", Oklahoma City ,W96-88  ,Curry  36,Green  9,Curry  8,A,Golden State Warriors 2015-16 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Golden State Warriors 2015-16 Postseason NBA Schedule
"Thu, Jun 2", Cleveland ,W104-89  ,Livingston  20,Green  11,Green  7,A,Golden State Warriors 2015-16 Postseason NBA Schedule
"Sun, Jun 5", Cleveland ,W110-77  ,Green  28,Curry  9,Green  5,A,Golden State Warriors 2015-16 Postseason NBA Schedule
"Wed, Jun 8",Cleveland ,L120-90  ,Curry  19,Barnes  8,Green  7,H,Golden State Warriors 2015-16 Postseason NBA Schedule
"Fri, Jun 10",Cleveland ,W108-97  ,Curry  38,Green  12,Iguodala  7,H,Golden State Warriors 2015-16 Postseason NBA Schedule
"Mon, Jun 13", Cleveland ,L112-97  ,Thompson  37,Iguodala  11,Iguodala  6,A,Golden State Warriors 2015-16 Postseason NBA Schedule
"Thu, Jun 16",Cleveland ,L115-101  ,Curry  30,Green  10,Green  6,H,Golden State Warriors 2015-16 Postseason NBA Schedule
"Sun, Jun 19", Cleveland ,L93-89  ,Green  32,Green  15,Green  9,A,Golden State Warriors 2015-16 Postseason NBA Schedule
