DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Nov 1",Utah ,L107-97  ,0-1,McGrady  25,Ming  9,McGrady  9,H,Houston Rockets 2006-07 Regular Season NBA Schedule
"Sat, Nov 4", Dallas ,W107-76  ,1-1,Ming  36,Alston  8,Alston  12,A,Houston Rockets 2006-07 Regular Season NBA Schedule
"Sun, Nov 5",NO/Oklahoma City ,L96-90  ,1-2,Battier  18,Ming  10,McGrady  7,H,Houston Rockets 2006-07 Regular Season NBA Schedule
"Tue, Nov 7",Memphis ,W86-80  ,2-2,Ming  24,Hayes  11,McGrady  4,H,Houston Rockets 2006-07 Regular Season NBA Schedule
"Wed, Nov 8",Milwaukee ,W97-93  ,3-2,McGrady  32,Mutombo  8,Alston  9,H,Houston Rockets 2006-07 Regular Season NBA Schedule
"Fri, Nov 10", New York ,W103-94  ,4-2,Ming  35,Ming  17,McGrady  8,A,Houston Rockets 2006-07 Regular Season NBA Schedule
"Sun, Nov 12",Miami ,W94-72  ,5-2,Ming  34,Ming  14,McGrady  8,H,Houston Rockets 2006-07 Regular Season NBA Schedule
"Tue, Nov 14", San Antonio ,L92-84  ,5-3,McGrady  26,McGrady  8,McGrady  6,A,Houston Rockets 2006-07 Regular Season NBA Schedule
"Thu, Nov 16", Chicago ,W101-100  ,6-3,McGrady  21,Ming  12,McGrady  7,A,Houston Rockets 2006-07 Regular Season NBA Schedule
"Sat, Nov 18",Detroit ,L104-92  ,6-4,Ming  33,Ming  16,Ming  4,H,Houston Rockets 2006-07 Regular Season NBA Schedule
"Mon, Nov 20",New York ,W97-90  ,7-4,Ming  26,Ming  9,McGrady  5,H,Houston Rockets 2006-07 Regular Season NBA Schedule
"Wed, Nov 22", Washington ,W86-82  ,8-4,Ming  25,Ming  14,McGrady  8,A,Houston Rockets 2006-07 Regular Season NBA Schedule
"Sat, Nov 25", Memphis ,W85-76  ,9-4,Ming  28,Ming  8,McGrady  13,A,Houston Rockets 2006-07 Regular Season NBA Schedule
"Tue, Nov 28", Minnesota ,W82-75  ,10-4,Ming  25,Hayes  11,Alston  7,A,Houston Rockets 2006-07 Regular Season NBA Schedule
"Wed, Nov 29",Phoenix ,L102-91  ,10-5,McGrady  23,Hayes  8,McGrady  7,H,Houston Rockets 2006-07 Regular Season NBA Schedule
"Sat, Dec 2", Cleveland ,W81-63  ,11-5,Ming  24,Howard  13,Head  5,A,Houston Rockets 2006-07 Regular Season NBA Schedule
"Tue, Dec 5", Golden State ,W118-90  ,12-5,McGrady  31,Hayes  15,McGrady  7,A,Houston Rockets 2006-07 Regular Season NBA Schedule
"Wed, Dec 6",Minnesota ,L90-84  ,12-6,Alston  16,McGrady  10,McGrady  7,H,Houston Rockets 2006-07 Regular Season NBA Schedule
