DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Fri, Nov 2", Dallas ,W101-94  ,1-0,Johnson  28,Smith  11,Johnson  4,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Sun, Nov 4",Detroit ,L92-91  ,1-1,Johnson  23,Horford  11,Johnson  4,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Tue, Nov 6",New Jersey ,L87-82  ,1-2,Smith  18,Smith  7,Smith  6,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Wed, Nov 7", Phoenix ,W105-96  ,2-2,Smith  22,Horford  15,Johnson  10,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Fri, Nov 9",Boston ,L106-83  ,2-3,Horford  16,Horford  7,Johnson  5,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Sun, Nov 11", Washington ,L101-90  ,2-4,Smith  23,Williams  12,Williams  6,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Wed, Nov 14", Charlotte ,W117-109  ,3-4,Johnson  34,Horford  13,Johnson  10,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Fri, Nov 16", Seattle ,L126-123 2OT ,3-5,Johnson  39,Horford  14,Johnson  6,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Sat, Nov 17",Milwaukee ,L105-96  ,3-6,Smith  38,Williams  8,Johnson  9,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Tue, Nov 20", San Antonio ,L95-83  ,3-7,Johnson  20,Horford  8,Johnson  7,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Wed, Nov 21",Miami ,W82-79  ,4-7,Johnson  22,Smith  11,Johnson  4,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Sat, Nov 24",Minnesota ,W94-87  ,5-7,Johnson  25,Smith  8,Johnson  5,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Tue, Nov 27",Chicago ,L90-78  ,5-8,Johnson  21,Horford  14,Johnson  5,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Wed, Nov 28", Milwaukee ,W96-80  ,6-8,Johnson  21,Pachulia  8,Smith  7,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Fri, Nov 30", New Orleans ,L92-86  ,6-9,Williams  18,Horford  15,Johnson  9,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Mon, Dec 3",Philadelphia ,W88-79  ,7-9,Smith  22,Horford  13,Johnson  7,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Tue, Dec 4", Detroit ,L106-95  ,7-10,Childress  18,Horford  10,Stoudamire  3,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Thu, Dec 6", Minnesota ,W90-89  ,8-10,Smith  28,Horford  15,Johnson  6,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Sat, Dec 8", Memphis ,W86-78  ,9-10,Smith  25,Horford  14,Johnson  8,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Mon, Dec 10",Orlando ,W98-87  ,10-10,Smith  25,Smith  16,Smith  5,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Tue, Dec 11", Toronto ,L100-88  ,10-11,Williams  23,Horford  10,Law  6,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Fri, Dec 14",Detroit ,L91-81  ,10-12,Johnson  23,Wright  12,Smith  3,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Sat, Dec 15", Charlotte ,W93-84  ,11-12,Johnson  31,Smith  10,Johnson  7,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Mon, Dec 17", Utah ,W116-111  ,12-12,Johnson  26,Smith  12,Johnson  14,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Wed, Dec 19", Miami ,W114-111 OT ,13-12,Williams  26,Williams  9,Johnson  9,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Fri, Dec 21",Washington ,W97-92  ,14-12,Johnson  32,Smith  14,Johnson  8,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Wed, Dec 26", Indiana ,W107-95  ,15-12,Johnson  26,Williams  10,Johnson  11,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Sat, Dec 29",Dallas ,L97-84  ,15-13,Williams  18,Horford  10,Johnson  5,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Wed, Jan 2",Cleveland ,L98-94  ,15-14,Johnson  24,Horford  9,Horford  3,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Fri, Jan 4",Indiana ,L113-91  ,15-15,Childress  26,Childress  8,West  3,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Sat, Jan 5", New Jersey ,L113-107  ,15-16,Smith  34,Smith  9,Johnson  10,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Wed, Jan 9", Cleveland ,W90-81  ,16-16,Johnson  29,Horford  15,Johnson  6,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Fri, Jan 11", Washington ,L102-98 OT ,16-17,Smith  35,Horford  19,Johnson  9,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Sun, Jan 13", Chicago ,W105-84  ,17-17,Johnson  37,Johnson  9,Johnson  6,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Tue, Jan 15", Denver ,W104-93  ,18-17,Johnson  22,Williams  9,Johnson  6,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Wed, Jan 16",Milwaukee ,L87-80  ,18-18,Williams  22,Smith  9,Johnson  7,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Fri, Jan 18",Toronto ,L89-78  ,18-19,Johnson  25,Smith  9,Johnson  7,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Mon, Jan 21", Portland ,L111-109 OT ,18-20,Johnson  37,Smith  17,Johnson  7,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Wed, Jan 23",Denver ,L107-100  ,18-21,Smith  22,Smith  12,Smith  10,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Fri, Jan 25",Seattle ,W99-90  ,19-21,Williams  33,Horford  16,Johnson  7,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Sun, Jan 27",Portland ,L94-93  ,19-22,Johnson  19,Horford  12,Johnson  11,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Tue, Jan 29",Phoenix ,L125-92  ,19-23,Williams  18,Williams  8,Law  4,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Wed, Jan 30",LA ,L95-88  ,19-24,Smith  21,Smith  10,Smith  8,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Sat, Feb 2", New Jersey ,W104-92  ,20-24,Williams  24,Smith  8,Law  8,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Mon, Feb 4", Philadelphia ,W96-91  ,21-24,Childress  21,Horford  8,Smith  9,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Wed, Feb 6", Los Angeles ,W98-95  ,22-24,Johnson  28,Horford  20,Smith  9,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Fri, Feb 8", Cleveland ,L100-95  ,22-25,Johnson  23,Smith  8,Johnson  8,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Sat, Feb 9",Houston ,L108-89  ,22-26,Childress  18,Pachulia  9,Johnson  4,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Tue, Feb 12", Detroit ,L94-90  ,22-27,Smith  30,Horford  16,Johnson  4,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Wed, Feb 13",Charlotte ,L100-98 OT ,22-28,Johnson  23,Horford  14,Johnson  4,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Tue, Feb 19",Los Angeles ,L122-93  ,22-29,Johnson  18,Pachulia  12,Smith  6,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Wed, Feb 20",Sacramento ,L119-107  ,22-30,Childress  18,Horford  12,Johnson  4,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Fri, Feb 22",Golden State ,W117-110  ,23-30,Johnson  27,Williams  14,Johnson  8,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Sat, Feb 23",Utah ,L100-94  ,23-31,Smith  30,Smith  12,Bibby  9,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Mon, Feb 25",San Antonio ,L89-74  ,23-32,Johnson  17,Horford  13,Johnson  5,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Wed, Feb 27", Sacramento ,W123-117  ,24-32,Johnson  26,Horford  14,Bibby  12,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Fri, Feb 29", New York ,W99-93  ,25-32,Smith  25,Horford  11,Bibby  10,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Sun, Mar 2",Boston ,L98-88  ,25-33,Smith  22,Horford  11,Bibby  9,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Tue, Mar 4", Golden State ,L135-118  ,25-34,Johnson  38,Smith  11,Johnson  6,A,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Wed, Mar 5",New Orleans ,L116-101  ,25-35,Johnson  24,Horford  11,Johnson  4,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
"Fri, Mar 7",Charlotte ,L108-93  ,25-36,Johnson  20,Horford  11,Bibby  10,H,Atlanta Hawks 2007-08 Regular Season NBA Schedule
