DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 18",Boston ,W108-100  ,1-0,Antetokounmpo  37,Antetokounmpo  13,Middleton  6,H,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Fri, Oct 20", Cleveland ,L116-97  ,1-1,Antetokounmpo  34,Antetokounmpo  8,Antetokounmpo  8,A,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Sat, Oct 21", Portland ,W113-110  ,2-1,Antetokounmpo  44,Henson  9,Brogdon  6,A,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Mon, Oct 23", Charlotte ,W103-94  ,3-1,Antetokounmpo  32,Antetokounmpo  14,Dellavedova  9,A,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Thu, Oct 26", Boston ,L96-89  ,3-2,Antetokounmpo  28,Antetokounmpo  10,Antetokounmpo  7,A,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Sun, Oct 29",Atlanta ,W117-106  ,4-2,Antetokounmpo  33,Antetokounmpo  11,Middleton  9,H,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Tue, Oct 31", Oklahoma City ,L110-91  ,4-3,Antetokounmpo  28,Antetokounmpo  8,Snell  5,A,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Wed, Nov 1",Charlotte ,L126-121  ,4-4,Middleton  43,Antetokounmpo  13,Middleton  7,H,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Fri, Nov 3",Detroit ,L105-96  ,4-5,Antetokounmpo  29,Henson  13,Brogdon  10,H,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Tue, Nov 7",Cleveland ,L124-119  ,4-6,Antetokounmpo  40,Antetokounmpo  9,Middleton  11,H,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Fri, Nov 10",San Antonio ,W94-87  ,5-6,Antetokounmpo  28,Antetokounmpo  12,Bledsoe  7,H,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Sat, Nov 11", Los Angeles ,W98-90  ,6-6,Antetokounmpo  33,Antetokounmpo  15,Middleton  4,A,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Mon, Nov 13", Memphis ,W110-103  ,7-6,Antetokounmpo  27,Antetokounmpo  9,Antetokounmpo  7,A,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Wed, Nov 15", Detroit ,W99-95  ,8-6,Middleton  27,Henson  10,Middleton  8,A,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Sat, Nov 18",Dallas ,L111-79  ,8-7,Antetokounmpo  24,Antetokounmpo  17,Bledsoe  4,H,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Mon, Nov 20", Washington ,L99-88  ,8-8,Antetokounmpo  23,Henson  10,Antetokounmpo  4,A,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Wed, Nov 22",Phoenix ,W113-107 OT ,9-8,Middleton  40,Middleton  9,Bledsoe  7,H,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Sat, Nov 25",Utah ,L121-108  ,9-9,Antetokounmpo  27,Antetokounmpo  13,Bledsoe  7,H,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Tue, Nov 28",Sacramento ,W112-87  ,10-9,Antetokounmpo  32,Brogdon  6,Antetokounmpo  5,H,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Thu, Nov 30",Portland ,W103-91  ,11-9,Middleton  26,Henson  10,Antetokounmpo  5,H,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Sat, Dec 2", Sacramento ,W109-104  ,12-9,Antetokounmpo  33,Antetokounmpo  13,Antetokounmpo  5,A,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Mon, Dec 4",Boston ,L111-100  ,12-10,Antetokounmpo  40,Antetokounmpo  9,Middleton  5,H,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Wed, Dec 6", Detroit ,W104-100  ,13-10,Antetokounmpo  25,Antetokounmpo  11,Middleton  6,A,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Fri, Dec 8", Dallas ,W109-102  ,14-10,Middleton  31,Antetokounmpo  11,Brogdon  6,A,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Sat, Dec 9", Utah ,W117-100  ,15-10,Antetokounmpo  37,Antetokounmpo  13,Antetokounmpo  7,A,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Wed, Dec 13",New Orleans ,L115-108  ,15-11,Antetokounmpo  32,Antetokounmpo  9,Middleton  10,H,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Fri, Dec 15", Chicago ,L115-109  ,15-12,Antetokounmpo  29,Antetokounmpo  16,Bledsoe  7,A,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Sat, Dec 16",Houston ,L115-111  ,15-13,Antetokounmpo  28,Antetokounmpo  9,Antetokounmpo  5,H,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Tue, Dec 19", Cleveland ,W119-116  ,16-13,Antetokounmpo  27,Antetokounmpo  13,Middleton  10,A,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Fri, Dec 22", Charlotte ,W109-104  ,17-13,Middleton  28,Henson  8,Bledsoe  10,A,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Sat, Dec 23",Charlotte ,L111-106  ,17-14,Middleton  31,Bledsoe  7,Bledsoe  6,H,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Tue, Dec 26", Chicago ,L115-106  ,17-15,Antetokounmpo  28,Antetokounmpo  7,Bledsoe  6,A,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Thu, Dec 28", Minnesota ,W102-96  ,18-15,Bledsoe  26,Antetokounmpo  10,Bledsoe  6,A,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Fri, Dec 29",Oklahoma City ,W97-95  ,19-15,Antetokounmpo  23,Antetokounmpo  12,Dellavedova  9,H,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Mon, Jan 1",Toronto ,L131-127 OT ,19-16,Bledsoe  29,Antetokounmpo  9,Dellavedova  10,H,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Wed, Jan 3", Indiana ,W122-101  ,20-16,Antetokounmpo  31,Antetokounmpo  9,Dellavedova  9,A,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Fri, Jan 5", Toronto ,L129-110  ,20-17,Antetokounmpo  24,Maker  8,Middleton  7,A,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Sat, Jan 6",Washington ,W110-103  ,21-17,Antetokounmpo  34,Antetokounmpo  12,Antetokounmpo  7,H,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
"Mon, Jan 8",Indiana ,L109-96  ,21-18,Middleton  19,Antetokounmpo  7,Middleton  4,H,Milwaukee Bucks 2017-18 Regular Season NBA Schedule
