DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Tue, Oct 16", Oklahoma City ,W108-100  ,1-0,Curry  32,Green  13,Curry  9,A,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Fri, Oct 19",Utah ,W124-123  ,2-0,Durant  38,Durant  9,Curry  8,H,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Sun, Oct 21",Denver ,L100-98  ,2-1,Curry  30,Durant  11,Durant  7,H,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Mon, Oct 22", Phoenix ,W123-103  ,3-1,Curry  29,McKinnie  7,Curry  8,A,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Wed, Oct 24", Washington ,W144-122  ,4-1,Curry  51,Durant  8,Green  12,A,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Fri, Oct 26",New York ,W128-100  ,5-1,Durant  41,Durant  9,Green  6,H,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Sun, Oct 28",Brooklyn ,W120-114  ,6-1,Curry  35,Durant  8,Green  13,H,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Mon, Oct 29",Chicago ,W149-124  ,7-1,Thompson  52,McKinnie  10,Green  12,H,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Wed, Oct 31", New Orleans ,W131-121  ,8-1,Curry  37,Green  14,Curry  9,A,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Fri, Nov 2", Minnesota ,W116-99  ,9-1,Durant  33,Durant  13,Green  11,A,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Mon, Nov 5", Memphis ,W117-101  ,10-1,Thompson  27,Looney  9,Curry  7,A,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Thu, Nov 8", Milwaukee ,L134-111  ,10-2,Thompson  24,Durant  5,Durant  9,A,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Sat, Nov 10", Brooklyn ,W116-100  ,11-2,Durant  28,Bell  8,Durant  11,A,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Mon, Nov 12",LA ,L121-116 OT ,11-3,Durant  33,Green  14,Durant  10,H,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Tue, Nov 13", Atlanta ,W110-103  ,12-3,Durant  29,Jerebko  13,Cook  6,A,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Thu, Nov 15",Houston ,L107-86  ,12-4,Durant  20,Iguodala  6,Green  5,H,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Sat, Nov 17",Dallas ,L112-109  ,12-5,Durant  32,Jerebko  10,Thompson  4,H,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Sun, Nov 18",San Antonio ,L104-92  ,12-6,Durant  26,Durant  10,Durant  6,H,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Wed, Nov 21", Oklahoma City ,L123-95  ,12-7,Durant  27,Durant  14,Cook  6,A,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Fri, Nov 23", Portland ,W125-97  ,13-7,Durant  32,Durant  9,Durant  7,A,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Sat, Nov 24", Sacramento ,W117-116  ,14-7,Durant  44,Durant  13,Durant  7,A,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Mon, Nov 26", Orlando ,W116-110  ,15-7,Durant  49,Durant  6,Durant  9,A,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Thu, Nov 29",Toronto ,L131-128 OT ,15-8,Durant  51,Durant  11,Livingston  7,H,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Sat, Dec 1",Detroit ,L111-102  ,15-9,Durant  28,Thompson  8,Durant  7,H,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Mon, Dec 3",Atlanta ,W128-111  ,16-9,Curry  30,Thompson  8,Durant  8,H,Golden State Warriors 2018-19 Regular Season NBA Schedule
"Wed, Dec 5",Cleveland ,W129-105  ,17-9,Curry  42,Durant  10,Durant  9,H,Golden State Warriors 2018-19 Regular Season NBA Schedule
