DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 25",Orlando ,L116-86  ,0-1,Sengun  14,Sengun  8,Sengun  6,H,Houston Rockets 2023-24 Regular Season NBA Schedule
"Fri, Oct 27",San Antonio ,L126-122 OT ,0-2,Sengun  25,Sengun  14,VanVleet  12,H,Houston Rockets 2023-24 Regular Season NBA Schedule
"Sun, Oct 29", Golden State ,L106-95  ,0-3,Green  21,Green  9,Sengun  7,A,Houston Rockets 2023-24 Regular Season NBA Schedule
"Wed, Nov 1", Charlotte ,W128-119  ,1-3,Green  23,Sengun  7,VanVleet  11,A,Houston Rockets 2023-24 Regular Season NBA Schedule
"Sat, Nov 4", Sacramento ,W107-89  ,2-3,Brooks  26,Smith Jr.  11,VanVleet  12,A,Houston Rockets 2023-24 Regular Season NBA Schedule
"Mon, Nov 6", Sacramento ,W122-97  ,3-3,Green  23,Sengun  8,Sengun  12,A,Houston Rockets 2023-24 Regular Season NBA Schedule
"Wed, Nov 8", Los Angeles ,W128-94  ,4-3,Green  28,Eason  9,VanVleet  10,A,Houston Rockets 2023-24 Regular Season NBA Schedule
"Fri, Nov 10", New Orleans ,W104-101  ,5-3,Green  25,Sengun  8,VanVleet  8,A,Houston Rockets 2023-24 Regular Season NBA Schedule
"Sun, Nov 12", Denver ,W107-104  ,6-3,VanVleet  26,Sengun  8,Sengun  5,A,Houston Rockets 2023-24 Regular Season NBA Schedule
"Fri, Nov 17",LA ,L106-100  ,6-4,Sengun  23,Sengun  8,VanVleet  10,H,Houston Rockets 2023-24 Regular Season NBA Schedule
"Sun, Nov 19",Los Angeles ,L105-104  ,6-5,Brooks  24,Sengun  10,VanVleet  16,H,Houston Rockets 2023-24 Regular Season NBA Schedule
"Mon, Nov 20",Golden State ,L121-116  ,6-6,Sengun  30,Sengun  13,VanVleet  14,H,Houston Rockets 2023-24 Regular Season NBA Schedule
"Wed, Nov 22", Memphis ,W111-91  ,7-6,Green  34,Smith Jr.  9,Green  4,A,Houston Rockets 2023-24 Regular Season NBA Schedule
