DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 20", New Orleans ,W98-90  ,Iverson  55,Van Horn  10,Snow  10,A,Philadelphia 76ers 2002-03 Postseason NBA Schedule
"Wed, Apr 23", New Orleans ,W90-85  ,Iverson  29,Thomas  16,Coleman  6,A,Philadelphia 76ers 2002-03 Postseason NBA Schedule
"Sat, Apr 26",New Orleans ,L99-85  ,Iverson  28,Van Horn  9,Iverson  7,H,Philadelphia 76ers 2002-03 Postseason NBA Schedule
"Mon, Apr 28",New Orleans ,W96-87  ,Iverson  22,Thomas  8,Snow  12,H,Philadelphia 76ers 2002-03 Postseason NBA Schedule
"Wed, Apr 30", New Orleans ,L93-91  ,Iverson  30,Thomas  14,Iverson  7,A,Philadelphia 76ers 2002-03 Postseason NBA Schedule
"Fri, May 2",New Orleans ,W107-103  ,Iverson  45,Van Horn  18,Snow  9,H,Philadelphia 76ers 2002-03 Postseason NBA Schedule
"Tue, May 6",Detroit ,L98-87  ,Iverson  27,Coleman  8,Iverson  8,H,Philadelphia 76ers 2002-03 Postseason NBA Schedule
"Thu, May 8",Detroit ,L104-97 OT ,Iverson  31,Thomas  19,Iverson  7,H,Philadelphia 76ers 2002-03 Postseason NBA Schedule
"Sat, May 10", Detroit ,W93-83  ,Iverson  25,Thomas  14,Iverson  11,A,Philadelphia 76ers 2002-03 Postseason NBA Schedule
"Sun, May 11", Detroit ,W95-82  ,Iverson  36,Coleman  15,Iverson  11,A,Philadelphia 76ers 2002-03 Postseason NBA Schedule
"Wed, May 14",Detroit ,L78-77  ,Coleman  23,Coleman  11,Iverson  9,H,Philadelphia 76ers 2002-03 Postseason NBA Schedule
"Fri, May 16", Detroit ,L93-89 OT ,Iverson  38,Thomas  14,Iverson  9,A,Philadelphia 76ers 2002-03 Postseason NBA Schedule
