DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 19", Milwaukee ,W109-96  ,Martin  21,Martin  15,Kidd  14,A,Brooklyn Nets 2002-03 Postseason NBA Schedule
"Tue, Apr 22", Milwaukee ,L88-85  ,Martin  22,Martin  12,Kidd  8,A,Brooklyn Nets 2002-03 Postseason NBA Schedule
"Thu, Apr 24",Milwaukee ,W103-101  ,Kidd  26,Martin  8,Kidd  7,H,Brooklyn Nets 2002-03 Postseason NBA Schedule
"Sat, Apr 26",Milwaukee ,L119-114 OT ,Martin  30,Collins  8,Kidd  10,H,Brooklyn Nets 2002-03 Postseason NBA Schedule
"Tue, Apr 29", Milwaukee ,W89-82  ,Kidd  19,Jefferson  16,Kidd  5,A,Brooklyn Nets 2002-03 Postseason NBA Schedule
"Thu, May 1",Milwaukee ,W113-101  ,Martin  29,Kidd  11,Kidd  11,H,Brooklyn Nets 2002-03 Postseason NBA Schedule
"Mon, May 5", Boston ,W97-93  ,Martin  21,Jefferson  9,Kidd  9,A,Brooklyn Nets 2002-03 Postseason NBA Schedule
"Wed, May 7", Boston ,W104-95  ,Jefferson  25,Kidd  11,Kidd  8,A,Brooklyn Nets 2002-03 Postseason NBA Schedule
"Fri, May 9",Boston ,W94-76  ,Martin  25,Kidd  9,Kidd  11,H,Brooklyn Nets 2002-03 Postseason NBA Schedule
"Mon, May 12",Boston ,W110-101 2OT ,Kidd  29,Kidd  10,Kidd  8,H,Brooklyn Nets 2002-03 Postseason NBA Schedule
"Sun, May 18",Detroit ,W76-74  ,Martin  16,Collins  10,Kidd  7,H,Brooklyn Nets 2002-03 Postseason NBA Schedule
"Tue, May 20",Detroit ,W88-86  ,Martin  25,Collins  14,Kidd  5,H,Brooklyn Nets 2002-03 Postseason NBA Schedule
"Thu, May 22", Detroit ,W97-85  ,Kidd  34,Kidd  12,Kidd  6,A,Brooklyn Nets 2002-03 Postseason NBA Schedule
"Sat, May 24", Detroit ,W102-82  ,Kidd  26,Kidd  12,Kidd  7,A,Brooklyn Nets 2002-03 Postseason NBA Schedule
"Wed, Jun 4",San Antonio ,L101-89  ,Martin  21,Martin  12,Kidd  10,H,Brooklyn Nets 2002-03 Postseason NBA Schedule
"Fri, Jun 6",San Antonio ,W87-85  ,Kidd  30,Kidd  7,Martin  4,H,Brooklyn Nets 2002-03 Postseason NBA Schedule
"Sun, Jun 8", San Antonio ,L84-79  ,Martin  23,Martin  11,Kidd  11,A,Brooklyn Nets 2002-03 Postseason NBA Schedule
"Wed, Jun 11", San Antonio ,W77-76  ,Martin  20,Martin  13,Kidd  9,A,Brooklyn Nets 2002-03 Postseason NBA Schedule
"Fri, Jun 13", San Antonio ,L93-83  ,Kidd  29,Martin  9,Kidd  7,A,Brooklyn Nets 2002-03 Postseason NBA Schedule
"Sun, Jun 15",San Antonio ,L88-77  ,Kidd  21,Martin  10,Kidd  7,H,Brooklyn Nets 2002-03 Postseason NBA Schedule
