DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 16", Utah ,L99-93  ,Brunson  24,Brunson  7,Dinwiddie  8,A,Dallas Mavericks 2021-22 Postseason NBA Schedule
"Mon, Apr 18", Utah ,W110-104  ,Brunson  41,Brunson  8,Dinwiddie  6,A,Dallas Mavericks 2021-22 Postseason NBA Schedule
"Thu, Apr 21",Utah ,W126-118  ,Brunson  31,Finney-Smith  8,Brunson  6,H,Dallas Mavericks 2021-22 Postseason NBA Schedule
"Sat, Apr 23",Utah ,L100-99  ,Doncic  30,Doncic  10,Doncic  4,H,Dallas Mavericks 2021-22 Postseason NBA Schedule
"Mon, Apr 25", Utah ,W102-77  ,Doncic  33,Doncic  13,Doncic  5,A,Dallas Mavericks 2021-22 Postseason NBA Schedule
"Thu, Apr 28",Utah ,W98-96  ,Doncic  24,Finney-Smith  10,Doncic  8,H,Dallas Mavericks 2021-22 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Dallas Mavericks 2021-22 Postseason NBA Schedule
"Mon, May 2",Phoenix ,L121-114  ,Doncic  45,Doncic  12,Doncic  8,H,Dallas Mavericks 2021-22 Postseason NBA Schedule
"Wed, May 4",Phoenix ,L129-109  ,Doncic  35,Doncic  5,Doncic  7,H,Dallas Mavericks 2021-22 Postseason NBA Schedule
"Fri, May 6", Phoenix ,W103-94  ,Brunson  28,Doncic  13,Doncic  9,A,Dallas Mavericks 2021-22 Postseason NBA Schedule
"Sun, May 8", Phoenix ,W111-101  ,Doncic  26,Finney-Smith  8,Doncic  11,A,Dallas Mavericks 2021-22 Postseason NBA Schedule
"Tue, May 10",Phoenix ,L110-80  ,Doncic  28,Doncic  11,Doncic  2,H,Dallas Mavericks 2021-22 Postseason NBA Schedule
"Thu, May 12", Phoenix ,W113-86  ,Doncic  33,Doncic  11,Doncic  8,A,Dallas Mavericks 2021-22 Postseason NBA Schedule
"Sun, May 15",Phoenix ,W123-90  ,Doncic  35,Doncic  10,Doncic  4,H,Dallas Mavericks 2021-22 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Dallas Mavericks 2021-22 Postseason NBA Schedule
"Wed, May 18",Golden State ,L112-87  ,Doncic  20,Doncic  7,Doncic  4,H,Dallas Mavericks 2021-22 Postseason NBA Schedule
"Fri, May 20",Golden State ,L126-117  ,Doncic  42,Finney-Smith  8,Doncic  8,H,Dallas Mavericks 2021-22 Postseason NBA Schedule
"Sun, May 22", Golden State ,L109-100  ,Doncic  40,Doncic  11,Bullock Jr.  4,A,Dallas Mavericks 2021-22 Postseason NBA Schedule
"Tue, May 24", Golden State ,W119-109  ,Doncic  30,Doncic  14,Doncic  9,A,Dallas Mavericks 2021-22 Postseason NBA Schedule
"Thu, May 26",Golden State ,L120-110  ,Doncic  28,Doncic  9,Doncic  6,H,Dallas Mavericks 2021-22 Postseason NBA Schedule
