DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 15",Sacramento ,L126-123  ,Curry  30,Looney  9,Green  11,H,Golden State Warriors 2022-23 Postseason NBA Schedule
"Mon, Apr 17",Sacramento ,L114-106  ,Curry  28,Looney  7,Curry  6,H,Golden State Warriors 2022-23 Postseason NBA Schedule
"Thu, Apr 20", Sacramento ,W114-97  ,Curry  36,Looney  20,Looney  9,A,Golden State Warriors 2022-23 Postseason NBA Schedule
"Sun, Apr 23", Sacramento ,W126-125  ,Curry  32,Looney  14,Green  7,A,Golden State Warriors 2022-23 Postseason NBA Schedule
"Wed, Apr 26",Sacramento ,W123-116  ,Curry  31,Looney  22,Curry  8,H,Golden State Warriors 2022-23 Postseason NBA Schedule
"Fri, Apr 28", Sacramento ,L118-99  ,Curry  29,Looney  13,Green  10,A,Golden State Warriors 2022-23 Postseason NBA Schedule
"Sun, Apr 30",Sacramento ,W120-100  ,Curry  50,Looney  21,Green  8,H,Golden State Warriors 2022-23 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Golden State Warriors 2022-23 Postseason NBA Schedule
"Tue, May 2", Los Angeles ,L117-112  ,Curry  27,Looney  23,Green  7,A,Golden State Warriors 2022-23 Postseason NBA Schedule
"Thu, May 4", Los Angeles ,W127-100  ,Thompson  30,Green  11,Curry  12,A,Golden State Warriors 2022-23 Postseason NBA Schedule
"Sat, May 6",Los Angeles ,L127-97  ,Curry  23,Wiggins  9,Poole  6,H,Golden State Warriors 2022-23 Postseason NBA Schedule
"Mon, May 8",Los Angeles ,L104-101  ,Curry  31,Curry  10,Curry  14,H,Golden State Warriors 2022-23 Postseason NBA Schedule
"Wed, May 10", Los Angeles ,W121-106  ,Curry  27,Green  10,Curry  8,A,Golden State Warriors 2022-23 Postseason NBA Schedule
"Fri, May 12",Los Angeles ,L122-101  ,Curry  32,Looney  18,Curry  5,H,Golden State Warriors 2022-23 Postseason NBA Schedule
