DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 20", Sacramento ,L124-121  ,0-1,McCollum  34,Nurkic  14,Lillard  11,A,Portland Trail Blazers 2021-22 Regular Season NBA Schedule
"Sat, Oct 23", Phoenix ,W134-105  ,1-1,McCollum  28,Nurkic  12,Lillard  8,A,Portland Trail Blazers 2021-22 Regular Season NBA Schedule
"Mon, Oct 25",LA ,L116-86  ,1-2,McCollum  20,Nurkic  10,McCollum  4,H,Portland Trail Blazers 2021-22 Regular Season NBA Schedule
"Wed, Oct 27", Memphis ,W116-96  ,2-2,McCollum  25,Nurkic  8,Lillard  10,A,Portland Trail Blazers 2021-22 Regular Season NBA Schedule
"Fri, Oct 29", LA ,W111-92  ,3-2,Lillard  25,Nurkic  17,Lillard  6,A,Portland Trail Blazers 2021-22 Regular Season NBA Schedule
"Sun, Oct 31",Charlotte ,L125-113  ,3-3,McCollum  25,Nurkic  14,Lillard  12,H,Portland Trail Blazers 2021-22 Regular Season NBA Schedule
"Mon, Nov 1",Philadelphia ,L113-103  ,3-4,Powell  22,Nurkic  9,Lillard  10,H,Portland Trail Blazers 2021-22 Regular Season NBA Schedule
"Wed, Nov 3",Cleveland ,L107-104  ,3-5,Lillard  26,Nurkic  9,Lillard  8,H,Portland Trail Blazers 2021-22 Regular Season NBA Schedule
"Fri, Nov 5", Indiana ,W110-106  ,4-5,McCollum  27,Nurkic  9,Lillard  11,A,Portland Trail Blazers 2021-22 Regular Season NBA Schedule
"Sat, Nov 6", Los Angeles ,W105-90  ,5-5,Lillard  25,Nurkic  17,Lillard  6,A,Portland Trail Blazers 2021-22 Regular Season NBA Schedule
"Tue, Nov 9",LA ,L117-109  ,5-6,Lillard  27,Nurkic  13,Lillard  6,H,Portland Trail Blazers 2021-22 Regular Season NBA Schedule
"Wed, Nov 10",Phoenix ,L119-109  ,5-7,Lillard  28,Lillard  7,Lillard  7,H,Portland Trail Blazers 2021-22 Regular Season NBA Schedule
"Fri, Nov 12",Houston ,W104-92  ,6-7,Lillard  20,Little  14,Lillard  7,H,Portland Trail Blazers 2021-22 Regular Season NBA Schedule
"Sun, Nov 14",Denver ,L124-95  ,6-8,McCollum  21,Little  7,Smith Jr.  5,H,Portland Trail Blazers 2021-22 Regular Season NBA Schedule
"Mon, Nov 15", Toronto ,W118-113  ,7-8,McCollum  29,Nurkic  14,Lillard  8,A,Portland Trail Blazers 2021-22 Regular Season NBA Schedule
"Wed, Nov 17", Chicago ,W112-107  ,8-8,Lillard  22,Nurkic  12,Lillard  10,A,Portland Trail Blazers 2021-22 Regular Season NBA Schedule
