DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 16",Memphis ,W128-112  ,Hachimura  29,Davis  12,Russell  7,H,Los Angeles Lakers 2022-23 Postseason NBA Schedule
"Wed, Apr 19",Memphis ,L103-93  ,James  28,James  12,Reaves  4,H,Los Angeles Lakers 2022-23 Postseason NBA Schedule
"Sat, Apr 22", Memphis ,W111-101  ,Davis  31,Davis  17,Russell  7,A,Los Angeles Lakers 2022-23 Postseason NBA Schedule
"Mon, Apr 24", Memphis ,W117-111 OT ,Reaves  23,James  20,James  7,A,Los Angeles Lakers 2022-23 Postseason NBA Schedule
"Wed, Apr 26",Memphis ,L116-99  ,Davis  31,Davis  19,Russell  10,H,Los Angeles Lakers 2022-23 Postseason NBA Schedule
"Fri, Apr 28", Memphis ,W125-85  ,Russell  31,Davis  14,Reaves  8,A,Los Angeles Lakers 2022-23 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Los Angeles Lakers 2022-23 Postseason NBA Schedule
"Tue, May 2",Golden State ,W117-112  ,Davis  30,Davis  23,Russell  6,H,Los Angeles Lakers 2022-23 Postseason NBA Schedule
"Thu, May 4",Golden State ,L127-100  ,James  23,James  7,Russell  8,H,Los Angeles Lakers 2022-23 Postseason NBA Schedule
"Sat, May 6", Golden State ,W127-97  ,Davis  25,Davis  13,James  8,A,Los Angeles Lakers 2022-23 Postseason NBA Schedule
"Mon, May 8", Golden State ,W104-101  ,James  27,Davis  15,James  6,A,Los Angeles Lakers 2022-23 Postseason NBA Schedule
"Wed, May 10",Golden State ,L121-106  ,James  25,James  9,Reaves  5,H,Los Angeles Lakers 2022-23 Postseason NBA Schedule
"Fri, May 12", Golden State ,W122-101  ,James  30,Davis  20,James  9,A,Los Angeles Lakers 2022-23 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Los Angeles Lakers 2022-23 Postseason NBA Schedule
"Tue, May 16",Denver ,L132-126  ,Davis  40,James  12,James  9,H,Los Angeles Lakers 2022-23 Postseason NBA Schedule
"Thu, May 18",Denver ,L108-103  ,James  22,Davis  14,James  10,H,Los Angeles Lakers 2022-23 Postseason NBA Schedule
"Sat, May 20", Denver ,L119-108  ,Davis  28,Davis  18,James  12,A,Los Angeles Lakers 2022-23 Postseason NBA Schedule
"Mon, May 22", Denver ,L113-111  ,James  40,Davis  14,James  9,A,Los Angeles Lakers 2022-23 Postseason NBA Schedule
