DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 26",Indiana ,L130-121 OT ,0-1,Williams  25,Barnes  9,Williams  7,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Fri, Oct 28", Houston ,L106-98  ,0-2,Barnes  31,Bogut  12,Barea  5,A,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Sun, Oct 30",Houston ,L93-92  ,0-3,Matthews  25,Bogut  15,Barea  5,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Wed, Nov 2",Utah ,L97-81  ,0-4,Barnes  14,Bogut  9,Williams  9,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Fri, Nov 4", Portland ,L105-95  ,0-5,Barea  23,Barnes  10,Barea  6,A,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Sun, Nov 6", Milwaukee ,W86-75 OT ,1-5,Barnes  34,Bogut  16,Barea  5,A,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Tue, Nov 8",Los Angeles ,W109-97  ,2-5,Barnes  31,Bogut  9,Barea  8,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Wed, Nov 9",Golden State ,L116-95  ,2-6,Barnes  25,Powell  9,Curry  9,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Mon, Nov 14",New York ,L93-77  ,2-7,Barnes  20,Bogut  9,Barea  4,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Wed, Nov 16",Boston ,L90-83  ,2-8,Barnes  28,Powell  8,Barea  6,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Fri, Nov 18", Memphis ,L80-64  ,2-9,Barnes  15,Bogut  10,Gibson  3,A,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Sat, Nov 19",Orlando ,L95-87  ,2-10,Gibson  26,Bogut  8,Curry  4,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Mon, Nov 21",San Antonio ,L96-91  ,2-11,Curry  23,Mejri  11,Curry  4,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Wed, Nov 23", LA ,L124-104  ,2-12,Barnes  22,Bogut  12,Bogut  6,A,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Fri, Nov 25",Cleveland ,L128-90  ,2-13,Nowitzki  15,Bogut  11,Williams  5,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Sun, Nov 27", New Orleans ,W91-81  ,3-13,Barnes  23,Bogut  14,Barnes  4,A,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Wed, Nov 30", San Antonio ,L94-87  ,3-14,Matthews  26,Bogut  12,Williams  5,A,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Thu, Dec 1",Charlotte ,L97-87  ,3-15,Barnes  17,Mejri  11,Williams  9,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Sat, Dec 3", Chicago ,W107-82  ,4-15,Matthews  26,Bogut  11,Williams  15,A,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Mon, Dec 5", Charlotte ,L109-101  ,4-16,Barnes  29,Barnes  7,Williams  13,A,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Wed, Dec 7", Sacramento ,L120-89  ,4-17,Williams  20,Mejri  7,Williams  6,A,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Fri, Dec 9", Indiana ,W111-103  ,5-17,Matthews  26,Finney-Smith  8,Williams  6,A,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Sat, Dec 10",Houston ,L109-87  ,5-18,Matthews  26,Powell  6,Williams  6,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Mon, Dec 12", Denver ,W112-92  ,6-18,Matthews  25,Finney-Smith  9,Williams  8,A,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Wed, Dec 14", Detroit ,L95-85  ,6-19,Barnes  19,Mejri  8,Williams  5,A,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Fri, Dec 16",Utah ,L103-100  ,6-20,Barnes  21,Curry  5,Williams  7,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Sun, Dec 18", Sacramento ,W99-79  ,7-20,Finney-Smith  17,Barnes  9,Williams  7,A,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Mon, Dec 19",Denver ,L117-107  ,7-21,Williams  23,Powell  8,Williams  8,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Wed, Dec 21",Portland ,W96-95  ,8-21,Barnes  28,Powell  8,Williams  5,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Fri, Dec 23",LA ,W90-88  ,9-21,Barnes  24,Mejri  8,Williams  9,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Mon, Dec 26",New Orleans ,L111-104  ,9-22,Williams  24,Barnes  7,Williams  9,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Tue, Dec 27", Houston ,L123-107  ,9-23,Barnes  21,Anderson  8,Williams  6,A,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Thu, Dec 29",Los Angeles ,W101-89  ,10-23,Matthews  20,Barnes  9,Williams  11,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Fri, Dec 30",Golden State ,L108-99  ,10-24,Barnes  25,Powell  13,Curry  5,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Tue, Jan 3", Washington ,W113-105  ,11-24,Barnes  26,Nowitzki  9,Williams  6,A,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Thu, Jan 5", Phoenix ,L102-95  ,11-25,Williams  20,Nowitzki  7,Williams  6,A,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Sat, Jan 7", Atlanta ,L97-82  ,11-26,Barnes  21,Bogut  11,Barea  7,A,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Mon, Jan 9",Minnesota ,L101-92  ,11-27,Barnes  30,Nowitzki  5,Williams  7,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Thu, Jan 12", Phoenix,W113-108  ,12-27,Williams  23,Mejri  7,Williams  12,N,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Sun, Jan 15", Minnesota ,W98-87  ,13-27,Matthews  19,Mejri  8,Williams  10,A,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Tue, Jan 17",Chicago ,W99-98  ,14-27,Barnes  20,Nowitzki  10,Williams  9,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
"Thu, Jan 19",Miami ,L99-95  ,14-28,Nowitzki  19,Barnes  7,Williams  9,H,Dallas Mavericks 2016-17 Regular Season NBA Schedule
