DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 22", Washington ,W97-82  ,Hughes  27,Varejao  10,James  7,A,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
"Wed, Apr 25", Washington ,W109-102  ,James  27,Gooden  14,James  7,A,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
"Sat, Apr 28",Washington ,W98-92  ,James  30,Gooden  12,James  9,H,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
"Mon, Apr 30",Washington ,W97-90  ,James  31,Ilgauskas  19,James  7,H,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
"Sun, May 6", New Jersey ,W81-77  ,James  21,Gooden  14,James  7,A,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
"Tue, May 8", New Jersey ,W102-92  ,James  36,Gooden  14,James  12,A,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
"Sat, May 12",New Jersey ,L96-85  ,Hughes  23,Ilgauskas  8,James  12,H,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
"Mon, May 14",New Jersey ,W87-85  ,James  30,Ilgauskas  11,James  7,H,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
"Wed, May 16", New Jersey ,L83-72  ,James  20,James  9,James  5,A,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
"Fri, May 18",New Jersey ,W88-72  ,James  23,James  8,James  8,H,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
"Mon, May 21",Detroit ,L79-76  ,Ilgauskas  22,Ilgauskas  13,James  9,H,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
"Thu, May 24",Detroit ,L79-76  ,James  19,Varejao  14,James  7,H,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
"Sun, May 27", Detroit ,W88-82  ,James  32,James  9,James  9,A,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
"Tue, May 29", Detroit ,W91-87  ,James  25,Gooden  8,James  11,A,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
"Thu, May 31",Detroit ,W109-107 2OT ,James  48,James  9,James  7,H,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
"Sat, Jun 2", Detroit ,W98-82  ,Gibson  31,James  14,James  8,A,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
"Thu, Jun 7",San Antonio ,L85-76  ,Gibson  16,James  7,Gibson  4,H,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
"Sun, Jun 10",San Antonio ,L103-92  ,James  25,Varejao  10,James  6,H,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
"Tue, Jun 12", San Antonio ,L75-72  ,James  25,Ilgauskas  18,James  7,A,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
"Thu, Jun 14", San Antonio ,L83-82  ,James  24,Ilgauskas  13,James  10,A,Cleveland Cavaliers 2006-07 Postseason NBA Schedule
