DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 18",Orlando ,L98-89  ,Wallace  25,Wallace  17,Felton  4,H,Charlotte Hornets 2009-10 Postseason NBA Schedule
"Wed, Apr 21",Orlando ,L92-77  ,Jackson  27,Diaw  7,Diaw  4,H,Charlotte Hornets 2009-10 Postseason NBA Schedule
"Sat, Apr 24", Orlando ,L90-86  ,Jackson  19,Wallace  8,Felton  6,A,Charlotte Hornets 2009-10 Postseason NBA Schedule
"Mon, Apr 26", Orlando ,L99-90  ,Thomas  21,Thomas  9,Jackson  8,A,Charlotte Hornets 2009-10 Postseason NBA Schedule
