DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Tue, Aug 18",Indiana ,W113-101  ,Butler  28,Adebayo  10,Adebayo  6,H,Miami Heat 2019-20 Postseason NBA Schedule
"Thu, Aug 20",Indiana ,W109-100  ,Robinson  24,Crowder  8,Dragic  6,H,Miami Heat 2019-20 Postseason NBA Schedule
"Sat, Aug 22", Indiana ,W124-115  ,Butler  27,Adebayo  11,Dragic  6,A,Miami Heat 2019-20 Postseason NBA Schedule
"Mon, Aug 24", Indiana ,W99-87  ,Dragic  23,Adebayo  19,Adebayo  6,A,Miami Heat 2019-20 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Miami Heat 2019-20 Postseason NBA Schedule
"Mon, Aug 31",Milwaukee ,W115-104  ,Butler  40,Adebayo  17,Adebayo  6,H,Miami Heat 2019-20 Postseason NBA Schedule
"Wed, Sep 2",Milwaukee ,W116-114  ,Dragic  23,Adebayo  9,Butler  6,H,Miami Heat 2019-20 Postseason NBA Schedule
"Fri, Sep 4", Milwaukee ,W115-100  ,Butler  30,Adebayo  16,Butler  6,A,Miami Heat 2019-20 Postseason NBA Schedule
"Sun, Sep 6", Milwaukee ,L118-115 OT ,Adebayo  26,Adebayo  12,Adebayo  8,A,Miami Heat 2019-20 Postseason NBA Schedule
"Tue, Sep 8",Milwaukee ,W103-94  ,Butler  17,Butler  10,Butler  6,H,Miami Heat 2019-20 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Miami Heat 2019-20 Postseason NBA Schedule
"Tue, Sep 15",Boston ,W117-114 OT ,Dragic  29,Herro  11,Adebayo  9,H,Miami Heat 2019-20 Postseason NBA Schedule
"Thu, Sep 17",Boston ,W106-101  ,Dragic  25,Adebayo  10,Dragic  5,H,Miami Heat 2019-20 Postseason NBA Schedule
"Sat, Sep 19", Boston ,L117-106  ,Adebayo  27,Adebayo  16,Dragic  5,A,Miami Heat 2019-20 Postseason NBA Schedule
"Wed, Sep 23", Boston ,W112-109  ,Herro  37,Adebayo  12,Adebayo  4,A,Miami Heat 2019-20 Postseason NBA Schedule
"Fri, Sep 25",Boston ,L121-108  ,Dragic  23,Butler  8,Butler  8,H,Miami Heat 2019-20 Postseason NBA Schedule
"Sun, Sep 27", Boston ,W125-113  ,Adebayo  32,Adebayo  14,Butler  8,A,Miami Heat 2019-20 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Miami Heat 2019-20 Postseason NBA Schedule
"Wed, Sep 30",Los Angeles ,L116-98  ,Butler  23,Nunn  5,Iguodala  6,H,Miami Heat 2019-20 Postseason NBA Schedule
"Fri, Oct 2",Los Angeles ,L124-114  ,Butler  25,Olynyk  9,Butler  13,H,Miami Heat 2019-20 Postseason NBA Schedule
"Sun, Oct 4", Los Angeles ,W115-104  ,Butler  40,Butler  11,Butler  13,A,Miami Heat 2019-20 Postseason NBA Schedule
"Tue, Oct 6", Los Angeles ,L102-96  ,Butler  22,Butler  10,Butler  9,A,Miami Heat 2019-20 Postseason NBA Schedule
"Fri, Oct 9",Los Angeles ,W111-108  ,Butler  35,Butler  12,Butler  11,H,Miami Heat 2019-20 Postseason NBA Schedule
"Sun, Oct 11", Los Angeles ,L106-93  ,Adebayo  25,Adebayo  10,Butler  8,A,Miami Heat 2019-20 Postseason NBA Schedule
