DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 25", Washington ,W143-120  ,1-0,Brown  24,Smith  8,Haliburton  11,A,Indiana Pacers 2023-24 Regular Season NBA Schedule
"Sat, Oct 28",Cleveland ,W125-113  ,2-0,Nesmith  26,Turner  12,Haliburton  13,H,Indiana Pacers 2023-24 Regular Season NBA Schedule
"Mon, Oct 30", Chicago ,L112-105  ,2-1,Turner  20,Turner  11,Haliburton  13,A,Indiana Pacers 2023-24 Regular Season NBA Schedule
"Wed, Nov 1",Boston ,L155-104  ,2-2,McConnell  18,McConnell  7,McConnell  5,H,Indiana Pacers 2023-24 Regular Season NBA Schedule
"Fri, Nov 3", Cleveland ,W121-116  ,3-2,Turner  27,Turner  9,Haliburton  13,A,Indiana Pacers 2023-24 Regular Season NBA Schedule
"Sat, Nov 4", Charlotte ,L125-124  ,3-3,Haliburton  43,Smith  9,Haliburton  12,A,Indiana Pacers 2023-24 Regular Season NBA Schedule
"Mon, Nov 6", San Antonio ,W152-111  ,4-3,Haliburton  23,Turner  11,Haliburton  8,A,Indiana Pacers 2023-24 Regular Season NBA Schedule
"Wed, Nov 8", Utah ,W134-118  ,5-3,Nesmith  24,Smith  11,Haliburton  13,A,Indiana Pacers 2023-24 Regular Season NBA Schedule
"Thu, Nov 9", Milwaukee ,W126-124  ,6-3,Haliburton  29,Mathurin  11,Haliburton  10,A,Indiana Pacers 2023-24 Regular Season NBA Schedule
"Sun, Nov 12",Philadelphia ,L137-126  ,6-4,Haliburton  25,Smith  6,Haliburton  17,H,Indiana Pacers 2023-24 Regular Season NBA Schedule
"Tue, Nov 14",Philadelphia ,W132-126  ,7-4,Haliburton  33,Jackson  9,Haliburton  15,H,Indiana Pacers 2023-24 Regular Season NBA Schedule
"Sun, Nov 19", Orlando ,L128-116  ,7-5,Nwora  19,Mathurin  6,McConnell  5,A,Indiana Pacers 2023-24 Regular Season NBA Schedule
"Tue, Nov 21",Atlanta ,W157-152  ,8-5,Haliburton  37,Turner  9,Haliburton  16,H,Indiana Pacers 2023-24 Regular Season NBA Schedule
