DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 28",Milwaukee ,W122-97  ,1-0,Williams  24,O'Quinn  11,Anthony  5,H,New York Knicks 2015-16 Regular Season NBA Schedule
"Thu, Oct 29", Atlanta ,L112-101  ,1-1,Anthony  25,O'Quinn  10,Grant  7,A,New York Knicks 2015-16 Regular Season NBA Schedule
"Sat, Oct 31",Washington ,W117-110  ,2-1,Anthony  37,Lopez  8,Anthony  4,H,New York Knicks 2015-16 Regular Season NBA Schedule
"Mon, Nov 2", San Antonio ,L94-84  ,2-2,Anthony  19,Porzingis  14,Lopez  4,A,New York Knicks 2015-16 Regular Season NBA Schedule
"Wed, Nov 4",Cleveland ,L96-86  ,2-3,Anthony  17,Anthony  12,Calderon  5,H,New York Knicks 2015-16 Regular Season NBA Schedule
"Fri, Nov 6", Milwaukee ,L99-92  ,2-4,Anthony  17,Porzingis  13,Anthony  6,A,New York Knicks 2015-16 Regular Season NBA Schedule
"Sun, Nov 8", Los Angeles ,W99-95  ,3-4,Anthony  24,Lopez  13,Grant  8,A,New York Knicks 2015-16 Regular Season NBA Schedule
"Tue, Nov 10",Toronto ,W111-109  ,4-4,Anthony  25,Lopez  8,Galloway  4,H,New York Knicks 2015-16 Regular Season NBA Schedule
"Wed, Nov 11",Charlotte ,L95-93  ,4-5,Anthony  29,Porzingis  15,Calderon  5,H,New York Knicks 2015-16 Regular Season NBA Schedule
"Fri, Nov 13", Cleveland ,L90-84  ,4-6,Anthony  26,Porzingis  7,Anthony  4,A,New York Knicks 2015-16 Regular Season NBA Schedule
"Sun, Nov 15", New Orleans ,W95-87  ,5-6,Anthony  29,Anthony  13,Anthony  3,A,New York Knicks 2015-16 Regular Season NBA Schedule
"Tue, Nov 17", Charlotte ,W102-94  ,6-6,Porzingis  29,Porzingis  11,Anthony  5,A,New York Knicks 2015-16 Regular Season NBA Schedule
"Fri, Nov 20",Oklahoma City ,W93-90  ,7-6,Anthony  25,Lopez  7,Calderon  7,H,New York Knicks 2015-16 Regular Season NBA Schedule
"Sat, Nov 21",Houston ,W107-102  ,8-6,Porzingis  24,Porzingis  14,Calderon  7,H,New York Knicks 2015-16 Regular Season NBA Schedule
"Mon, Nov 23",Miami ,L95-78  ,8-7,Anthony  21,Porzingis  14,Anthony  4,H,New York Knicks 2015-16 Regular Season NBA Schedule
"Wed, Nov 25",Orlando ,L100-91  ,8-8,Anthony  28,Anthony  12,Calderon  4,H,New York Knicks 2015-16 Regular Season NBA Schedule
"Fri, Nov 27", Miami ,L97-78  ,8-9,Porzingis  11,Porzingis  8,Grant  6,A,New York Knicks 2015-16 Regular Season NBA Schedule
"Sun, Nov 29", Houston ,L116-111 OT ,8-10,Afflalo  31,Porzingis  13,Calderon  5,A,New York Knicks 2015-16 Regular Season NBA Schedule
"Wed, Dec 2", Philadelphia ,W99-87  ,9-10,Porzingis  17,Porzingis  10,Calderon  5,A,New York Knicks 2015-16 Regular Season NBA Schedule
