DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 23", Chicago ,W126-125  ,1-0,Washington  27,Zeller  12,Graham  8,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Fri, Oct 25", Minnesota ,L121-99  ,1-1,Graham  24,Washington  10,Rozier  10,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Sun, Oct 27",Los Angeles ,L120-101  ,1-2,Bridges  23,Zeller  14,Graham  5,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Mon, Oct 28",LA ,L111-96  ,1-3,Rozier  17,Zeller  13,Graham  12,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Wed, Oct 30",Sacramento ,W118-111  ,2-3,Washington  23,Zeller  15,Graham  9,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Sat, Nov 2",Golden State ,W93-87  ,3-3,Bacon  25,Zeller  8,Rozier  7,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Tue, Nov 5", Indiana ,W122-120 OT ,4-3,Graham  35,Martin  11,Graham  6,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Thu, Nov 7", Boston ,L108-87  ,4-4,Bridges  18,Bridges  10,Graham  9,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Sat, Nov 9", New Orleans ,L115-110  ,4-5,Graham  24,Bridges  8,Graham  10,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Sun, Nov 10",Philadelphia ,L114-106  ,4-6,Zeller  24,Monk  8,Graham  10,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Wed, Nov 13", Memphis ,L119-117  ,4-7,Rozier  33,Monk  8,Bridges  7,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Fri, Nov 15", Detroit ,W109-106  ,5-7,Rozier  19,Zeller  7,Graham  10,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Sat, Nov 16",New York ,W103-102  ,6-7,Graham  29,Batum  9,Batum  6,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Mon, Nov 18",Toronto ,L132-96  ,6-8,Williams  14,Batum  6,Graham  5,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Wed, Nov 20",Brooklyn ,L101-91  ,6-9,Rozier  18,Biyombo  7,Graham  6,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Fri, Nov 22",Washington ,L125-118  ,6-10,Bridges  31,Bridges  8,Graham  7,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Sat, Nov 23", Chicago ,L116-115  ,6-11,Rozier  28,Biyombo  12,Graham  10,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Mon, Nov 25",Miami ,L117-100  ,6-12,Rozier  19,Rozier  9,Graham  8,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Wed, Nov 27", Detroit ,W102-101  ,7-12,Biyombo  19,Biyombo  9,Graham  15,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Fri, Nov 29",Detroit ,W110-107  ,8-12,Washington  26,Biyombo  9,Graham  8,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Sat, Nov 30",Milwaukee ,L137-96  ,8-13,Graham  24,Hernangomez  9,Graham  5,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Mon, Dec 2", Phoenix ,L109-104  ,8-14,Williams  22,Biyombo  11,Graham  13,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Wed, Dec 4", Golden State ,W106-91  ,9-14,Graham  33,Graham  7,Graham  9,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Fri, Dec 6", Brooklyn ,L111-104  ,9-15,Graham  29,Rozier  6,Graham  8,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Sun, Dec 8", Atlanta ,L122-107  ,9-16,Washington  20,Washington  8,Graham  8,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Tue, Dec 10", Washington ,W114-107  ,10-16,Graham  29,Biyombo  15,Rozier  7,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Wed, Dec 11",Brooklyn ,W113-108  ,11-16,Graham  40,Rozier  7,Graham  5,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Fri, Dec 13",Chicago ,W83-73  ,12-16,Graham  16,Washington  10,Graham  7,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Sun, Dec 15",Indiana ,L107-85  ,12-17,Zeller  19,Biyombo  17,Graham  4,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Tue, Dec 17", Sacramento ,W110-102  ,13-17,Monk  23,Biyombo  12,Graham  7,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Wed, Dec 18",Cleveland ,L100-98  ,13-18,Rozier  35,Zeller  9,Graham  9,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Sat, Dec 21", Utah ,L114-107  ,13-19,Rozier  29,Zeller  8,Graham  4,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Sun, Dec 22",Boston ,L119-93  ,13-20,Graham  23,Bridges  6,Graham  10,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Fri, Dec 27", Oklahoma City ,L104-102 OT ,13-21,Rozier  26,Biyombo  10,Graham  13,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Sun, Dec 29",Memphis ,L117-104  ,13-22,Monk  18,Bridges  7,Graham  10,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Tue, Dec 31", Boston ,L109-92  ,13-23,Washington  15,Bridges  10,Graham  7,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Thu, Jan 2",Cleveland ,W109-106  ,14-23,Rozier  30,Zeller  7,Graham  11,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Sat, Jan 4",Dallas ,W123-120 OT ,15-23,Rozier  29,Biyombo  13,Graham  13,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Mon, Jan 6", Indiana ,L115-104  ,15-24,Rozier  28,Washington  9,Rozier  6,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Wed, Jan 8", Toronto ,L112-110 OT ,15-25,Rozier  27,Washington  12,Monk  7,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Fri, Jan 10",Utah ,L109-92  ,15-26,Rozier  23,Biyombo  9,Graham  5,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Sun, Jan 12",Phoenix ,L100-92  ,15-27,Bacon  24,Zeller  8,Graham  8,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Mon, Jan 13",Portland ,L115-112  ,15-28,Graham  27,Washington  11,Graham  10,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Wed, Jan 15",Denver ,L100-86  ,15-29,Rozier  20,Bridges  8,Rozier  9,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Mon, Jan 20", Orlando ,L106-83  ,15-30,Monk  20,Zeller  9,Graham  6,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Fri, Jan 24", Milwaukee,L116-103  ,15-31,Monk  31,Graham  7,Monk  5,N,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Tue, Jan 28", New York ,W97-92  ,16-31,Rozier  30,Rozier  10,Graham  10,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Thu, Jan 30",Washington ,L121-107  ,16-32,Bridges  23,Rozier  7,Graham  8,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Sat, Feb 1",San Antonio ,L114-90  ,16-33,Bridges  25,Zeller  12,Graham  9,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Mon, Feb 3", Orlando ,L112-100  ,16-34,Rozier  18,Bridges  8,Graham  5,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Tue, Feb 4",Houston ,L125-110  ,16-35,Bridges  20,Bridges  15,Graham  10,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Sat, Feb 8", Dallas ,L116-100  ,16-36,Graham  26,Washington  9,Graham  10,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Mon, Feb 10",Detroit ,W87-76  ,17-36,Bridges  18,Zeller  10,Graham  11,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Wed, Feb 12",Minnesota ,W115-108  ,18-36,Graham  28,Biyombo  10,Graham  8,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Thu, Feb 20",Chicago ,W103-93  ,19-36,Monk  25,Bridges  8,Graham  7,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Sat, Feb 22", Brooklyn ,L115-86  ,19-37,Washington  16,Zeller  9,Bridges  5,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Tue, Feb 25",Indiana ,L119-80  ,19-38,Bridges  17,Bridges  6,Rozier  7,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Wed, Feb 26", New York ,W107-101  ,20-38,Rozier  26,Martin  9,Graham  5,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Fri, Feb 28",Toronto ,W99-96  ,21-38,Rozier  18,Biyombo  11,Rozier  6,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Sun, Mar 1", Milwaukee ,L93-85  ,21-39,Graham  17,Hernangomez  12,Rozier  4,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Tue, Mar 3", San Antonio ,L104-103  ,21-40,Rozier  20,McDaniels  9,Rozier  5,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Thu, Mar 5", Denver ,L114-112  ,21-41,Graham  24,Bridges  9,Graham  7,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Sat, Mar 7", Houston ,W108-99  ,22-41,Rozier  24,Hernangomez  11,Martin  9,A,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Mon, Mar 9",Atlanta ,L143-138 2OT ,22-42,Rozier  40,Zeller  7,Graham  10,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
"Wed, Mar 11",Miami ,W109-98  ,23-42,Graham  30,Zeller  11,Graham  6,H,Charlotte Hornets 2019-20 Regular Season NBA Schedule
