DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 28",Toronto ,L106-99  ,0-1,Hill  19,George  12,George  8,H,Indiana Pacers 2015-16 Regular Season NBA Schedule
"Thu, Oct 29", Memphis ,L112-103  ,0-2,Hill  20,Mahinmi  9,George  5,A,Indiana Pacers 2015-16 Regular Season NBA Schedule
"Sat, Oct 31", Utah ,L97-76  ,0-3,Hill  17,Hill  6,Ellis  3,A,Indiana Pacers 2015-16 Regular Season NBA Schedule
"Tue, Nov 3",Detroit ,W94-82  ,1-3,Stuckey  23,George  9,George  6,H,Indiana Pacers 2015-16 Regular Season NBA Schedule
"Wed, Nov 4", Boston ,W100-98  ,2-3,George  26,Allen  11,Ellis  8,A,Indiana Pacers 2015-16 Regular Season NBA Schedule
"Fri, Nov 6", Miami ,W90-87  ,3-3,George  36,George  12,Ellis  8,A,Indiana Pacers 2015-16 Regular Season NBA Schedule
"Sun, Nov 8",Cleveland ,L101-97  ,3-4,George  32,George  11,George  6,H,Indiana Pacers 2015-16 Regular Season NBA Schedule
"Mon, Nov 9", Orlando ,W97-84  ,4-4,George  27,Mahinmi  9,George  7,A,Indiana Pacers 2015-16 Regular Season NBA Schedule
"Wed, Nov 11",Boston ,W102-91  ,5-4,George  26,George  10,Ellis  6,H,Indiana Pacers 2015-16 Regular Season NBA Schedule
"Fri, Nov 13", Minnesota ,W107-103  ,6-4,George  29,George  9,Ellis  5,A,Indiana Pacers 2015-16 Regular Season NBA Schedule
"Mon, Nov 16",Chicago ,L96-95  ,6-5,George  26,Hill  12,Ellis  6,H,Indiana Pacers 2015-16 Regular Season NBA Schedule
"Wed, Nov 18",Philadelphia ,W112-85  ,7-5,George  34,George  8,Ellis  9,H,Indiana Pacers 2015-16 Regular Season NBA Schedule
"Sat, Nov 21", Milwaukee ,W123-86  ,8-5,Miles  21,Hill  11,George  7,A,Indiana Pacers 2015-16 Regular Season NBA Schedule
