DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Mon, Oct 9", San Antonio ,W122-121  ,1-0,Holmgren  21,Holmgren  9,Giddey  5,A,Oklahoma City Thunder 2023-24 Preseason NBA Schedule
"Thu, Oct 12", Detroit,L128-125  ,1-1,Dort  24,Giddey  7,Williams  5,N,Oklahoma City Thunder 2023-24 Preseason NBA Schedule
"Sun, Oct 15",Charlotte ,L117-115  ,1-2,Williams  18,Williams  9,Micic  8,H,Oklahoma City Thunder 2023-24 Preseason NBA Schedule
"Tue, Oct 17", Milwaukee ,W124-101  ,2-2,Giddey  19,Giddey  7,Micic  7,A,Oklahoma City Thunder 2023-24 Preseason NBA Schedule
"Thu, Oct 19", Detroit,L118-116  ,2-3,Williams  20,Giddey  7,Giddey  7,N,Oklahoma City Thunder 2023-24 Preseason NBA Schedule
