DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 23", Washington ,W108-100  ,1-0,Doncic  34,Doncic  9,Doncic  3,A,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Fri, Oct 25",New Orleans ,W123-116  ,2-0,Doncic  25,Doncic  10,Doncic  10,H,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Sun, Oct 27", Portland ,L121-119  ,2-1,Porzingis  32,Doncic  12,Doncic  9,A,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Tue, Oct 29",Denver ,W109-106  ,3-1,Kleber  14,Porzingis  14,Brunson  8,H,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Fri, Nov 1", Los Angeles ,L119-110 OT ,3-2,Doncic  31,Doncic  13,Doncic  15,A,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Sun, Nov 3",Cleveland ,W131-111  ,4-2,Doncic  29,Doncic  14,Doncic  15,H,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Wed, Nov 6", Orlando ,W107-106  ,43-32,Doncic  27,Powell  8,Doncic  7,A,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Fri, Nov 8", New York ,L106-102  ,5-3,Doncic  38,Doncic  14,Doncic  10,A,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Sat, Nov 9",Memphis ,W138-122  ,6-3,Doncic  24,Doncic  14,Doncic  8,H,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Mon, Nov 11",Boston ,L116-106  ,6-4,Doncic  34,Kleber  8,Doncic  9,H,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Thu, Nov 14",New York ,L106-103  ,6-5,Doncic  33,Porzingis  11,Doncic  11,H,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Sat, Nov 16", Toronto ,W110-102  ,7-5,Doncic  26,Doncic  15,Doncic  7,A,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Mon, Nov 18", San Antonio ,W117-110  ,8-5,Doncic  42,Doncic  11,Doncic  12,A,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Wed, Nov 20", Golden State ,W142-94  ,43-32,Doncic  35,Doncic  10,Doncic  11,A,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Fri, Nov 22", Cleveland ,W143-101  ,10-5,Doncic  30,Doncic  7,Doncic  14,A,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Sun, Nov 24",Houston ,W137-123  ,11-5,Doncic  41,Porzingis  13,Doncic  10,H,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Tue, Nov 26", LA ,L114-99  ,11-6,Doncic  22,Porzingis  10,Doncic  6,A,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Fri, Nov 29",Phoenix ,W120-113  ,12-6,Doncic  42,Porzingis  13,Doncic  11,H,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Sun, Dec 1",Los Angeles ,W114-100  ,13-6,Doncic  27,Doncic  9,Doncic  10,H,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Tue, Dec 3",New Orleans ,W118-97  ,14-6,Doncic  33,Doncic  18,Barea  6,H,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Wed, Dec 4", Minnesota ,W121-114  ,15-6,Powell  24,Doncic  7,Doncic  6,A,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Sat, Dec 7", New Orleans ,W130-84  ,16-6,Doncic  26,Marjanovic  16,Doncic  9,A,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Sun, Dec 8", Sacramento ,L110-106  ,16-7,Hardaway Jr.  29,Finney-Smith  8,Doncic  8,A,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Thu, Dec 12", Detroit,W122-111  ,17-7,Doncic  41,Doncic  12,Doncic  11,N,Dallas Mavericks 2019-20 Regular Season NBA Schedule
"Sat, Dec 14", Miami ,L122-118 OT ,17-8,Hardaway Jr.  28,Porzingis  14,Brunson  8,A,Dallas Mavericks 2019-20 Regular Season NBA Schedule
