Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Cleveland Cavaliers,82,106.9,39.0,83.5,46.8,11.3,30.6,36.8,17.5,22.4,78.2,9.8,31.5,41.2,23.0,7.0,4.4,14.7,20.4,NBA Team Regular Season Stats 2022-23
2,Miami Heat,82,109.8,40.1,83.2,48.2,13.1,35.8,36.7,16.5,21.1,78.1,8.9,33.0,41.8,25.6,7.0,3.8,15.0,20.0,NBA Team Regular Season Stats 2022-23
3,Philadelphia 76ers,82,110.9,40.4,85.4,47.3,11.6,33.4,34.8,18.5,23.7,78.1,9.5,31.6,41.2,24.2,6.6,4.6,13.5,19.6,NBA Team Regular Season Stats 2022-23
4,Toronto Raptors,82,111.4,40.4,82.3,49.1,12.2,32.6,37.4,18.4,23.1,79.7,9.2,33.0,42.3,26.2,6.0,4.6,15.9,19.6,NBA Team Regular Season Stats 2022-23
5,Boston Celtics,82,111.4,41.8,90.2,46.3,11.6,33.7,34.5,16.2,21.1,76.9,9.7,34.3,44.0,23.1,6.6,3.9,12.0,19.1,NBA Team Regular Season Stats 2022-23
6,Phoenix Suns,82,111.6,40.0,85.9,46.6,11.4,32.0,35.7,20.1,25.6,78.6,10.2,32.6,42.9,23.4,7.2,4.0,13.6,19.9,NBA Team Regular Season Stats 2022-23
7,Chicago Bulls,82,111.8,40.7,87.1,46.8,13.2,37.1,35.7,17.1,22.0,77.9,9.6,33.7,43.3,26.0,6.7,4.7,14.2,18.7,NBA Team Regular Season Stats 2022-23
8,Denver Nuggets,82,112.5,41.7,87.4,47.8,11.4,33.1,34.4,17.6,22.7,77.5,10.1,30.7,40.8,25.7,7.9,4.2,12.9,19.5,NBA Team Regular Season Stats 2022-23
9,New Orleans Pelicans,82,112.5,40.9,86.6,47.2,12.2,36.0,33.9,18.4,23.6,77.9,9.7,32.1,41.8,24.9,7.3,4.7,14.3,20.4,NBA Team Regular Season Stats 2022-23
10,Brooklyn Nets,82,112.5,41.0,88.5,46.3,11.8,32.2,36.7,18.7,24.4,76.7,11.5,33.6,45.1,23.4,7.0,3.9,13.0,18.5,NBA Team Regular Season Stats 2022-23
11,Memphis Grizzlies,82,113.0,40.7,89.8,45.3,13.0,36.6,35.5,18.5,23.5,78.7,11.0,33.4,44.4,26.4,6.8,5.2,14.4,20.0,NBA Team Regular Season Stats 2022-23
12,LA Clippers,82,113.1,41.8,88.3,47.4,12.2,33.4,36.5,17.2,22.3,77.1,10.2,32.9,43.1,25.0,7.8,4.2,12.4,19.6,NBA Team Regular Season Stats 2022-23
13,New York Knicks,82,113.1,40.8,88.2,46.2,13.0,36.5,35.7,18.5,23.7,78.2,10.1,31.9,42.0,25.1,6.0,4.5,12.0,20.7,NBA Team Regular Season Stats 2022-23
14,Milwaukee Bucks,82,113.3,42.5,93.2,45.6,12.1,34.1,35.4,16.3,21.0,77.6,10.7,33.5,44.2,23.9,7.0,3.9,11.5,19.0,NBA Team Regular Season Stats 2022-23
15,Orlando Magic,82,114.0,41.3,86.9,47.6,13.0,37.0,35.1,18.3,23.0,79.6,9.5,32.5,42.0,25.9,7.7,5.1,14.1,20.5,NBA Team Regular Season Stats 2022-23
16,Dallas Mavericks,82,114.1,41.8,86.2,48.5,11.1,31.7,35.2,19.5,25.0,78.1,10.1,34.6,44.7,24.9,6.4,3.8,12.4,21.8,NBA Team Regular Season Stats 2022-23
17,Washington Wizards,82,114.4,42.5,89.8,47.3,12.0,32.8,36.6,17.5,21.9,79.8,10.8,32.3,43.0,24.8,7.1,5.0,11.8,19.4,NBA Team Regular Season Stats 2022-23
18,Minnesota Timberwolves,82,115.8,41.8,88.7,47.1,12.3,33.3,36.9,19.9,26.0,76.6,11.3,33.3,44.7,25.0,8.2,4.1,14.7,20.2,NBA Team Regular Season Stats 2022-23
19,Oklahoma City Thunder,82,116.4,41.9,88.4,47.4,12.9,36.0,35.8,19.6,25.5,77.1,12.0,34.7,46.6,25.9,7.0,5.5,16.2,20.4,NBA Team Regular Season Stats 2022-23
20,Los Angeles Lakers,82,116.6,44.0,93.9,46.9,12.5,36.5,34.4,16.1,20.8,77.3,11.1,33.8,44.9,25.7,7.6,5.1,12.1,21.5,NBA Team Regular Season Stats 2022-23
21,Golden State Warriors,82,117.1,42.4,90.5,46.8,12.9,35.5,36.4,19.4,25.2,76.9,10.7,32.6,43.3,25.7,7.9,4.0,13.5,18.4,NBA Team Regular Season Stats 2022-23
22,Charlotte Hornets,82,117.2,43.0,90.1,47.7,12.2,34.3,35.7,19.0,24.0,79.5,10.9,35.3,46.2,25.9,7.0,5.7,13.8,20.3,NBA Team Regular Season Stats 2022-23
23,Portland Trail Blazers,82,117.4,43.0,87.5,49.1,12.5,33.1,37.9,19.0,24.1,78.7,10.5,32.8,43.2,27.0,7.8,4.3,12.9,20.5,NBA Team Regular Season Stats 2022-23
24,Utah Jazz,82,118.0,43.4,91.6,47.3,12.5,34.5,36.1,18.8,24.3,77.6,11.2,32.2,43.5,25.0,7.8,4.9,12.0,20.5,NBA Team Regular Season Stats 2022-23
25,Sacramento Kings,82,118.1,43.8,88.9,49.2,12.5,33.4,37.3,18.1,23.0,78.7,9.7,32.5,42.2,26.7,7.3,4.2,13.6,20.9,NBA Team Regular Season Stats 2022-23
26,Atlanta Hawks,82,118.1,43.8,90.2,48.6,11.9,33.5,35.6,18.6,23.2,80.3,10.6,33.5,44.1,26.0,7.5,5.0,13.5,19.7,NBA Team Regular Season Stats 2022-23
27,Detroit Pistons,82,118.5,43.1,88.1,48.9,12.0,33.3,36.0,20.4,26.2,77.7,11.0,33.7,44.7,25.8,7.7,5.5,12.9,21.0,NBA Team Regular Season Stats 2022-23
28,Houston Rockets,82,118.6,42.4,88.1,48.2,14.5,38.8,37.4,19.2,24.2,79.4,10.5,31.0,41.5,26.1,8.8,6.2,12.6,20.6,NBA Team Regular Season Stats 2022-23
29,Indiana Pacers,82,119.5,43.3,89.3,48.5,12.4,33.3,37.3,20.5,25.6,80.0,12.1,33.2,45.3,26.4,7.9,5.3,14.2,20.2,NBA Team Regular Season Stats 2022-23
30,San Antonio Spurs,82,123.1,46.1,91.0,50.7,12.6,32.3,39.1,18.2,23.7,77.0,10.7,34.3,45.0,26.8,8.1,5.3,13.2,18.5,NBA Team Regular Season Stats 2022-23
