Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,San Antonio Spurs,82,99.8,38.2,84.3,45.3,9.1,26.3,34.8,14.3,18.9,75.9,9.2,33.3,42.5,21.8,7.6,3.9,13.6,19.7,NBA Team Regular Season Stats 2017-18
2,Utah Jazz,82,99.8,37.3,83.0,44.9,9.5,26.0,36.5,15.8,20.5,77.1,8.7,33.0,41.6,20.0,8.3,4.6,14.5,20.5,NBA Team Regular Season Stats 2017-18
3,Boston Celtics,82,100.4,37.4,85.0,44.0,9.4,27.7,33.9,16.3,21.3,76.3,9.6,34.2,43.8,21.3,7.2,4.4,13.5,19.2,NBA Team Regular Season Stats 2017-18
4,Miami Heat,82,102.9,37.7,83.8,45.0,9.6,26.6,36.0,18.0,23.0,78.3,9.1,34.0,43.1,21.0,7.5,4.6,13.6,19.4,NBA Team Regular Season Stats 2017-18
5,Portland Trail Blazers,82,103.0,38.4,85.9,44.7,9.7,26.6,36.4,16.6,22.0,75.5,9.3,33.6,42.9,20.2,7.3,5.1,12.3,19.1,NBA Team Regular Season Stats 2017-18
6,Toronto Raptors,82,103.9,38.4,85.6,44.9,8.9,25.0,35.7,18.2,23.7,76.7,9.8,32.6,42.4,21.8,7.2,4.9,13.7,19.9,NBA Team Regular Season Stats 2017-18
7,Houston Rockets,82,103.9,39.6,85.6,46.2,10.1,28.8,35.1,14.6,19.6,74.6,8.7,33.4,42.0,22.4,7.4,4.4,14.0,20.4,NBA Team Regular Season Stats 2017-18
8,Detroit Pistons,82,103.9,39.1,85.2,45.9,11.1,30.8,35.9,14.6,18.9,77.6,9.2,34.5,43.8,25.2,7.3,4.9,14.2,18.4,NBA Team Regular Season Stats 2017-18
9,Indiana Pacers,82,104.2,39.4,84.8,46.5,10.6,30.4,34.9,14.8,19.5,75.7,10.2,32.7,43.0,23.2,7.0,5.2,14.8,18.5,NBA Team Regular Season Stats 2017-18
10,Oklahoma City Thunder,82,104.4,38.5,84.0,45.8,11.2,30.6,36.7,16.2,21.1,76.9,9.5,32.6,42.2,23.3,7.7,4.6,15.1,21.3,NBA Team Regular Season Stats 2017-18
11,Philadelphia 76ers,82,105.3,38.0,87.6,43.4,10.1,29.6,34.2,19.1,25.6,74.5,10.0,32.2,42.2,21.7,8.5,5.1,13.7,20.4,NBA Team Regular Season Stats 2017-18
12,Dallas Mavericks,82,105.4,39.3,83.8,46.9,10.7,29.4,36.3,16.2,21.4,75.7,8.8,36.9,45.8,23.5,7.2,4.5,13.3,19.6,NBA Team Regular Season Stats 2017-18
13,Memphis Grizzlies,82,105.5,37.1,80.3,46.2,10.7,29.0,36.8,20.6,26.8,76.9,9.5,33.0,42.5,22.1,8.1,5.1,14.0,20.4,NBA Team Regular Season Stats 2017-18
14,Sacramento Kings,82,105.8,38.7,82.4,47.0,11.9,31.5,37.7,16.4,21.5,76.5,9.1,34.7,43.8,23.6,7.8,4.7,13.6,17.3,NBA Team Regular Season Stats 2017-18
15,Washington Wizards,82,106.0,39.0,84.4,46.2,10.2,29.2,34.9,17.9,23.5,76.1,9.8,32.7,42.5,22.3,7.8,4.7,14.4,20.0,NBA Team Regular Season Stats 2017-18
16,Milwaukee Bucks,82,106.8,39.1,83.7,46.8,10.1,27.1,37.3,18.4,23.5,78.3,10.0,32.8,42.7,23.6,7.1,4.5,14.7,19.9,NBA Team Regular Season Stats 2017-18
17,Minnesota Timberwolves,82,107.3,40.2,84.7,47.5,10.9,29.6,36.6,16.0,20.5,77.9,9.8,32.0,41.8,23.9,6.5,4.7,14.5,20.9,NBA Team Regular Season Stats 2017-18
18,Golden State Warriors,82,107.5,40.2,90.0,44.7,10.4,29.2,35.7,16.7,22.0,75.8,10.9,31.6,42.5,23.6,8.7,3.7,13.5,18.5,NBA Team Regular Season Stats 2017-18
19,Charlotte Hornets,82,108.0,41.1,87.8,46.8,11.3,30.1,37.5,14.5,18.2,79.5,8.4,35.3,43.7,24.7,6.6,4.9,13.1,22.4,NBA Team Regular Season Stats 2017-18
20,New York Knicks,82,108.0,39.4,86.3,45.7,11.2,30.4,36.8,18.0,23.2,77.4,10.2,33.0,43.2,24.0,8.2,4.7,12.8,18.4,NBA Team Regular Season Stats 2017-18
21,Orlando Magic,82,108.2,40.9,87.5,46.8,10.0,27.6,36.2,16.4,21.2,77.3,10.6,35.3,45.9,24.4,7.8,4.9,13.5,19.0,NBA Team Regular Season Stats 2017-18
22,Denver Nuggets,82,108.5,41.3,86.7,47.6,10.9,28.8,37.8,15.0,20.4,73.8,9.8,31.9,41.6,24.7,8.0,4.8,13.4,20.7,NBA Team Regular Season Stats 2017-18
23,Atlanta Hawks,82,108.8,40.7,86.7,46.9,11.6,30.7,37.7,15.9,20.6,77.2,10.3,34.0,44.2,26.1,8.7,5.5,14.6,20.3,NBA Team Regular Season Stats 2017-18
24,LA Clippers,82,109.0,40.2,87.7,45.8,10.7,30.2,35.6,17.8,22.7,78.2,10.6,33.0,43.6,24.6,8.5,5.6,13.6,22.0,NBA Team Regular Season Stats 2017-18
