Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Orlando Magic,6,86.8,32.5,76.5,42.5,6.2,16.8,36.6,15.7,22.0,71.2,9.3,29.2,38.5,18.0,6.2,3.8,13.0,24.2,NBA Team Postseason Stats 2010-11
2,Chicago Bulls,16,88.3,32.5,74.8,43.5,4.1,12.6,32.8,19.1,24.5,78.1,9.5,28.0,37.5,16.4,7.4,6.4,13.8,19.6,NBA Team Postseason Stats 2010-11
3,Miami Heat,21,90.1,33.1,77.3,42.8,7.3,18.5,39.3,16.6,21.8,76.2,10.1,28.8,38.9,18.8,7.0,4.2,13.0,21.5,NBA Team Postseason Stats 2010-11
4,Atlanta Hawks,12,90.7,33.4,77.3,43.2,5.8,20.3,28.7,18.0,23.7,76.1,11.8,30.3,42.1,18.3,6.4,5.3,12.4,20.0,NBA Team Postseason Stats 2010-11
5,Dallas Mavericks,21,92.5,34.2,76.5,44.7,5.3,18.4,29.0,18.8,24.4,77.0,11.3,28.8,40.1,18.0,7.2,5.1,13.6,21.6,NBA Team Postseason Stats 2010-11
6,Portland Trail Blazers,6,93.3,33.5,73.7,45.5,7.7,20.2,38.0,18.7,24.2,77.2,11.3,28.3,39.7,19.0,5.2,3.7,12.0,19.5,NBA Team Postseason Stats 2010-11
7,Boston Celtics,9,93.3,32.4,77.3,42.0,7.1,20.6,34.6,21.3,28.0,76.2,11.7,28.8,40.4,15.8,7.2,6.4,14.9,19.7,NBA Team Postseason Stats 2010-11
8,Philadelphia 76ers,5,94.0,32.6,76.6,42.6,5.6,19.4,28.9,23.2,28.8,80.6,13.4,33.8,47.2,16.2,5.4,6.2,11.4,14.8,NBA Team Postseason Stats 2010-11
9,Los Angeles Lakers,10,94.5,34.5,73.1,47.2,7.6,19.0,40.0,17.9,23.5,76.2,7.6,28.3,35.9,22.5,7.0,3.7,13.3,21.6,NBA Team Postseason Stats 2010-11
10,New Orleans Hornets,6,96.5,34.5,74.5,46.3,5.5,15.0,36.7,22.0,27.5,80.0,12.3,28.5,40.8,19.2,5.8,5.8,12.8,21.2,NBA Team Postseason Stats 2010-11
11,San Antonio Spurs,6,97.5,37.5,79.0,47.5,3.7,11.0,33.3,18.8,26.0,72.4,9.5,32.8,42.3,19.3,7.3,4.8,13.7,24.5,NBA Team Postseason Stats 2010-11
12,Indiana Pacers,5,97.6,33.4,80.4,41.5,7.4,21.0,35.2,23.4,28.8,81.3,14.8,31.6,46.4,19.8,8.2,7.6,16.2,22.2,NBA Team Postseason Stats 2010-11
13,New York Knicks,4,99.3,39.0,81.8,47.7,7.0,15.0,46.7,14.3,18.8,76.0,11.5,32.8,44.3,24.0,7.8,5.0,16.8,21.0,NBA Team Postseason Stats 2010-11
14,Memphis Grizzlies,13,99.3,35.2,79.2,44.4,6.1,19.6,31.0,22.9,29.0,79.0,11.8,31.9,43.7,18.2,7.2,6.8,15.3,23.7,NBA Team Postseason Stats 2010-11
15,Oklahoma City Thunder,17,100.6,34.8,82.2,42.4,5.9,17.6,33.4,25.1,31.9,78.5,11.3,28.7,40.0,18.4,8.3,5.2,12.4,23.1,NBA Team Postseason Stats 2010-11
16,Denver Nuggets,5,102.2,33.6,80.0,42.0,7.6,22.6,33.6,27.4,34.4,79.7,12.6,35.6,48.2,16.8,6.0,8.6,13.6,25.0,NBA Team Postseason Stats 2010-11
