Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Chicago Bulls,82,91.8,35.0,81.2,43.0,6.6,18.7,35.1,15.3,20.3,75.3,10.7,30.6,41.3,19.6,7.6,6.0,13.7,20.9,NBA Team Regular Season Stats 2013-14
2,Indiana Pacers,82,92.3,34.8,82.8,42.0,6.6,19.0,34.5,16.3,21.6,75.5,10.4,30.7,41.2,18.6,7.2,4.6,13.2,21.9,NBA Team Regular Season Stats 2013-14
3,Memphis Grizzlies,82,94.6,35.7,79.3,45.0,7.5,21.1,35.5,15.8,20.6,76.6,9.9,29.3,39.2,19.9,7.2,5.0,13.6,18.9,NBA Team Regular Season Stats 2013-14
4,Charlotte Bobcats,82,97.1,36.9,83.4,44.2,8.1,22.0,36.9,15.3,20.1,75.9,9.6,33.7,43.3,21.0,6.3,5.1,12.8,20.9,NBA Team Regular Season Stats 2013-14
5,Miami Heat,82,97.4,36.1,79.0,45.7,8.5,23.4,36.2,16.8,22.3,75.0,10.8,29.5,40.3,21.4,8.1,3.1,15.6,20.4,NBA Team Regular Season Stats 2013-14
6,San Antonio Spurs,82,97.6,37.8,85.1,44.4,6.5,18.3,35.3,15.7,20.6,76.0,10.5,31.7,42.2,20.4,7.7,4.6,13.3,19.3,NBA Team Regular Season Stats 2013-14
7,Toronto Raptors,82,98.0,36.1,80.2,45.0,6.9,19.2,36.0,19.0,25.3,75.2,10.4,30.5,41.0,21.0,7.3,4.3,14.3,22.1,NBA Team Regular Season Stats 2013-14
8,New York Knicks,82,99.4,35.8,78.1,45.8,8.7,23.4,37.1,19.1,25.0,76.5,10.3,31.7,42.0,19.7,6.3,3.4,13.8,19.6,NBA Team Regular Season Stats 2013-14
9,Washington Wizards,82,99.4,37.0,80.9,45.8,7.5,21.5,34.7,17.8,23.3,76.5,10.1,32.1,42.2,22.2,7.7,3.9,15.4,19.5,NBA Team Regular Season Stats 2013-14
10,Golden State Warriors,82,99.5,36.8,84.4,43.6,6.9,20.2,34.4,18.9,24.7,76.5,10.7,32.6,43.3,20.5,7.9,4.2,14.5,19.3,NBA Team Regular Season Stats 2013-14
11,Brooklyn Nets,82,99.5,36.3,79.4,45.8,8.1,22.0,36.7,18.8,24.7,76.0,11.2,31.6,42.9,21.0,7.4,4.1,15.0,20.8,NBA Team Regular Season Stats 2013-14
12,Oklahoma City Thunder,82,99.8,36.4,83.4,43.6,8.6,24.0,35.8,18.4,25.4,72.7,11.0,30.0,40.9,21.8,8.2,3.6,14.5,20.4,NBA Team Regular Season Stats 2013-14
13,Boston Celtics,82,100.7,37.8,81.4,46.5,6.6,18.9,34.7,18.5,24.3,76.1,10.6,31.7,42.3,22.1,7.4,4.5,13.7,19.1,NBA Team Regular Season Stats 2013-14
14,LA Clippers,82,101.0,37.4,84.9,44.1,7.3,21.8,33.2,18.9,25.0,75.5,12.3,31.4,43.7,23.3,7.0,3.5,14.7,23.4,NBA Team Regular Season Stats 2013-14
15,Atlanta Hawks,82,101.5,38.6,83.5,46.2,8.0,21.9,36.5,16.4,21.9,74.8,10.8,32.8,43.5,23.2,8.2,4.3,14.5,20.0,NBA Team Regular Season Stats 2013-14
16,Cleveland Cavaliers,82,101.5,37.8,83.5,45.2,9.3,25.4,36.7,16.6,22.0,75.7,10.3,32.3,42.5,24.8,7.2,5.6,13.4,19.5,NBA Team Regular Season Stats 2013-14
17,Orlando Magic,82,102.0,38.1,83.7,45.6,8.0,21.7,37.1,17.7,22.9,77.0,10.5,33.5,44.0,22.5,7.1,5.4,13.5,18.3,NBA Team Regular Season Stats 2013-14
18,Utah Jazz,82,102.2,38.3,81.0,47.3,7.3,19.4,37.6,18.3,23.7,77.3,10.3,32.2,42.5,21.8,7.5,4.9,12.2,20.4,NBA Team Regular Season Stats 2013-14
19,New Orleans Pelicans,82,102.4,37.3,80.1,46.5,8.0,22.3,35.7,20.0,26.5,75.2,10.7,31.0,41.7,22.5,7.0,6.1,14.0,20.3,NBA Team Regular Season Stats 2013-14
20,Dallas Mavericks,82,102.4,37.8,81.4,46.4,8.3,23.0,35.9,18.7,24.6,75.8,11.5,31.3,42.8,22.0,7.7,3.5,15.4,19.9,NBA Team Regular Season Stats 2013-14
21,Phoenix Suns,82,102.6,38.0,83.4,45.6,6.8,19.9,34.1,19.8,25.8,76.6,11.3,31.5,42.8,20.3,7.5,4.0,14.7,21.3,NBA Team Regular Season Stats 2013-14
22,Portland Trail Blazers,82,102.8,39.6,87.8,45.1,6.5,18.3,35.5,17.0,22.2,76.6,11.5,32.0,43.5,20.4,7.8,3.7,11.6,20.7,NBA Team Regular Season Stats 2013-14
23,Houston Rockets,82,103.1,39.0,88.0,44.3,8.1,23.0,35.3,17.0,22.5,75.7,11.9,29.7,41.7,22.2,8.6,5.6,13.4,24.3,NBA Team Regular Season Stats 2013-14
24,Sacramento Kings,82,103.4,37.8,82.1,46.1,8.5,22.4,38.0,19.2,26.1,73.7,9.9,31.3,41.2,23.5,7.8,5.6,13.2,23.1,NBA Team Regular Season Stats 2013-14
