Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Detroit Pistons,25,85.6,32.0,73.9,43.3,5.4,16.5,32.4,16.2,22.8,70.8,10.1,29.2,39.2,17.2,6.0,5.5,14.3,21.7,NBA Team Postseason Stats 2004-05
2,Indiana Pacers,13,86.9,32.4,74.9,43.2,4.5,14.6,31.1,17.6,23.4,75.3,11.5,30.4,41.9,18.3,7.8,6.6,14.4,22.7,NBA Team Postseason Stats 2004-05
3,Boston Celtics,7,88.3,28.0,70.9,39.5,6.9,17.9,38.4,25.4,32.0,79.5,10.4,29.0,39.4,18.9,9.0,6.6,15.7,21.7,NBA Team Postseason Stats 2004-05
4,San Antonio Spurs,23,92.6,35.8,79.9,44.9,3.5,11.7,30.0,17.4,22.9,76.0,11.9,27.3,39.3,16.4,7.3,5.9,12.3,24.0,NBA Team Postseason Stats 2004-05
5,Miami Heat,15,93.7,34.0,82.3,41.3,5.9,17.6,33.3,19.9,27.9,71.3,12.3,28.4,40.7,19.3,7.3,3.4,11.9,25.4,NBA Team Postseason Stats 2004-05
6,Philadelphia 76ers,5,98.8,36.2,77.0,47.0,6.4,18.0,35.6,20.0,24.6,81.3,11.0,32.0,43.0,22.6,6.6,6.4,16.4,19.6,NBA Team Postseason Stats 2004-05
7,Seattle SuperSonics,11,100.3,36.0,78.8,45.7,5.7,18.1,31.7,22.5,29.5,76.3,12.3,25.3,37.5,19.0,5.5,5.1,13.2,24.9,NBA Team Postseason Stats 2004-05
8,Houston Rockets,7,100.3,34.3,76.4,44.9,7.6,17.4,43.4,24.1,30.1,80.1,13.4,27.9,41.3,17.1,7.0,4.9,13.3,22.9,NBA Team Postseason Stats 2004-05
9,Denver Nuggets,5,100.4,34.4,77.8,44.2,7.0,18.4,38.0,24.6,32.6,75.5,10.6,34.0,44.6,19.8,5.0,7.0,14.2,24.8,NBA Team Postseason Stats 2004-05
10,Washington Wizards,10,102.9,36.6,81.0,45.2,8.6,22.1,38.9,21.1,30.0,70.3,12.5,31.7,44.2,21.4,6.3,5.4,16.1,28.0,NBA Team Postseason Stats 2004-05
11,Chicago Bulls,6,104.3,36.3,82.5,44.0,5.2,17.7,29.2,26.5,36.0,73.6,12.8,33.0,45.8,19.2,8.0,6.5,14.2,26.3,NBA Team Postseason Stats 2004-05
12,Sacramento Kings,5,106.6,36.8,78.8,46.7,6.4,19.0,33.7,26.6,32.0,83.1,13.0,29.8,42.8,20.0,5.8,4.8,13.8,23.0,NBA Team Postseason Stats 2004-05
13,Dallas Mavericks,13,106.8,39.0,82.1,47.5,8.2,19.5,41.9,20.6,26.6,77.5,12.4,29.8,42.2,19.2,7.1,5.9,14.0,23.7,NBA Team Postseason Stats 2004-05
14,Phoenix Suns,15,107.8,41.8,89.4,46.8,7.2,19.4,37.1,17.0,23.2,73.3,14.3,29.3,43.6,19.5,7.3,4.9,12.3,21.7,NBA Team Postseason Stats 2004-05
15,New Jersey Nets,4,109.5,38.8,75.3,51.5,8.3,17.0,48.5,23.8,36.3,65.5,8.8,36.0,44.8,21.5,6.0,3.5,15.8,26.3,NBA Team Postseason Stats 2004-05
16,Memphis Grizzlies,4,113.8,39.8,79.0,50.3,10.5,23.0,45.7,23.8,32.0,74.2,10.5,32.5,43.0,23.8,4.8,7.8,11.0,17.5,NBA Team Postseason Stats 2004-05
