Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Boston Celtics,82,104.5,38.3,88.1,43.4,11.8,34.9,33.9,16.1,20.6,78.3,10.5,33.3,43.7,21.6,7.5,4.6,13.0,19.4,NBA Team Regular Season Stats 2021-22
2,Dallas Mavericks,82,104.7,39.0,85.4,45.7,10.9,32.1,34.0,15.8,20.6,76.7,9.5,34.1,43.6,23.5,7.0,3.7,12.5,20.1,NBA Team Regular Season Stats 2021-22
3,Golden State Warriors,82,105.5,37.9,86.6,43.8,12.2,36.0,33.9,17.4,22.9,75.9,9.7,33.0,42.6,22.9,7.9,3.9,13.7,18.0,NBA Team Regular Season Stats 2021-22
4,Miami Heat,82,105.6,37.5,84.0,44.7,13.0,38.3,33.9,17.5,22.5,77.9,9.5,32.1,41.7,23.3,7.4,4.0,14.1,20.6,NBA Team Regular Season Stats 2021-22
5,Cleveland Cavaliers,82,105.7,39.5,87.2,45.2,11.7,33.2,35.3,15.0,19.4,77.4,10.5,32.4,42.9,24.1,8.4,4.6,12.8,20.0,NBA Team Regular Season Stats 2021-22
6,New York Knicks,82,106.6,38.5,86.0,44.7,12.7,37.0,34.2,17.0,22.3,76.4,9.3,34.3,43.6,24.2,7.0,4.6,11.9,20.4,NBA Team Regular Season Stats 2021-22
7,Toronto Raptors,82,107.1,39.0,84.4,46.2,12.4,34.9,35.4,16.8,21.2,78.9,10.3,33.7,44.0,25.3,6.7,5.1,15.1,19.1,NBA Team Regular Season Stats 2021-22
8,Philadelphia 76ers,82,107.3,39.7,86.5,45.8,11.4,32.8,34.6,16.6,21.6,76.9,10.2,34.0,44.2,23.6,6.6,4.6,12.5,19.4,NBA Team Regular Season Stats 2021-22
9,Phoenix Suns,82,107.3,39.2,88.3,44.4,11.6,34.2,34.0,17.3,22.7,76.1,10.5,33.9,44.5,22.9,7.5,4.0,14.0,18.9,NBA Team Regular Season Stats 2021-22
10,Utah Jazz,82,107.6,40.4,89.2,45.3,12.1,34.6,35.0,14.6,19.3,75.8,9.9,31.7,41.6,23.4,7.8,4.3,11.3,20.3,NBA Team Regular Season Stats 2021-22
11,LA Clippers,82,108.4,40.8,90.6,45.0,11.7,33.9,34.5,15.2,19.6,77.5,12.0,35.1,47.1,24.1,7.7,4.1,13.0,18.5,NBA Team Regular Season Stats 2021-22
12,Memphis Grizzlies,82,109.9,40.3,88.6,45.5,12.0,34.5,34.9,17.3,22.4,77.1,10.0,33.0,43.0,25.0,7.2,6.0,14.4,19.8,NBA Team Regular Season Stats 2021-22
13,New Orleans Pelicans,82,110.3,40.3,85.5,47.1,13.0,35.5,36.5,16.8,21.4,78.6,9.3,32.5,41.8,24.9,7.4,4.8,13.7,20.5,NBA Team Regular Season Stats 2021-22
