Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Cleveland Cavaliers,20,86.7,31.7,74.6,42.5,5.9,17.7,33.1,17.4,24.0,72.7,9.6,29.7,39.3,19.2,6.1,3.8,13.7,21.0,NBA Team Postseason Stats 2006-07
2,New Jersey Nets,12,88.3,31.8,74.7,42.5,5.7,16.3,34.7,19.2,25.6,74.9,9.7,30.8,40.4,16.8,7.8,4.0,14.1,21.4,NBA Team Postseason Stats 2006-07
3,Detroit Pistons,16,88.4,31.8,73.8,43.1,4.6,13.6,34.1,20.3,30.0,67.7,11.8,29.3,41.1,17.9,6.7,3.7,14.6,22.3,NBA Team Postseason Stats 2006-07
4,Houston Rockets,7,90.4,35.6,80.1,44.4,3.7,12.4,29.9,15.6,20.9,74.7,10.6,30.7,41.3,22.9,7.0,4.9,12.0,22.9,NBA Team Postseason Stats 2006-07
5,Chicago Bulls,10,91.3,33.8,77.7,43.5,6.2,18.8,33.0,17.5,25.0,70.0,11.2,29.1,40.3,19.7,6.8,4.4,14.2,25.5,NBA Team Postseason Stats 2006-07
6,San Antonio Spurs,20,91.7,34.5,78.5,43.9,5.0,14.3,34.7,17.9,23.7,75.3,11.5,29.2,40.7,18.5,6.5,4.6,14.3,20.8,NBA Team Postseason Stats 2006-07
7,Denver Nuggets,5,94.2,36.8,83.0,44.3,8.2,21.0,39.0,12.4,16.2,76.5,12.0,28.2,40.2,23.0,7.0,5.2,12.2,17.8,NBA Team Postseason Stats 2006-07
8,Toronto Raptors,6,96.2,34.7,75.3,46.0,9.2,23.7,38.7,17.7,22.5,78.5,9.5,31.2,40.7,24.7,6.8,3.5,15.8,21.3,NBA Team Postseason Stats 2006-07
9,Orlando Magic,4,97.0,33.0,73.5,44.9,6.8,15.3,44.3,24.3,31.3,77.6,11.8,28.5,40.3,20.8,7.3,4.3,10.5,23.0,NBA Team Postseason Stats 2006-07
10,Utah Jazz,17,97.0,33.1,75.1,44.1,8.6,24.5,35.3,22.1,29.4,75.2,9.8,28.4,38.1,18.6,8.7,5.5,14.9,23.2,NBA Team Postseason Stats 2006-07
11,Phoenix Suns,11,99.1,37.3,82.8,45.0,6.9,20.1,34.4,17.6,24.1,73.2,12.4,30.1,42.5,16.6,7.0,5.3,14.9,22.5,NBA Team Postseason Stats 2006-07
12,Miami Heat,4,99.8,36.3,78.8,46.0,7.0,17.5,40.0,20.3,25.0,81.0,9.8,32.8,42.5,23.3,7.8,4.3,14.5,23.5,NBA Team Postseason Stats 2006-07
13,Washington Wizards,4,100.3,35.5,76.8,46.3,4.3,13.8,30.9,25.0,30.3,82.6,12.5,36.5,49.0,19.8,5.3,3.5,13.3,19.0,NBA Team Postseason Stats 2006-07
14,Golden State Warriors,11,104.9,36.7,81.2,45.2,6.5,19.2,34.1,24.9,32.2,77.4,15.2,33.5,48.6,20.9,7.5,4.9,19.4,25.1,NBA Team Postseason Stats 2006-07
15,Dallas Mavericks,6,105.2,36.7,79.0,46.4,10.3,28.2,36.7,21.5,29.3,73.3,11.8,29.8,41.7,17.3,8.2,4.3,15.2,24.8,NBA Team Postseason Stats 2006-07
16,Los Angeles Lakers,5,108.4,40.6,84.6,48.0,8.2,23.4,35.0,19.0,25.0,76.0,9.8,31.0,40.8,27.0,7.6,4.0,12.4,18.6,NBA Team Postseason Stats 2006-07
