Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Chicago Bulls,6,86.0,31.7,77.8,40.7,3.3,13.5,24.7,19.3,25.7,75.3,9.8,31.3,41.2,17.2,7.5,6.3,9.8,18.8,NBA Team Postseason Stats 2011-12
2,Atlanta Hawks,6,86.8,33.2,76.7,43.3,4.3,14.7,29.5,16.2,20.2,80.2,7.0,34.2,41.2,19.8,9.0,6.2,12.8,18.8,NBA Team Postseason Stats 2011-12
3,Philadelphia 76ers,13,86.9,33.5,77.9,43.0,4.4,14.8,29.7,15.5,20.3,76.1,9.4,34.2,43.6,22.2,6.8,6.0,14.3,21.0,NBA Team Postseason Stats 2011-12
4,Boston Celtics,20,88.5,33.4,78.2,42.7,5.8,17.9,32.4,15.9,22.4,71.0,10.6,31.7,42.2,18.2,6.6,4.4,13.7,19.8,NBA Team Postseason Stats 2011-12
5,Indiana Pacers,11,89.5,33.3,77.5,43.0,6.2,19.4,31.9,16.8,23.4,72.0,10.5,29.1,39.5,16.2,6.8,5.5,13.4,20.4,NBA Team Postseason Stats 2011-12
6,Miami Heat,23,90.3,33.5,77.7,43.1,5.5,18.4,30.0,17.8,23.3,76.4,10.7,28.7,39.4,15.8,6.9,3.8,14.3,23.9,NBA Team Postseason Stats 2011-12
7,Memphis Grizzlies,7,90.7,33.3,73.7,45.2,6.1,17.6,35.0,18.0,26.9,67.0,9.3,27.7,37.0,16.3,9.3,6.1,15.1,25.6,NBA Team Postseason Stats 2011-12
8,Orlando Magic,5,94.6,36.4,81.8,44.5,5.8,18.2,31.9,16.0,20.8,76.9,13.2,33.6,46.8,16.2,7.4,6.2,14.0,19.0,NBA Team Postseason Stats 2011-12
9,LA Clippers,11,95.5,34.7,76.5,45.4,5.6,15.5,36.5,20.5,27.7,73.8,11.5,30.5,42.0,20.1,7.3,5.0,15.1,21.5,NBA Team Postseason Stats 2011-12
10,San Antonio Spurs,14,96.1,36.4,81.7,44.5,5.7,15.4,37.0,17.6,23.5,75.1,10.8,30.9,41.7,19.3,8.8,7.0,13.3,20.9,NBA Team Postseason Stats 2011-12
11,Denver Nuggets,7,96.3,37.0,86.9,42.6,6.1,19.4,31.6,16.1,22.6,71.5,16.1,31.3,47.4,21.4,5.9,9.4,12.0,18.7,NBA Team Postseason Stats 2011-12
12,New York Knicks,5,96.8,33.0,72.4,45.6,8.0,21.8,36.7,22.8,30.2,75.5,9.8,28.8,38.6,19.0,9.2,3.8,13.6,19.8,NBA Team Postseason Stats 2011-12
13,Oklahoma City Thunder,20,97.3,34.5,78.2,44.1,7.8,20.2,38.4,20.5,25.5,80.6,10.3,30.1,40.4,17.8,6.3,4.1,14.2,20.9,NBA Team Postseason Stats 2011-12
14,Los Angeles Lakers,12,98.2,37.9,85.6,44.3,5.3,17.8,29.6,17.1,22.1,77.4,13.3,31.5,44.8,19.2,7.8,7.4,10.3,21.7,NBA Team Postseason Stats 2011-12
15,Dallas Mavericks,4,99.8,35.8,76.5,46.7,8.0,21.0,38.1,20.3,24.0,84.4,7.3,32.0,39.3,17.5,8.8,7.3,12.8,24.3,NBA Team Postseason Stats 2011-12
16,Utah Jazz,4,102.3,38.5,80.0,48.1,8.3,20.3,40.7,17.0,22.5,75.6,7.8,34.0,41.8,21.5,7.3,5.5,11.8,19.8,NBA Team Postseason Stats 2011-12
