Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Cleveland Cavaliers,13,87.8,31.0,72.8,42.6,5.0,16.8,29.7,20.8,26.9,77.1,9.6,28.6,38.2,17.7,6.8,4.2,13.2,23.5,NBA Team Postseason Stats 2007-08
2,Boston Celtics,26,88.8,30.5,71.7,42.6,5.3,16.0,32.9,22.4,29.4,76.2,9.8,26.5,36.3,18.5,6.1,5.0,14.2,22.8,NBA Team Postseason Stats 2007-08
3,Detroit Pistons,17,89.1,32.3,72.4,44.6,4.6,13.9,33.5,19.9,27.2,73.0,11.7,27.6,39.4,16.9,6.7,3.9,14.6,21.8,NBA Team Postseason Stats 2007-08
4,Houston Rockets,6,90.5,33.8,75.7,44.7,5.3,14.8,36.0,17.5,25.3,69.1,12.8,30.7,43.5,18.5,5.5,6.2,12.3,21.8,NBA Team Postseason Stats 2007-08
5,Philadelphia 76ers,6,92.8,36.7,75.2,48.8,5.3,14.0,38.1,14.2,19.0,74.6,12.2,26.3,38.5,23.2,6.3,6.8,17.2,23.7,NBA Team Postseason Stats 2007-08
6,New Orleans Hornets,12,92.9,32.9,77.4,42.5,8.9,23.8,37.5,18.2,24.0,75.7,11.7,32.1,43.8,21.8,4.2,4.0,12.3,20.7,NBA Team Postseason Stats 2007-08
7,San Antonio Spurs,17,94.9,36.9,81.2,45.5,5.1,14.6,34.7,16.0,22.3,71.8,9.5,33.1,42.5,17.9,6.9,5.3,11.0,20.3,NBA Team Postseason Stats 2007-08
8,Washington Wizards,6,95.5,33.3,77.3,43.1,8.3,21.8,38.2,20.5,29.2,70.3,13.2,31.7,44.8,23.0,5.8,4.8,13.7,23.2,NBA Team Postseason Stats 2007-08
9,Orlando Magic,10,95.5,35.5,82.7,42.9,5.8,17.7,32.8,18.7,21.7,86.2,10.4,28.6,39.0,21.0,7.8,3.4,9.0,22.0,NBA Team Postseason Stats 2007-08
10,Atlanta Hawks,7,99.1,37.6,81.7,46.0,7.1,18.7,38.2,16.9,21.7,77.6,13.0,26.4,39.4,24.0,8.6,5.7,10.6,25.0,NBA Team Postseason Stats 2007-08
11,Utah Jazz,12,99.2,34.4,76.7,44.9,6.3,18.4,33.9,24.1,32.3,74.5,10.7,28.9,39.6,18.1,7.4,6.5,12.7,22.8,NBA Team Postseason Stats 2007-08
12,Los Angeles Lakers,21,100.2,36.1,82.9,43.6,6.8,19.2,35.4,21.1,27.3,77.5,12.5,30.9,43.4,21.9,7.2,4.4,13.3,25.0,NBA Team Postseason Stats 2007-08
13,Phoenix Suns,5,102.4,39.8,85.2,46.7,4.4,12.0,36.7,18.4,24.2,76.0,10.0,33.6,43.6,15.8,6.0,5.0,13.0,27.6,NBA Team Postseason Stats 2007-08
14,Dallas Mavericks,5,102.8,39.6,81.6,48.5,6.8,14.8,45.9,16.8,21.6,77.8,10.0,31.0,41.0,20.8,6.0,5.6,8.4,22.4,NBA Team Postseason Stats 2007-08
15,Toronto Raptors,5,104.0,37.0,78.4,47.2,9.6,29.6,32.4,20.4,26.4,77.3,12.8,32.6,45.4,19.6,5.4,5.2,13.8,18.0,NBA Team Postseason Stats 2007-08
16,Denver Nuggets,4,114.8,42.3,87.5,48.3,9.3,23.3,39.8,21.0,29.8,70.6,11.3,31.3,42.5,28.0,7.0,6.3,12.0,22.5,NBA Team Postseason Stats 2007-08
