Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Toronto Raptors,72,106.5,37.8,88.3,42.8,13.1,38.9,33.7,17.8,23.2,76.9,10.9,35.1,46.1,25.6,7.2,5.5,16.0,20.4,NBA Team Regular Season Stats 2019-20
2,Boston Celtics,72,107.3,38.4,87.1,44.1,11.8,34.8,34.0,18.8,24.5,76.7,10.3,34.0,44.3,22.4,7.1,5.5,14.6,20.7,NBA Team Regular Season Stats 2019-20
3,Indiana Pacers,73,107.5,39.5,88.5,44.6,11.5,33.6,34.1,17.0,21.6,78.8,10.4,34.9,45.2,23.1,6.9,4.6,14.0,18.8,NBA Team Regular Season Stats 2019-20
4,Los Angeles Lakers,71,107.6,39.1,87.1,44.8,11.6,33.4,34.9,17.9,22.9,78.1,9.4,32.9,42.3,23.4,8.2,3.7,15.2,21.7,NBA Team Regular Season Stats 2019-20
5,Orlando Magic,73,108.3,40.4,86.9,46.5,12.2,33.6,36.4,15.3,19.8,77.1,9.0,35.8,44.9,24.7,7.0,4.6,14.1,19.5,NBA Team Regular Season Stats 2019-20
6,Philadelphia 76ers,73,108.4,39.8,86.0,46.3,10.4,29.4,35.3,18.4,24.5,75.1,8.6,33.2,41.8,22.8,7.0,4.0,13.4,20.5,NBA Team Regular Season Stats 2019-20
7,Oklahoma City Thunder,72,108.4,40.8,89.6,45.5,11.3,33.3,34.0,15.5,19.6,79.5,10.5,34.3,44.8,23.0,7.0,4.0,13.7,22.8,NBA Team Regular Season Stats 2019-20
8,Milwaukee Bucks,73,108.6,38.9,94.0,41.4,14.0,39.3,35.5,16.7,21.2,78.7,9.5,36.3,45.8,24.2,7.4,4.5,13.6,21.7,NBA Team Regular Season Stats 2019-20
9,Utah Jazz,72,108.8,40.7,89.1,45.7,11.0,31.0,35.3,16.5,21.5,76.7,9.6,33.1,42.7,21.5,7.9,4.6,11.8,20.8,NBA Team Regular Season Stats 2019-20
10,Miami Heat,73,109.1,38.8,86.7,44.8,13.1,37.7,34.7,18.4,23.6,78.3,9.2,33.3,42.5,24.6,7.5,4.1,13.6,21.7,NBA Team Regular Season Stats 2019-20
