Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Utah Jazz,82,94.9,35.8,80.3,44.6,7.4,20.4,36.2,16.0,21.5,74.4,9.9,29.3,39.2,19.4,8.2,4.7,12.6,19.6,NBA Team Regular Season Stats 2014-15
2,Memphis Grizzlies,82,95.1,36.0,81.5,44.2,8.1,23.0,35.1,14.9,20.1,74.2,10.5,31.9,42.4,20.1,7.4,5.2,14.6,20.3,NBA Team Regular Season Stats 2014-15
3,San Antonio Spurs,82,97.0,37.1,83.7,44.4,6.8,18.9,36.0,15.9,21.4,74.5,9.9,32.2,42.1,20.7,7.9,4.4,13.5,19.7,NBA Team Regular Season Stats 2014-15
4,Indiana Pacers,82,97.0,36.0,82.7,43.5,7.2,20.9,34.5,17.9,23.8,75.3,9.8,33.0,42.7,19.9,7.5,4.7,12.1,21.4,NBA Team Regular Season Stats 2014-15
5,Atlanta Hawks,82,97.1,36.5,83.1,43.9,8.8,25.8,34.1,15.4,20.1,76.4,11.6,32.1,43.6,23.5,7.4,4.9,15.4,19.6,NBA Team Regular Season Stats 2014-15
6,Miami Heat,82,97.3,36.1,79.5,45.4,8.1,23.0,35.3,17.0,23.2,73.0,10.9,30.1,41.0,21.3,7.9,4.4,14.1,20.9,NBA Team Regular Season Stats 2014-15
7,Charlotte Hornets,82,97.3,36.8,83.7,44.0,7.9,22.1,35.7,15.8,20.4,77.2,8.9,35.2,44.1,22.1,6.1,5.4,12.0,20.8,NBA Team Regular Season Stats 2014-15
8,Milwaukee Bucks,82,97.4,35.6,81.5,43.7,8.2,24.1,34.2,18.0,24.3,74.2,11.4,31.4,42.9,22.3,8.6,4.8,16.6,20.1,NBA Team Regular Season Stats 2014-15
9,Chicago Bulls,82,97.8,37.7,86.7,43.5,6.6,19.6,33.5,15.7,21.0,74.9,11.7,31.7,43.4,20.2,7.5,5.4,11.7,21.2,NBA Team Regular Season Stats 2014-15
10,Washington Wizards,82,97.8,36.2,83.5,43.3,8.0,23.0,34.9,17.5,23.7,73.8,10.0,31.7,41.7,19.9,8.0,4.3,13.3,19.6,NBA Team Regular Season Stats 2014-15
11,New Orleans Pelicans,82,98.6,37.9,83.1,45.6,6.5,19.6,33.5,16.2,21.4,75.9,10.6,30.9,41.5,20.7,6.8,5.8,11.8,18.7,NBA Team Regular Season Stats 2014-15
12,Portland Trail Blazers,82,98.6,38.2,86.9,43.9,6.4,18.9,33.8,15.8,20.9,75.8,11.0,33.6,44.6,20.4,8.0,3.6,11.6,18.7,NBA Team Regular Season Stats 2014-15
13,Cleveland Cavaliers,82,98.7,38.1,83.5,45.6,7.7,22.5,34.3,14.8,19.9,74.5,10.8,30.3,41.1,24.1,7.8,4.5,12.7,20.5,NBA Team Regular Season Stats 2014-15
14,Detroit Pistons,82,99.5,37.9,83.1,45.6,7.7,21.8,35.5,16.0,20.7,77.2,10.7,33.4,44.1,23.8,7.0,4.8,13.4,19.3,NBA Team Regular Season Stats 2014-15
15,Golden State Warriors,82,99.9,37.0,86.4,42.8,7.2,21.4,33.7,18.7,24.5,76.3,11.7,32.8,44.5,21.0,8.3,3.6,15.5,18.8,NBA Team Regular Season Stats 2014-15
16,LA Clippers,82,100.1,36.4,82.3,44.2,8.3,23.9,34.9,19.0,25.7,74.1,10.6,32.3,42.9,23.2,6.7,3.0,13.6,21.5,NBA Team Regular Season Stats 2014-15
17,Houston Rockets,82,100.5,37.7,85.2,44.3,7.4,22.9,32.2,17.7,23.6,75.1,11.9,32.0,43.8,21.4,8.9,5.3,15.5,21.1,NBA Team Regular Season Stats 2014-15
18,Brooklyn Nets,82,100.9,38.4,84.3,45.6,8.5,23.7,35.8,15.6,21.3,73.1,11.4,32.9,44.3,23.7,7.8,4.5,13.0,20.0,NBA Team Regular Season Stats 2014-15
19,Toronto Raptors,82,100.9,38.0,82.8,45.9,7.7,22.3,34.6,17.2,23.5,73.3,11.2,31.2,42.5,22.8,6.9,5.0,13.8,20.3,NBA Team Regular Season Stats 2014-15
20,Philadelphia 76ers,82,101.0,37.1,82.7,44.9,8.0,22.9,35.0,18.7,24.7,75.6,11.5,34.8,46.3,23.7,9.5,5.5,15.9,20.2,NBA Team Regular Season Stats 2014-15
21,New York Knicks,82,101.2,37.0,80.4,46.0,8.5,22.3,38.0,18.8,24.8,75.9,11.0,32.5,43.5,21.7,8.0,4.3,13.4,19.1,NBA Team Regular Season Stats 2014-15
22,Boston Celtics,82,101.2,38.1,84.7,45.0,7.4,22.0,33.6,17.6,23.3,75.5,10.9,33.8,44.7,21.9,7.1,5.3,14.6,18.8,NBA Team Regular Season Stats 2014-15
23,Orlando Magic,82,101.4,38.0,82.0,46.3,8.3,22.6,36.8,17.2,22.9,75.1,10.1,33.4,43.5,23.4,7.7,5.4,13.9,17.9,NBA Team Regular Season Stats 2014-15
24,Oklahoma City Thunder,82,101.8,37.6,85.5,44.0,8.3,24.2,34.3,18.2,24.5,74.5,11.2,31.5,42.7,22.1,7.8,4.6,12.9,20.4,NBA Team Regular Season Stats 2014-15
25,Dallas Mavericks,82,102.3,38.0,84.5,45.0,9.0,24.8,36.4,17.3,22.9,75.3,12.3,33.9,46.1,22.3,7.3,3.8,15.5,22.1,NBA Team Regular Season Stats 2014-15
26,Phoenix Suns,82,103.3,38.4,85.0,45.2,7.7,21.9,35.2,18.8,24.8,75.9,11.6,33.7,45.3,21.1,7.9,4.1,15.0,20.3,NBA Team Regular Season Stats 2014-15
27,Denver Nuggets,82,105.0,38.6,84.3,45.8,7.7,22.2,34.6,20.1,26.9,74.8,11.0,34.1,45.1,23.1,7.5,6.1,13.7,20.7,NBA Team Regular Season Stats 2014-15
28,Sacramento Kings,82,105.0,39.5,86.5,45.6,8.8,25.1,34.9,17.3,23.1,74.8,11.0,30.2,41.2,23.3,8.7,6.2,12.5,23.9,NBA Team Regular Season Stats 2014-15
29,Los Angeles Lakers,82,105.3,38.8,83.1,46.6,8.5,23.4,36.3,19.2,25.8,74.5,10.0,34.1,44.2,24.0,7.5,4.8,12.4,19.4,NBA Team Regular Season Stats 2014-15
30,Minnesota Timberwolves,82,106.5,41.1,84.5,48.7,8.5,23.1,36.7,15.8,20.8,75.9,11.6,31.9,43.6,23.6,8.4,5.5,14.6,21.4,NBA Team Regular Season Stats 2014-15
