Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Charlotte Hornets,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NBA Team Postseason Stats 2001-02
2,Detroit Pistons,10,83.4,31.8,76.3,41.7,4.4,14.5,30.3,15.4,19.7,78.2,10.9,32.4,43.3,18.4,8.2,4.4,15.6,21.7,NBA Team Postseason Stats 2001-02
3,Toronto Raptors,5,86.6,29.8,71.2,41.9,7.0,18.8,37.2,20.0,26.0,76.9,10.4,26.2,36.6,18.2,8.0,5.2,15.0,21.2,NBA Team Postseason Stats 2001-02
4,San Antonio Spurs,10,88.1,34.6,79.6,43.5,5.0,13.8,36.2,13.9,20.4,68.1,11.4,30.7,42.1,17.0,4.8,5.0,11.4,23.6,NBA Team Postseason Stats 2001-02
5,Boston Celtics,16,88.4,31.6,76.8,41.1,5.9,18.9,31.1,19.4,26.9,72.3,10.8,31.7,42.5,20.5,7.5,4.9,14.8,21.3,NBA Team Postseason Stats 2001-02
6,Utah Jazz,4,89.0,29.5,73.8,40.0,5.3,17.8,29.6,24.8,30.0,82.5,12.5,30.0,42.5,15.0,7.8,5.0,17.3,24.0,NBA Team Postseason Stats 2001-02
7,Indiana Pacers,5,91.4,35.6,83.0,42.9,3.2,12.0,26.7,17.0,23.6,72.0,10.8,30.6,41.4,18.2,8.2,6.4,14.8,22.4,NBA Team Postseason Stats 2001-02
8,Los Angeles Lakers,19,94.1,35.2,82.5,42.6,4.7,15.1,31.0,19.1,26.7,71.4,12.3,29.9,42.2,20.1,7.7,4.4,13.0,24.5,NBA Team Postseason Stats 2001-02
9,New Jersey Nets,20,95.4,34.0,78.1,43.5,5.9,17.1,34.3,21.7,29.9,72.4,11.6,32.5,44.1,20.4,8.7,6.3,15.5,24.9,NBA Team Postseason Stats 2001-02
10,Seattle SuperSonics,5,96.4,35.2,76.0,46.3,6.0,14.8,40.5,20.0,26.8,74.6,10.8,31.4,42.2,17.6,5.8,7.8,9.8,19.4,NBA Team Postseason Stats 2001-02
11,Portland Trail Blazers,3,96.7,32.7,74.3,43.9,7.0,19.7,35.6,24.3,33.0,73.7,9.3,32.7,42.0,20.0,9.3,6.3,13.3,24.3,NBA Team Postseason Stats 2001-02
12,Philadelphia 76ers,5,97.8,36.0,77.2,46.6,11.6,25.0,46.4,14.2,17.2,82.6,8.8,29.6,38.4,21.6,8.6,4.6,13.6,23.2,NBA Team Postseason Stats 2001-02
13,Orlando Magic,4,98.8,34.5,82.3,41.9,4.3,9.8,43.6,25.5,33.5,76.1,15.8,34.3,50.0,20.0,8.3,6.0,14.3,25.8,NBA Team Postseason Stats 2001-02
14,Sacramento Kings,16,98.8,37.0,86.6,42.7,5.6,18.7,30.1,19.2,25.9,74.2,14.3,31.1,45.3,20.6,6.9,5.4,14.6,25.5,NBA Team Postseason Stats 2001-02
15,Dallas Mavericks,8,108.8,39.4,85.4,46.1,5.4,15.6,34.4,24.6,32.4,76.1,14.9,34.1,49.0,20.8,6.8,4.1,14.8,24.1,NBA Team Postseason Stats 2001-02
16,Minnesota Timberwolves,3,112.7,39.3,85.3,46.1,10.3,23.0,44.9,23.7,27.0,87.7,8.3,33.0,41.3,19.3,7.0,5.3,10.7,27.0,NBA Team Postseason Stats 2001-02
