Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
David Greenwood,F,6-9,222,22,CHI,82,0,UCLA,1979 Rnd 1 Pick 2,United States,NBA 1979-1980 Players Information
Kevin Grevey,GF,6-5,210,26,WAS,65,4,Kentucky,1975 Rnd 1 Pick 18,United States,NBA 1979-1980 Players Information
Paul Griffin,FC,6-9,205,26,SAS,82,3,Western Michigan,1976 Rnd 5 Pick 6,United States,NBA 1979-1980 Players Information
Bob Gross,SF,6-6,200,26,POR,62,4,Long Beach State,1975 Rnd 2 Pick 7,United States,NBA 1979-1980 Players Information
Ernie Grunfeld,GF,6-6,210,24,KCK,80,2,Tennessee,1977 Rnd 1 Pick 11,RomaniaUnited States,NBA 1979-1980 Players Information
Roy Hamilton,PG,6-2,180,22,DET,72,0,UCLA,1979 Rnd 1 Pick 10,United States,NBA 1979-1980 Players Information
James Hardy,PF,6-8,220,23,UTA,74,1,San Francisco,1978 Rnd 1 Pick 11,United States,NBA 1979-1980 Players Information
Joe Hassett,SG,6-5,180,24,IND,74,2,Providence,1977 Rnd 3 Pick 8,United States,NBA 1979-1980 Players Information
Steve Hawes,C,6-9,220,29,ATL,81,5,Washington,1972 Rnd 2 Pick 11,United States,NBA 1979-1980 Players Information
Elvin Hayes,FC,6-9,235,34,WAS,81,11,Houston,1968 Rnd 1 Pick 1,United States,NBA 1979-1980 Players Information
Spencer Haywood,PF,6-8,225,30,LAL,76,9,Detroit-Mercy,1971 Rnd 2 Pick 13,United States,NBA 1979-1980 Players Information
Gar Heard,PF,6-6,219,31,PHX,82,9,Oklahoma,1970 Rnd 3 Pick 6,United States,NBA 1979-1980 Players Information
Gerald Henderson,G,6-2,175,24,BOS,76,1,VCU,1978 Rnd 3 Pick 20,United States,NBA 1979-1980 Players Information
Tom Henderson,SG,6-3,190,28,HOU,66,5,Hawaii,1974 Rnd 1 Pick 7,United States,NBA 1979-1980 Players Information
Johnny High,G,6-3,185,22,PHX,82,0,Nevada,1979 Rnd 2 Pick 2,United States,NBA 1979-1980 Players Information
Armond Hill,PG,6-4,190,26,ATL,79,3,Princeton,1976 Rnd 1 Pick 9,United States,NBA 1979-1980 Players Information
Darnell Hillman,FC,6-9,215,30,GSW,45,3,San Jose State,1971 Rnd 1 Pick 8,United States,NBA 1979-1980 Players Information
Brad Holland,SG,6-3,180,23,LAL,37,0,UCLA,1979 Rnd 1 Pick 14,United States,NBA 1979-1980 Players Information
Lionel Hollins,G,6-3,185,26,"PHL, POR",47,4,Arizona State,1975 Rnd 1 Pick 6,United States,NBA 1979-1980 Players Information
Phil Hubbard,FC,6-8,215,23,DET,64,0,Michigan,1979 Rnd 1 Pick 15,United States,NBA 1979-1980 Players Information
Kim Hughes,C,6-11,220,27,DEN,70,3,Wisconsin,1974 Rnd 3 Pick 9,United States,NBA 1979-1980 Players Information
Geoff Huston,G,6-2,175,22,NYK,71,0,Texas Tech,1979 Rnd 3 Pick 6,United States,NBA 1979-1980 Players Information
Dan Issel,FC,6-9,235,31,DEN,82,3,Kentucky,1970 Rnd 8 Pick 3,United States,NBA 1979-1980 Players Information
Phil Jackson,PF,6-8,220,34,NJN,16,12,North Dakota,1967 Rnd 2 Pick 5,United States,NBA 1979-1980 Players Information
Abdul Jeelani,PF,6-8,210,26,POR,77,2,Wisconsin-Parkside,1976 Rnd 3 Pick 16,United States,NBA 1979-1980 Players Information
Cheese Johnson,SF,6-6,195,22,GSW,9,0,Wichita State,1979 Rnd 3 Pick 10,United States,NBA 1979-1980 Players Information
Clemon Johnson,FC,6-10,240,23,IND,79,1,Florida A&M,1978 Rnd 2 Pick 22,United States,NBA 1979-1980 Players Information
Dennis Johnson,PG,6-4,185,25,SEA,81,3,Pepperdine,1976 Rnd 2 Pick 12,United States,NBA 1979-1980 Players Information
George Johnson,FC,6-7,210,23,DEN,74,1,St. John's,1978 Rnd 1 Pick 12,United States,NBA 1979-1980 Players Information
George Johnson,FC,6-11,205,31,NJN,81,8,Dillard,1970 Rnd 5 Pick 11,United States,NBA 1979-1980 Players Information
John Johnson,SF,6-7,200,32,SEA,81,9,Iowa,1970 Rnd 1 Pick 7,United States,NBA 1979-1980 Players Information
"Eddie Johnson, Jr.",G,6-2,180,25,ATL,79,2,Auburn,1977 Rnd 3 Pick 5,United States,NBA 1979-1980 Players Information
Magic Johnson,PG,6-9,255,20,LAL,77,0,Michigan State,1979 Rnd 1 Pick 1,United States,NBA 1979-1980 Players Information
Marques Johnson,GF,6-7,218,24,MIL,77,2,UCLA,1977 Rnd 1 Pick 3,United States,NBA 1979-1980 Players Information
Mickey Johnson,PF,6-10,190,27,IND,82,5,Aurora,1974 Rnd 4 Pick 2,United States,NBA 1979-1980 Players Information
Ollie Johnson,SF,6-6,200,30,CHI,79,7,Temple,1972 Rnd 2 Pick 17,United States,NBA 1979-1980 Players Information
Vinnie Johnson,G,6-2,200,23,SEA,34,0,Baylor,1979 Rnd 1 Pick 7,United States,NBA 1979-1980 Players Information
Bobby Jones,SF,6-9,210,28,PHI,81,3,North Carolina,1974 Rnd 1 Pick 5,United States,NBA 1979-1980 Players Information
Caldwell Jones,FC,6-11,216,29,PHI,80,5,Albany State (GA),1973 Rnd 2 Pick 14,United States,NBA 1979-1980 Players Information
Dwight Jones,FC,6-10,210,28,"CHI, HOU",74,6,Houston,1973 Rnd 1 Pick 9,United States,NBA 1979-1980 Players Information
Major Jones,F,6-9,225,26,HOU,81,2,Albany State (GA),1976 Rnd 2 Pick 3,United States,NBA 1979-1980 Players Information
Eddie Jordan,PG,6-1,170,25,NJN,82,2,Rutgers,1977 Rnd 2 Pick 11,United States,NBA 1979-1980 Players Information
Jeff Judkins,SF,6-6,185,23,BOS,65,1,Utah,1978 Rnd 2 Pick 8,United States,NBA 1979-1980 Players Information
Rich Kelley,C,7-0,235,26,"NJN, PHX",80,4,Stanford,1975 Rnd 1 Pick 7,United States,NBA 1979-1980 Players Information
Greg Kelser,F,6-7,190,22,DET,50,0,Michigan State,1979 Rnd 1 Pick 4,United States,NBA 1979-1980 Players Information
Larry Kenon,PF,6-9,205,27,SAS,78,3,Memphis,1973 Rnd 3 Pick 15,United States,NBA 1979-1980 Players Information
Irv Kiffin,SF,6-9,225,28,SAS,26,0,Oklahoma Baptist,"1976 NBA Draft, Undrafted",United States,NBA 1979-1980 Players Information
Carl Kilpatrick,FC,6-10,230,23,UTA,2,0,Louisiana-Monroe,1978 Rnd 8 Pick 6,United States,NBA 1979-1980 Players Information
Bernard King,SF,6-7,205,23,UTA,19,2,Tennessee,1977 Rnd 1 Pick 7,United States,NBA 1979-1980 Players Information
Reggie King,F,6-6,225,23,KCK,82,0,Alabama,1979 Rnd 1 Pick 18,United States,NBA 1979-1980 Players Information
Billy Knight,GF,6-6,195,27,IND,75,3,Pittsburgh,1974 Rnd 2 Pick 3,United States,NBA 1979-1980 Players Information
Toby Knight,PF,6-9,210,24,NYK,81,2,Notre Dame,1977 Rnd 2 Pick 10,United States,NBA 1979-1980 Players Information
Arvid Kramer,C,6-9,220,23,DEN,8,0,Augustana College,1979 Rnd 3 Pick 1,United States,NBA 1979-1980 Players Information
Joel Kramer,FC,6-7,203,24,PHX,53,1,San Diego State,1978 Rnd 3 Pick 19,United States,NBA 1979-1980 Players Information
John Kuester,PG,6-2,175,25,IND,22,2,North Carolina,1977 Rnd 3 Pick 9,United States,NBA 1979-1980 Players Information
Kevin Kunnert,FC,7-0,230,28,POR,18,6,Iowa,1973 Rnd 1 Pick 12,United States,NBA 1979-1980 Players Information
Mitch Kupchak,FC,6-9,230,25,WAS,39,3,North Carolina,1976 Rnd 1 Pick 13,United States,NBA 1979-1980 Players Information
Tom LaGarde,C,6-10,220,25,SEA,81,2,North Carolina,1977 Rnd 1 Pick 9,United States,NBA 1979-1980 Players Information
Sam Lacey,C,6-10,235,31,KCK,81,9,New Mexico State,1970 Rnd 1 Pick 5,United States,NBA 1979-1980 Players Information
John Lambert,C,6-10,225,27,CLE,73,4,USC,1975 Rnd 1 Pick 15,United States,NBA 1979-1980 Players Information
Mark Landsberger,FC,6-8,215,24,"CHI, LAL",77,2,Arizona State,1977 Rnd 2 Pick 13,United States,NBA 1979-1980 Players Information
Bob Lanier,C,6-11,250,31,"DET, MIL",63,9,St. Bonaventure,1970 Rnd 1 Pick 1,United States,NBA 1979-1980 Players Information
Allen Leavell,G,6-1,170,22,HOU,77,0,Oklahoma City,1979 Rnd 5 Pick 16,United States,NBA 1979-1980 Players Information
Butch Lee,PG,6-0,185,23,"CLE, LAL",14,1,Marquette,1978 Rnd 1 Pick 10,Puerto RicoUnited States,NBA 1979-1980 Players Information
Ron Lee,PG,6-4,193,27,"ATL, DET",61,3,Oregon,1976 Rnd 1 Pick 10,United States,NBA 1979-1980 Players Information
John Long,GF,6-5,195,23,DET,69,1,Detroit-Mercy,1978 Rnd 2 Pick 7,United States,NBA 1979-1980 Players Information
John Lucas,G,6-3,175,26,GSW,80,3,Maryland,1976 Rnd 1 Pick 1,United States,NBA 1979-1980 Players Information
Maurice Lucas,PF,6-9,215,28,"NJN, POR",63,3,Marquette,1974 Rnd 1 Pick 14,United States,NBA 1979-1980 Players Information
Oliver Mack,SG,6-3,185,22,"CHI, LAL",50,0,East Carolina,1979 Rnd 2 Pick 3,United States,NBA 1979-1980 Players Information
Moses Malone,C,6-10,215,24,HOU,82,3,Petersburg High School (Virginia),"1975 NBA Draft, Undrafted",United States,NBA 1979-1980 Players Information
Steve Malovic,FC,6-10,230,23,"DET, SDC, WAS",39,0,San Diego State,1978 Rnd 7 Pick 18,United States,NBA 1979-1980 Players Information
Pete Maravich,GF,6-5,197,32,"BOS, UTH",43,9,LSU,1970 Rnd 1 Pick 3,United States,NBA 1979-1980 Players Information
Cedric Maxwell,F,6-8,205,24,BOS,80,2,Charlotte,1977 Rnd 1 Pick 12,United States,NBA 1979-1980 Players Information
Scott May,SF,6-7,215,25,CHI,54,3,Indiana,1976 Rnd 1 Pick 2,United States,NBA 1979-1980 Players Information
Bob McAdoo,FC,6-9,210,28,DET,58,7,North Carolina,1972 Rnd 1 Pick 2,United States,NBA 1979-1980 Players Information
Jim McElroy,PG,6-3,190,26,"ATL, DET",67,0,Central Michigan,1975 Rnd 3 Pick 2,United States,NBA 1979-1980 Players Information
George McGinnis,PF,6-8,235,29,"DEN, IND",73,4,Indiana,1973 Rnd 2 Pick 4,United States,NBA 1979-1980 Players Information
Billy McKinney,G,6-0,160,24,KCK,75,2,Northwestern,1977 Rnd 6 Pick 5,United States,NBA 1979-1980 Players Information
Tom McMillen,PF,6-11,215,27,ATL,53,4,Maryland,1974 Rnd 1 Pick 9,United States,NBA 1979-1980 Players Information
John Mengelt,SG,6-2,195,30,CHI,36,8,Auburn,1971 Rnd 2 Pick 4,United States,NBA 1979-1980 Players Information
Joe C. Meriweather,FC,6-10,215,26,NYK,65,4,Southern Illinois,1975 Rnd 1 Pick 11,United States,NBA 1979-1980 Players Information
Dave Meyers,PF,6-8,215,26,MIL,79,4,UCLA,1975 Rnd 1 Pick 2,United States,NBA 1979-1980 Players Information
Mike Mitchell,F,6-7,215,24,CLE,82,1,Auburn,1978 Rnd 1 Pick 15,United States,NBA 1979-1980 Players Information
Steve Mix,F,6-7,215,32,PHI,80,9,Toledo,1969 Rnd 5 Pick 4,United States,NBA 1979-1980 Players Information
Paul Mokeski,C,7-0,250,23,HOU,12,0,Kansas,1979 Rnd 2 Pick 20,United States,NBA 1979-1980 Players Information
Sidney Moncrief,SG,6-3,180,22,MIL,77,0,Arkansas,1979 Rnd 1 Pick 5,United States,NBA 1979-1980 Players Information
Eric Money,G,6-0,170,25,"DET, PHL",61,5,Arizona,1974 Rnd 2 Pick 15,United States,NBA 1979-1980 Players Information
Earl Monroe,G,6-3,185,35,NYK,51,12,Winston-Salem State,1967 Rnd 1 Pick 2,United States,NBA 1979-1980 Players Information
Calvin Murphy,PG,5-9,165,31,HOU,76,9,Niagara,1970 Rnd 2 Pick 1,United States,NBA 1979-1980 Players Information
Swen Nater,C,6-11,240,30,SDC,81,3,UCLA,1973 Rnd 1 Pick 16,Netherlands,NBA 1979-1980 Players Information
Calvin Natt,F,6-6,220,23,"NJN, POR",78,0,Louisiana-Monroe,1979 Rnd 1 Pick 8,United States,NBA 1979-1980 Players Information
Mike Newlin,GF,6-4,200,31,NJN,78,8,Utah,1971 Rnd 2 Pick 7,United States,NBA 1979-1980 Players Information
Norm Nixon,G,6-2,170,24,LAL,82,2,Duquesne,1977 Rnd 1 Pick 22,United States,NBA 1979-1980 Players Information
Sylvester Norris,C,6-11,220,23,SAS,17,0,Jackson State,1979 Rnd 3 Pick 19,United States,NBA 1979-1980 Players Information
Mark Olberding,PF,6-8,225,23,SAS,75,3,Minnesota,"1975 NBA Draft, Undrafted",United States,NBA 1979-1980 Players Information
John Olive,SF,6-7,210,25,SDC,1,1,Villanova,1977 Rnd 8 Pick 17,United States,NBA 1979-1980 Players Information
Tom Owens,FC,6-10,215,30,POR,76,3,South Carolina,1971 Rnd 4 Pick 7,United States,NBA 1979-1980 Players Information
Robert Parish,C,7-0,230,26,GSW,72,2,Centenary,1976 Rnd 1 Pick 8,United States,NBA 1979-1980 Players Information
Sonny Parker,GF,6-6,200,24,GSW,82,3,Texas A&M,1976 Rnd 1 Pick 17,United States,NBA 1979-1980 Players Information
Billy Paultz,FC,6-11,235,31,"HOU, SAN",84,3,St. John's,1970 Rnd 7 Pick 1,United States,NBA 1979-1980 Players Information
Jim Paxson,SG,6-6,200,22,POR,72,0,Dayton,1979 Rnd 1 Pick 12,United States,NBA 1979-1980 Players Information
Wiley Peck,SF,6-7,220,22,SAS,53,0,Mississippi State,1979 Rnd 1 Pick 19,United States,NBA 1979-1980 Players Information
