Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Shareef Abdur-Rahim,F,6-9,225,30,SAC,80,10,California,1996 Rnd 1 Pick 3,United States,NBA 2006-2007 Players Information
Hassan Adams,G,6-4,220,22,NJN,60,0,Arizona,2006 Rnd 2 Pick 24,United States,NBA 2006-2007 Players Information
Maurice Ager,F-G,6-5,202,23,DAL,32,0,Michigan State,2006 Rnd 1 Pick 28,United States,NBA 2006-2007 Players Information
LaMarcus Aldridge,FC,6-11,265,21,POR,63,0,Texas,2006 Rnd 1 Pick 2,United States,NBA 2006-2007 Players Information
Malik Allen,F,6-10,255,28,CHI,60,6,Villanova,"2000 NBA Draft, Undrafted",United States,NBA 2006-2007 Players Information
Ray Allen,SG,6-5,205,31,SEA,55,10,UConn,1996 Rnd 1 Pick 5,United States,NBA 2006-2007 Players Information
Tony Allen,SG,6-4,213,25,BOS,33,2,Oklahoma State,2004 Rnd 1 Pick 25,United States,NBA 2006-2007 Players Information
Rafer Alston,G,6-2,175,30,HOU,82,7,Fresno State,1998 Rnd 2 Pick 10,United States,NBA 2006-2007 Players Information
Lou Amundson,PF,6-9,220,24,"PHL, UTH",11,0,UNLV,"2006 NBA Draft, Undrafted",United States,NBA 2006-2007 Players Information
Alan Anderson,GF,6-6,220,24,CHA,17,1,Michigan State,"2005 NBA Draft, Undrafted",United States,NBA 2006-2007 Players Information
Derek Anderson,G,6-5,194,32,CHA,50,9,Kentucky,1997 Rnd 1 Pick 13,United States,NBA 2006-2007 Players Information
Carmelo Anthony,F,6-8,240,22,DEN,65,3,Syracuse,2003 Rnd 1 Pick 3,United States,NBA 2006-2007 Players Information
Babby Araujo,C,6-11,280,26,UTA,28,2,Brigham Young,2004 Rnd 1 Pick 8,Brazil,NBA 2006-2007 Players Information
Gilbert Arenas,G,6-3,191,25,WAS,74,5,Arizona,2001 Rnd 2 Pick 2,United States,NBA 2006-2007 Players Information
Trevor Ariza,SF,6-8,215,21,ORL,57,2,UCLA,2004 Rnd 2 Pick 14,United States,NBA 2006-2007 Players Information
Darrell Armstrong,PG,6-0,170,38,IND,81,12,Fayetteville State,"1991 NBA Draft, Undrafted",United States,NBA 2006-2007 Players Information
Hilton Armstrong,C,6-11,235,22,NOP,56,0,UConn,2006 Rnd 1 Pick 12,United States,NBA 2006-2007 Players Information
Carlos Arroyo,PG,6-2,202,27,ORL,72,5,Florida International,"2001 NBA Draft, Undrafted",Puerto RicoUnited States,NBA 2006-2007 Players Information
Chucky Atkins,G,5-11,185,32,MEM,75,8,South Florida,"1996 NBA Draft, Undrafted",United States,NBA 2006-2007 Players Information
James Augustine,FC,6-10,235,23,ORL,2,0,Illinois,2006 Rnd 2 Pick 11,United States,NBA 2006-2007 Players Information
Kelenna Azubuike,F-G,6-5,220,23,GSW,41,0,Kentucky,"2005 NBA Draft, Undrafted",EnglandNigeria,NBA 2006-2007 Players Information
Renaldo Balkman,F,6-8,208,22,NYK,68,0,South Carolina,2006 Rnd 1 Pick 20,United StatesPuerto Rico,NBA 2006-2007 Players Information
Marcus Banks,G,6-2,200,25,PHX,45,3,UNLV,2003 Rnd 1 Pick 13,United States,NBA 2006-2007 Players Information
Leandro Barbosa,G,6-3,194,24,PHX,80,3,Bauru (Brazil),2003 Rnd 1 Pick 28,Brazil,NBA 2006-2007 Players Information
J.J. Barea,G,5-10,180,22,DAL,33,0,Northeastern,"2006 NBA Draft, Undrafted",Puerto RicoUnited States,NBA 2006-2007 Players Information
Andrea Bargnani,FC,7-0,245,21,TOR,65,0,Universo De'Longhi Treviso (Italy),2006 Rnd 1 Pick 1,Italy,NBA 2006-2007 Players Information
Matt Barnes,GF,6-7,226,26,GSW,76,4,UCLA,2002 Rnd 2 Pick 17,United States,NBA 2006-2007 Players Information
Andre Barrett,PG,5-10,173,25,CHI,6,2,Seton Hall,"2004 NBA Draft, Undrafted",United States,NBA 2006-2007 Players Information
Earl Barron,C,7-0,250,25,MIA,28,2,Memphis,"2003 NBA Draft, Undrafted",United States,NBA 2006-2007 Players Information
Brent Barry,G,6-7,210,35,SAS,75,11,Oregon State,1995 Rnd 1 Pick 15,United States,NBA 2006-2007 Players Information
Brandon Bass,PF,6-8,250,21,NOP,21,1,LSU,2005 Rnd 2 Pick 3,United States,NBA 2006-2007 Players Information
Maceo Baston,FC,6-11,230,30,IND,47,2,Michigan,1998 Rnd 2 Pick 29,United States,NBA 2006-2007 Players Information
Esteban Batista,FC,6-10,270,23,ATL,13,1,Aguas de Calpe (Gibraltar),"2005 NBA Draft, Undrafted",Uruguay,NBA 2006-2007 Players Information
Tony Battie,PF,6-11,230,31,ORL,66,9,Texas Tech,1997 Rnd 1 Pick 5,United States,NBA 2006-2007 Players Information
Shane Battier,F,6-8,220,28,HOU,82,5,Duke,2001 Rnd 1 Pick 6,United States,NBA 2006-2007 Players Information
Charlie Bell,G,6-3,200,27,MIL,82,2,Michigan State,"2001 NBA Draft, Undrafted",United States,NBA 2006-2007 Players Information
Raja Bell,SG,6-5,204,30,PHX,78,7,Florida International,"1999 NBA Draft, Undrafted",United States,NBA 2006-2007 Players Information
Mike Bibby,G,6-2,195,28,SAC,82,8,Arizona,1998 Rnd 1 Pick 2,United States,NBA 2006-2007 Players Information
Andris Biedrins,C,7-0,250,20,GSW,82,2,BK Skonto Riga  (Latvia),2004 Rnd 1 Pick 11,Latvia,NBA 2006-2007 Players Information
Chauncey Billups,G,6-3,210,30,DET,70,9,Colorado,1997 Rnd 1 Pick 3,United States,NBA 2006-2007 Players Information
Steve Blake,G,6-3,172,27,"DEN, MIL",82,3,Maryland,2003 Rnd 2 Pick 9,United States,NBA 2006-2007 Players Information
Will Blalock,G,6-1,200,23,DET,14,0,Iowa State,2006 Rnd 2 Pick 30,United States,NBA 2006-2007 Players Information
Andray Blatche,PF,6-11,260,20,WAS,56,1,South Kent School (Connecticut),2005 Rnd 2 Pick 19,United StatesPhilippines,NBA 2006-2007 Players Information
Mark Blount,C-F,7-0,250,31,MIN,82,7,Pittsburgh,1997 Rnd 2 Pick 26,United States,NBA 2006-2007 Players Information
Keith Bogans,GF,6-5,215,26,ORL,59,3,Kentucky,2003 Rnd 2 Pick 14,United States,NBA 2006-2007 Players Information
Andrew Bogut,C,7-0,260,22,MIL,66,1,Utah,2005 Rnd 1 Pick 1,Australia,NBA 2006-2007 Players Information
Matt Bonner,FC,6-10,235,26,SAS,56,2,Florida,2003 Rnd 2 Pick 16,United States,NBA 2006-2007 Players Information
Josh Boone,C,6-10,237,22,NJN,61,0,UConn,2006 Rnd 1 Pick 23,United States,NBA 2006-2007 Players Information
Calvin Booth,C,6-11,230,30,WAS,44,7,Penn State,1999 Rnd 2 Pick 6,United States,NBA 2006-2007 Players Information
Carlos Boozer,PF,6-9,266,25,UTA,74,4,Duke,2002 Rnd 2 Pick 6,GermanyUnited States,NBA 2006-2007 Players Information
Chris Bosh,PF,6-11,235,22,TOR,69,3,Georgia Tech,2003 Rnd 1 Pick 4,United States,NBA 2006-2007 Players Information
Bruce Bowen,F,6-7,200,35,SAS,82,11,Cal State Fullerton,"1993 NBA Draft, Undrafted",United States,NBA 2006-2007 Players Information
Earl Boykins,G,5-5,135,30,"DEN, MIL",66,8,Eastern Michigan,"1998 NBA Draft, Undrafted",United States,NBA 2006-2007 Players Information
Cedric Bozeman,G,6-6,215,23,ATL,23,0,UCLA,"2006 NBA Draft, Undrafted",United States,NBA 2006-2007 Players Information
Elton Brand,PF,6-9,254,27,LAC,80,7,Duke,1999 Rnd 1 Pick 1,United States,NBA 2006-2007 Players Information
Ronnie Brewer,GF,6-7,235,21,UTA,56,0,Arkansas,2006 Rnd 1 Pick 14,United States,NBA 2006-2007 Players Information
Primoz Brezec,C,7-2,252,27,CHA,58,5,Union Olimpija (Slovenia),2000 Rnd 1 Pick 27,Slovenia,NBA 2006-2007 Players Information
Andre Brown,FC,6-9,245,25,SEA,38,1,DePaul,"2004 NBA Draft, Undrafted",United States,NBA 2006-2007 Players Information
Dee Brown,G,6-0,185,22,UTA,49,0,Illinois,2006 Rnd 2 Pick 16,United States,NBA 2006-2007 Players Information
Devin Brown,SF,6-5,220,28,NOP,58,4,Texas-San Antonio,"2002 NBA Draft, Undrafted",United States,NBA 2006-2007 Players Information
Kwame Brown,C,6-11,290,24,LAL,41,5,Glynn Academy (Georgia),2001 Rnd 1 Pick 1,United States,NBA 2006-2007 Players Information
P.J. Brown,C,6-11,225,37,CHI,72,13,Louisiana Tech,1992 Rnd 2 Pick 2,United States,NBA 2006-2007 Players Information
Shannon Brown,G,6-4,210,21,CLE,23,0,Michigan State,2006 Rnd 1 Pick 25,United States,NBA 2006-2007 Players Information
Kobe Bryant,SG,6-6,212,28,LAL,77,10,Lower Merion High School (Pennsylvania),1996 Rnd 1 Pick 13,United States,NBA 2006-2007 Players Information
