Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Elden Campbell,FC,6-11,215,36,"DET, NJN",40,14,Clemson,1990 Rnd 1 Pick 27,United States,NBA 2004-2005 Players Information
Brian Cardinal,PF,6-8,245,27,MEM,58,4,Purdue,2000 Rnd 2 Pick 15,United States,NBA 2004-2005 Players Information
Geno Carlisle,SG,6-3,180,28,POR,6,1,California,"1999 NBA Draft, Undrafted",United States,NBA 2004-2005 Players Information
Matt Carroll,GF,6-6,212,24,CHA,25,1,Notre Dame,"2003 NBA Draft, Undrafted",United States,NBA 2004-2005 Players Information
Anthony Carter,PG,6-1,190,29,MIN,66,6,Hawaii,"1998 NBA Draft, Undrafted",United States,NBA 2004-2005 Players Information
Vince Carter,SF,6-6,220,28,"NJN, TOR",77,6,North Carolina,1998 Rnd 1 Pick 5,United States,NBA 2004-2005 Players Information
Sam Cassell,G,6-3,185,35,MIN,59,11,Florida State,1993 Rnd 1 Pick 24,United States,NBA 2004-2005 Players Information
Kelvin Cato,C,6-11,255,30,ORL,62,7,Iowa State,1997 Rnd 1 Pick 15,United States,NBA 2004-2005 Players Information
Lionel Chalmers,G,6-0,180,24,LAC,36,0,Xavier,2004 Rnd 2 Pick 4,United States,NBA 2004-2005 Players Information
Tyson Chandler,C,7-1,240,22,CHI,80,3,Dominguez High School (California),2001 Rnd 1 Pick 2,United States,NBA 2004-2005 Players Information
Calbert Cheaney,GF,6-7,209,33,GSW,55,11,Indiana,1993 Rnd 1 Pick 6,United States,NBA 2004-2005 Players Information
Josh Childress,SF,6-8,210,21,ATL,80,0,Stanford,2004 Rnd 1 Pick 6,United States,NBA 2004-2005 Players Information
Doug Christie,SG,6-6,200,34,"ORL, SAC",52,12,Pepperdine,1992 Rnd 1 Pick 17,United States,NBA 2004-2005 Players Information
Speedy Claxton,G,5-11,170,26,"GOS, NOP",62,4,Hofstra,2000 Rnd 1 Pick 20,United States,NBA 2004-2005 Players Information
Mateen Cleaves,G,6-2,205,27,SEA,14,4,Michigan State,2000 Rnd 1 Pick 14,United States,NBA 2004-2005 Players Information
Derrick Coleman,FC,6-10,230,37,DET,5,14,Syracuse,1990 Rnd 1 Pick 1,United States,NBA 2004-2005 Players Information
Jason Collier,F-C,7-0,260,27,ATL,70,4,Georgia Tech,2000 Rnd 1 Pick 15,United States,NBA 2004-2005 Players Information
Jarron Collins,C,6-11,248,26,UTA,50,3,Stanford,2001 Rnd 2 Pick 24,United States,NBA 2004-2005 Players Information
Jason Collins,C,7-0,255,26,NJN,80,3,Stanford,2001 Rnd 1 Pick 18,United States,NBA 2004-2005 Players Information
Nick Collison,FC,6-10,255,24,SEA,82,1,Kansas,2003 Rnd 1 Pick 12,United States,NBA 2004-2005 Players Information
Brian Cook,PF,6-9,234,24,LAL,72,1,Illinois,2003 Rnd 1 Pick 24,United States,NBA 2004-2005 Players Information
Omar Cook,PG,6-2,190,23,TOR,5,3,St. John's,2001 Rnd 2 Pick 3,United StatesMontenegro,NBA 2004-2005 Players Information
Jamal Crawford,SG,6-5,195,24,NYK,70,4,Michigan,2000 Rnd 1 Pick 8,United States,NBA 2004-2005 Players Information
Austin Croshere,F,6-9,235,29,IND,73,7,Providence,1997 Rnd 1 Pick 12,United States,NBA 2004-2005 Players Information
Eddy Curry,C,7-0,295,22,CHI,63,3,Thornwood High School (Illinois),2001 Rnd 1 Pick 4,United States,NBA 2004-2005 Players Information
Michael Curry,F-G,6-5,210,36,IND,18,11,Georgia Southern,"1990 NBA Draft, Undrafted",United States,NBA 2004-2005 Players Information
Samuel Dalembert,C,6-11,250,23,PHI,72,3,Seton Hall,2001 Rnd 1 Pick 26,CanadaHaiti,NBA 2004-2005 Players Information
Erick Dampier,C,6-11,265,29,DAL,59,8,Mississippi State,1996 Rnd 1 Pick 10,United States,NBA 2004-2005 Players Information
Antonio Daniels,G,6-4,195,29,SEA,75,7,Bowling Green,1997 Rnd 1 Pick 4,United States,NBA 2004-2005 Players Information
Erik Daniels,F,6-8,214,22,SAC,21,0,Kentucky,"2004 NBA Draft, Undrafted",United States,NBA 2004-2005 Players Information
Marquis Daniels,SF,6-6,200,24,DAL,60,1,Auburn,"2003 NBA Draft, Undrafted",United States,NBA 2004-2005 Players Information
Antonio Davis,FC,6-9,245,36,CHI,72,11,UTEP,1990 Rnd 2 Pick 18,United States,NBA 2004-2005 Players Information
Baron Davis,G,6-3,215,25,"GOS, NOP",46,5,UCLA,1999 Rnd 1 Pick 3,United States,NBA 2004-2005 Players Information
Dale Davis,C-F,6-11,252,35,"GOS, IND",61,13,Clemson,1991 Rnd 1 Pick 13,United States,NBA 2004-2005 Players Information
Josh Davis,F,6-8,235,24,PHI,42,1,Wyoming,"2002 NBA Draft, Undrafted",United States,NBA 2004-2005 Players Information
Ricky Davis,GF,6-7,195,25,BOS,82,6,Iowa,1998 Rnd 1 Pick 21,United States,NBA 2004-2005 Players Information
Andrew DeClercq,C,6-10,230,32,ORL,8,9,Florida,1995 Rnd 2 Pick 5,United States,NBA 2004-2005 Players Information
Carlos Delfino,SG,6-6,230,22,DET,30,0,Fortituto Kontatto Bologna (Italy),2003 Rnd 1 Pick 25,Argentina,NBA 2004-2005 Players Information
Tony Delk,G,6-1,189,31,ATL,56,8,Kentucky,1996 Rnd 1 Pick 16,United States,NBA 2004-2005 Players Information
Luol Deng,GF,6-9,220,19,CHI,61,0,Duke,2004 Rnd 1 Pick 7,EnglandSouth Sudan,NBA 2004-2005 Players Information
Boris Diaw,PF,6-8,250,22,ATL,66,1,Pau-Orthez (France),2003 Rnd 1 Pick 21,France,NBA 2004-2005 Players Information
Dan Dickau,G,6-0,190,26,"DAL, NOP",71,2,Gonzaga,2002 Rnd 1 Pick 28,United States,NBA 2004-2005 Players Information
Kaniel Dickens,F,6-8,215,26,NJN,11,2,Idaho,2000 Rnd 2 Pick 21,United States,NBA 2004-2005 Players Information
DeSagana Diop,C,7-0,280,23,CLE,39,3,Oak Hill Academy (Virginia),2001 Rnd 1 Pick 8,Senegal,NBA 2004-2005 Players Information
Vlade Divac,C,7-1,260,37,LAL,15,15,KK Partizan (Serbia),1989 Rnd 1 Pick 26,Serbia,NBA 2004-2005 Players Information
Juan Dixon,G,6-3,164,26,WAS,63,2,Maryland,2002 Rnd 1 Pick 17,United States,NBA 2004-2005 Players Information
Michael Doleac,C,6-11,262,27,MIA,80,6,Utah,1998 Rnd 1 Pick 12,United States,NBA 2004-2005 Players Information
Keyon Dooling,G,6-3,196,24,MIA,74,4,Missouri,2000 Rnd 1 Pick 10,United States,NBA 2004-2005 Players Information
Peja Drobnjak,FC,6-11,270,29,ATL,71,3,KK Partizan (Serbia),1997 Rnd 2 Pick 20,Montenegro,NBA 2004-2005 Players Information
Chris Duhon,G,6-1,190,22,CHI,82,0,Duke,2004 Rnd 2 Pick 9,United States,NBA 2004-2005 Players Information
Tim Duncan,FC,6-11,250,28,SAS,66,7,Wake Forest,1997 Rnd 1 Pick 1,United States,NBA 2004-2005 Players Information
Mike Dunleavy,GF,6-9,230,24,GSW,79,2,Duke,2002 Rnd 1 Pick 3,United States,NBA 2004-2005 Players Information
Ronald Dupree,F,6-7,209,24,DET,47,1,LSU,"2003 NBA Draft, Undrafted",United States,NBA 2004-2005 Players Information
Ndudi Ebi,F,6-9,231,20,MIN,2,1,Westbury Christian School (Texas),2003 Rnd 1 Pick 26,EnglandNigeria,NBA 2004-2005 Players Information
Corsley Edwards,PF,6-9,275,25,NOP,10,1,Central Connecticut State,2002 Rnd 2 Pick 29,United States,NBA 2004-2005 Players Information
John Edwards,C,7-0,275,23,IND,25,0,Kent State,"2004 NBA Draft, Undrafted",United States,NBA 2004-2005 Players Information
Howard Eisley,G,6-2,177,32,UTA,74,10,Boston College,1994 Rnd 2 Pick 3,United States,NBA 2004-2005 Players Information
Obinna Ekezie,C,6-9,270,29,ATL,42,5,Maryland,1999 Rnd 2 Pick 8,Nigeria,NBA 2004-2005 Players Information
Francisco Elson,C-F,7-0,235,29,DEN,67,1,California,1999 Rnd 2 Pick 12,NetherlandsSouth Sudan,NBA 2004-2005 Players Information
Melvin Ely,FC,6-10,261,26,CHA,79,2,Fresno State,2002 Rnd 1 Pick 12,United States,NBA 2004-2005 Players Information
Andre Emmett,GF,6-5,224,22,MEM,8,0,Texas Tech,2004 Rnd 2 Pick 6,United States,NBA 2004-2005 Players Information
Maurice Evans,G-F,6-5,220,26,SAC,65,2,Texas,"2001 NBA Draft, Undrafted",United States,NBA 2004-2005 Players Information
Reggie Evans,PF,6-8,245,24,SEA,79,2,Iowa,"2002 NBA Draft, Undrafted",United States,NBA 2004-2005 Players Information
Michael Finley,G-F,6-7,225,31,DAL,64,9,Wisconsin,1995 Rnd 1 Pick 21,United States,NBA 2004-2005 Players Information
Derek Fisher,G,6-1,210,30,GSW,74,8,Little Rock,1996 Rnd 1 Pick 24,United States,NBA 2004-2005 Players Information
Marcus Fizer,F,6-8,246,26,MIL,54,4,Iowa State,2000 Rnd 1 Pick 4,United States,NBA 2004-2005 Players Information
Luis Flores,G,6-2,205,23,"DEN, GOS",16,0,Manhattan,2004 Rnd 2 Pick 26,Dominican Republic,NBA 2004-2005 Players Information
Danny Fortson,F,6-7,260,28,SEA,62,7,Cincinnati,1997 Rnd 1 Pick 10,United States,NBA 2004-2005 Players Information
Jeff Foster,C,6-11,236,28,IND,61,5,Texas State,1999 Rnd 1 Pick 21,United States,NBA 2004-2005 Players Information
Tremaine Fowlkes,F,6-8,220,28,IND,8,4,Fresno State,1998 Rnd 2 Pick 25,United States,NBA 2004-2005 Players Information
Adonal Foyle,C,6-10,250,29,GSW,78,7,Colgate,1997 Rnd 1 Pick 8,Saint Vincent and the GrenadinesUnited States,NBA 2004-2005 Players Information
Richie Frahm,G,6-5,210,27,POR,43,2,Gonzaga,"2000 NBA Draft, Undrafted",United States,NBA 2004-2005 Players Information
Steve Francis,G,6-3,195,28,ORL,78,5,Maryland,1999 Rnd 1 Pick 2,United States,NBA 2004-2005 Players Information
Matt Freije,FC,6-10,240,23,NOP,23,0,Vanderbilt,2004 Rnd 2 Pick 24,United StatesLebanon,NBA 2004-2005 Players Information
Lawrence Funderburke,PF,6-9,230,34,CHI,2,7,Ohio State,1994 Rnd 2 Pick 24,United States,NBA 2004-2005 Players Information
Dan Gadzuric,FC,6-11,240,27,MIL,81,2,UCLA,2002 Rnd 2 Pick 5,NetherlandsUnited States,NBA 2004-2005 Players Information
Reece Gaines,G,6-6,210,24,"HOU, MIL",21,1,Louisville,2003 Rnd 1 Pick 15,United States,NBA 2004-2005 Players Information
Alex Garcia,G-F,6-2,220,24,NOP,8,1,COC-Ribeirao Preto (Brazil),"2002 NBA Draft, Undrafted",Brazil,NBA 2004-2005 Players Information
Kevin Garnett,PF,6-11,240,28,MIN,82,9,Farragut Career Academy (Illinois),1995 Rnd 1 Pick 5,United States,NBA 2004-2005 Players Information
Pat Garrity,F,6-9,238,28,ORL,71,6,Notre Dame,1998 Rnd 1 Pick 19,United States,NBA 2004-2005 Players Information
Pau Gasol,FC,7-0,250,24,MEM,56,3,Barca (Spain),2001 Rnd 1 Pick 3,Spain,NBA 2004-2005 Players Information
Devean George,F-G,6-8,235,27,LAL,15,5,Augsburg College,1999 Rnd 1 Pick 23,United States,NBA 2004-2005 Players Information
Eddie Gill,PG,6-0,190,26,IND,73,4,Weber State,"2000 NBA Draft, Undrafted",United States,NBA 2004-2005 Players Information
Kendall Gill,SG,6-5,195,36,MIL,14,14,Illinois,1990 Rnd 1 Pick 5,United States,NBA 2004-2005 Players Information
Manu Ginobili,SG,6-6,205,27,SAS,74,2,Viola Reggio Calabria (Italy),1999 Rnd 2 Pick 28,Argentina,NBA 2004-2005 Players Information
Gordan Giricek,G-F,6-6,210,27,UTA,81,2,KK Cibona (Croatia),1999 Rnd 2 Pick 11,Croatia,NBA 2004-2005 Players Information
Dion Glover,GF,6-5,228,26,SAS,7,5,Georgia Tech,1999 Rnd 1 Pick 20,United States,NBA 2004-2005 Players Information
Anthony Goldwire,G,6-1,182,33,"DET, MIL",33,7,Houston,1994 Rnd 2 Pick 25,United States,NBA 2004-2005 Players Information
Drew Gooden,FC,6-10,250,23,CLE,82,2,Kansas,2002 Rnd 1 Pick 4,United States,NBA 2004-2005 Players Information
Ben Gordon,SG,6-3,200,21,CHI,82,0,UConn,2004 Rnd 1 Pick 3,EnglandUnited States,NBA 2004-2005 Players Information
Brian Grant,PF,6-9,254,32,LAL,69,10,Xavier,1994 Rnd 1 Pick 8,United States,NBA 2004-2005 Players Information
Willie Green,SG,6-3,201,23,PHI,57,1,Detroit-Mercy,2003 Rnd 2 Pick 12,United States,NBA 2004-2005 Players Information
Adrian Griffin,G-F,6-5,217,30,CHI,69,6,Seton Hall,"1996 NBA Draft, Undrafted",United States,NBA 2004-2005 Players Information
Eddie Griffin,F,6-10,220,22,MIN,70,3,Seton Hall,2001 Rnd 1 Pick 7,United States,NBA 2004-2005 Players Information
Tom Gugliotta,PF,6-10,240,35,"ATL, BOS",47,12,NC State,1992 Rnd 1 Pick 6,United States,NBA 2004-2005 Players Information
Marcus Haislip,FC,6-10,230,24,IND,9,2,Tennessee,2002 Rnd 1 Pick 13,United States,NBA 2004-2005 Players Information
Darvin Ham,F-G,6-7,220,31,DET,47,7,Texas Tech,"1996 NBA Draft, Undrafted",United States,NBA 2004-2005 Players Information
Richard Hamilton,SG,6-7,193,27,DET,76,5,UConn,1999 Rnd 1 Pick 7,United States,NBA 2004-2005 Players Information
Zendon Hamilton,C,6-11,250,29,MIL,16,5,St. John's,"1998 NBA Draft, Undrafted",United States,NBA 2004-2005 Players Information
Ben Handlogten,PF,6-10,240,31,UTA,21,2,Western Michigan,"1996 NBA Draft, Undrafted",United States,NBA 2004-2005 Players Information
Penny Hardaway,PG,6-7,195,33,NYK,37,11,Memphis,1993 Rnd 1 Pick 3,United States,NBA 2004-2005 Players Information
Matt Harpring,F,6-7,230,28,UTA,78,6,Georgia Tech,1998 Rnd 1 Pick 15,United States,NBA 2004-2005 Players Information
Al Harrington,F,6-9,245,25,ATL,66,6,St. Patrick High School (New Jersey),1998 Rnd 1 Pick 25,United States,NBA 2004-2005 Players Information
Junior Harrington,G,6-4,180,24,NOP,29,2,Wingate,"2002 NBA Draft, Undrafted",United States,NBA 2004-2005 Players Information
Othella Harrington,F-C,6-9,235,31,CHI,70,8,Georgetown,1996 Rnd 2 Pick 1,United States,NBA 2004-2005 Players Information
Devin Harris,G,6-3,185,22,DAL,76,0,Wisconsin,2004 Rnd 1 Pick 5,United States,NBA 2004-2005 Players Information
Lucious Harris,SG,6-5,190,34,CLE,73,11,Long Beach State,1993 Rnd 2 Pick 1,United States,NBA 2004-2005 Players Information
David Harrison,C,7-0,254,22,IND,43,0,Colorado,2004 Rnd 1 Pick 29,United States,NBA 2004-2005 Players Information
Jason Hart,G,6-3,180,26,CHA,74,3,Syracuse,2000 Rnd 2 Pick 20,United States,NBA 2004-2005 Players Information
Donnell Harvey,F,6-8,220,24,NJN,3,4,Florida,2000 Rnd 1 Pick 22,United States,NBA 2004-2005 Players Information
Udonis Haslem,FC,6-7,235,24,MIA,80,1,Florida,"2002 NBA Draft, Undrafted",United States,NBA 2004-2005 Players Information
Trenton Hassell,F,6-5,227,25,MIN,82,3,Austin Peay,2001 Rnd 2 Pick 1,United States,NBA 2004-2005 Players Information
Jarvis Hayes,SF,6-6,220,23,WAS,54,1,Georgia,2003 Rnd 1 Pick 10,United StatesQatar,NBA 2004-2005 Players Information
Brendan Haywood,C,7-0,263,25,WAS,68,3,North Carolina,2001 Rnd 1 Pick 20,United States,NBA 2004-2005 Players Information
Alan Henderson,F-C,6-9,235,32,DAL,78,9,Indiana,1995 Rnd 1 Pick 16,United States,NBA 2004-2005 Players Information
Grant Hill,SF,6-8,225,32,ORL,67,10,Duke,1994 Rnd 1 Pick 3,United States,NBA 2004-2005 Players Information
Kirk Hinrich,G,6-4,190,24,CHI,77,1,Kansas,2003 Rnd 1 Pick 7,United States,NBA 2004-2005 Players Information
Fred Hoiberg,G,6-4,203,32,MIN,76,9,Iowa State,1995 Rnd 2 Pick 23,United States,NBA 2004-2005 Players Information
Robert Horry,PF,6-9,220,34,SAS,75,12,Alabama,1992 Rnd 1 Pick 11,United States,NBA 2004-2005 Players Information
Eddie House,G,6-1,190,26,"CHA, MIL, SAC",68,4,Arizona State,2000 Rnd 2 Pick 8,United States,NBA 2004-2005 Players Information
Allan Houston,G,6-6,205,33,NYK,20,11,Tennessee,1993 Rnd 1 Pick 11,United States,NBA 2004-2005 Players Information
Dwight Howard,C,6-11,265,19,ORL,82,0,Southwest Atlanta Christian Academy (Georgia),2004 Rnd 1 Pick 1,United States,NBA 2004-2005 Players Information
Josh Howard,GF,6-7,210,24,DAL,76,1,Wake Forest,2003 Rnd 1 Pick 29,United States,NBA 2004-2005 Players Information
Juwan Howard,PF,6-9,240,32,HOU,61,10,Michigan,1994 Rnd 1 Pick 5,United States,NBA 2004-2005 Players Information
Troy Hudson,G,6-1,170,28,MIN,79,7,Southern Illinois,"1997 NBA Draft, Undrafted",United States,NBA 2004-2005 Players Information
Larry Hughes,G,6-5,184,26,WAS,61,6,Saint Louis,1998 Rnd 1 Pick 8,United States,NBA 2004-2005 Players Information
Ryan Humphrey,F,6-8,235,25,MEM,35,2,Notre Dame,2002 Rnd 1 Pick 19,United States,NBA 2004-2005 Players Information
Kris Humphries,PF,6-9,235,20,UTA,67,0,Minnesota,2004 Rnd 1 Pick 14,United States,NBA 2004-2005 Players Information
Brandon Hunter,C,6-7,260,24,ORL,31,1,Ohio,2003 Rnd 2 Pick 27,United States,NBA 2004-2005 Players Information
Lindsey Hunter,G,6-2,195,34,DET,76,11,Jackson State,1993 Rnd 1 Pick 10,United States,NBA 2004-2005 Players Information
Steven Hunter,F-C,7-0,240,23,PHX,76,3,DePaul,2001 Rnd 1 Pick 15,United States,NBA 2004-2005 Players Information
Andre Iguodala,SF,6-6,215,21,PHI,82,0,Arizona,2004 Rnd 1 Pick 9,United States,NBA 2004-2005 Players Information
