Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Zaid Abdul-Aziz,FC,6-9,235,31,"BOS, HOU",16,9,Iowa State,1968 Rnd 1 Pick 5,United States,NBA 1977-1978 Players Information
Kareem Abdul-Jabbar,C,7-2,225,30,LAL,62,8,UCLA,1969 Rnd 1 Pick 1,United States,NBA 1977-1978 Players Information
Tom Abernethy,PF,6-7,220,23,LAL,73,1,Indiana,1976 Rnd 3 Pick 9,United States,NBA 1977-1978 Players Information
Alvan Adams,FC,6-9,210,23,PHX,70,2,Oklahoma,1975 Rnd 1 Pick 4,United States,NBA 1977-1978 Players Information
Lucius Allen,PG,6-2,175,30,KCK,76,8,UCLA,1969 Rnd 1 Pick 3,United States,NBA 1977-1978 Players Information
Jim Ard,PF,6-8,215,29,"BOS, CHI",15,3,Cincinnati,1970 Rnd 1 Pick 6,United States,NBA 1977-1978 Players Information
Tate Armstrong,SG,6-3,175,22,CHI,66,0,Duke,1977 Rnd 1 Pick 13,United States,NBA 1977-1978 Players Information
Bird Averitt,SG,6-1,170,25,"BUF, NJN",55,1,Pepperdine,1973 Rnd 4 Pick 3,United States,NBA 1977-1978 Players Information
Dennis Awtrey,C,6-10,235,30,PHX,81,7,Santa Clara,1970 Rnd 3 Pick 12,United States,NBA 1977-1978 Players Information
Gus Bailey,GF,6-5,185,27,NOJ,48,3,UTEP,1974 Rnd 2 Pick 5,United States,NBA 1977-1978 Players Information
Greg Ballard,F,6-7,215,23,WAS,76,0,Oregon,1977 Rnd 1 Pick 4,United States,NBA 1977-1978 Players Information
Mike Bantom,FC,6-9,200,26,IND,82,4,Saint Francis of Assisi College,1973 Rnd 1 Pick 8,United States,NBA 1977-1978 Players Information
Marvin Barnes,FC,6-8,210,25,"BUF, DET",60,1,Providence,1974 Rnd 1 Pick 2,United States,NBA 1977-1978 Players Information
Rick Barry,F,6-7,205,33,GSW,82,7,Miami (FL),1965 Rnd 1 Pick 2,United States,NBA 1977-1978 Players Information
Tim Bassett,FC,6-8,225,26,NJN,65,1,Georgia,1973 Rnd 7 Pick 3,United States,NBA 1977-1978 Players Information
Butch Beard,G,6-3,185,30,NYK,79,7,Louisville,1969 Rnd 1 Pick 10,United States,NBA 1977-1978 Players Information
Ron Behagen,FC,6-9,185,27,"ATL, HOU, IND",80,4,Minnesota,1973 Rnd 1 Pick 7,United States,NBA 1977-1978 Players Information
Mel Bennett,F,6-7,200,23,IND,31,1,Pittsburgh,"1975 NBA Draft, Undrafted",United States,NBA 1977-1978 Players Information
Kent Benson,C,6-10,235,23,MIL,69,0,Indiana,1977 Rnd 1 Pick 1,United States,NBA 1977-1978 Players Information
Henry Bibby,G,6-1,185,28,PHI,82,5,UCLA,1972 Rnd 4 Pick 11,United States,NBA 1977-1978 Players Information
Bob Bigelow,GF,6-7,215,24,"BOS, KCK",5,2,Pennsylvania,1975 Rnd 1 Pick 13,United States,NBA 1977-1978 Players Information
Dave Bing,G,6-3,180,34,BOS,80,11,Syracuse,1966 Rnd 1 Pick 2,United States,NBA 1977-1978 Players Information
Otis Birdsong,GF,6-3,190,22,KCK,73,0,Houston,1977 Rnd 1 Pick 2,United States,NBA 1977-1978 Players Information
Tom Boerwinkle,C,7-0,265,32,CHI,22,9,Tennessee,1968 Rnd 1 Pick 4,United States,NBA 1977-1978 Players Information
Phil Bond,PG,6-2,175,23,HOU,7,0,Louisville,1977 Rnd 3 Pick 18,United States,NBA 1977-1978 Players Information
Ron Boone,GF,6-2,200,31,KCK,82,1,Idaho State,1968 Rnd 11 Pick 13,United States,NBA 1977-1978 Players Information
Jim Bostic,F,6-7,225,25,DET,4,1,New Mexico State,1975 Rnd 8 Pick 13,United States,NBA 1977-1978 Players Information
Tom Boswell,FC,6-9,220,24,BOS,65,2,South Carolina,1975 Rnd 1 Pick 17,United States,NBA 1977-1978 Players Information
Freddie Boyd,G,6-2,180,27,NOJ,21,5,Oregon State,1972 Rnd 1 Pick 5,United States,NBA 1977-1978 Players Information
Alonzo Bradley,SF,6-6,190,24,HOU,43,0,Texas Southern,1977 Rnd 2 Pick 7,United States,NBA 1977-1978 Players Information
