Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Stacey Arceneaux,GF,6-4,210,26,STH,7,0,Iowa State,"1961 NBA Draft, Undrafted",United States,NBA 1961-1962 Players Information
Paul Arizin,GF,6-4,190,33,PHI,78,9,Villanova,1950 Rnd 1 Pick 3,United States,NBA 1961-1962 Players Information
Al Attles,PG,6-0,175,25,PHI,75,1,North Carolina A&T,1960 Rnd 5 Pick 7,United States,NBA 1961-1962 Players Information
Elgin Baylor,F,6-5,225,27,LAL,48,3,Seattle,1956 Rnd 14 Pick 2,United States,NBA 1961-1962 Players Information
Walt Bellamy,C,6-11,225,22,CHI,79,0,Indiana,1961 Rnd 1 Pick 1,United States,NBA 1961-1962 Players Information
Al Bianchi,G,6-3,185,29,SYR,80,5,Bowling Green,1954 Rnd 2 Pick 9,United States,NBA 1961-1962 Players Information
George Blaney,G,6-1,175,22,NYK,36,0,Holy Cross,1961 Rnd 4 Pick 1,United States,NBA 1961-1962 Players Information
Bucky Bockhorn,G,6-4,195,28,CIN,80,3,Dayton,1958 Rnd 3 Pick 2,United States,NBA 1961-1962 Players Information
George Bon Salle,C,6-8,220,26,CHI,3,0,Illinois,1957 Rnd 1 Pick 7,United States,NBA 1961-1962 Players Information
Bob Boozer,PF,6-8,215,24,CIN,79,1,Kansas State,1959 Rnd 1 Pick 1,United States,NBA 1961-1962 Players Information
Carl Braun,SG,6-5,180,34,BOS,48,12,," NBA Draft, Undrafted",United States,NBA 1961-1962 Players Information
Joe Buckhalter,PF,6-7,210,24,CIN,60,0,Tennessee State,1958 Rnd 12 Pick 4,United States,NBA 1961-1962 Players Information
Cleveland Buckner,FC,6-9,210,23,NYK,60,0,Jackson State,1961 Rnd 6 Pick 1,United States,NBA 1961-1962 Players Information
Dave Budd,SF,6-6,205,23,NYK,78,1,Wake Forest,1960 Rnd 2 Pick 2,United States,NBA 1961-1962 Players Information
Ed Burton,F,6-6,225,22,NYK,8,0,Michigan State,"1961 NBA Draft, Undrafted",United States,NBA 1961-1962 Players Information
Donnie Butcher,G,6-2,200,26,NYK,43,0,Pikeville,1961 Rnd 7 Pick 1,United States,NBA 1961-1962 Players Information
Al Butler,G,6-2,175,23,NYK,55,0,Niagara,1961 Rnd 2 Pick 8,United States,NBA 1961-1962 Players Information
Barney Cable,F,6-7,175,26,"CHI, STH",67,3,Bradley,1958 Rnd 2 Pick 3,United States,NBA 1961-1962 Players Information
Howie Carl,PG,5-9,160,23,CHI,29,0,DePaul,1961 Rnd 5 Pick 9,United States,NBA 1961-1962 Players Information
Wilt Chamberlain,C,7-1,265,25,PHI,80,2,Kansas,"1959 NBA Draft, Undrafted",United States,NBA 1961-1962 Players Information
Ed Conlin,F,6-5,200,28,PHI,64,6,Fordham,1955 Rnd 1 Pick 5,United States,NBA 1961-1962 Players Information
Larry Costello,PG,6-1,186,30,SYR,62,6,Niagara,1954 Rnd 2 Pick 3,United States,NBA 1961-1962 Players Information
Bob Cousy,PG,6-1,175,33,BOS,75,11,Holy Cross,"1950 NBA Draft, Undrafted",United States,NBA 1961-1962 Players Information
Jimmy Darrow,G,5-10,170,24,STH,4,0,Bowling Green,1960 Rnd 5 Pick 6,United States,NBA 1961-1962 Players Information
Ralph Davis,SG,6-4,180,23,CHI,76,1,Cincinnati,1960 Rnd 3 Pick 1,United States,NBA 1961-1962 Players Information
Archie Dees,FC,6-8,205,26,"CHI, STH",21,3,Indiana,1958 Rnd 1 Pick 2,United States,NBA 1961-1962 Players Information
Walter Dukes,C,7-0,220,31,DET,77,6,Seton Hall,"1953 NBA Draft, Undrafted",United States,NBA 1961-1962 Players Information
