Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Ike Austin,C,6-10,255,23,UTA,46,1,Arizona State,1991 Rnd 2 Pick 21,United States,NBA 1992-1993 Players Information
Anthony Avent,F,6-9,235,23,MIL,82,0,Seton Hall,1991 Rnd 1 Pick 15,United States,NBA 1992-1993 Players Information
John Bagley,G,6-0,185,32,BOS,10,10,Boston College,1982 Rnd 1 Pick 12,United States,NBA 1992-1993 Players Information
Thurl Bailey,PF,6-11,215,31,MIN,70,9,NC State,1983 Rnd 1 Pick 7,United States,NBA 1992-1993 Players Information
Steve Bardo,SG,6-5,190,24,DAL,23,2,Illinois,1990 Rnd 2 Pick 14,United States,NBA 1992-1993 Players Information
Charles Barkley,PF,6-6,252,30,PHX,76,8,Auburn,1984 Rnd 1 Pick 5,United States,NBA 1992-1993 Players Information
Dana Barros,PG,5-11,165,25,SEA,69,3,Boston College,1989 Rnd 1 Pick 16,United States,NBA 1992-1993 Players Information
Jon Barry,SG,6-4,195,23,MIL,47,0,Georgia Tech,1992 Rnd 1 Pick 21,United States,NBA 1992-1993 Players Information
John Battle,G,6-2,175,30,CLE,41,7,Rutgers,1985 Rnd 4 Pick 14,United States,NBA 1992-1993 Players Information
Kenny Battle,SF,6-6,210,28,BOS,3,3,Illinois,1989 Rnd 1 Pick 27,United States,NBA 1992-1993 Players Information
William Bedford,C,7-0,225,30,SAS,16,6,Memphis,1986 Rnd 1 Pick 6,United States,NBA 1992-1993 Players Information
Benoit Benjamin,C,7-0,250,28,"LAL, SEA",59,7,Creighton,1985 Rnd 1 Pick 3,United States,NBA 1992-1993 Players Information
Tony Bennett,PG,6-0,175,23,CHA,75,0,Green Bay,1992 Rnd 2 Pick 8,United States,NBA 1992-1993 Players Information
David Benoit,F,6-8,220,24,UTA,82,1,Alabama,"1990 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Rolando Blackman,G,6-6,190,34,NYK,60,11,Kansas State,1981 Rnd 1 Pick 9,PanamaUnited States,NBA 1992-1993 Players Information
Alex Blackwell,F,6-6,250,22,LAL,27,0,Monmouth,"1992 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Lance Blanks,SG,6-4,190,26,MIN,61,2,Texas,1990 Rnd 1 Pick 26,United States,NBA 1992-1993 Players Information
Ricky Blanton,F,6-7,215,26,CHI,2,1,LSU,1989 Rnd 2 Pick 19,United States,NBA 1992-1993 Players Information
Mookie Blaylock,PG,6-1,190,25,ATL,80,3,Oklahoma,1989 Rnd 1 Pick 12,United States,NBA 1992-1993 Players Information
Muggsy Bogues,PG,5-3,136,28,CHA,81,5,Wake Forest,1987 Rnd 1 Pick 12,United States,NBA 1992-1993 Players Information
Manute Bol,C,7-7,200,30,PHI,58,7,Bridgeport,1983 Rnd 5 Pick 4,South Sudan,NBA 1992-1993 Players Information
Walter Bond,G,6-5,200,24,DAL,74,0,Minnesota,"1991 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Anthony Bonner,F,6-8,215,24,SAC,70,2,Saint Louis,1990 Rnd 1 Pick 23,United States,NBA 1992-1993 Players Information
Anthony Bowie,GF,6-6,190,29,ORL,77,6,Oklahoma,1986 Rnd 3 Pick 19,United States,NBA 1992-1993 Players Information
Sam Bowie,C,7-1,235,31,NJN,79,8,Kentucky,1984 Rnd 1 Pick 2,United States,NBA 1992-1993 Players Information
Terrell Brandon,PG,5-11,180,22,CLE,82,1,Oregon,1991 Rnd 1 Pick 11,United States,NBA 1992-1993 Players Information
Randy Breuer,C,7-3,230,32,ATL,12,9,Minnesota,1983 Rnd 1 Pick 18,United States,NBA 1992-1993 Players Information
Frank Brickowski,PF,6-9,240,33,MIL,66,8,Penn State,1981 Rnd 3 Pick 11,United States,NBA 1992-1993 Players Information
Kevin Brooks,PF,6-8,210,23,DEN,55,1,Louisiana,1991 Rnd 1 Pick 18,United States,NBA 1992-1993 Players Information
Scott Brooks,PG,5-11,165,27,HOU,82,5,UC Irvine,"1987 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Chucky Brown,SF,6-7,214,25,NJN,77,3,NC State,1989 Rnd 2 Pick 16,United States,NBA 1992-1993 Players Information
Dee Brown,PG,6-1,160,24,BOS,80,2,Jacksonville,1990 Rnd 1 Pick 19,United States,NBA 1992-1993 Players Information
Mike Brown,PF,6-9,257,29,UTA,82,6,Georgetown,1985 Rnd 3 Pick 22,United States,NBA 1992-1993 Players Information
Randy Brown,PG,6-2,190,24,SAC,75,1,New Mexico State,1991 Rnd 2 Pick 4,United States,NBA 1992-1993 Players Information
Mark Bryant,PF,6-9,245,27,POR,80,4,Seton Hall,1988 Rnd 1 Pick 21,United States,NBA 1992-1993 Players Information
Jud Buechler,SF,6-6,220,24,GSW,70,2,Arizona,1990 Rnd 2 Pick 11,United States,NBA 1992-1993 Players Information
Matt Bullard,PF,6-10,215,25,HOU,79,2,Iowa,"1990 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Willie Burton,G,6-6,210,24,MIA,26,2,Minnesota,1990 Rnd 1 Pick 9,United States,NBA 1992-1993 Players Information
Steve Burtt,G,6-2,185,30,WAS,4,4,Iona,1984 Rnd 2 Pick 6,United States,NBA 1992-1993 Players Information
Michael Cage,PF,6-9,224,31,SEA,82,8,San Diego State,1984 Rnd 1 Pick 14,United States,NBA 1992-1993 Players Information
Dexter Cambridge,F,6-7,224,23,DAL,53,0,Texas,"1992 NBA Draft, Undrafted",Bahamas,NBA 1992-1993 Players Information
Elden Campbell,FC,6-11,215,24,LAL,79,2,Clemson,1990 Rnd 1 Pick 27,United States,NBA 1992-1993 Players Information
Tony Campbell,GF,6-7,215,30,NYK,58,8,Ohio State,1984 Rnd 1 Pick 20,United States,NBA 1992-1993 Players Information
Antoine Carr,PF,6-9,225,31,SAS,71,8,Wichita State,1983 Rnd 1 Pick 8,United States,NBA 1992-1993 Players Information
Bill Cartwright,C,7-1,245,35,CHI,63,13,San Francisco,1979 Rnd 1 Pick 3,United States,NBA 1992-1993 Players Information
Terry Catledge,F,6-8,220,29,ORL,21,7,South Alabama,1985 Rnd 1 Pick 21,United States,NBA 1992-1993 Players Information
Duane Causwell,C,7-0,240,24,SAC,55,2,Temple,1990 Rnd 1 Pick 18,United States,NBA 1992-1993 Players Information
Cedric Ceballos,SF,6-6,190,23,PHX,74,2,Cal State Fullerton,1990 Rnd 2 Pick 21,United States,NBA 1992-1993 Players Information
Tom Chambers,PF,6-10,220,33,PHX,73,11,Utah,1981 Rnd 1 Pick 8,United States,NBA 1992-1993 Players Information
Rex Chapman,SG,6-4,185,25,WAS,60,4,Kentucky,1988 Rnd 1 Pick 8,United States,NBA 1992-1993 Players Information
Mo Cheeks,PG,6-1,180,36,NJN,35,14,West Texas A&M,1978 Rnd 2 Pick 14,United States,NBA 1992-1993 Players Information
Pete Chilcutt,F,6-10,230,24,SAC,59,1,North Carolina,1991 Rnd 1 Pick 27,United States,NBA 1992-1993 Players Information
Doug Christie,SG,6-6,200,22,LAL,23,0,Pepperdine,1992 Rnd 1 Pick 17,United States,NBA 1992-1993 Players Information
Derrick Coleman,FC,6-10,230,25,NJN,76,2,Syracuse,1990 Rnd 1 Pick 1,United States,NBA 1992-1993 Players Information
Bimbo Coles,SG,6-1,180,24,MIA,81,2,Virginia Tech,1990 Rnd 2 Pick 13,United States,NBA 1992-1993 Players Information
Marty Conlon,F-C,6-10,224,25,SAC,46,2,Providence,"1990 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Lester Conner,G,6-4,180,33,LAC,31,9,Oregon State,1982 Rnd 1 Pick 14,United States,NBA 1992-1993 Players Information
Duane Cooper,PG,6-1,185,23,LAL,65,0,USC,1992 Rnd 2 Pick 9,United States,NBA 1992-1993 Players Information
Tyrone Corbin,F,6-6,210,30,UTA,82,7,DePaul,1985 Rnd 2 Pick 11,United States,NBA 1992-1993 Players Information
Chris Corchiani,PG,6-0,185,24,"ORL, WAS",10,1,NC State,1991 Rnd 2 Pick 9,United States,NBA 1992-1993 Players Information
Joe Courtney,PF,6-8,235,23,"CHI, GOS",12,0,Southern Mississippi,"1992 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
John Crotty,PG,6-1,185,23,UTA,40,1,Virginia,"1991 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Terry Cummings,PF,6-9,220,31,SAS,8,10,DePaul,1982 Rnd 1 Pick 2,United States,NBA 1992-1993 Players Information
Radisav Curcic,C,6-10,275,27,DAL,20,0, ,"1987 NBA Draft, Undrafted",Serbia,NBA 1992-1993 Players Information
Dell Curry,SG,6-4,190,28,CHA,80,6,Virginia Tech,1986 Rnd 1 Pick 15,United States,NBA 1992-1993 Players Information
Lloyd Daniels,SF,6-7,205,25,SAS,77,0,Mt. San Antonio College,"1988 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Brad Daugherty,C,7-0,245,27,CLE,71,6,North Carolina,1986 Rnd 1 Pick 1,United States,NBA 1992-1993 Players Information
Dale Davis,C-F,6-11,252,23,IND,82,1,Clemson,1991 Rnd 1 Pick 13,United States,NBA 1992-1993 Players Information
Hubert Davis,SF,6-5,183,22,NYK,50,0,North Carolina,1992 Rnd 1 Pick 20,United States,NBA 1992-1993 Players Information
Terry Davis,F,6-9,225,25,DAL,75,3,Virginia Union,"1989 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Johnny Dawkins,G,6-2,165,29,PHI,74,6,Duke,1986 Rnd 1 Pick 10,United States,NBA 1992-1993 Players Information
Todd Day,GF,6-6,188,23,MIL,71,0,Arkansas,1992 Rnd 1 Pick 8,United States,NBA 1992-1993 Players Information
Vinny Del Negro,SG,6-4,185,26,SAS,73,2,NC State,1988 Rnd 2 Pick 4,United States,NBA 1992-1993 Players Information
Bison Dele,C,6-11,235,23,ORL,21,1,Arizona,1991 Rnd 1 Pick 10,United States,NBA 1992-1993 Players Information
Vlade Divac,C,7-1,260,25,LAL,82,3,KK Partizan (Serbia),1989 Rnd 1 Pick 26,Serbia,NBA 1992-1993 Players Information
James Donaldson,C,7-2,275,35,UTA,6,12,Washington State,1979 Rnd 4 Pick 7,England,NBA 1992-1993 Players Information
Sherman Douglas,PG,6-0,180,26,BOS,79,3,Syracuse,1989 Rnd 2 Pick 1,United States,NBA 1992-1993 Players Information
Greg Dreiling,C,7-1,250,29,IND,43,6,Kansas,1986 Rnd 2 Pick 2,United States,NBA 1992-1993 Players Information
Clyde Drexler,SG,6-7,210,30,POR,49,9,Houston,1983 Rnd 1 Pick 14,United States,NBA 1992-1993 Players Information
Kevin Duckworth,C,7-0,275,28,POR,74,6,Eastern Illinois,1986 Rnd 2 Pick 9,United States,NBA 1992-1993 Players Information
Chris Dudley,C,6-11,235,28,NJN,71,5,Yale,1987 Rnd 4 Pick 6,United States,NBA 1992-1993 Players Information
Joe Dumars,SG,6-3,190,29,DET,77,7,McNeese State,1985 Rnd 1 Pick 18,United States,NBA 1992-1993 Players Information
Richard Dumas,SF,6-7,200,23,PHX,48,0,Hapoel Galil Gilboa (Israel),1991 Rnd 2 Pick 19,United States,NBA 1992-1993 Players Information
Pat Durham,F,6-7,210,25,GSW,5,1,Colorado State,1989 Rnd 2 Pick 8,United States,NBA 1992-1993 Players Information
Mark Eaton,C,7-4,275,36,UTA,64,10,UCLA,1979 Rnd 5 Pick 19,United States,NBA 1992-1993 Players Information
Blue Edwards,SG,6-4,200,27,MIL,82,3,East Carolina,1989 Rnd 1 Pick 21,United States,NBA 1992-1993 Players Information
James Edwards,C,7-0,225,37,LAL,52,15,Washington,1977 Rnd 3 Pick 2,United States,NBA 1992-1993 Players Information
Kevin Edwards,PG,6-3,190,27,MIA,40,4,DePaul,1988 Rnd 1 Pick 20,United States,NBA 1992-1993 Players Information
Craig Ehlo,SG,6-6,180,31,CLE,82,9,Washington State,1983 Rnd 3 Pick 1,United States,NBA 1992-1993 Players Information
Mario Elie,SG,6-5,210,29,POR,82,2,American International,1985 Rnd 7 Pick 21,United States,NBA 1992-1993 Players Information
Sean Elliott,SF,6-8,205,25,SAS,70,3,Arizona,1989 Rnd 1 Pick 3,United States,NBA 1992-1993 Players Information
Dale Ellis,GF,6-7,205,32,SAS,82,9,Tennessee,1983 Rnd 1 Pick 9,United States,NBA 1992-1993 Players Information
LaPhonso Ellis,PF,6-8,240,22,DEN,82,0,Notre Dame,1992 Rnd 1 Pick 5,United States,NBA 1992-1993 Players Information
Pervis Ellison,C,6-9,210,25,WAS,49,3,Louisville,1989 Rnd 1 Pick 1,United States,NBA 1992-1993 Players Information
Jo Jo English,G,6-4,195,23,CHI,6,0,South Carolina,"1992 NBA Draft, Undrafted",Germany,NBA 1992-1993 Players Information
Patrick Ewing,C,7-0,240,30,NYK,81,7,Georgetown,1985 Rnd 1 Pick 1,United StatesJamaica,NBA 1992-1993 Players Information
Duane Ferrell,F,6-7,209,28,ATL,82,4,Georgia Tech,"1988 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Danny Ferry,PF,6-10,230,26,CLE,76,2,Duke,1989 Rnd 1 Pick 2,United States,NBA 1992-1993 Players Information
Vern Fleming,G,6-5,185,31,IND,75,8,Georgia,1984 Rnd 1 Pick 18,United States,NBA 1992-1993 Players Information
Sleepy Floyd,PG,6-3,170,32,HOU,52,10,Georgetown,1982 Rnd 1 Pick 13,United States,NBA 1992-1993 Players Information
Greg Foster,C,6-11,240,24,"ATL, WAS",43,2,UTEP,1990 Rnd 2 Pick 8,United States,NBA 1992-1993 Players Information
Rick Fox,SF,6-7,230,23,BOS,71,1,North Carolina,1991 Rnd 1 Pick 24,CanadaBahamas,NBA 1992-1993 Players Information
Kevin Gamble,SF,6-5,210,27,BOS,82,5,Iowa,1987 Rnd 3 Pick 17,United States,NBA 1992-1993 Players Information
Winston Garland,G,6-2,170,28,HOU,66,5,Missouri State,1987 Rnd 2 Pick 17,United States,NBA 1992-1993 Players Information
Chris Gatling,PF,6-10,220,25,GSW,70,1,Old Dominion,1991 Rnd 1 Pick 16,United States,NBA 1992-1993 Players Information
Kenny Gattison,FC,6-8,225,28,CHA,75,6,Old Dominion,1986 Rnd 3 Pick 8,United States,NBA 1992-1993 Players Information
Matt Geiger,C,7-0,243,23,MIA,48,0,Georgia Tech,1992 Rnd 2 Pick 15,United States,NBA 1992-1993 Players Information
Tate George,SG,6-5,195,24,NJN,48,2,UConn,1990 Rnd 1 Pick 22,United States,NBA 1992-1993 Players Information
Kendall Gill,SG,6-5,195,24,CHA,69,2,Illinois,1990 Rnd 1 Pick 5,United States,NBA 1992-1993 Players Information
Armen Gilliam,PF,6-9,230,28,PHI,80,5,UNLV,1987 Rnd 1 Pick 2,United States,NBA 1992-1993 Players Information
Gerald Glass,F,6-5,240,25,"DET, MIN",60,2,Ole Miss,1990 Rnd 1 Pick 20,United States,NBA 1992-1993 Players Information
Mike Gminski,C,6-11,250,33,CHA,34,12,Duke,1980 Rnd 1 Pick 7,United States,NBA 1992-1993 Players Information
Paul Graham,F,6-6,200,25,ATL,80,2,Ohio,"1989 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Gary Grant,G,6-3,185,27,LAC,74,4,Michigan,1988 Rnd 1 Pick 15,United States,NBA 1992-1993 Players Information
Greg Grant,PG,5-7,140,26,PHI,72,3,The College of New Jersey,1989 Rnd 2 Pick 25,United States,NBA 1992-1993 Players Information
Harvey Grant,F,6-8,195,27,WAS,72,4,Oklahoma,1988 Rnd 1 Pick 12,United States,NBA 1992-1993 Players Information
Horace Grant,PF,6-10,255,27,CHI,77,5,Clemson,1987 Rnd 1 Pick 10,United States,NBA 1992-1993 Players Information
Jeff Grayer,GF,6-5,200,27,GSW,48,4,Iowa State,1988 Rnd 1 Pick 13,United States,NBA 1992-1993 Players Information
A.C. Green,PF,6-9,220,29,LAL,82,7,Oregon State,1985 Rnd 1 Pick 23,United States,NBA 1992-1993 Players Information
Litterial Green,G,6-1,185,22,ORL,52,0,Georgia,1992 Rnd 2 Pick 12,United States,NBA 1992-1993 Players Information
Sean Green,SF,6-5,210,23,IND,13,1,Iona,1991 Rnd 2 Pick 14,United States,NBA 1992-1993 Players Information
Sidney Green,FC,6-9,220,32,"CHA, SAN",39,9,UNLV,1983 Rnd 1 Pick 5,United States,NBA 1992-1993 Players Information
Tom Gugliotta,PF,6-10,240,23,WAS,81,0,NC State,1992 Rnd 1 Pick 6,United States,NBA 1992-1993 Players Information
Jay Guidinger,FC,6-10,255,23,CLE,32,0,Minnesota Duluth,"1991 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Tom Hammonds,PF,6-9,215,25,"CHA, DEN",54,3,Georgia Tech,1989 Rnd 1 Pick 9,United States,NBA 1992-1993 Players Information
Tim Hardaway,PG,6-0,175,26,GSW,66,3,UTEP,1989 Rnd 1 Pick 14,United States,NBA 1992-1993 Players Information
Derek Harper,PG,6-4,185,31,DAL,62,9,Illinois,1983 Rnd 1 Pick 11,United States,NBA 1992-1993 Players Information
Ron Harper,SG,6-6,185,29,LAC,80,6,Miami (OH),1986 Rnd 1 Pick 8,United States,NBA 1992-1993 Players Information
Scott Hastings,FC,6-10,235,32,DEN,76,10,Arkansas,1982 Rnd 2 Pick 6,United States,NBA 1992-1993 Players Information
Hersey Hawkins,SG,6-3,190,26,PHI,81,4,Bradley,1988 Rnd 1 Pick 6,United States,NBA 1992-1993 Players Information
Steve Henson,G,6-1,180,25,ATL,53,2,Kansas State,1990 Rnd 2 Pick 17,United States,NBA 1992-1993 Players Information
Carl Herrera,F,6-9,215,26,HOU,81,1,Houston,1990 Rnd 2 Pick 3,Trinidad and TobagoVenezuela,NBA 1992-1993 Players Information
Rod Higgins,FC,6-7,200,33,SAC,69,10,Fresno State,1982 Rnd 2 Pick 8,United States,NBA 1992-1993 Players Information
Sean Higgins,F,6-9,205,24,GSW,29,2,Michigan,1990 Rnd 2 Pick 27,United States,NBA 1992-1993 Players Information
Tyrone Hill,PF,6-9,240,24,GSW,74,2,Xavier,1990 Rnd 1 Pick 11,United States,NBA 1992-1993 Players Information
Donald Hodge,C,7-0,230,24,DAL,79,1,Temple,1991 Rnd 2 Pick 6,United States,NBA 1992-1993 Players Information
Dave Hoppen,C,6-11,235,28,NJN,2,5,Nebraska,1986 Rnd 3 Pick 18,United States,NBA 1992-1993 Players Information
Jeff Hornacek,SG,6-3,190,29,PHI,79,6,Iowa State,1986 Rnd 2 Pick 22,United States,NBA 1992-1993 Players Information
Robert Horry,PF,6-9,220,22,HOU,79,0,Alabama,1992 Rnd 1 Pick 11,United States,NBA 1992-1993 Players Information
Byron Houston,F,6-7,250,23,GSW,79,0,Oklahoma State,1992 Rnd 1 Pick 27,United States,NBA 1992-1993 Players Information
Brian Howard,F,6-6,204,25,DAL,68,2,NC State,"1990 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Stephen Howard,PF,6-9,225,22,UTA,49,0,DePaul,"1992 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Jay Humphries,G,6-3,185,30,UTA,78,8,Colorado,1984 Rnd 1 Pick 13,United States,NBA 1992-1993 Players Information
Byron Irvin,G,6-5,190,26,WAS,4,3,Missouri,1989 Rnd 1 Pick 22,United States,NBA 1992-1993 Players Information
Mike Iuzzolino,G,5-10,180,25,DAL,70,1,St. Francis (PA),1991 Rnd 2 Pick 8,United States,NBA 1992-1993 Players Information
Jaren Jackson,SG,6-4,190,25,LAC,34,1,Georgetown,"1989 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Jim Jackson,SG,6-6,220,22,DAL,28,0,Ohio State,1992 Rnd 1 Pick 4,United States,NBA 1992-1993 Players Information
Mark Jackson,PG,6-1,180,27,LAC,82,5,St. John's,1987 Rnd 1 Pick 18,United States,NBA 1992-1993 Players Information
Henry James,PF,6-8,220,27,"SAC, UTH",10,2,St. Mary's (TX),"1988 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Keith Jennings,PG,5-7,160,24,GSW,8,0,East Tennessee State,"1991 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Avery Johnson,PG,5-10,175,27,SAS,75,4,Southern,"1988 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Buck Johnson,F,6-7,190,29,WAS,73,6,Alabama,1986 Rnd 1 Pick 20,United States,NBA 1992-1993 Players Information
Dave Johnson,F,6-7,210,22,POR,42,0,Syracuse,1992 Rnd 1 Pick 26,United States,NBA 1992-1993 Players Information
Eddie Johnson,SF,6-7,215,33,SEA,82,11,Illinois,1981 Rnd 2 Pick 6,United States,NBA 1992-1993 Players Information
Frank Johnson,G,6-1,185,34,PHX,77,8,Wake Forest,1981 Rnd 1 Pick 11,United States,NBA 1992-1993 Players Information
Kevin Johnson,PG,6-1,180,26,PHX,49,5,California,1987 Rnd 1 Pick 7,United States,NBA 1992-1993 Players Information
Larry Johnson,F,6-6,250,23,CHA,82,1,UNLV,1991 Rnd 1 Pick 1,United States,NBA 1992-1993 Players Information
Charles A. Jones,FC,6-9,215,35,WAS,67,11,Albany State (GA),1979 Rnd 8 Pick 18,United States,NBA 1992-1993 Players Information
Michael Jordan,SG,6-6,215,30,CHI,78,8,North Carolina,1984 Rnd 1 Pick 3,United States,NBA 1992-1993 Players Information
Thomas Jordan,FC,6-10,220,24,PHI,4,0, ,"1990 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Adam Keefe,F,6-9,230,23,ATL,82,0,Stanford,1992 Rnd 1 Pick 10,United States,NBA 1992-1993 Players Information
Shawn Kemp,C,6-10,280,23,SEA,78,3,Trinity Valley CC,1989 Rnd 1 Pick 17,United States,NBA 1992-1993 Players Information
Tim Kempton,FC,6-10,245,29,PHX,30,3,Notre Dame,1986 Rnd 6 Pick 8,United States,NBA 1992-1993 Players Information
Steve Kerr,SG,6-3,175,27,"CLE, ORL",52,4,Arizona,1988 Rnd 2 Pick 25,United States,NBA 1992-1993 Players Information
Jerome Kersey,PF,6-7,215,30,POR,65,8,Longwood,1984 Rnd 2 Pick 22,United States,NBA 1992-1993 Players Information
Alec Kessler,C,6-11,230,26,MIA,40,2,Georgia,1990 Rnd 1 Pick 12,United States,NBA 1992-1993 Players Information
Bo Kimble,G,6-4,200,26,NYK,9,2,Loyola Marymount,1990 Rnd 1 Pick 8,United States,NBA 1992-1993 Players Information
Stan Kimbrough,G,5-11,153,26,SAC,3,2,Xavier,"1989 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Bernard King,SF,6-7,205,36,NJN,32,15,Tennessee,1977 Rnd 1 Pick 7,United States,NBA 1992-1993 Players Information
Rich King,C,7-2,260,23,SEA,3,1,Nebraska,1991 Rnd 1 Pick 14,United States,NBA 1992-1993 Players Information
Stacey King,PF,6-11,250,26,CHI,76,3,Oklahoma,1989 Rnd 1 Pick 6,United States,NBA 1992-1993 Players Information
Greg Kite,C,6-11,250,31,ORL,64,9,Brigham Young,1983 Rnd 1 Pick 21,United States,NBA 1992-1993 Players Information
Joe Kleine,C,6-11,255,31,BOS,78,7,Arkansas,1985 Rnd 1 Pick 6,United States,NBA 1992-1993 Players Information
Negele Knight,G,6-1,175,25,PHX,52,2,Dayton,1990 Rnd 2 Pick 4,United States,NBA 1992-1993 Players Information
Bart Kofoed,G,6-4,210,28,BOS,7,4,Nebraska-Kearney,1987 Rnd 5 Pick 15,United States,NBA 1992-1993 Players Information
Jon Koncak,C,7-0,250,29,ATL,78,7,Southern Methodist,1985 Rnd 1 Pick 5,United States,NBA 1992-1993 Players Information
Larry Krystkowiak,PF,6-9,220,28,UTA,71,6,Montana,1986 Rnd 2 Pick 4,United States,NBA 1992-1993 Players Information
Christian Laettner,PF,6-11,245,23,MIN,81,0,Duke,1992 Rnd 1 Pick 3,United States,NBA 1992-1993 Players Information
Bill Laimbeer,C,6-11,245,35,DET,79,12,Notre Dame,1979 Rnd 3 Pick 21,United States,NBA 1992-1993 Players Information
Jerome Lane,F,6-6,230,26,CLE,21,4,Pittsburgh,1988 Rnd 1 Pick 23,United States,NBA 1992-1993 Players Information
Andrew Lang,C,6-11,245,26,PHI,73,4,Arkansas,1988 Rnd 2 Pick 3,United States,NBA 1992-1993 Players Information
Doug Lee,GF,6-5,200,28,NJN,5,4,Purdue,1987 Rnd 2 Pick 12,United States,NBA 1992-1993 Players Information
Tim Legler,G,6-4,200,26,"DAL, UTH",33,2,La Salle,"1988 NBA Draft, Undrafted",United States,NBA 1992-1993 Players Information
Jim Les,G,5-11,165,29,SAC,73,6,Bradley,1986 Rnd 3 Pick 23,United States,NBA 1992-1993 Players Information
Reggie Lewis,SF,6-7,195,27,BOS,80,5,Northeastern,1987 Rnd 1 Pick 22,United States,NBA 1992-1993 Players Information
Marcus Liberty,SF,6-8,205,24,DEN,78,2,Illinois,1990 Rnd 2 Pick 15,United States,NBA 1992-1993 Players Information
Todd Lichti,G,6-4,205,26,DEN,48,3,Stanford,1989 Rnd 1 Pick 15,United States,NBA 1992-1993 Players Information
Alton Lister,FC,7-0,240,34,GSW,20,11,Arizona State,1981 Rnd 1 Pick 21,United States,NBA 1992-1993 Players Information
