Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Ryan Arcidiacono,G,6-3,195,25,CHI,58,2,Villanova,"2016 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Trevor Ariza,SF,6-8,215,34,"POR, SAC",53,15,UCLA,2004 Rnd 2 Pick 14,United States,NBA 2019-2020 Players Information
D.J. Augustin,G,6-0,183,32,ORL,57,11,Texas,2008 Rnd 1 Pick 9,United States,NBA 2019-2020 Players Information
Deandre Ayton,C,7-0,247,21,PHX,38,1,Arizona,2018 Rnd 1 Pick 1,Bahamas,NBA 2019-2020 Players Information
Dwayne Bacon,SF,6-6,221,24,CHA,39,2,Florida State,2017 Rnd 2 Pick 10,United States,NBA 2019-2020 Players Information
Marvin Bagley III,PF,6-10,235,20,SAC,13,1,Duke,2018 Rnd 1 Pick 2,United States,NBA 2019-2020 Players Information
Lonzo Ball,PG,6-6,190,22,NOP,63,2,UCLA,2017 Rnd 1 Pick 2,United States,NBA 2019-2020 Players Information
Mohamed Bamba,C,7-0,231,21,ORL,62,1,Texas,2018 Rnd 1 Pick 6,United States,NBA 2019-2020 Players Information
J.J. Barea,G,5-10,180,35,DAL,29,13,Northeastern,"2006 NBA Draft, Undrafted",Puerto RicoUnited States,NBA 2019-2020 Players Information
Harrison Barnes,SF,6-8,225,27,SAC,72,7,North Carolina,2012 Rnd 1 Pick 7,United States,NBA 2019-2020 Players Information
R.J. Barrett,SG,6-6,214,19,NYK,56,0,Duke,2019 Rnd 1 Pick 3,Canada,NBA 2019-2020 Players Information
Will Barton,GF,6-5,181,29,DEN,58,7,Memphis,2012 Rnd 2 Pick 10,United States,NBA 2019-2020 Players Information
Keita Bates-Diop,SF,6-8,229,24,"DEN, MIN",44,1,Ohio State,2018 Rnd 2 Pick 18,United States,NBA 2019-2020 Players Information
Nicolas Batum,F,6-8,230,31,CHA,22,11,Le Mans Sarthe Basket (France),2008 Rnd 1 Pick 25,France,NBA 2019-2020 Players Information
Aron Baynes,C,6-10,260,33,PHX,42,7,Washington State,"2009 NBA Draft, Undrafted",New ZealandAustralia,NBA 2019-2020 Players Information
Kent Bazemore,GF,6-4,195,30,"POR, SAC",68,7,Old Dominion,"2012 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Darius Bazley,PF,6-9,216,19,OKC,61,0, ,2019 Rnd 1 Pick 23,United States,NBA 2019-2020 Players Information
Bradley Beal,SG,6-4,207,26,WAS,57,7,Florida,2012 Rnd 1 Pick 3,United States,NBA 2019-2020 Players Information
Malik Beasley,SG,6-4,187,23,"DEN, MIN",55,3,Florida State,2016 Rnd 1 Pick 19,United States,NBA 2019-2020 Players Information
Marco Belinelli,G,6-5,225,33,SAS,57,12,Fortituto Kontatto Bologna (Italy),2007 Rnd 1 Pick 18,Italy,NBA 2019-2020 Players Information
Jordan Bell,PF,6-7,216,25,"MEM, MIN",29,2,Oregon,2017 Rnd 2 Pick 8,United States,NBA 2019-2020 Players Information
DeAndre' Bembry,GF,6-5,210,25,ATL,43,3,Saint Joseph's,2016 Rnd 1 Pick 21,United States,NBA 2019-2020 Players Information
Dragan Bender,PF,7-1,235,22,"GOS, MIL",16,3,Maccabi FOX Tel Aviv (Israel),2016 Rnd 1 Pick 4,Bosnia and HerzegovinaCroatia,NBA 2019-2020 Players Information
Davis Bertans,SF,6-10,225,27,WAS,54,3,Union Olimpija (Slovenia),2011 Rnd 2 Pick 12,Latvia,NBA 2019-2020 Players Information
Patrick Beverley,PG,6-2,180,31,LAC,51,7,Dnipro Dnipropetrovsk (Ukraine),2009 Rnd 2 Pick 12,United States,NBA 2019-2020 Players Information
Khem Birch,PF,6-8,233,27,ORL,48,2,UNLV,"2014 NBA Draft, Undrafted",Canada,NBA 2019-2020 Players Information
Goga Bitadze,C,6-10,250,20,IND,54,0,KK Mega Bemax (Serbia),2019 Rnd 1 Pick 18,Georgia,NBA 2019-2020 Players Information
Bismack Biyombo,PF,6-8,255,27,CHA,53,8,Urbas Fuenlabrada (Spain),2011 Rnd 1 Pick 7,Democratic Republic of the Congo,NBA 2019-2020 Players Information
Nemanja Bjelica,PF,6-10,235,31,SAC,72,4,KK Crvena Zvezda (Serbia),2010 Rnd 2 Pick 5,Serbia,NBA 2019-2020 Players Information
Eric Bledsoe,PG,6-1,214,30,MIL,61,9,Kentucky,2010 Rnd 1 Pick 18,United States,NBA 2019-2020 Players Information
Bogdan Bogdanovic,SG,6-5,225,27,SAC,61,2,KK Partizan (Serbia),2014 Rnd 1 Pick 27,Serbia,NBA 2019-2020 Players Information
Bojan Bogdanovic,F,6-7,226,30,UTA,63,5,KK Cibona (Croatia),2011 Rnd 2 Pick 1,Bosnia and HerzegovinaCroatia,NBA 2019-2020 Players Information
Bol Bol,C,7-3,220,20,DEN,7,0,Oregon,2019 Rnd 2 Pick 14,United States,NBA 2019-2020 Players Information
Jonah Bolden,SF,6-10,220,24,"PHL, PHX",7,1,FMP Beograd (Serbia),2017 Rnd 2 Pick 6,Australia,NBA 2019-2020 Players Information
Marques Bolden,C,6-10,249,21,CLE,1,0,Duke,"2019 NBA Draft, Undrafted",United StatesIndonesia,NBA 2019-2020 Players Information
Jordan Bone,SG,6-2,180,22,DET,10,0,Tennessee,2019 Rnd 2 Pick 27,United States,NBA 2019-2020 Players Information
Isaac Bonga,SG,6-8,180,20,WAS,66,1,Fraport Skyliners (Germany),2018 Rnd 2 Pick 9,Germany,NBA 2019-2020 Players Information
Devin Booker,SG,6-6,206,23,PHX,70,4,Kentucky,2015 Rnd 1 Pick 13,United States,NBA 2019-2020 Players Information
Chris Boucher,PF,6-9,200,27,TOR,62,2,Oregon,"2017 NBA Draft, Undrafted",Saint LuciaCanada,NBA 2019-2020 Players Information
Brian Bowen II,SF,6-6,190,21,IND,6,0,Sydney (Australia),"2019 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Ky Bowman,SG,6-2,190,22,GSW,45,0,Boston College,"2019 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Avery Bradley,PG,6-3,180,29,LAL,49,9,Texas,2010 Rnd 1 Pick 19,United States,NBA 2019-2020 Players Information
Tony Bradley,C,6-11,248,22,UTA,58,2,North Carolina,2017 Rnd 1 Pick 28,United States,NBA 2019-2020 Players Information
Jarrell Brantley,SF,6-5,250,23,UTA,9,0,Charleston,2019 Rnd 2 Pick 20,United States,NBA 2019-2020 Players Information
Ignas Brazdeikis,SF,6-7,221,21,NYK,9,0,Michigan,2019 Rnd 2 Pick 17,LithuaniaCanada,NBA 2019-2020 Players Information
Corey Brewer,GF,6-9,186,33,SAC,5,12,Florida,2007 Rnd 1 Pick 7,United States,NBA 2019-2020 Players Information
Mikal Bridges,SG,6-6,209,23,PHX,73,1,Villanova,2018 Rnd 1 Pick 10,United States,NBA 2019-2020 Players Information
Miles Bridges,SF,6-7,225,21,CHA,65,1,Michigan State,2018 Rnd 1 Pick 12,United States,NBA 2019-2020 Players Information
Oshae Brissett,PF,6-7,210,21,TOR,19,0,Syracuse,"2019 NBA Draft, Undrafted",Canada,NBA 2019-2020 Players Information
Ryan Broekhoff,SF,6-7,215,29,DAL,17,1,Valparaiso,"2013 NBA Draft, Undrafted",Australia,NBA 2019-2020 Players Information
Malcolm Brogdon,SG,6-4,229,27,IND,54,3,Virginia,2016 Rnd 2 Pick 6,United States,NBA 2019-2020 Players Information
Dillon Brooks,F,6-6,225,24,MEM,73,2,Oregon,2017 Rnd 2 Pick 15,Canada,NBA 2019-2020 Players Information
Jaylen Brown,SF,6-6,223,23,BOS,57,3,California,2016 Rnd 1 Pick 3,United States,NBA 2019-2020 Players Information
"Bruce Brown, Jr.",SG,6-4,202,23,DET,58,1,Miami (FL),2018 Rnd 2 Pick 12,United States,NBA 2019-2020 Players Information
"Charlie Brown, Jr.",SG,6-6,199,23,ATL,10,0,Saint Joseph's,"2019 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
"Troy Brown, Jr.",SF,6-7,215,20,WAS,69,1,Oregon,2018 Rnd 1 Pick 15,United States,NBA 2019-2020 Players Information
Moses Brown,C,7-2,258,20,POR,9,0,UCLA,"2019 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Sterling Brown,G,6-5,219,25,MIL,52,2,Southern Methodist,2017 Rnd 2 Pick 16,United States,NBA 2019-2020 Players Information
Jalen Brunson,PG,6-2,190,23,DAL,57,1,Villanova,2018 Rnd 2 Pick 3,United States,NBA 2019-2020 Players Information
Thomas Bryant,C,6-10,248,22,WAS,46,2,Indiana,2017 Rnd 2 Pick 12,United States,NBA 2019-2020 Players Information
Reggie Bullock,SG,6-6,205,28,NYK,29,6,North Carolina,2013 Rnd 1 Pick 25,United States,NBA 2019-2020 Players Information
Trey Burke,G,6-0,185,27,"DAL, PHL",33,6,Michigan,2013 Rnd 1 Pick 9,United States,NBA 2019-2020 Players Information
Alec Burks,SG,6-5,214,28,"GOS, PHL",66,8,Colorado,2011 Rnd 1 Pick 12,United States,NBA 2019-2020 Players Information
Deonte Burton,F,6-4,240,26,OKC,39,1,Iowa State,"2017 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Jimmy Butler,GF,6-7,230,30,MIA,58,8,Marquette,2011 Rnd 1 Pick 30,United States,NBA 2019-2020 Players Information
Bruno Caboclo,PF,6-9,218,24,"HOU, MEM",30,5,Pinheiros/Sky (Brazil),2014 Rnd 1 Pick 20,Brazil,NBA 2019-2020 Players Information
Devontae Cacok,PF,6-7,240,23,LAL,1,0,UNC Wilmington,"2019 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Kentavious Caldwell-Pope,SG,6-5,204,27,LAL,69,6,Georgia,2013 Rnd 1 Pick 8,United States,NBA 2019-2020 Players Information
Vlatko Cancar,SF,6-8,236,22,DEN,14,0,KK Mega Bemax (Serbia),2017 Rnd 2 Pick 19,Slovenia,NBA 2019-2020 Players Information
Clint Capela,PF,6-10,256,25,HOU,39,5,Chalon-Sur-Saone (France),2014 Rnd 1 Pick 25,Switzerland,NBA 2019-2020 Players Information
DeMarre Carroll,F,6-8,215,33,"HOU, SAN",24,10,Missouri,2009 Rnd 1 Pick 27,United States,NBA 2019-2020 Players Information
Jevon Carter,PG,6-1,200,24,PHX,58,1,West Virginia,2018 Rnd 2 Pick 2,United States,NBA 2019-2020 Players Information
"Wendell Carter, Jr.",PF,6-10,270,20,CHI,43,1,Duke,2018 Rnd 1 Pick 7,United States,NBA 2019-2020 Players Information
Vince Carter,SF,6-6,220,43,ATL,60,21,North Carolina,1998 Rnd 1 Pick 5,United States,NBA 2019-2020 Players Information
Michael Carter-Williams,PG,6-5,190,28,ORL,45,6,Syracuse,2013 Rnd 1 Pick 11,United States,NBA 2019-2020 Players Information
Alex Caruso,G,6-5,186,26,LAL,64,2,Texas A&M,"2016 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Willie Cauley-Stein,C,7-0,240,26,"DAL, GOS",54,4,Kentucky,2015 Rnd 1 Pick 6,United States,NBA 2019-2020 Players Information
Tyson Chandler,C,7-1,240,37,HOU,26,18,Dominguez High School (California),2001 Rnd 1 Pick 2,United States,NBA 2019-2020 Players Information
Wilson Chandler,SF,6-9,225,32,BRK,35,12,DePaul,2007 Rnd 1 Pick 23,United States,NBA 2019-2020 Players Information
Joe Chealey,PG,6-4,190,24,CHA,4,1,Charleston,"2018 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Zylan Cheatham,SF,6-5,220,24,NOP,4,0,Arizona State,"2019 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Chris Chiozza,PG,5-11,179,24,"BRK, WAS",28,1,Florida,"2018 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Marquese Chriss,PF,6-9,240,22,GSW,59,3,Washington,2016 Rnd 1 Pick 8,United States,NBA 2019-2020 Players Information
Gary Clark,SF,6-6,225,25,"HOU, ORL",42,1,Cincinnati,"2018 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Brandon Clarke,PF,6-8,215,23,MEM,58,0,Gonzaga,2019 Rnd 1 Pick 21,Canada,NBA 2019-2020 Players Information
Jordan Clarkson,G,6-3,194,27,"CLE, UTH",71,5,Missouri,2014 Rnd 2 Pick 16,United StatesPhilippines,NBA 2019-2020 Players Information
Nicolas Claxton,C,6-11,215,20,BRK,15,0,Georgia,2019 Rnd 2 Pick 1,United StatesU.S. Virgin Islands,NBA 2019-2020 Players Information
Chris Clemons,PG,5-9,180,22,HOU,33,0,Campbell,"2019 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Antonius Cleveland,G,6-6,195,26,DAL,11,1,Southeast Missouri State,"2017 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Amir Coffey,SF,6-7,210,22,LAC,18,0,Minnesota,"2019 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
John Collins,PF,6-9,226,22,ATL,41,2,Wake Forest,2017 Rnd 1 Pick 19,United States,NBA 2019-2020 Players Information
Zach Collins,C,6-11,250,22,POR,11,2,Gonzaga,2017 Rnd 1 Pick 10,United States,NBA 2019-2020 Players Information
Mike Conley,PG,6-0,175,32,UTA,47,12,Ohio State,2007 Rnd 1 Pick 4,United States,NBA 2019-2020 Players Information
Pat Connaughton,SF,6-5,209,27,MIL,67,4,Notre Dame,2015 Rnd 2 Pick 11,United States,NBA 2019-2020 Players Information
Quinn Cook,PG,6-1,180,26,LAL,44,3,Duke,"2015 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Tyler Cook,C,6-8,255,22,"CLE, DEN",13,0,Iowa,"2019 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Robert Covington,F,6-7,209,29,"HOU, MIN",70,6,Tennessee State,"2013 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Allen Crabbe,SG,6-6,212,27,"ATL, MIN",37,6,California,2013 Rnd 2 Pick 1,United States,NBA 2019-2020 Players Information
Torrey Craig,GF,6-5,221,29,DEN,58,2,USC Upstate,"2014 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Jamal Crawford,SG,6-5,195,39,BRK,1,19,Michigan,2000 Rnd 1 Pick 8,United States,NBA 2019-2020 Players Information
Jae Crowder,SF,6-6,235,29,"MEM, MIA",65,7,Marquette,2012 Rnd 2 Pick 4,United States,NBA 2019-2020 Players Information
Jarrett Culver,SG,6-6,195,21,MIN,63,0,Texas Tech,2019 Rnd 1 Pick 6,United States,NBA 2019-2020 Players Information
Seth Curry,G,6-1,185,29,DAL,64,6,Duke,"2013 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Stephen Curry,G,6-2,185,31,GSW,5,10,Davidson,2009 Rnd 1 Pick 7,United States,NBA 2019-2020 Players Information
Troy Daniels,G,6-4,205,28,"DEN, LAL",47,6,VCU,"2013 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Anthony Davis,PF,6-10,253,26,LAL,62,7,Kentucky,2012 Rnd 1 Pick 1,United States,NBA 2019-2020 Players Information
Ed Davis,PF,6-9,218,30,UTA,28,9,North Carolina,2010 Rnd 1 Pick 13,United States,NBA 2019-2020 Players Information
Terence Davis,SF,6-4,201,22,TOR,72,0,Ole Miss,"2019 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
DeMar DeRozan,GF,6-6,220,30,SAS,68,10,USC,2009 Rnd 1 Pick 9,United States,NBA 2019-2020 Players Information
Dewayne Dedmon,PF,6-10,245,30,"ATL, SAC",44,6,USC,"2013 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Matt Dellavedova,G,6-3,200,29,CLE,57,6,Saint Mary's,"2013 NBA Draft, Undrafted",Australia,NBA 2019-2020 Players Information
Donte DiVincenzo,SG,6-4,203,23,MIL,66,1,Villanova,2018 Rnd 1 Pick 17,United States,NBA 2019-2020 Players Information
Cheick Diallo,PF,6-8,219,23,PHX,47,3,Kansas,2016 Rnd 2 Pick 3,Mali,NBA 2019-2020 Players Information
Hamidou Diallo,SG,6-5,202,21,OKC,46,1,Kentucky,2018 Rnd 2 Pick 15,United StatesGuinea,NBA 2019-2020 Players Information
Gorgui Dieng,FC,6-10,250,30,"MEM, MIN",63,6,Louisville,2013 Rnd 1 Pick 21,Senegal,NBA 2019-2020 Players Information
Spencer Dinwiddie,PG,6-5,215,26,BRK,64,5,Colorado,2014 Rnd 2 Pick 8,United States,NBA 2019-2020 Players Information
Luka Doncic,SF,6-7,230,21,DAL,61,1,Real Madrid (Spain),2018 Rnd 1 Pick 3,Slovenia,NBA 2019-2020 Players Information
Luguentz Dort,PG,6-4,220,20,OKC,36,0,Arizona State,"2019 NBA Draft, Undrafted",Canada,NBA 2019-2020 Players Information
Damyean Dotson,SG,6-5,205,25,NYK,48,2,Houston,2017 Rnd 2 Pick 14,United States,NBA 2019-2020 Players Information
Sekou Doumbouya,F,6-8,235,19,DET,38,0,CSP Limoges (France),2019 Rnd 1 Pick 15,FranceGuinea,NBA 2019-2020 Players Information
P.J. Dozier,PG,6-6,205,23,DEN,29,2,South Carolina,"2017 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Goran Dragic,G,6-4,190,33,MIA,59,11,Union Olimpija (Slovenia),2008 Rnd 2 Pick 15,Slovenia,NBA 2019-2020 Players Information
Andre Drummond,C,6-11,279,26,"CLE, DET",57,7,UConn,2012 Rnd 1 Pick 9,United States,NBA 2019-2020 Players Information
Jared Dudley,PF,6-7,237,34,LAL,45,12,Boston College,2007 Rnd 1 Pick 22,United States,NBA 2019-2020 Players Information
Kris Dunn,SG,6-3,205,25,CHI,51,3,Providence,2016 Rnd 1 Pick 5,United States,NBA 2019-2020 Players Information
Carsen Edwards,PG,5-11,200,21,BOS,37,0,Purdue,2019 Rnd 2 Pick 3,United States,NBA 2019-2020 Players Information
Henry Ellenson,PF,6-10,240,23,BRK,5,3,Marquette,2016 Rnd 1 Pick 18,United States,NBA 2019-2020 Players Information
Wayne Ellington,SG,6-4,207,32,NYK,36,10,North Carolina,2009 Rnd 1 Pick 28,United States,NBA 2019-2020 Players Information
Joel Embiid,C,7-0,280,25,PHI,51,5,Kansas,2014 Rnd 1 Pick 3,Cameroon,NBA 2019-2020 Players Information
James Ennis,GF,6-6,215,29,"ORL, PHL",69,5,Long Beach State,2013 Rnd 2 Pick 20,United States,NBA 2019-2020 Players Information
Drew Eubanks,C,6-10,245,23,SAS,22,1,Oregon State,"2018 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Jacob Evans,SG,6-6,210,22,"GOS, MIN",29,1,Cincinnati,2018 Rnd 1 Pick 28,United States,NBA 2019-2020 Players Information
Dante Exum,PG,6-5,214,24,"CLE, UTH",35,5,Australian Institute of Sport (Australian Capital Territory),2014 Rnd 1 Pick 5,Australia,NBA 2019-2020 Players Information
Tacko Fall,C,7-6,250,24,BOS,7,0,UCF,"2019 NBA Draft, Undrafted",Senegal,NBA 2019-2020 Players Information
Derrick Favors,FC,6-10,265,28,NOP,51,9,Georgia Tech,2010 Rnd 1 Pick 3,United States,NBA 2019-2020 Players Information
Cristiano Felicio,C,6-10,275,27,CHI,22,4,Minas (Brazil),"2014 NBA Draft, Undrafted",Brazil,NBA 2019-2020 Players Information
Terrance Ferguson,SG,6-7,190,21,OKC,56,2,Adelaide (Australia),2017 Rnd 1 Pick 21,United States,NBA 2019-2020 Players Information
Bruno Fernando,C,6-9,240,21,ATL,56,0,Maryland,2019 Rnd 2 Pick 4,Angola,NBA 2019-2020 Players Information
Yogi Ferrell,G,6-0,180,26,SAC,50,3,Indiana,"2016 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Dorian Finney-Smith,SF,6-7,220,26,DAL,71,3,Florida,"2016 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Bryn Forbes,G,6-2,205,26,SAS,63,3,Michigan State,"2016 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Evan Fournier,SG,6-6,205,27,ORL,66,7,Poitiers Basket 86 (France),2012 Rnd 1 Pick 20,France,NBA 2019-2020 Players Information
De'Aaron Fox,PG,6-3,185,22,SAC,51,2,Kentucky,2017 Rnd 1 Pick 5,United States,NBA 2019-2020 Players Information
"Melvin Frazier, Jr.",SF,6-5,215,23,ORL,19,1,Tulane,2018 Rnd 2 Pick 5,United States,NBA 2019-2020 Players Information
Michael Frazier,G,6-3,200,25,HOU,13,1,Florida,"2015 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Tim Frazier,G,6-0,172,29,DET,27,5,Penn State,"2014 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Enes Freedom,F,6-10,250,27,BOS,58,8,Kentucky,2011 Rnd 1 Pick 3,SwitzerlandTurkey,NBA 2019-2020 Players Information
Markelle Fultz,PG,6-4,209,21,ORL,72,2,Washington,2017 Rnd 1 Pick 1,United States,NBA 2019-2020 Players Information
Wenyen Gabriel,PF,6-9,205,22,"POR, SAC",30,1,Kentucky,"2018 NBA Draft, Undrafted",South Sudan,NBA 2019-2020 Players Information
Daniel Gafford,C,6-10,234,21,CHI,43,0,Arkansas,2019 Rnd 2 Pick 8,United States,NBA 2019-2020 Players Information
Danilo Gallinari,SF,6-10,236,31,OKC,62,11,AX Armani Exchange Milan (Italy),2008 Rnd 1 Pick 6,Italy,NBA 2019-2020 Players Information
Langston Galloway,G,6-1,200,28,DET,66,5,Saint Joseph's,"2014 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Darius Garland,G,6-1,192,20,CLE,59,0,Vanderbilt,2019 Rnd 1 Pick 5,United States,NBA 2019-2020 Players Information
Marc Gasol,C,7-1,255,35,TOR,44,11,CB Girona (Spain),2007 Rnd 2 Pick 18,Spain,NBA 2019-2020 Players Information
Rudy Gay,SF,6-7,250,33,SAS,67,13,UConn,2006 Rnd 1 Pick 8,United States,NBA 2019-2020 Players Information
Paul George,GF,6-8,220,29,LAC,48,9,Fresno State,2010 Rnd 1 Pick 10,United States,NBA 2019-2020 Players Information
Taj Gibson,F,6-9,232,34,NYK,62,10,USC,2009 Rnd 1 Pick 26,United States,NBA 2019-2020 Players Information
Harry Giles,PF,6-10,240,21,SAC,46,2,Duke,2017 Rnd 1 Pick 20,United States,NBA 2019-2020 Players Information
Shai Gilgeous-Alexander,PG,6-6,195,21,OKC,70,1,Kentucky,2018 Rnd 1 Pick 11,Canada,NBA 2019-2020 Players Information
Rudy Gobert,C,7-1,258,27,UTA,68,6,Cholet Basket (France),2013 Rnd 1 Pick 27,France,NBA 2019-2020 Players Information
Brandon Goodwin,PG,6-0,180,24,ATL,34,1,Florida Gulf Coast,"2018 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Aaron Gordon,F,6-8,235,24,ORL,62,5,Arizona,2014 Rnd 1 Pick 4,United States,NBA 2019-2020 Players Information
Eric Gordon,G,6-3,215,31,HOU,36,11,Indiana,2008 Rnd 1 Pick 7,United StatesBahamas,NBA 2019-2020 Players Information
Devonte' Graham,PG,6-1,195,25,CHA,63,1,Kansas,2018 Rnd 2 Pick 4,United States,NBA 2019-2020 Players Information
Treveon Graham,GF,6-5,219,26,"ATL, MIN",55,3,VCU,"2015 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Jerami Grant,F,6-7,210,25,DEN,71,5,Syracuse,2014 Rnd 2 Pick 9,United States,NBA 2019-2020 Players Information
Jerian Grant,SG,6-4,198,27,WAS,6,4,Notre Dame,2015 Rnd 1 Pick 19,United States,NBA 2019-2020 Players Information
Josh Gray,G,6-1,170,26,NOP,2,1,LSU,"2016 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Danny Green,SF,6-6,215,32,LAL,68,10,North Carolina,2009 Rnd 2 Pick 16,United States,NBA 2019-2020 Players Information
Draymond Green,F,6-6,230,29,GSW,43,7,Michigan State,2012 Rnd 2 Pick 5,United States,NBA 2019-2020 Players Information
JaMychal Green,PF,6-9,227,29,LAC,63,5,Alabama,"2012 NBA Draft, Undrafted",United States,NBA 2019-2020 Players Information
Javonte Green,G,6-5,205,26,BOS,48,0,Radford,"2015 NBA Draft, Undrafted",United StatesMontenegro,NBA 2019-2020 Players Information
Jeff Green,F,6-8,235,33,"HOU, UTH",48,11,Georgetown,2007 Rnd 1 Pick 5,United States,NBA 2019-2020 Players Information
Blake Griffin,PF,6-9,250,30,DET,18,10,Oklahoma,2009 Rnd 1 Pick 1,United States,NBA 2019-2020 Players Information
Marko Guduric,SG,6-6,201,24,MEM,44,0,KK Crvena Zvezda (Serbia),"2017 NBA Draft, Undrafted",Serbia,NBA 2019-2020 Players Information
Kyle Guy,SG,6-1,167,22,SAC,3,0,Virginia,2019 Rnd 2 Pick 25,United States,NBA 2019-2020 Players Information
Rui Hachimura,F,6-8,230,22,WAS,48,0,Gonzaga,2019 Rnd 1 Pick 9,Japan,NBA 2019-2020 Players Information
Devon Hall,SG,6-5,215,24,OKC,11,0,Virginia,2018 Rnd 2 Pick 23,United States,NBA 2019-2020 Players Information
Donta Hall,PF,6-9,229,22,"BRK, DET",9,0,Alabama,"2019 NBA Draft, Undrafted",United StatesAzerbaijan,NBA 2019-2020 Players Information
