Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Zaid Abdul-Aziz,FC,6-9,235,23,MIL,80,1,Iowa State,1968 Rnd 1 Pick 5,United States,NBA 1969-1970 Players Information
Kareem Abdul-Jabbar,C,7-2,225,22,MIL,82,0,UCLA,1969 Rnd 1 Pick 1,United States,NBA 1969-1970 Players Information
Mahdi Abdul-Rahman,G,6-2,185,27,ATL,82,5,UCLA,"1964 NBA Draft, Undrafted",United States,NBA 1969-1970 Players Information
Rick Adelman,PG,6-1,175,23,SDR,35,1,Loyola Marymount,1968 Rnd 7 Pick 1,United States,NBA 1969-1970 Players Information
Lucius Allen,PG,6-2,175,22,SEA,80,0,UCLA,1969 Rnd 1 Pick 3,United States,NBA 1969-1970 Players Information
Wally Anderzunas,F,6-7,220,24,CIN,43,0,Creighton,1968 Rnd 6 Pick 6,United States,NBA 1969-1970 Players Information
John Arthurs,G,6-4,185,22,MIL,11,0,Tulane,1969 Rnd 6 Pick 2,United States,NBA 1969-1970 Players Information
Al Attles,PG,6-0,175,33,GSW,45,9,North Carolina A&T,1960 Rnd 5 Pick 7,United States,NBA 1969-1970 Players Information
Jim Barnes,FC,6-8,210,28,BOS,77,5,UTEP,1964 Rnd 1 Pick 1,United States,NBA 1969-1970 Players Information
Dick Barnett,SG,6-4,190,33,NYK,82,9,Tennessee State,1959 Rnd 1 Pick 4,United States,NBA 1969-1970 Players Information
Jim Barnett,GF,6-4,170,25,SDR,80,3,Oregon,1966 Rnd 1 Pick 8,United States,NBA 1969-1970 Players Information
Johnny Baum,F,6-5,200,23,CHI,3,0,Temple,1968 Rnd 15 Pick 6,United States,NBA 1969-1970 Players Information
Elgin Baylor,F,6-5,225,35,LAL,54,11,Seattle,1956 Rnd 14 Pick 2,United States,NBA 1969-1970 Players Information
Butch Beard,G,6-3,185,22,ATL,71,0,Louisville,1969 Rnd 1 Pick 10,United States,NBA 1969-1970 Players Information
Walt Bellamy,C,6-11,225,30,"ATL, DET",79,8,Indiana,1961 Rnd 1 Pick 1,United States,NBA 1969-1970 Players Information
