Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Kareem Abdul-Jabbar,C,7-2,225,31,LAL,80,9,UCLA,1969 Rnd 1 Pick 1,United States,NBA 1978-1979 Players Information
Tom Abernethy,PF,6-7,220,24,GSW,70,2,Indiana,1976 Rnd 3 Pick 9,United States,NBA 1978-1979 Players Information
Alvan Adams,FC,6-9,210,24,PHX,77,3,Oklahoma,1975 Rnd 1 Pick 4,United States,NBA 1978-1979 Players Information
Lucius Allen,PG,6-2,175,31,KCK,31,9,UCLA,1969 Rnd 1 Pick 3,United States,NBA 1978-1979 Players Information
Kim Anderson,SF,6-7,200,23,POR,21,0,Missouri,1977 Rnd 2 Pick 6,United States,NBA 1978-1979 Players Information
Tiny Archibald,PG,6-1,150,30,BOS,69,8,UTEP,1970 Rnd 2 Pick 2,United States,NBA 1978-1979 Players Information
Tate Armstrong,SG,6-3,175,23,CHI,25,1,Duke,1977 Rnd 1 Pick 13,United States,NBA 1978-1979 Players Information
Dennis Awtrey,C,6-10,235,31,"BOS, SEA",62,8,Santa Clara,1970 Rnd 3 Pick 12,United States,NBA 1978-1979 Players Information
Gus Bailey,GF,6-5,185,28,NOJ,2,4,UTEP,1974 Rnd 2 Pick 5,United States,NBA 1978-1979 Players Information
Greg Ballard,F,6-7,215,24,WAS,82,1,Oregon,1977 Rnd 1 Pick 4,United States,NBA 1978-1979 Players Information
Mike Bantom,FC,6-9,200,27,IND,81,5,Saint Francis of Assisi College,1973 Rnd 1 Pick 8,United States,NBA 1978-1979 Players Information
Tom Barker,C,6-11,225,23,"BOS, HOU, NYK",39,2,Hawaii,1976 Rnd 4 Pick 2,United States,NBA 1978-1979 Players Information
Marvin Barnes,FC,6-8,210,26,BOS,38,2,Providence,1974 Rnd 1 Pick 2,United States,NBA 1978-1979 Players Information
Rick Barry,F,6-7,205,34,HOU,80,8,Miami (FL),1965 Rnd 1 Pick 2,United States,NBA 1978-1979 Players Information
Tim Bassett,FC,6-8,225,27,NJN,82,2,Georgia,1973 Rnd 7 Pick 3,United States,NBA 1978-1979 Players Information
Butch Beard,G,6-3,185,31,NYK,7,8,Louisville,1969 Rnd 1 Pick 10,United States,NBA 1978-1979 Players Information
Ron Behagen,FC,6-9,185,28,"DET, KCK, NYK",15,5,Minnesota,1973 Rnd 1 Pick 7,United States,NBA 1978-1979 Players Information
Kent Benson,C,6-10,235,24,MIL,82,1,Indiana,1977 Rnd 1 Pick 1,United States,NBA 1978-1979 Players Information
Delmer Beshore,G,5-11,165,22,MIL,1,0,California,"1978 NBA Draft, Undrafted",United States,NBA 1978-1979 Players Information
Henry Bibby,G,6-1,185,29,PHI,82,6,UCLA,1972 Rnd 4 Pick 11,United States,NBA 1978-1979 Players Information
Bob Bigelow,GF,6-7,215,25,SDC,29,3,Pennsylvania,1975 Rnd 1 Pick 13,United States,NBA 1978-1979 Players Information
Otis Birdsong,GF,6-3,190,23,KCK,82,1,Houston,1977 Rnd 1 Pick 2,United States,NBA 1978-1979 Players Information
Ron Boone,GF,6-2,200,32,LAL,82,2,Idaho State,1968 Rnd 11 Pick 13,United States,NBA 1978-1979 Players Information
