Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Chet McNabb,G,6-2,200,27,BAL,2,0,Arizona State,"1947 NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
George Mearns,G,6-3,175,25,PRO,20,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Carl Meinhold,G,6-2,185,21,BAL,44,0,Long Island,"1947 NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Stan Miasek,F,6-5,210,23,CHI,47,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Wat Misaka,G,5-7,150,24,NYK,3,0,Utah,1947 Rnd 7 Pick 4,United States,NBA 1947-1948 Players Information
George Munroe,G,5-11,170,26,BOS,22,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Angelo Musi,G,5-9,145,29,PHI,42,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Paul Noel,GF,6-4,185,23,NYK,28,0,Kentucky,"1947 NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Johnny Norlander,GF,6-3,175,26,WAS,47,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
George Nostrand,FC,6-8,220,24,PRO,42,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Stan Noszka,G,6-1,185,27,BOS,22,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Bob O'Brien,GF,6-4,190,21,PHI,19,0,Pepperdine,"1947 NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Buddy O'Grady,G,5-11,170,28,STB,44,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Dick O'Keefe,G,6-2,185,24,WAS,37,0,Santa Clara,1947 Rnd 1 Pick 9,United States,NBA 1947-1948 Players Information
Bud Palmer,GF,6-4,190,26,NYK,45,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Andy Phillip,GF,6-2,195,25,CHI,31,0,Illinois,1947 Rnd 5 Pick 7,United States,NBA 1947-1948 Players Information
Don Putman,G,6-1,170,25,STB,42,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Chick Reiser,G,5-11,165,33,BAL,44,0, ,1947 Rnd 9 Pick 5,United States,NBA 1947-1948 Players Information
Mel Riebe,G,5-11,180,31,BOS,48,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Lee Robbins,GF,6-3,175,26,PRO,28,0,Colorado,"1947 NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Red Rocha,FC,6-9,185,24,STB,48,0,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Gene Rock,G,5-9,155,26,CHI,11,0,USC,"1947 NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Jack Rocker,GF,6-5,185,25,PHI,8,0,California,"1947 NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Irv Rothenberg,F,6-7,215,26,"BAL, STB, WAS",47,1,Long Island,1947 Rnd 6 Pick 7,United States,NBA 1947-1948 Players Information
Mickey Rottner,G,5-10,181,28,CHI,42,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Giff Roux,GF,6-5,194,24,STB,46,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Jerry Rullo,G,5-10,165,24,BAL,2,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Ed Sadowski,C,6-5,240,30,BOS,47,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Kenny Sailors,PG,5-10,175,26,"CHI, PHI, PRO",41,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Ben Schadler,G,6-0,185,23,CHI,35,0,Northwestern,1947 Rnd 2 Pick 8,United States,NBA 1947-1948 Players Information
Dick Schulz,G,6-2,192,31,BAL,45,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Fred Scolari,PG,5-10,180,26,WAS,46,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Jim Seminoff,GF,6-2,190,25,CHI,46,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
George Senesky,G,6-2,179,25,PHI,45,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Paul Seymour,GF,6-1,180,20,BAL,20,0,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Earl Shannon,G,5-11,170,26,PRO,42,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Connie Simmons,F,6-8,222,22,"BAL, BOS",45,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Belus Smawley,G,6-1,180,29,STB,48,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Art Spector,GF,6-4,201,27,BOS,48,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Gene Stump,G,6-2,185,24,BOS,43,0,DePaul,1947 Rnd 3 Pick 3,United States,NBA 1947-1948 Players Information
Stan Stutz,G,5-10,170,27,NYK,44,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Sid Tanenbaum,GF,6-0,175,22,NYK,24,0,NYU,"1947 NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Mel Thurston,G,6-0,175,29,PRO,14,0,Canisius,"1947 NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Jack Tingle,GF,6-4,205,23,WAS,36,0,Kentucky,1947 Rnd 2 Pick 9,United States,NBA 1947-1948 Players Information
Jack Toomay,GF,6-6,215,25,"CHI, PRO",32,0,Grant Tech,"1947 NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Irv Torgoff,GF,6-2,180,30,WAS,46,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Butch Van Breda Kolff,G,6-3,185,25,NYK,41,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Gene Vance,GF,6-3,195,25,CHI,47,0,Illinois,1947 Rnd 4 Pick 8,United States,NBA 1947-1948 Players Information
Ray Wertis,G,5-11,175,26,PRO,7,1,," NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
Max Zaslofsky,SG,6-2,170,22,CHI,47,1,St. John's,"1950 NBA Draft, Undrafted",United States,NBA 1947-1948 Players Information
