Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Paul Arizin,GF,6-4,190,22,PHI,65,0,Villanova,1950 Rnd 1 Pick 3,United States,NBA 1950-1951 Players Information
Curly Armstrong,G,5-11,170,32,FWP,38,2,Indiana,"1947 NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Cliff Barker,G,6-2,185,30,IND,50,1,Kentucky,1949 Rnd 5 Pick 8,United States,NBA 1950-1951 Players Information
Leo Barnhorst,SF,6-4,190,26,IND,66,1,Notre Dame,1949 Rnd 2 Pick 2,United States,NBA 1950-1951 Players Information
Ed Bartels,GF,6-5,195,25,WAS,16,1,NC State,"1949 NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Ed Beach,G,6-3,200,22,"MIN, TCB",12,0,West Virginia,1950 Rnd 5 Pick 11,United States,NBA 1950-1951 Players Information
Ralph Beard,G,5-10,175,23,IND,66,1,Kentucky,1949 Rnd 2 Pick 10,United States,NBA 1950-1951 Players Information
Leon Blevins,G,6-2,160,24,IND,1,0,Arizona,1950 Rnd 7 Pick 9,United States,NBA 1950-1951 Players Information
Nelson Bobb,G,6-0,170,27,PHI,50,1,Temple,1949 Rnd 3 Pick 6,United States,NBA 1950-1951 Players Information
Ike Borsavage,FC,6-8,220,26,PHI,17,0,Temple,1950 Rnd 5 Pick 3,United States,NBA 1950-1951 Players Information
Vince Boryla,SF,6-5,210,23,NYK,66,1,Denver,"1949 NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Harry Boykoff,C,6-10,225,28,"BOS, TCB",48,1,St. John's,"1947 NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Frankie Brian,G,6-1,180,27,TCB,68,1,," NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Walt Budko,GF,6-5,220,25,BAL,64,2,Columbia,1948 Rnd 1 Pick 6,United States,NBA 1950-1951 Players Information
Art Burris,GF,6-5,220,26,FWP,28,0,Tennessee,1950 Rnd 3 Pick 8,United States,NBA 1950-1951 Players Information
Tommy Byrnes,GF,6-3,175,28,"BAL, TCB, WAS",45,4,," NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Gerry Calabrese,SG,6-1,175,26,SYR,45,0,St. John's,1950 Rnd 2 Pick 12,United States,NBA 1950-1951 Players Information
Bill Calhoun,GF,6-3,180,23,ROR,67,2,City College of San Francisco,"1947 NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Don Carlson,G,6-0,170,31,BAL,9,3,," NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Bob Carpenter,FC,6-5,200,33,"FWP, TCB",56,1,Texas A&M Commerce,"1947 NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Al Cervi,PG,5-11,170,34,SYR,51,1,," NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Leroy Chollet,G,6-2,190,25,SYR,14,1,Loyola (NO),"1949 NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Cal Christensen,F,6-5,210,23,TCB,65,0,Toledo,1950 Rnd 5 Pick 4,United States,NBA 1950-1951 Players Information
Nat Clifton,PF,6-6,220,28,NYK,64,0,," NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Bill Closs,F,6-5,195,29,PHI,65,1,Rice,"1949 NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Jack Coleman,PF,6-7,195,26,ROR,66,1,Louisville,1948 Rnd 3 Pick 1,United States,NBA 1950-1951 Players Information
Chuck Cooper,GF,6-5,210,24,BOS,66,0,Duquesne,1950 Rnd 2 Pick 1,United States,NBA 1950-1951 Players Information
Ray Corley,G,6-0,180,23,"BAL, TCB",33,1,Georgetown,1949 Rnd 5 Pick 1,United States,NBA 1950-1951 Players Information
Bob Cousy,PG,6-1,175,22,BOS,69,0,Holy Cross,"1950 NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Bob Davies,G,6-1,175,31,ROR,61,2,," NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Hank DeZonie,GF,6-6,215,29,TCB,5,0, ,"1950 NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Joe Dolhon,G,6-0,175,23,BAL,10,1,NYU,"1949 NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Bob Donham,G,6-2,190,24,BOS,66,0,Ohio State,1950 Rnd 3 Pick 1,United States,NBA 1950-1951 Players Information
Andy Duncan,GF,6-6,195,28,BOS,13,3,William & Mary,1947 Rnd 6 Pick 4,United States,NBA 1950-1951 Players Information
Dike Eddleman,SF,6-3,189,28,TCB,67,1,Illinois,1949 Rnd 3 Pick 10,United States,NBA 1950-1951 Players Information
Ray Ellefson,FC,6-8,230,23,NYK,3,1, ,"1948 NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Arnie Ferrin,G,6-2,180,25,MIN,65,2,Utah,1948 Rnd 3 Pick 9,United States,NBA 1950-1951 Players Information
Larry Foust,FC,6-9,215,22,FWP,68,0,La Salle,"1950 NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Joe Fulks,SF,6-5,190,29,PHI,66,4,," NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Bill Gabor,SG,5-11,170,28,SYR,61,1,Syracuse,1948 Rnd 2 Pick 10,United States,NBA 1950-1951 Players Information
Harry Gallatin,FC,6-6,210,23,NYK,66,2,Truman State,1947 Rnd 4 Pick 10,United States,NBA 1950-1951 Players Information
Vern Gardner,GF,6-5,200,25,PHI,59,1,Utah,1949 Rnd 1 Pick 6,United States,NBA 1950-1951 Players Information
Ed Gayda,GF,6-4,210,23,TCB,15,0,Washington State,1950 Rnd 2 Pick 4,United States,NBA 1950-1951 Players Information
Chuck Gilmur,FC,6-4,225,28,WAS,16,4,," NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Bud Grant,,-,-,23,MIN,52,0,Minnesota,1950 Rnd 4 Pick 11,United States,NBA 1950-1951 Players Information
Alex Groza,C,6-7,218,24,IND,66,1,Kentucky,1949 Rnd 1 Pick 2,United States,NBA 1950-1951 Players Information
Chick Halbert,PF,6-9,225,32,"BAL, WAS",66,4,," NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Bruce Hale,GF,6-1,170,32,IND,22,2, ,"1948 NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Alex Hannum,FC,6-7,210,27,SYR,63,1,USC,1948 Rnd 4 Pick 2,United States,NBA 1950-1951 Players Information
John Hargis,G,6-2,180,30,"FWP, TCB",28,1,Texas,"1947 NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Bob A. Harris,F,6-7,195,23,"BOS, FWP",55,1,Oklahoma State,1949 Rnd 1 Pick 3,United States,NBA 1950-1951 Players Information
Bob Harrison,G,6-1,190,23,MIN,66,1,Michigan,1949 Rnd 2 Pick 11,United States,NBA 1950-1951 Players Information
Billy Hassett,G,5-11,185,29,BAL,28,1,Notre Dame,"1947 NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Kleggie Hermsen,FC,6-9,225,27,"BOS, TCB",70,4,," NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Sonny Hertzberg,G,5-10,180,28,BOS,64,4,," NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Paul Hoffman,GF,6-2,195,25,BAL,40,2,Purdue,1947 Rnd 5 Pick 2,United States,NBA 1950-1951 Players Information
Joe Holland,GF,6-4,185,25,IND,65,1,Kentucky,1948 Rnd 2 Pick 6,United States,NBA 1950-1951 Players Information
Red Holzman,G,5-10,175,30,ROR,67,2,City College of New York,"1947 NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Joe Hutton,G,6-1,170,22,MIN,55,0,Hamline,1950 Rnd 7 Pick 11,United States,NBA 1950-1951 Players Information
Gene James,G,6-4,180,26,"BAL, NYK",45,2,Marshall,"1948 NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Tony Jaros,G,6-3,185,31,MIN,56,3,," NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Arnie Johnson,F,6-5,236,30,ROR,68,2,Bemidji State,"1947 NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Ralph Johnson,G,5-11,170,29,FWP,67,1,Huntington (IN),"1948 NBA Draft, Undrafted",United States,NBA 1950-1951 Players Information
Wah Wah Jones,GF,6-4,225,24,IND,22,1,Kentucky,1949 Rnd 1 Pick 9,United States,NBA 1950-1951 Players Information
