Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Kareem Abdul-Jabbar,C,7-2,225,40,LAL,80,18,UCLA,1969 Rnd 1 Pick 1,United States,NBA 1987-1988 Players Information
Mark Acres,FC,6-11,220,25,BOS,79,0,Oral Roberts,1985 Rnd 2 Pick 16,United States,NBA 1987-1988 Players Information
Alvan Adams,FC,6-9,210,33,PHX,82,12,Oklahoma,1975 Rnd 1 Pick 4,United States,NBA 1987-1988 Players Information
Michael Adams,PG,5-10,163,25,DEN,82,2,Boston College,1985 Rnd 3 Pick 19,United States,NBA 1987-1988 Players Information
Mark Aguirre,SF,6-6,232,28,DAL,77,6,DePaul,1981 Rnd 1 Pick 1,United States,NBA 1987-1988 Players Information
Danny Ainge,G,6-4,175,28,BOS,81,6,Brigham Young,1981 Rnd 2 Pick 8,United States,NBA 1987-1988 Players Information
Mark Alarie,F,6-8,217,24,WAS,63,1,Duke,1986 Rnd 1 Pick 18,United States,NBA 1987-1988 Players Information
Steve Alford,G,6-2,183,23,DAL,28,0,Indiana,1987 Rnd 2 Pick 3,United States,NBA 1987-1988 Players Information
Cadillac Anderson,PF,6-10,230,23,SAS,82,0,Houston,1987 Rnd 1 Pick 23,United States,NBA 1987-1988 Players Information
Richard Anderson,FC,6-10,240,27,"HOU, POR",74,3,UC Santa Barbara,1982 Rnd 2 Pick 9,United States,NBA 1987-1988 Players Information
Ron Anderson,GF,6-7,215,29,IND,74,3,Fresno State,1984 Rnd 2 Pick 3,United States,NBA 1987-1988 Players Information
Joe Arlauckas,F,6-9,230,22,SAC,9,0,Niagara,1987 Rnd 4 Pick 5,United States,NBA 1987-1988 Players Information
Vincent Askew,GF,6-6,210,22,PHI,14,0,Memphis,1987 Rnd 2 Pick 16,United States,NBA 1987-1988 Players Information
John Bagley,G,6-0,185,27,NJN,82,5,Boston College,1982 Rnd 1 Pick 12,United States,NBA 1987-1988 Players Information
James Bailey,FC,6-9,220,30,PHX,65,8,Rutgers,1979 Rnd 1 Pick 6,United States,NBA 1987-1988 Players Information
Thurl Bailey,PF,6-11,215,26,UTA,82,4,NC State,1983 Rnd 1 Pick 7,United States,NBA 1987-1988 Players Information
Charles Barkley,PF,6-6,252,25,PHI,80,3,Auburn,1984 Rnd 1 Pick 5,United States,NBA 1987-1988 Players Information
John Battle,G,6-2,175,25,ATL,67,2,Rutgers,1985 Rnd 4 Pick 14,United States,NBA 1987-1988 Players Information
William Bedford,C,7-0,225,25,DET,38,1,Memphis,1986 Rnd 1 Pick 6,United States,NBA 1987-1988 Players Information
Benoit Benjamin,C,7-0,250,23,LAC,66,2,Creighton,1985 Rnd 1 Pick 3,United States,NBA 1987-1988 Players Information
Kent Benson,C,6-10,235,33,CLE,2,10,Indiana,1977 Rnd 1 Pick 1,United States,NBA 1987-1988 Players Information
Walter Berry,F,6-8,215,23,SAS,73,1,St. John's,1986 Rnd 1 Pick 14,United States,NBA 1987-1988 Players Information
Larry Bird,SF,6-9,220,31,BOS,76,8,Indiana State,1978 Rnd 1 Pick 6,United States,NBA 1987-1988 Players Information
Otis Birdsong,GF,6-3,190,32,NJN,67,10,Houston,1977 Rnd 1 Pick 2,United States,NBA 1987-1988 Players Information
Uwe Blab,C,7-2,243,25,DAL,73,2,Indiana,1985 Rnd 1 Pick 17,Germany,NBA 1987-1988 Players Information
Rolando Blackman,G,6-6,190,29,DAL,71,6,Kansas State,1981 Rnd 1 Pick 9,PanamaUnited States,NBA 1987-1988 Players Information
