Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Fred Cofield,G,6-3,190,24,NYK,45,0,Eastern Michigan,1985 Rnd 4 Pick 3,United States,NBA 1985-1986 Players Information
Steve Colter,G,6-3,165,23,POR,81,1,New Mexico State,1984 Rnd 2 Pick 9,United States,NBA 1985-1986 Players Information
Lester Conner,G,6-4,180,26,GSW,36,3,Oregon State,1982 Rnd 1 Pick 14,United States,NBA 1985-1986 Players Information
Darwin Cook,G,6-3,184,27,NJN,79,0,Portland,1980 Rnd 4 Pick 1,United States,NBA 1985-1986 Players Information
Jeff Cook,FC,6-10,215,29,"SAN, UTH",36,7,Idaho State,1978 Rnd 3 Pick 5,United States,NBA 1985-1986 Players Information
David Cooke,F,6-8,230,22,SAC,6,0,Saint Mary's,"1985 NBA Draft, Undrafted",United States,NBA 1985-1986 Players Information
Michael Cooper,SG,6-5,170,29,LAL,82,7,New Mexico,1978 Rnd 3 Pick 16,United States,NBA 1985-1986 Players Information
Wayne Cooper,FC,6-10,220,29,DEN,78,7,New Orleans,1978 Rnd 2 Pick 18,United States,NBA 1985-1986 Players Information
Tyrone Corbin,F,6-6,210,23,SAS,16,0,DePaul,1985 Rnd 2 Pick 11,United States,NBA 1985-1986 Players Information
Dave Corzine,C,6-11,250,29,CHI,67,7,DePaul,1978 Rnd 1 Pick 18,United States,NBA 1985-1986 Players Information
Ron Crevier,C,7-0,235,27,"DET, GOS",3,1,Boston College,1983 Rnd 4 Pick 5,Canada,NBA 1985-1986 Players Information
Jeff Cross,PF,6-10,240,24,LAC,21,0,Maine,1984 Rnd 3 Pick 14,United States,NBA 1985-1986 Players Information
Pat Cummings,FC,6-9,230,29,NYK,31,7,Cincinnati,1978 Rnd 3 Pick 15,United States,NBA 1985-1986 Players Information
Terry Cummings,PF,6-9,220,24,MIL,82,3,DePaul,1982 Rnd 1 Pick 2,United States,NBA 1985-1986 Players Information
Earl Cureton,PF,6-9,210,28,DET,80,5,Detroit-Mercy,1979 Rnd 3 Pick 14,United States,NBA 1985-1986 Players Information
Quintin Dailey,G,6-3,180,25,CHI,35,3,San Francisco,1982 Rnd 1 Pick 7,United States,NBA 1985-1986 Players Information
Adrian Dantley,SF,6-5,208,30,UTA,76,9,Notre Dame,1976 Rnd 1 Pick 6,United States,NBA 1985-1986 Players Information
Brad Davis,G,6-3,180,30,DAL,82,8,Maryland,1977 Rnd 1 Pick 15,United States,NBA 1985-1986 Players Information
Charles Davis,F,6-7,215,27,MIL,57,4,Vanderbilt,1981 Rnd 2 Pick 12,United States,NBA 1985-1986 Players Information
Johnny Davis,G,6-2,170,30,"ATL, CLE",66,9,Dayton,1976 Rnd 2 Pick 5,United States,NBA 1985-1986 Players Information
Walter Davis,GF,6-6,193,31,PHX,70,8,North Carolina,1977 Rnd 1 Pick 5,United States,NBA 1985-1986 Players Information
Darryl Dawkins,C,6-11,251,29,NJN,51,10,Evans High School (Florida),1975 Rnd 1 Pick 5,United States,NBA 1985-1986 Players Information
Darren Daye,FC,6-8,220,25,WAS,64,2,UCLA,1983 Rnd 3 Pick 10,United States,NBA 1985-1986 Players Information
James Donaldson,C,7-2,275,28,"DAL, LAC",83,5,Washington State,1979 Rnd 4 Pick 7,England,NBA 1985-1986 Players Information
Larry Drew,G,6-1,170,27,SAC,75,5,Missouri,1980 Rnd 1 Pick 17,United States,NBA 1985-1986 Players Information
Clyde Drexler,SG,6-7,210,23,POR,75,2,Houston,1983 Rnd 1 Pick 14,United States,NBA 1985-1986 Players Information
Joe Dumars,SG,6-3,190,22,DET,82,0,McNeese State,1985 Rnd 1 Pick 18,United States,NBA 1985-1986 Players Information
T.R. Dunn,G,6-4,192,31,DEN,82,8,Alabama,1977 Rnd 2 Pick 19,United States,NBA 1985-1986 Players Information
Devin Durrant,F,6-7,200,25,PHX,4,1,Brigham Young,1984 Rnd 2 Pick 1,United States,NBA 1985-1986 Players Information
Mark Eaton,C,7-4,275,29,UTA,80,3,UCLA,1979 Rnd 5 Pick 19,United States,NBA 1985-1986 Players Information
Franklin Edwards,G,6-1,170,27,LAC,73,4,Cleveland State,1981 Rnd 1 Pick 22,United States,NBA 1985-1986 Players Information
James Edwards,C,7-0,225,30,PHX,52,8,Washington,1977 Rnd 3 Pick 2,United States,NBA 1985-1986 Players Information
Craig Ehlo,SG,6-6,180,24,HOU,36,2,Washington State,1983 Rnd 3 Pick 1,United States,NBA 1985-1986 Players Information
Dale Ellis,GF,6-7,205,25,DAL,72,2,Tennessee,1983 Rnd 1 Pick 9,United States,NBA 1985-1986 Players Information
Alex English,SF,6-7,190,32,DEN,81,9,South Carolina,1976 Rnd 2 Pick 6,United States,NBA 1985-1986 Players Information
Julius Erving,SF,6-6,200,36,PHI,74,13,Massachusetts,1972 Rnd 1 Pick 12,United States,NBA 1985-1986 Players Information
Mike Evans,G,6-1,170,30,DEN,81,7,Kansas State,1978 Rnd 1 Pick 21,United States,NBA 1985-1986 Players Information
Patrick Ewing,C,7-0,240,23,NYK,50,0,Georgetown,1985 Rnd 1 Pick 1,United StatesJamaica,NBA 1985-1986 Players Information
Kenny Fields,GF,6-5,220,24,MIL,78,1,UCLA,1984 Rnd 1 Pick 21,United States,NBA 1985-1986 Players Information
Vern Fleming,G,6-5,185,24,IND,80,1,Georgia,1984 Rnd 1 Pick 18,United States,NBA 1985-1986 Players Information
Sleepy Floyd,PG,6-3,170,25,GSW,82,3,Georgetown,1982 Rnd 1 Pick 13,United States,NBA 1985-1986 Players Information
Rod Foster,G,6-1,160,25,PHX,48,2,UCLA,1983 Rnd 2 Pick 4,United States,NBA 1985-1986 Players Information
World B. Free,G,6-2,185,32,CLE,75,10,Guilford,1975 Rnd 2 Pick 5,United States,NBA 1985-1986 Players Information
Bill Garnett,F,6-9,225,25,IND,80,3,Wyoming,1982 Rnd 1 Pick 4,United States,NBA 1985-1986 Players Information
George Gervin,GF,6-7,180,33,CHI,82,9,Eastern Michigan,1974 Rnd 3 Pick 4,United States,NBA 1985-1986 Players Information
Mike Gibson,PF,6-10,205,25,DET,32,1,USC Upstate,1982 Rnd 2 Pick 21,United States,NBA 1985-1986 Players Information
Artis Gilmore,C,7-2,240,36,SAS,71,9,Jacksonville,1971 Rnd 7 Pick 15,United States,NBA 1985-1986 Players Information
Mike Glenn,G,6-2,175,30,MIL,38,8,Southern Illinois,1977 Rnd 2 Pick 1,United States,NBA 1985-1986 Players Information
Georgi Glouchkov,PF,6-8,235,26,PHX,49,0,Euroins Cherno More (Bulgaria),1985 Rnd 7 Pick 9,Bulgaria,NBA 1985-1986 Players Information
Mike Gminski,C,6-11,250,26,NJN,81,5,Duke,1980 Rnd 1 Pick 7,United States,NBA 1985-1986 Players Information
Lancaster Gordon,G,6-3,185,23,LAC,60,1,Louisville,1984 Rnd 1 Pick 8,United States,NBA 1985-1986 Players Information
Stuart Gray,C,7-0,235,22,IND,67,1,UCLA,1984 Rnd 2 Pick 5,Panama,NBA 1985-1986 Players Information
A.C. Green,PF,6-9,220,22,LAL,82,0,Oregon State,1985 Rnd 1 Pick 23,United States,NBA 1985-1986 Players Information
Ken Green,PF,6-8,215,26,NYK,7,1,Texas-RGV,1981 Rnd 2 Pick 11,United States,NBA 1985-1986 Players Information
Kenny Green,F,6-6,210,21,"PHL, WAS",41,0,Wake Forest,1985 Rnd 1 Pick 12,United States,NBA 1985-1986 Players Information
Rickey Green,PG,6-0,170,31,UTA,80,7,Michigan,1977 Rnd 1 Pick 16,United States,NBA 1985-1986 Players Information
Sidney Green,FC,6-9,220,25,CHI,80,2,UNLV,1983 Rnd 1 Pick 5,United States,NBA 1985-1986 Players Information
David Greenwood,F,6-9,222,28,SAS,68,6,UCLA,1979 Rnd 1 Pick 2,United States,NBA 1985-1986 Players Information
Claude Gregory,F,6-8,205,27,WAS,2,1,Wisconsin,1981 Rnd 2 Pick 18,United States,NBA 1985-1986 Players Information
Ernie Grunfeld,GF,6-6,210,30,NYK,76,8,Tennessee,1977 Rnd 1 Pick 11,RomaniaUnited States,NBA 1985-1986 Players Information
Petur Gudmundsson,C,7-2,260,27,LAL,8,2,Valur (Iceland),1981 Rnd 3 Pick 15,Iceland,NBA 1985-1986 Players Information
Bobby Hansen,SG,6-6,190,25,UTA,82,2,Iowa,1983 Rnd 3 Pick 7,United States,NBA 1985-1986 Players Information
Bill Hanzlik,SF,6-7,185,28,DEN,79,5,Notre Dame,1980 Rnd 1 Pick 20,United States,NBA 1985-1986 Players Information
Derek Harper,PG,6-4,185,24,DAL,79,2,Illinois,1983 Rnd 1 Pick 11,United States,NBA 1985-1986 Players Information
Steve Harris,G,6-5,185,22,HOU,57,0,Tulsa,1985 Rnd 1 Pick 19,United States,NBA 1985-1986 Players Information
Scott Hastings,FC,6-10,235,25,ATL,62,3,Arkansas,1982 Rnd 2 Pick 6,United States,NBA 1985-1986 Players Information
Steve Hayes,C,7-0,205,30,UTA,58,6,Idaho State,1977 Rnd 4 Pick 10,United States,NBA 1985-1986 Players Information
Gerald Henderson,G,6-2,175,30,SEA,82,7,VCU,1978 Rnd 3 Pick 20,United States,NBA 1985-1986 Players Information
Jerome Henderson,FC,6-11,230,26,LAL,1,1,New Mexico,"1981 NBA Draft, Undrafted",United States,NBA 1985-1986 Players Information
Carl Henry,G,6-6,205,25,SAC,28,1,Kansas,1984 Rnd 4 Pick 10,United States,NBA 1985-1986 Players Information
Rod Higgins,FC,6-7,200,26,"CHI, NJN, SAN, SEA",30,3,Fresno State,1982 Rnd 2 Pick 8,United States,NBA 1985-1986 Players Information
Roy Hinson,FC,6-9,210,24,CLE,82,2,Rutgers,1983 Rnd 1 Pick 20,United States,NBA 1985-1986 Players Information
Craig Hodges,G,6-2,190,25,MIL,66,3,Long Beach State,1982 Rnd 3 Pick 2,United States,NBA 1985-1986 Players Information
Mike Holton,G,6-4,185,24,"CHI, PHX",28,2,UCLA,1983 Rnd 3 Pick 6,United StatesIsrael,NBA 1985-1986 Players Information
Phil Hubbard,FC,6-8,215,29,CLE,23,6,Michigan,1979 Rnd 1 Pick 15,United States,NBA 1985-1986 Players Information
Alfredrick Hughes,GF,6-5,215,23,SAS,68,0,Loyola (IL),1985 Rnd 1 Pick 14,United States,NBA 1985-1986 Players Information
Jay Humphries,G,6-3,185,23,PHX,82,1,Colorado,1984 Rnd 1 Pick 13,United States,NBA 1985-1986 Players Information
Geoff Huston,G,6-2,175,28,GSW,82,6,Texas Tech,1979 Rnd 3 Pick 6,United States,NBA 1985-1986 Players Information
Marc Iavaroni,F,6-8,210,29,"SAN, UTH",68,4,Virginia,1978 Rnd 3 Pick 11,United States,NBA 1985-1986 Players Information
Clemon Johnson,FC,6-10,240,29,PHI,75,7,Florida A&M,1978 Rnd 2 Pick 22,United States,NBA 1985-1986 Players Information
Dennis Johnson,PG,6-4,185,31,BOS,78,9,Pepperdine,1976 Rnd 2 Pick 12,United States,NBA 1985-1986 Players Information
Eddie Johnson,SF,6-7,215,26,SAC,82,4,Illinois,1981 Rnd 2 Pick 6,United States,NBA 1985-1986 Players Information
Frank Johnson,G,6-1,185,27,WAS,14,4,Wake Forest,1981 Rnd 1 Pick 11,United States,NBA 1985-1986 Players Information
George Johnson,FC,6-11,205,37,SEA,41,14,Dillard,1970 Rnd 5 Pick 11,United States,NBA 1985-1986 Players Information
George Johnson,FC,6-7,210,29,WAS,2,7,St. John's,1978 Rnd 1 Pick 12,United States,NBA 1985-1986 Players Information
"Eddie Johnson, Jr.",G,6-2,180,31,"ATL, CLE",71,8,Auburn,1977 Rnd 3 Pick 5,United States,NBA 1985-1986 Players Information
Ken Johnson,F,6-8,240,23,POR,64,0,Michigan State,1985 Rnd 2 Pick 4,United States,NBA 1985-1986 Players Information
Magic Johnson,PG,6-9,255,26,LAL,72,6,Michigan State,1979 Rnd 1 Pick 1,United States,NBA 1985-1986 Players Information
Marques Johnson,GF,6-7,218,30,LAC,75,8,UCLA,1977 Rnd 1 Pick 3,United States,NBA 1985-1986 Players Information
Mickey Johnson,PF,6-10,190,33,NJN,79,11,Aurora,1974 Rnd 4 Pick 2,United States,NBA 1985-1986 Players Information
Steve Johnson,FC,6-10,235,28,SAS,71,4,Oregon State,1981 Rnd 1 Pick 7,United States,NBA 1985-1986 Players Information
Vinnie Johnson,G,6-2,200,29,DET,79,6,Baylor,1979 Rnd 1 Pick 7,United States,NBA 1985-1986 Players Information
Bobby Jones,SF,6-9,210,34,PHI,70,9,North Carolina,1974 Rnd 1 Pick 5,United States,NBA 1985-1986 Players Information
Caldwell Jones,FC,6-11,216,35,POR,80,11,Albany State (GA),1973 Rnd 2 Pick 14,United States,NBA 1985-1986 Players Information
Charles A. Jones,FC,6-9,215,28,WAS,81,4,Albany State (GA),1979 Rnd 8 Pick 18,United States,NBA 1985-1986 Players Information
Charles Alexander Jones,F,6-8,215,24,PHX,43,1,Louisville,1984 Rnd 2 Pick 12,United States,NBA 1985-1986 Players Information
Earl Jones,C,7-0,210,25,MIL,12,1,University of the District of Columbia,1984 Rnd 1 Pick 23,United States,NBA 1985-1986 Players Information
Edgar Jones,FC,6-10,225,29,CLE,53,0,Nevada,1979 Rnd 2 Pick 9,United States,NBA 1985-1986 Players Information
Ozell Jones,FC,6-11,235,25,LAC,3,1,Cal State Fullerton,1984 Rnd 4 Pick 20,United States,NBA 1985-1986 Players Information
Michael Jordan,SG,6-6,215,23,CHI,18,1,North Carolina,1984 Rnd 1 Pick 3,United States,NBA 1985-1986 Players Information
Yvon Joseph,C,6-11,245,28,NJN,1,0,Georgia Tech,1985 Rnd 2 Pick 12,Haiti,NBA 1985-1986 Players Information
Harold Keeling,G,6-4,185,22,DAL,20,0,Santa Clara,1985 Rnd 3 Pick 16,United States,NBA 1985-1986 Players Information
Rich Kelley,C,7-0,235,32,SAC,37,10,Stanford,1975 Rnd 1 Pick 7,United States,NBA 1985-1986 Players Information
Clark Kellogg,F,6-7,225,24,IND,19,3,Ohio State,1982 Rnd 1 Pick 8,United States,NBA 1985-1986 Players Information
Jerome Kersey,PF,6-7,215,23,POR,79,1,Longwood,1984 Rnd 2 Pick 22,United States,NBA 1985-1986 Players Information
Albert King,GF,6-6,190,26,NJN,73,4,Maryland,1981 Rnd 1 Pick 10,United States,NBA 1985-1986 Players Information
Greg Kite,C,6-11,250,24,BOS,64,2,Brigham Young,1983 Rnd 1 Pick 21,United States,NBA 1985-1986 Players Information
Joe Kleine,C,6-11,255,24,SAC,80,0,Arkansas,1985 Rnd 1 Pick 6,United States,NBA 1985-1986 Players Information
Jon Koncak,C,7-0,250,22,ATL,82,0,Southern Methodist,1985 Rnd 1 Pick 5,United States,NBA 1985-1986 Players Information
Mitch Kupchak,FC,6-9,230,31,LAL,55,9,North Carolina,1976 Rnd 1 Pick 13,United States,NBA 1985-1986 Players Information
Bill Laimbeer,C,6-11,245,28,DET,82,5,Notre Dame,1979 Rnd 3 Pick 21,United States,NBA 1985-1986 Players Information
Jeff Lamp,GF,6-6,195,26,"MIL, SAN",74,3,Virginia,1981 Rnd 1 Pick 15,United States,NBA 1985-1986 Players Information
Allen Leavell,G,6-1,170,28,HOU,74,6,Oklahoma City,1979 Rnd 5 Pick 16,United States,NBA 1985-1986 Players Information
Keith Lee,FC,6-10,215,23,CLE,58,0,Memphis,1985 Rnd 1 Pick 11,United States,NBA 1985-1986 Players Information
Ronnie Lester,G,6-2,175,27,LAL,27,5,Iowa,1980 Rnd 1 Pick 10,United States,NBA 1985-1986 Players Information
Fat Lever,PG,6-3,170,25,DEN,78,3,Arizona State,1982 Rnd 1 Pick 11,United States,NBA 1985-1986 Players Information
Cliff Levingston,F,6-8,210,25,ATL,81,3,Wichita State,1982 Rnd 1 Pick 9,United States,NBA 1985-1986 Players Information
Alton Lister,FC,7-0,240,27,MIL,81,4,Arizona State,1981 Rnd 1 Pick 21,United States,NBA 1985-1986 Players Information
Lewis Lloyd,GF,6-6,205,27,HOU,82,4,Drake,1981 Rnd 4 Pick 7,United States,NBA 1985-1986 Players Information
John Long,GF,6-5,195,29,DET,62,7,Detroit-Mercy,1978 Rnd 2 Pick 7,United States,NBA 1985-1986 Players Information
John Lucas,G,6-3,175,32,HOU,65,9,Maryland,1976 Rnd 1 Pick 1,United States,NBA 1985-1986 Players Information
Maurice Lucas,PF,6-9,215,34,LAL,77,9,Marquette,1974 Rnd 1 Pick 14,United States,NBA 1985-1986 Players Information
Kyle Macy,G,6-3,175,28,CHI,82,6,Kentucky,1979 Rnd 1 Pick 22,United States,NBA 1985-1986 Players Information
Rick Mahorn,C,6-10,240,27,DET,80,5,Hampton,1980 Rnd 2 Pick 12,United States,NBA 1985-1986 Players Information
Jeff Malone,SG,6-4,205,24,WAS,80,2,Mississippi State,1983 Rnd 1 Pick 10,United States,NBA 1985-1986 Players Information
Karl Malone,PF,6-9,265,22,UTA,81,0,Louisiana Tech,1985 Rnd 1 Pick 13,United States,NBA 1985-1986 Players Information
Moses Malone,C,6-10,215,30,PHI,74,9,Petersburg High School (Virginia),"1975 NBA Draft, Undrafted",United States,NBA 1985-1986 Players Information
Pace Mannion,GF,6-7,190,25,UTA,57,2,Utah,1983 Rnd 2 Pick 19,United States,NBA 1985-1986 Players Information
Bill Martin,F,6-7,205,23,IND,66,0,Georgetown,1985 Rnd 2 Pick 2,United States,NBA 1985-1986 Players Information
Brian Martin,F,6-9,212,23,"POR, SEA",8,1,Kansas,1984 Rnd 9 Pick 1,United States,NBA 1985-1986 Players Information
Wes Matthews,G,6-1,170,26,SAS,75,5,Wisconsin,1980 Rnd 1 Pick 14,United States,NBA 1985-1986 Players Information
Cedric Maxwell,F,6-8,205,30,LAC,76,8,Charlotte,1977 Rnd 1 Pick 12,United States,NBA 1985-1986 Players Information
Bob McAdoo,FC,6-9,210,34,PHI,29,13,North Carolina,1972 Rnd 1 Pick 2,United States,NBA 1985-1986 Players Information
Dwayne McClain,GF,6-6,185,23,IND,45,0,Villanova,1985 Rnd 2 Pick 3,United States,NBA 1985-1986 Players Information
Tim McCormick,C,6-11,240,23,SEA,77,1,Michigan,1984 Rnd 1 Pick 12,United States,NBA 1985-1986 Players Information
Rodney McCray,SF,6-7,220,24,HOU,82,2,Louisville,1983 Rnd 1 Pick 3,United States,NBA 1985-1986 Players Information
Xavier McDaniel,PF,6-7,205,22,SEA,82,0,Wichita State,1985 Rnd 1 Pick 4,United States,NBA 1985-1986 Players Information
Ben McDonald,F,6-8,210,23,CLE,21,0,UC Irvine,1984 Rnd 3 Pick 3,United States,NBA 1985-1986 Players Information
Hank McDowell,FC,6-9,215,26,HOU,22,4,Memphis,1981 Rnd 5 Pick 10,United States,NBA 1985-1986 Players Information
Mike McGee,GF,6-5,190,26,LAL,71,4,Michigan,1981 Rnd 1 Pick 19,United States,NBA 1985-1986 Players Information
Kevin McHale,PF,6-10,210,28,BOS,68,5,Minnesota,1980 Rnd 1 Pick 3,United States,NBA 1985-1986 Players Information
Kevin McKenna,GF,6-5,195,27,WAS,30,3,Creighton,1981 Rnd 4 Pick 19,United States,NBA 1985-1986 Players Information
Billy McKinney,G,6-0,160,30,CHI,9,8,Northwestern,1977 Rnd 6 Pick 5,United States,NBA 1985-1986 Players Information
Tom McMillen,PF,6-11,215,33,WAS,56,10,Maryland,1974 Rnd 1 Pick 9,United States,NBA 1985-1986 Players Information
Chris McNealy,F,6-7,210,24,NYK,30,0,San Jose State,1983 Rnd 2 Pick 14,United States,NBA 1985-1986 Players Information
Dirk Minniefield,G,6-3,180,25,CLE,76,2,Kentucky,1983 Rnd 2 Pick 9,United States,NBA 1985-1986 Players Information
Mike Mitchell,F,6-7,215,30,SAS,82,7,Auburn,1978 Rnd 1 Pick 15,United States,NBA 1985-1986 Players Information
Paul Mokeski,C,7-0,250,29,MIL,45,6,Kansas,1979 Rnd 2 Pick 20,United States,NBA 1985-1986 Players Information
Sidney Moncrief,SG,6-3,180,28,MIL,73,6,Arkansas,1979 Rnd 1 Pick 5,United States,NBA 1985-1986 Players Information
Johnny Moore,G,6-1,175,27,SAS,28,6,Texas,1979 Rnd 2 Pick 21,United States,NBA 1985-1986 Players Information
Perry Moss,G,6-2,185,27,"PHL, WAS",72,2,Northeastern,1982 Rnd 3 Pick 23,United States,NBA 1985-1986 Players Information
Chris Mullin,SF,6-7,215,22,GSW,55,0,St. John's,1985 Rnd 1 Pick 7,United States,NBA 1985-1986 Players Information
Jay Murphy,FC,6-9,220,23,LAC,14,1,Boston College,1984 Rnd 2 Pick 7,United States,NBA 1985-1986 Players Information
Larry Nance,PF,6-10,205,27,PHX,73,4,Clemson,1981 Rnd 1 Pick 20,United States,NBA 1985-1986 Players Information
Calvin Natt,F,6-6,220,29,DEN,69,6,Louisiana-Monroe,1979 Rnd 1 Pick 8,United States,NBA 1985-1986 Players Information
Chuck Nevitt,C,7-5,217,26,"DET, LAL",29,3,NC State,1982 Rnd 3 Pick 17,United States,NBA 1985-1986 Players Information
Kurt Nimphius,FC,6-10,218,27,"DAL, LAC",80,4,Arizona State,1980 Rnd 3 Pick 1,United States,NBA 1985-1986 Players Information
Norm Nixon,G,6-2,170,30,LAC,67,8,Duquesne,1977 Rnd 1 Pick 22,United States,NBA 1985-1986 Players Information
Mike O'Koren,GF,6-7,207,28,NJN,67,5,North Carolina,1980 Rnd 1 Pick 6,United States,NBA 1985-1986 Players Information
Charles Oakley,PF,6-8,225,22,CHI,77,0,Virginia Union,1985 Rnd 1 Pick 9,United States,NBA 1985-1986 Players Information
Hakeem Olajuwon,C,7-0,255,23,HOU,68,1,Houston,1984 Rnd 1 Pick 1,NigeriaUnited States,NBA 1985-1986 Players Information
