Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Tariq Abdul-Wahad,SF,6-6,223,28,DAL,14,5,San Jose State,1997 Rnd 1 Pick 11,France,NBA 2002-2003 Players Information
Shareef Abdur-Rahim,F,6-9,225,26,ATL,81,6,California,1996 Rnd 1 Pick 3,United States,NBA 2002-2003 Players Information
Courtney Alexander,SG,6-5,205,25,NOP,66,2,Fresno State,2000 Rnd 1 Pick 13,United States,NBA 2002-2003 Players Information
Malik Allen,F,6-10,255,24,MIA,80,2,Villanova,"2000 NBA Draft, Undrafted",United States,NBA 2002-2003 Players Information
Ray Allen,SG,6-5,205,27,"MIL, SEA",76,6,UConn,1996 Rnd 1 Pick 5,United States,NBA 2002-2003 Players Information
Rafer Alston,G,6-2,175,26,TOR,47,3,Fresno State,1998 Rnd 2 Pick 10,United States,NBA 2002-2003 Players Information
John Amaechi,C,6-10,270,32,UTA,50,4,Penn State,"1995 NBA Draft, Undrafted",United States,NBA 2002-2003 Players Information
Chris Andersen,FC,6-10,245,24,DEN,59,1,Blinn,"1999 NBA Draft, Undrafted",United States,NBA 2002-2003 Players Information
Derek Anderson,G,6-5,194,28,POR,76,5,Kentucky,1997 Rnd 1 Pick 13,United States,NBA 2002-2003 Players Information
Kenny Anderson,PG,6-0,168,32,"NOP, SEA",61,11,Georgia Tech,1991 Rnd 1 Pick 2,United States,NBA 2002-2003 Players Information
Shandon Anderson,GF,6-6,208,29,NYK,82,6,Georgia,1996 Rnd 2 Pick 25,United States,NBA 2002-2003 Players Information
Robert Archibald,PF,6-11,250,22,MEM,12,0,Illinois,2002 Rnd 2 Pick 3,Scotland,NBA 2002-2003 Players Information
Gilbert Arenas,G,6-3,191,21,GSW,82,1,Arizona,2001 Rnd 2 Pick 2,United States,NBA 2002-2003 Players Information
Brandon Armstrong,SG,6-5,185,22,NJN,17,1,Pepperdine,2001 Rnd 1 Pick 23,United States,NBA 2002-2003 Players Information
Darrell Armstrong,PG,6-0,170,34,ORL,82,8,Fayetteville State,"1991 NBA Draft, Undrafted",United States,NBA 2002-2003 Players Information
Carlos Arroyo,PG,6-2,202,23,UTA,44,1,Florida International,"2001 NBA Draft, Undrafted",Puerto RicoUnited States,NBA 2002-2003 Players Information
Chucky Atkins,G,5-11,185,28,DET,65,4,South Florida,"1996 NBA Draft, Undrafted",United States,NBA 2002-2003 Players Information
Stacey Augmon,SF,6-6,205,34,NOP,70,11,UNLV,1991 Rnd 1 Pick 9,United States,NBA 2002-2003 Players Information
Dalibor Bagaric,C,7-1,255,23,CHI,10,2,KK Dubrava Zagreb (Croatia),2000 Rnd 1 Pick 24,Croatia,NBA 2002-2003 Players Information
Vin Baker,PF,6-11,240,31,BOS,52,9,Hartford,1993 Rnd 1 Pick 8,United States,NBA 2002-2003 Players Information
Brent Barry,G,6-7,210,31,SEA,75,7,Oregon State,1995 Rnd 1 Pick 15,United States,NBA 2002-2003 Players Information
Jon Barry,SG,6-4,195,33,DET,80,10,Georgia Tech,1992 Rnd 1 Pick 21,United States,NBA 2002-2003 Players Information
Maceo Baston,FC,6-11,230,26,TOR,16,1,Michigan,1998 Rnd 2 Pick 29,United States,NBA 2002-2003 Players Information
Mike Batiste,F,6-8,225,25,MEM,75,0,Arizona State,"2000 NBA Draft, Undrafted",United States,NBA 2002-2003 Players Information
Tony Battie,PF,6-11,230,27,BOS,67,5,Texas Tech,1997 Rnd 1 Pick 5,United States,NBA 2002-2003 Players Information
Shane Battier,F,6-8,220,24,MEM,78,1,Duke,2001 Rnd 1 Pick 6,United States,NBA 2002-2003 Players Information
Lonny Baxter,PF,6-8,260,24,CHI,55,0,Maryland,2002 Rnd 2 Pick 15,United States,NBA 2002-2003 Players Information
Raja Bell,SG,6-5,204,26,DAL,75,3,Florida International,"1999 NBA Draft, Undrafted",United States,NBA 2002-2003 Players Information
Jonathan Bender,F,6-11,202,22,IND,46,3,Picayune High School (Mississippi),1999 Rnd 1 Pick 5,United States,NBA 2002-2003 Players Information
Corey Benjamin,SG,6-6,200,25,ATL,9,4,Oregon State,1998 Rnd 1 Pick 28,United States,NBA 2002-2003 Players Information
Travis Best,PG,5-11,182,30,MIA,72,7,Georgia Tech,1995 Rnd 1 Pick 23,United States,NBA 2002-2003 Players Information
Mike Bibby,G,6-2,195,24,SAC,55,4,Arizona,1998 Rnd 1 Pick 2,United States,NBA 2002-2003 Players Information
