Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Otis Birdsong,GF,6-3,190,25,KCK,71,3,Houston,1977 Rnd 1 Pick 2,United States,NBA 1980-1981 Players Information
Norman Black,GF,6-5,185,23,DET,3,0,Saint Joseph's,"1979 NBA Draft, Undrafted",United States,NBA 1980-1981 Players Information
Ron Boone,GF,6-2,200,34,UTA,52,4,Idaho State,1968 Rnd 11 Pick 13,United States,NBA 1980-1981 Players Information
Winford Boynes,SG,6-6,185,23,DAL,44,2,San Francisco,1978 Rnd 1 Pick 13,United States,NBA 1980-1981 Players Information
Dudley Bradley,GF,6-6,195,23,IND,81,1,North Carolina,1979 Rnd 1 Pick 13,United States,NBA 1980-1981 Players Information
Mike Bratz,G,6-2,185,25,CLE,80,3,Stanford,1977 Rnd 3 Pick 22,United States,NBA 1980-1981 Players Information
Jim Brewer,PF,6-9,210,29,LAL,78,7,Minnesota,1973 Rnd 1 Pick 2,United States,NBA 1980-1981 Players Information
Ron Brewer,G,6-4,180,25,"POR, SAN",75,2,Arkansas,1978 Rnd 1 Pick 7,United States,NBA 1980-1981 Players Information
Junior Bridgeman,GF,6-5,210,27,MIL,77,5,Louisville,1975 Rnd 1 Pick 8,United States,NBA 1980-1981 Players Information
Allan Bristow,GF,6-7,210,29,UTA,81,7,Virginia Tech,1973 Rnd 2 Pick 3,United States,NBA 1980-1981 Players Information
Dave Britton,SG,6-4,180,22,WAS,2,0,Texas A&M,1980 Rnd 3 Pick 11,United States,NBA 1980-1981 Players Information
Michael Brooks,F,6-7,220,22,SDC,82,0,La Salle,1980 Rnd 1 Pick 9,United States,NBA 1980-1981 Players Information
Fred Brown,G,6-3,182,32,SEA,78,9,Iowa,1971 Rnd 1 Pick 6,United States,NBA 1980-1981 Players Information
Lewis Brown,C,6-11,225,26,WAS,2,0,UNLV,1977 Rnd 4 Pick 3,United States,NBA 1980-1981 Players Information
Rickey Brown,FC,6-10,215,22,GSW,43,0,Mississippi State,1980 Rnd 1 Pick 13,United States,NBA 1980-1981 Players Information
Joe Bryant,PF,6-9,185,26,SDC,82,5,La Salle,1975 Rnd 1 Pick 14,United States,NBA 1980-1981 Players Information
Quinn Buckner,G,6-3,190,26,MIL,82,4,Indiana,1976 Rnd 1 Pick 7,United States,NBA 1980-1981 Players Information
Tom Burleson,C,7-2,225,29,ATL,31,6,NC State,1974 Rnd 1 Pick 3,United States,NBA 1980-1981 Players Information
Don Buse,G,6-4,190,30,IND,57,4,Evansville,1972 Rnd 3 Pick 4,United States,NBA 1980-1981 Players Information
Marty Byrnes,SF,6-7,215,24,DAL,71,2,Syracuse,1978 Rnd 1 Pick 19,United States,NBA 1980-1981 Players Information
Mack Calvin,PG,6-0,165,33,CLE,21,3,USC,1969 Rnd 14 Pick 8,United States,NBA 1980-1981 Players Information
Austin Carr,G,6-4,200,32,"DAL, WAS",47,9,Notre Dame,1971 Rnd 1 Pick 1,United States,NBA 1980-1981 Players Information
Kenny Carr,GF,6-7,220,25,CLE,81,3,NC State,1977 Rnd 1 Pick 6,United States,NBA 1980-1981 Players Information
M.L. Carr,GF,6-6,205,30,BOS,41,6,Guilford,1973 Rnd 5 Pick 7,United States,NBA 1980-1981 Players Information
Joe Barry Carroll,FC,7-0,225,22,GSW,82,0,Purdue,1980 Rnd 1 Pick 1,United States,NBA 1980-1981 Players Information
Butch Carter,G,6-5,180,22,LAL,54,0,Indiana,1980 Rnd 2 Pick 14,United States,NBA 1980-1981 Players Information
Reggie Carter,SG,6-3,175,23,NYK,60,0,St. John's,1979 Rnd 2 Pick 5,United States,NBA 1980-1981 Players Information
Bill Cartwright,C,7-1,245,23,NYK,82,1,San Francisco,1979 Rnd 1 Pick 3,United States,NBA 1980-1981 Players Information
Harvey Catchings,FC,6-9,218,29,MIL,77,6,Hardin-Simmons,1973 Rnd 9 Pick 1,United States,NBA 1980-1981 Players Information
Mo Cheeks,PG,6-1,180,24,PHI,81,2,West Texas A&M,1978 Rnd 2 Pick 14,United States,NBA 1980-1981 Players Information
Phil Chenier,PG,6-3,180,30,GSW,8,9,California,"1971 NBA Draft, Undrafted",United States,NBA 1980-1981 Players Information
Jim Chones,FC,6-11,220,31,LAL,82,6,Marquette,1973 Rnd 2 Pick 13,United States,NBA 1980-1981 Players Information
Art Collins,SG,6-4,185,26,ATL,29,2,St. Thomas (FL),1976 Rnd 6 Pick 17,United States,NBA 1980-1981 Players Information
Don Collins,GF,6-6,190,22,"ATL, WAS",81,0,Washington State,1980 Rnd 1 Pick 18,United States,NBA 1980-1981 Players Information
Doug Collins,GF,6-6,180,29,PHI,12,7,Illinois State,1973 Rnd 1 Pick 1,United States,NBA 1980-1981 Players Information
Darwin Cook,G,6-3,184,22,NJN,81,0,Portland,1980 Rnd 4 Pick 1,United States,NBA 1980-1981 Players Information
Jeff Cook,FC,6-10,215,24,PHX,79,2,Idaho State,1978 Rnd 3 Pick 5,United States,NBA 1980-1981 Players Information
Michael Cooper,SG,6-5,170,24,LAL,81,2,New Mexico,1978 Rnd 3 Pick 16,United States,NBA 1980-1981 Players Information
Wayne Cooper,FC,6-10,220,24,UTA,71,2,New Orleans,1978 Rnd 2 Pick 18,United States,NBA 1980-1981 Players Information
Dave Corzine,C,6-11,250,24,SAS,82,2,DePaul,1978 Rnd 1 Pick 18,United States,NBA 1980-1981 Players Information
Charlie Criss,G,5-8,165,32,ATL,66,3,New Mexico State,"1970 NBA Draft, Undrafted",United States,NBA 1980-1981 Players Information
Geff Crompton,C,6-11,280,25,POR,6,1,North Carolina,1978 Rnd 4 Pick 4,United States,NBA 1980-1981 Players Information
Pat Cummings,FC,6-9,230,24,MIL,74,2,Cincinnati,1978 Rnd 3 Pick 15,United States,NBA 1980-1981 Players Information
Earl Cureton,PF,6-9,210,23,PHI,52,0,Detroit-Mercy,1979 Rnd 3 Pick 14,United States,NBA 1980-1981 Players Information
Bob Dandridge,SF,6-6,195,33,WAS,23,11,Norfolk State,1969 Rnd 4 Pick 2,United States,NBA 1980-1981 Players Information
Adrian Dantley,SF,6-5,208,25,UTA,80,4,Notre Dame,1976 Rnd 1 Pick 6,United States,NBA 1980-1981 Players Information
Brad Davis,G,6-3,180,25,DAL,56,3,Maryland,1977 Rnd 1 Pick 15,United States,NBA 1980-1981 Players Information
Johnny Davis,G,6-2,170,25,IND,76,4,Dayton,1976 Rnd 2 Pick 5,United States,NBA 1980-1981 Players Information
Monti Davis,F,6-7,205,22,"DAL, PHL",2,0,Tennessee State,1980 Rnd 1 Pick 21,United States,NBA 1980-1981 Players Information
Ron Davis,SF,6-6,198,26,SDC,64,3,Washington State,1976 Rnd 5 Pick 2,United States,NBA 1980-1981 Players Information
Walter Davis,GF,6-6,193,26,PHX,78,3,North Carolina,1977 Rnd 1 Pick 5,United States,NBA 1980-1981 Players Information
Darryl Dawkins,C,6-11,251,24,PHI,76,5,Evans High School (Florida),1975 Rnd 1 Pick 5,United States,NBA 1980-1981 Players Information
Larry Demic,PF,6-9,225,23,NYK,76,1,Arizona,1979 Rnd 1 Pick 9,United States,NBA 1980-1981 Players Information
Coby Dietrick,FC,6-10,220,32,CHI,82,4,San Jose State,1970 Rnd 10 Pick 2,United States,NBA 1980-1981 Players Information
James Donaldson,C,7-2,275,23,SEA,67,0,Washington State,1979 Rnd 4 Pick 7,England,NBA 1980-1981 Players Information
Jacky Dorsey,SF,6-7,230,26,SEA,29,3,Georgia,1976 Rnd 2 Pick 9,United States,NBA 1980-1981 Players Information
Leon Douglas,C,6-10,230,26,KCK,79,4,Alabama,1976 Rnd 1 Pick 4,United States,NBA 1980-1981 Players Information
John Drew,GF,6-6,205,26,ATL,67,6,Gardner-Webb,1974 Rnd 2 Pick 7,United States,NBA 1980-1981 Players Information
Larry Drew,G,6-1,170,22,DET,76,0,Missouri,1980 Rnd 1 Pick 17,United States,NBA 1980-1981 Players Information
Ralph Drollinger,C,7-2,250,26,DAL,6,0,UCLA,1976 Rnd 7 Pick 17,United States,NBA 1980-1981 Players Information
Terry Duerod,SG,6-2,180,24,"BOS, DAL",50,1,Detroit-Mercy,1979 Rnd 3 Pick 4,United States,NBA 1980-1981 Players Information
"Mike Dunleavy, Sr.",G,6-3,180,26,HOU,74,4,South Carolina,1976 Rnd 6 Pick 13,United States,NBA 1980-1981 Players Information
T.R. Dunn,G,6-4,192,26,DEN,82,3,Alabama,1977 Rnd 2 Pick 19,United States,NBA 1980-1981 Players Information
John Duren,PG,6-3,195,22,UTA,40,0,Georgetown,1980 Rnd 1 Pick 19,United States,NBA 1980-1981 Players Information
James Edwards,C,7-0,225,25,IND,81,3,Washington,1977 Rnd 3 Pick 2,United States,NBA 1980-1981 Players Information
Bob Elliott,FC,6-9,225,25,NJN,73,3,Arizona,1977 Rnd 2 Pick 20,United States,NBA 1980-1981 Players Information
Len Elmore,FC,6-9,220,28,MIL,72,4,Maryland,1974 Rnd 1 Pick 13,United States,NBA 1980-1981 Players Information
Alex English,SF,6-7,190,27,DEN,81,4,South Carolina,1976 Rnd 2 Pick 6,United States,NBA 1980-1981 Players Information
Julius Erving,SF,6-6,200,31,PHI,82,8,Massachusetts,1972 Rnd 1 Pick 12,United States,NBA 1980-1981 Players Information
Mike Evans,G,6-1,170,25,MIL,70,2,Kansas State,1978 Rnd 1 Pick 21,United States,NBA 1980-1981 Players Information
Eric Fernsten,FC,6-10,205,27,BOS,45,3,San Francisco,1975 Rnd 4 Pick 8,United States,NBA 1980-1981 Players Information
Chris Ford,SG,6-5,190,32,BOS,82,8,Villanova,1972 Rnd 2 Pick 4,United States,NBA 1980-1981 Players Information
Don Ford,F,6-9,215,28,CLE,64,5,UC Santa Barbara,1975 Rnd 6 Pick 2,United States,NBA 1980-1981 Players Information
Phil Ford,G,6-2,175,25,KCK,66,2,North Carolina,1978 Rnd 1 Pick 2,United States,NBA 1980-1981 Players Information
World B. Free,G,6-2,185,27,GSW,65,5,Guilford,1975 Rnd 2 Pick 5,United States,NBA 1980-1981 Players Information
Tony Fuller,SG,6-4,180,22,DET,15,0,Pepperdine,1980 Rnd 5 Pick 1,United States,NBA 1980-1981 Players Information
Mike Gale,G,6-4,185,30,"POR, SAN",77,4,Elizabeth City State,1971 Rnd 3 Pick 12,United States,NBA 1980-1981 Players Information
Calvin Garrett,PF,6-7,190,24,HOU,70,0,Oral Roberts,1979 Rnd 3 Pick 3,United States,NBA 1980-1981 Players Information
Gus Gerard,GF,6-8,200,27,"KCK, SAN",28,4,Virginia,1975 Rnd 3 Pick 14,United States,NBA 1980-1981 Players Information
George Gervin,GF,6-7,180,28,SAS,82,4,Eastern Michigan,1974 Rnd 3 Pick 4,United States,NBA 1980-1981 Players Information
Artis Gilmore,C,7-2,240,31,CHI,82,4,Jacksonville,1971 Rnd 7 Pick 15,United States,NBA 1980-1981 Players Information
Mike Glenn,G,6-2,175,25,NYK,82,3,Southern Illinois,1977 Rnd 2 Pick 1,United States,NBA 1980-1981 Players Information
Mike Gminski,C,6-11,250,21,NJN,56,0,Duke,1980 Rnd 1 Pick 7,United States,NBA 1980-1981 Players Information
Glen Gondrezick,F,6-6,218,25,DEN,73,3,UNLV,1977 Rnd 2 Pick 4,United States,NBA 1980-1981 Players Information
Rickey Green,PG,6-0,170,26,UTA,47,2,Michigan,1977 Rnd 1 Pick 16,United States,NBA 1980-1981 Players Information
David Greenwood,F,6-9,222,23,CHI,82,1,UCLA,1979 Rnd 1 Pick 2,United States,NBA 1980-1981 Players Information
Kevin Grevey,GF,6-5,210,27,WAS,75,5,Kentucky,1975 Rnd 1 Pick 18,United States,NBA 1980-1981 Players Information
Paul Griffin,FC,6-9,205,27,SAS,82,4,Western Michigan,1976 Rnd 5 Pick 6,United States,NBA 1980-1981 Players Information
Darrell Griffith,SG,6-4,190,22,UTA,81,0,Louisville,1980 Rnd 1 Pick 2,United States,NBA 1980-1981 Players Information
Bob Gross,SF,6-6,200,27,POR,82,5,Long Beach State,1975 Rnd 2 Pick 7,United States,NBA 1980-1981 Players Information
Ernie Grunfeld,GF,6-6,210,25,KCK,78,3,Tennessee,1977 Rnd 1 Pick 11,RomaniaUnited States,NBA 1980-1981 Players Information
Roy Hamilton,PG,6-2,180,23,POR,1,1,UCLA,1979 Rnd 1 Pick 10,United States,NBA 1980-1981 Players Information
Bill Hanzlik,SF,6-7,185,23,SEA,74,0,Notre Dame,1980 Rnd 1 Pick 20,United States,NBA 1980-1981 Players Information
Alan Hardy,SG,6-7,195,23,LAL,22,1,Michigan,"1979 NBA Draft, Undrafted",United States,NBA 1980-1981 Players Information
James Hardy,PF,6-8,220,24,UTA,23,2,San Francisco,1978 Rnd 1 Pick 11,United States,NBA 1980-1981 Players Information
Mike Harper,PF,6-10,195,23,POR,55,0,North Park,1980 Rnd 3 Pick 10,United States,NBA 1980-1981 Players Information
Joe Hassett,SG,6-5,180,25,"DAL, GOS",40,3,Providence,1977 Rnd 3 Pick 8,United States,NBA 1980-1981 Players Information
Steve Hawes,C,6-9,220,30,ATL,74,6,Washington,1972 Rnd 2 Pick 11,United States,NBA 1980-1981 Players Information
Elvin Hayes,FC,6-9,235,35,WAS,81,12,Houston,1968 Rnd 1 Pick 1,United States,NBA 1980-1981 Players Information
Gar Heard,PF,6-6,219,32,SDC,77,10,Oklahoma,1970 Rnd 3 Pick 6,United States,NBA 1980-1981 Players Information
Gerald Henderson,G,6-2,175,25,BOS,82,2,VCU,1978 Rnd 3 Pick 20,United States,NBA 1980-1981 Players Information
Tom Henderson,SG,6-3,190,29,HOU,66,6,Hawaii,1974 Rnd 1 Pick 7,United States,NBA 1980-1981 Players Information
Keith Herron,SG,6-6,195,24,DET,80,2,Villanova,1978 Rnd 2 Pick 2,United States,NBA 1980-1981 Players Information
Kenny Higgs,PG,6-0,180,26,DEN,72,1,LSU,1978 Rnd 3 Pick 13,United States,NBA 1980-1981 Players Information
Johnny High,G,6-3,185,23,PHX,81,1,Nevada,1979 Rnd 2 Pick 2,United States,NBA 1980-1981 Players Information
Armond Hill,PG,6-4,190,27,"ATL, SEA",75,4,Princeton,1976 Rnd 1 Pick 9,United States,NBA 1980-1981 Players Information
Brad Holland,SG,6-3,180,24,LAL,41,1,UCLA,1979 Rnd 1 Pick 14,United States,NBA 1980-1981 Players Information
Lionel Hollins,G,6-3,185,27,PHI,82,5,Arizona State,1975 Rnd 1 Pick 6,United States,NBA 1980-1981 Players Information
Cedrick Hordges,PF,6-8,220,24,DEN,68,0,South Carolina,1979 Rnd 3 Pick 5,United States,NBA 1980-1981 Players Information
Phil Hubbard,FC,6-8,215,24,DET,80,1,Michigan,1979 Rnd 1 Pick 15,United States,NBA 1980-1981 Players Information
Kim Hughes,C,6-11,220,28,"CLE, DEN",52,4,Wisconsin,1974 Rnd 3 Pick 9,United States,NBA 1980-1981 Players Information
Geoff Huston,G,6-2,175,23,"CLE, DAL",81,1,Texas Tech,1979 Rnd 3 Pick 6,United States,NBA 1980-1981 Players Information
Dan Issel,FC,6-9,235,32,DEN,80,4,Kentucky,1970 Rnd 8 Pick 3,United States,NBA 1980-1981 Players Information
Tony Jackson,PG,6-0,170,23,LAL,2,0,Florida State,1980 Rnd 4 Pick 18,United States,NBA 1980-1981 Players Information
Abdul Jeelani,PF,6-8,210,27,DAL,66,3,Wisconsin-Parkside,1976 Rnd 3 Pick 16,United States,NBA 1980-1981 Players Information
Clemon Johnson,FC,6-10,240,24,IND,81,2,Florida A&M,1978 Rnd 2 Pick 22,United States,NBA 1980-1981 Players Information
Dennis Johnson,PG,6-4,185,26,PHX,79,4,Pepperdine,1976 Rnd 2 Pick 12,United States,NBA 1980-1981 Players Information
George Johnson,FC,6-7,210,24,IND,43,2,St. John's,1978 Rnd 1 Pick 12,United States,NBA 1980-1981 Players Information
George Johnson,FC,6-11,205,32,SAS,82,9,Dillard,1970 Rnd 5 Pick 11,United States,NBA 1980-1981 Players Information
John Johnson,SF,6-7,200,33,SEA,80,10,Iowa,1970 Rnd 1 Pick 7,United States,NBA 1980-1981 Players Information
"Eddie Johnson, Jr.",G,6-2,180,26,ATL,75,3,Auburn,1977 Rnd 3 Pick 5,United States,NBA 1980-1981 Players Information
Lee Johnson,PF,6-11,205,23,"DET, HOU",12,0,Texas A&M Commerce,1979 Rnd 1 Pick 17,United States,NBA 1980-1981 Players Information
Magic Johnson,PG,6-9,255,21,LAL,37,1,Michigan State,1979 Rnd 1 Pick 1,United States,NBA 1980-1981 Players Information
Marques Johnson,GF,6-7,218,25,MIL,76,3,UCLA,1977 Rnd 1 Pick 3,United States,NBA 1980-1981 Players Information
Mickey Johnson,PF,6-10,190,28,MIL,82,6,Aurora,1974 Rnd 4 Pick 2,United States,NBA 1980-1981 Players Information
Ollie Johnson,SF,6-6,200,31,PHI,41,8,Temple,1972 Rnd 2 Pick 17,United States,NBA 1980-1981 Players Information
Reggie Johnson,F,6-9,205,23,SAS,79,0,Tennessee,1980 Rnd 1 Pick 15,United States,NBA 1980-1981 Players Information
Vinnie Johnson,G,6-2,200,24,SEA,81,1,Baylor,1979 Rnd 1 Pick 7,United States,NBA 1980-1981 Players Information
Bobby Jones,SF,6-9,210,29,PHI,81,4,North Carolina,1974 Rnd 1 Pick 5,United States,NBA 1980-1981 Players Information
Caldwell Jones,FC,6-11,216,30,PHI,81,6,Albany State (GA),1973 Rnd 2 Pick 14,United States,NBA 1980-1981 Players Information
Dwight Jones,FC,6-10,210,29,CHI,81,7,Houston,1973 Rnd 1 Pick 9,United States,NBA 1980-1981 Players Information
Edgar Jones,FC,6-10,225,24,NJN,60,0,Nevada,1979 Rnd 2 Pick 9,United States,NBA 1980-1981 Players Information
Major Jones,F,6-9,225,27,HOU,68,3,Albany State (GA),1976 Rnd 2 Pick 3,United States,NBA 1980-1981 Players Information
Eddie Jordan,PG,6-1,170,26,"LAL, NJN",73,3,Rutgers,1977 Rnd 2 Pick 11,United States,NBA 1980-1981 Players Information
Walter Jordan,F,6-7,198,25,CLE,30,1,Purdue,1978 Rnd 4 Pick 18,United States,NBA 1980-1981 Players Information
Jeff Judkins,SF,6-6,185,24,UTA,62,2,Utah,1978 Rnd 2 Pick 8,United States,NBA 1980-1981 Players Information
Clarence Kea,PF,6-6,218,22,DAL,16,0,Lamar,1980 Rnd 8 Pick 9,United States,NBA 1980-1981 Players Information
Rich Kelley,C,7-0,235,27,PHX,81,5,Stanford,1975 Rnd 1 Pick 7,United States,NBA 1980-1981 Players Information
Greg Kelser,F,6-7,190,23,DET,25,1,Michigan State,1979 Rnd 1 Pick 4,United States,NBA 1980-1981 Players Information
Larry Kenon,PF,6-9,205,28,CHI,77,4,Memphis,1973 Rnd 3 Pick 15,United States,NBA 1980-1981 Players Information
Chad Kinch,SG,6-4,190,22,"CLE, DAL",41,0,Charlotte,1980 Rnd 1 Pick 22,United States,NBA 1980-1981 Players Information
Bernard King,SF,6-7,205,24,GSW,81,3,Tennessee,1977 Rnd 1 Pick 7,United States,NBA 1980-1981 Players Information
Reggie King,F,6-6,225,24,KCK,81,1,Alabama,1979 Rnd 1 Pick 18,United States,NBA 1980-1981 Players Information
Billy Knight,GF,6-6,195,28,IND,82,4,Pittsburgh,1974 Rnd 2 Pick 3,United States,NBA 1980-1981 Players Information
Joel Kramer,FC,6-7,203,25,PHX,82,2,San Diego State,1978 Rnd 3 Pick 19,United States,NBA 1980-1981 Players Information
Wayne Kreklow,SG,6-4,190,24,BOS,25,1,Drake,1979 Rnd 3 Pick 9,United States,NBA 1980-1981 Players Information
Kevin Kunnert,FC,7-0,230,29,POR,55,7,Iowa,1973 Rnd 1 Pick 12,United States,NBA 1980-1981 Players Information
Mitch Kupchak,FC,6-9,230,26,WAS,82,4,North Carolina,1976 Rnd 1 Pick 13,United States,NBA 1980-1981 Players Information
Tom LaGarde,C,6-10,220,26,DAL,82,3,North Carolina,1977 Rnd 1 Pick 9,United States,NBA 1980-1981 Players Information
Sam Lacey,C,6-10,235,32,KCK,82,10,New Mexico State,1970 Rnd 1 Pick 5,United States,NBA 1980-1981 Players Information
Bill Laimbeer,C,6-11,245,23,CLE,81,0,Notre Dame,1979 Rnd 3 Pick 21,United States,NBA 1980-1981 Players Information
John Lambert,C,6-10,225,28,"CLE, KCK",46,5,USC,1975 Rnd 1 Pick 15,United States,NBA 1980-1981 Players Information
Mark Landsberger,FC,6-8,215,25,LAL,69,3,Arizona State,1977 Rnd 2 Pick 13,United States,NBA 1980-1981 Players Information
Bob Lanier,C,6-11,250,32,MIL,66,10,St. Bonaventure,1970 Rnd 1 Pick 1,United States,NBA 1980-1981 Players Information
Ed Lawrence,C,7-0,228,28,DET,3,1,McNeese State,1976 Rnd 5 Pick 16,United States,NBA 1980-1981 Players Information
Allen Leavell,G,6-1,170,23,HOU,79,1,Oklahoma City,1979 Rnd 5 Pick 16,United States,NBA 1980-1981 Players Information
Ron Lee,PG,6-4,193,28,DET,81,4,Oregon,1976 Rnd 1 Pick 10,United States,NBA 1980-1981 Players Information
Ronnie Lester,G,6-2,175,22,CHI,8,0,Iowa,1980 Rnd 1 Pick 10,United States,NBA 1980-1981 Players Information
Scott Lloyd,FC,6-10,230,28,DAL,72,4,Arizona State,1976 Rnd 2 Pick 7,United States,NBA 1980-1981 Players Information
John Long,GF,6-5,195,24,DET,59,2,Detroit-Mercy,1978 Rnd 2 Pick 7,United States,NBA 1980-1981 Players Information
John Lucas,G,6-3,175,27,GSW,65,4,Maryland,1976 Rnd 1 Pick 1,United States,NBA 1980-1981 Players Information
Maurice Lucas,PF,6-9,215,29,NJN,68,4,Marquette,1974 Rnd 1 Pick 14,United States,NBA 1980-1981 Players Information
Oliver Mack,SG,6-3,185,23,"CHI, DAL",65,1,East Carolina,1979 Rnd 2 Pick 3,United States,NBA 1980-1981 Players Information
Kyle Macy,G,6-3,175,23,PHX,82,1,Kentucky,1979 Rnd 1 Pick 22,United States,NBA 1980-1981 Players Information
Rick Mahorn,C,6-10,240,22,WAS,52,0,Hampton,1980 Rnd 2 Pick 12,United States,NBA 1980-1981 Players Information
Moses Malone,C,6-10,215,25,HOU,80,4,Petersburg High School (Virginia),"1975 NBA Draft, Undrafted",United States,NBA 1980-1981 Players Information
Wes Matthews,G,6-1,170,21,"ATL, WAS",79,0,Wisconsin,1980 Rnd 1 Pick 14,United States,NBA 1980-1981 Players Information
Cedric Maxwell,F,6-8,205,25,BOS,81,3,Charlotte,1977 Rnd 1 Pick 12,United States,NBA 1980-1981 Players Information
Scott May,SF,6-7,215,26,CHI,63,4,Indiana,1976 Rnd 1 Pick 2,United States,NBA 1980-1981 Players Information
Bill Mayfield,SF,6-7,205,23,GSW,7,0,Iowa,"1979 NBA Draft, Undrafted",United States,NBA 1980-1981 Players Information
Bob McAdoo,FC,6-9,210,29,"DET, NJN",16,8,North Carolina,1972 Rnd 1 Pick 2,United States,NBA 1980-1981 Players Information
Andre McCarter,G,6-3,190,27,WAS,42,3,UCLA,1975 Rnd 8 Pick 10,United States,NBA 1980-1981 Players Information
Keith McCord,F,-,-,23,WAS,2,0,UAB,1979 Rnd 10 Pick 14,United States,NBA 1980-1981 Players Information
Jim McElroy,PG,6-3,190,27,ATL,54,0,Central Michigan,1975 Rnd 3 Pick 2,United States,NBA 1980-1981 Players Information
George McGinnis,PF,6-8,235,30,IND,69,5,Indiana,1973 Rnd 2 Pick 4,United States,NBA 1980-1981 Players Information
Kevin McHale,PF,6-10,210,23,BOS,82,0,Minnesota,1980 Rnd 1 Pick 3,United States,NBA 1980-1981 Players Information
Billy McKinney,G,6-0,160,25,"DEN, UTH",84,3,Northwestern,1977 Rnd 6 Pick 5,United States,NBA 1980-1981 Players Information
Tom McMillen,PF,6-11,215,28,ATL,79,5,Maryland,1974 Rnd 1 Pick 9,United States,NBA 1980-1981 Players Information
John Mengelt,SG,6-2,195,31,GSW,2,9,Auburn,1971 Rnd 2 Pick 4,United States,NBA 1980-1981 Players Information
Joe C. Meriweather,FC,6-10,215,27,KCK,74,5,Southern Illinois,1975 Rnd 1 Pick 11,United States,NBA 1980-1981 Players Information
Dick Miller,SF,6-6,215,22,"IND, UTH",7,0,Toledo,1980 Rnd 2 Pick 17,United States,NBA 1980-1981 Players Information
Mike Mitchell,F,6-7,215,25,CLE,82,2,Auburn,1978 Rnd 1 Pick 15,United States,NBA 1980-1981 Players Information
Steve Mix,F,6-7,215,33,PHI,72,10,Toledo,1969 Rnd 5 Pick 4,United States,NBA 1980-1981 Players Information
Paul Mokeski,C,7-0,250,24,DET,80,1,Kansas,1979 Rnd 2 Pick 20,United States,NBA 1980-1981 Players Information
Sidney Moncrief,SG,6-3,180,23,MIL,80,1,Arkansas,1979 Rnd 1 Pick 5,United States,NBA 1980-1981 Players Information
Johnny Moore,G,6-1,175,22,SAS,82,1,Texas,1979 Rnd 2 Pick 21,United States,NBA 1980-1981 Players Information
Lowes Moore,PG,6-1,170,23,NJN,71,0,West Virginia,1980 Rnd 3 Pick 6,United States,NBA 1980-1981 Players Information
Calvin Murphy,PG,5-9,165,32,HOU,76,10,Niagara,1970 Rnd 2 Pick 1,United States,NBA 1980-1981 Players Information
Swen Nater,C,6-11,240,31,SDC,82,4,UCLA,1973 Rnd 1 Pick 16,Netherlands,NBA 1980-1981 Players Information
Calvin Natt,F,6-6,220,24,POR,74,1,Louisiana-Monroe,1979 Rnd 1 Pick 8,United States,NBA 1980-1981 Players Information
Kenny Natt,G,6-3,185,22,IND,19,0,Louisiana-Monroe,1980 Rnd 2 Pick 7,United States,NBA 1980-1981 Players Information
Mike Newlin,GF,6-4,200,32,NJN,79,9,Utah,1971 Rnd 2 Pick 7,United States,NBA 1980-1981 Players Information
Carl Nicks,G,6-1,175,22,"DEN, UTH",66,0,Indiana State,1980 Rnd 1 Pick 23,United States,NBA 1980-1981 Players Information
