Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Joe Caldwell,GF,6-5,195,26,STH,79,3,Arizona State,1964 Rnd 1 Pick 2,United States,NBA 1967-1968 Players Information
George Carter,G,6-4,210,24,DET,1,0,St. Bonaventure,1967 Rnd 8 Pick 2,United States,NBA 1967-1968 Players Information
Wilt Chamberlain,C,7-1,265,31,PHI,82,8,Kansas,"1959 NBA Draft, Undrafted",United States,NBA 1967-1968 Players Information
Len Chappell,PF,6-8,240,27,"CIN, DET",67,5,Wake Forest,1962 Rnd 1 Pick 4,United States,NBA 1967-1968 Players Information
Archie Clark,G,6-2,175,26,LAL,81,1,Minnesota,1966 Rnd 4 Pick 7,United States,NBA 1967-1968 Players Information
Barry Clemens,PF,6-6,210,24,CHI,78,2,Ohio Wesleyan,1965 Rnd 3 Pick 2,United States,NBA 1967-1968 Players Information
Larry Costello,PG,6-1,186,36,PHI,28,11,Niagara,1954 Rnd 2 Pick 3,United States,NBA 1967-1968 Players Information
Mel Counts,FC,7-0,230,26,LAL,82,3,Oregon State,1964 Rnd 1 Pick 7,United States,NBA 1967-1968 Players Information
Freddie Crawford,SG,6-4,189,26,"LAL, NYK",69,1,St. Bonaventure,1963 Rnd 8 Pick 1,United States,NBA 1967-1968 Players Information
Billy Cunningham,FC,6-7,210,24,PHI,74,2,North Carolina,1965 Rnd 1 Pick 5,United States,NBA 1967-1968 Players Information
Jim Davis,C,6-9,225,26,STH,50,1,Colorado,1964 Rnd 4 Pick 2,United States,NBA 1967-1968 Players Information
Dave DeBusschere,F,6-6,220,27,DET,80,5,Detroit-Mercy,"1962 NBA Draft, Undrafted",United States,NBA 1967-1968 Players Information
Connie Dierking,C,6-9,222,31,CIN,81,6,Cincinnati,1958 Rnd 1 Pick 5,United States,NBA 1967-1968 Players Information
Bill Dinwiddie,F,6-7,220,24,CIN,66,0,New Mexico Highlands,"1966 NBA Draft, Undrafted",United States,NBA 1967-1968 Players Information
Terry Dischinger,GF,6-7,189,27,DET,78,3,Purdue,1962 Rnd 2 Pick 1,United States,NBA 1967-1968 Players Information
Sonny Dove,F,6-7,198,22,DET,28,0,St. John's,1967 Rnd 1 Pick 4,United States,NBA 1967-1968 Players Information
Johnny Egan,PG,5-11,180,29,WAS,67,6,Providence,1961 Rnd 2 Pick 3,United States,NBA 1967-1968 Players Information
Joe Ellis,F,6-6,175,23,GSW,49,1,San Francisco,1966 Rnd 2 Pick 3,United States,NBA 1967-1968 Players Information
Leroy Ellis,FC,6-10,210,27,WAS,78,5,St. John's,1962 Rnd 1 Pick 6,United States,NBA 1967-1968 Players Information
Wayne Embry,C,6-8,240,30,BOS,78,9,Miami (OH),1958 Rnd 3 Pick 7,United States,NBA 1967-1968 Players Information
Keith Erickson,GF,6-5,195,23,CHI,78,2,UCLA,1965 Rnd 3 Pick 1,United States,NBA 1967-1968 Players Information
Bob Ferry,FC,6-8,230,30,WAS,59,8,Saint Louis,"1959 NBA Draft, Undrafted",United States,NBA 1967-1968 Players Information
Ron Filipek,,-,-,24,PHI,18,0,Tennessee Tech,1967 Rnd 9 Pick 9,United States,NBA 1967-1968 Players Information
Hank Finkel,C,7-0,240,25,SDR,53,1,Dayton,1964 Rnd 4 Pick 5,United States,NBA 1967-1968 Players Information
Jim Fox,C,6-10,230,24,"CIN, DET",53,0,South Carolina,1965 Rnd 8 Pick 6,United States,NBA 1967-1968 Players Information
Walt Frazier,PG,6-4,200,22,NYK,74,0,Southern Illinois,1967 Rnd 1 Pick 5,United States,NBA 1967-1968 Players Information
Dave Gambee,F,6-6,215,30,SDR,80,9,Oregon State,1958 Rnd 1 Pick 6,United States,NBA 1967-1968 Players Information
Gail Goodrich,G,6-1,170,24,LAL,78,2,UCLA,"1965 NBA Draft, Undrafted",United States,NBA 1967-1968 Players Information
Mal Graham,G,6-1,185,23,BOS,49,0,New York,1967 Rnd 1 Pick 11,United States,NBA 1967-1968 Players Information
Gary Gray,SG,6-1,185,23,CIN,43,0,Oklahoma City,1967 Rnd 3 Pick 7,United States,NBA 1967-1968 Players Information
Johnny Green,SF,6-5,200,34,"PHL, SDR",77,8,Michigan State,1959 Rnd 1 Pick 5,United States,NBA 1967-1968 Players Information
Hal Greer,G,6-2,175,31,PHI,82,9,Marshall,1958 Rnd 2 Pick 6,United States,NBA 1967-1968 Players Information
Matt Guokas,GF,6-5,175,24,PHI,81,1,Saint Joseph's,1966 Rnd 1 Pick 9,United States,NBA 1967-1968 Players Information
Happy Hairston,F,6-7,225,25,"CIN, DET",73,3,NYU,1964 Rnd 4 Pick 8,United States,NBA 1967-1968 Players Information
Dennis Hamilton,PF,6-8,210,23,LAL,44,0,Arizona State,"1966 NBA Draft, Undrafted",United States,NBA 1967-1968 Players Information
Reggie Harding,C,7-0,249,25,CHI,14,3, ,1962 Rnd 4 Pick 4,United States,NBA 1967-1968 Players Information
Clem Haskins,PG,6-3,195,24,CHI,76,0,Western Kentucky,1967 Rnd 1 Pick 3,United States,NBA 1967-1968 Players Information
John Havlicek,GF,6-5,200,27,BOS,82,3,Ohio State,1962 Rnd 1 Pick 7,United States,NBA 1967-1968 Players Information
Tom Hawkins,F,6-5,210,31,LAL,78,8,Notre Dame,1959 Rnd 1 Pick 3,United States,NBA 1967-1968 Players Information
Fred Hetzel,F,6-8,220,25,GSW,77,2,Davidson,1965 Rnd 1 Pick 1,United States,NBA 1967-1968 Players Information
Bailey Howell,SF,6-7,210,31,BOS,82,8,Mississippi State,1959 Rnd 1 Pick 2,United States,NBA 1967-1968 Players Information
Lou Hudson,GF,6-5,210,23,STH,45,1,Minnesota,1966 Rnd 1 Pick 4,United States,NBA 1967-1968 Players Information
Darrall Imhoff,C,6-10,220,29,LAL,82,7,California,1960 Rnd 1 Pick 3,United States,NBA 1967-1968 Players Information
Al Jackson,G,6-1,185,24,CIN,2,0,Wilberforce,"1967 NBA Draft, Undrafted",United States,NBA 1967-1968 Players Information
Luke Jackson,FC,6-9,240,26,PHI,82,3,Texas-RGV,1964 Rnd 1 Pick 4,United States,NBA 1967-1968 Players Information
Phil Jackson,PF,6-8,220,22,NYK,74,0,North Dakota,1967 Rnd 2 Pick 5,United States,NBA 1967-1968 Players Information
Gus Johnson,FC,6-6,230,29,WAS,60,4,Idaho,1963 Rnd 2 Pick 2,United States,NBA 1967-1968 Players Information
Neil Johnson,F,6-7,220,24,NYK,44,1,Creighton,1966 Rnd 2 Pick 5,United States,NBA 1967-1968 Players Information
Johnny Jones,SF,6-7,205,24,BOS,50,0,Cal State Los Angeles,"1967 NBA Draft, Undrafted",United States,NBA 1967-1968 Players Information
Nick Jones,G,6-2,190,22,SDR,42,0,Oregon,1967 Rnd 3 Pick 12,United States,NBA 1967-1968 Players Information
Sam Jones,GF,6-4,198,34,BOS,73,10,North Carolina Central,1956 Rnd 8 Pick 3,United States,NBA 1967-1968 Players Information
Wali Jones,G,6-2,180,26,PHI,77,3,Villanova,1964 Rnd 3 Pick 2,United States,NBA 1967-1968 Players Information
Toby Kimball,PF,6-6,220,25,SDR,80,1,UConn,1965 Rnd 3 Pick 9,United States,NBA 1967-1968 Players Information
Jim King,G,6-2,175,27,GSW,54,4,Tulsa,1963 Rnd 2 Pick 5,United States,NBA 1967-1968 Players Information
Don Kojis,SF,6-3,202,29,SDR,69,4,Marquette,1961 Rnd 2 Pick 12,United States,NBA 1967-1968 Players Information
Howard Komives,PG,6-1,185,26,NYK,78,3,Bowling Green,1964 Rnd 2 Pick 6,United States,NBA 1967-1968 Players Information
Tommy Kron,G,6-5,200,25,SEA,76,1,Kentucky,1966 Rnd 3 Pick 4,United States,NBA 1967-1968 Players Information
Rudy LaRusso,FC,6-7,220,30,GSW,79,8,Dartmouth,1959 Rnd 2 Pick 4,United States,NBA 1967-1968 Players Information
Dave Lattin,PF,6-6,225,24,GSW,39,0,UTEP,1967 Rnd 1 Pick 10,United States,NBA 1967-1968 Players Information
Clyde Lee,FC,6-10,205,23,GSW,82,1,Vanderbilt,1966 Rnd 1 Pick 3,United States,NBA 1967-1968 Players Information
George Lee,G,6-3,-,31,GSW,10,6,Michigan,1959 Rnd 4 Pick 2,United States,NBA 1967-1968 Players Information
George Lehmann,G,6-0,180,25,STH,53,0,Campbell,"1967 NBA Draft, Undrafted",United States,NBA 1967-1968 Players Information
Bobby Lewis,SG,6-3,175,22,GSW,36,0,North Carolina,1967 Rnd 4 Pick 8,United States,NBA 1967-1968 Players Information
Paul Long,SG,6-2,180,24,DET,14,0,Wake Forest,1966 Rnd 15 Pick 1,United States,NBA 1967-1968 Players Information
Plummer Lott,GF,6-5,210,22,SEA,42,0,Seattle,1967 Rnd 5 Pick 11,United States,NBA 1967-1968 Players Information
Kevin Loughery,SG,6-3,190,27,WAS,77,5,St. John's,1961 Rnd 11 Pick 1,United States,NBA 1967-1968 Players Information
Bob Love,F,6-8,215,25,CIN,72,1,Southern,1965 Rnd 4 Pick 7,United States,NBA 1967-1968 Players Information
Jerry Lucas,FC,6-8,230,27,CIN,82,4,Ohio State,"1962 NBA Draft, Undrafted",United States,NBA 1967-1968 Players Information
Ed Manning,F,6-7,210,24,WAS,67,0,Jackson State,1967 Rnd 8 Pick 1,United States,NBA 1967-1968 Players Information
Jack Marin,GF,6-7,200,23,WAS,82,1,Duke,1966 Rnd 1 Pick 5,United States,NBA 1967-1968 Players Information
Jon McGlocklin,GF,6-5,205,24,SDR,65,2,Indiana,1965 Rnd 3 Pick 7,United States,NBA 1967-1968 Players Information
Stan McKenzie,GF,6-5,195,23,WAS,50,0,NYU,1966 Rnd 11 Pick 3,United States,NBA 1967-1968 Players Information
McCoy McLemore,SF,6-7,230,25,CHI,76,3,Drake,1964 Rnd 3 Pick 7,United States,NBA 1967-1968 Players Information
Bill Melchionni,PG,6-1,165,23,PHI,71,1,Villanova,1966 Rnd 2 Pick 9,United States,NBA 1967-1968 Players Information
Tom Meschery,F,6-6,215,29,SEA,82,6,Saint Mary's,1961 Rnd 1 Pick 7,China,NBA 1967-1968 Players Information
Eddie Miles,SG,6-4,195,27,DET,76,4,Seattle,1963 Rnd 1 Pick 4,United States,NBA 1967-1968 Players Information
Jay Miller,SF,6-5,205,24,STH,8,0,Notre Dame,"1965 NBA Draft, Undrafted",United States,NBA 1967-1968 Players Information
Earl Monroe,G,6-3,185,23,WAS,82,0,Winston-Salem State,1967 Rnd 1 Pick 2,United States,NBA 1967-1968 Players Information
Erwin Mueller,FC,6-8,230,23,"CHI, LAL",74,1,San Francisco,1966 Rnd 2 Pick 10,United States,NBA 1967-1968 Players Information
Jeff Mullins,GF,6-4,190,25,GSW,79,3,Duke,1964 Rnd 1 Pick 5,United States,NBA 1967-1968 Players Information
Dorie Murrey,PF,6-8,215,24,SEA,81,1,Detroit-Mercy,1966 Rnd 2 Pick 2,United States,NBA 1967-1968 Players Information
Don Nelson,F,6-6,210,27,BOS,82,5,Iowa,1962 Rnd 3 Pick 1,United States,NBA 1967-1968 Players Information
Don Ohl,SG,6-3,190,31,"STH, WAS",70,7,Illinois,1958 Rnd 5 Pick 5,United States,NBA 1967-1968 Players Information
Bud Olsen,PF,6-8,220,27,SEA,71,5,Louisville,1962 Rnd 2 Pick 6,United States,NBA 1967-1968 Players Information
George Patterson,C,6-8,230,28,DET,58,0,Toledo,1961 Rnd 12 Pick 2,United States,NBA 1967-1968 Players Information
Willis Reed,FC,6-9,240,25,NYK,81,3,Grambling State,1964 Rnd 2 Pick 1,United States,NBA 1967-1968 Players Information
Jim Reid,F,6-6,210,22,PHI,6,0,Winston-Salem State,1967 Rnd 5 Pick 10,United States,NBA 1967-1968 Players Information
Pat Riley,SG,6-4,205,22,SDR,80,0,Kentucky,1967 Rnd 1 Pick 7,United States,NBA 1967-1968 Players Information
Oscar Robertson,G,6-5,220,29,CIN,65,7,Cincinnati,1960 Rnd 1 Pick 1,United States,NBA 1967-1968 Players Information
Flynn Robinson,G,6-1,185,26,"CHI, CIN",74,1,Wyoming,1965 Rnd 2 Pick 7,United States,NBA 1967-1968 Players Information
Guy Rodgers,PG,6-0,185,32,"CHI, CIN",78,9,Temple,"1958 NBA Draft, Undrafted",United States,NBA 1967-1968 Players Information
Bob Rule,FC,6-9,220,23,SEA,82,0,Colorado State,1967 Rnd 2 Pick 7,United States,NBA 1967-1968 Players Information
Bill Russell,C,6-10,215,34,BOS,78,11,San Francisco,1956 Rnd 1 Pick 2,United States,NBA 1967-1968 Players Information
Cazzie Russell,GF,6-5,218,23,NYK,82,1,Michigan,1966 Rnd 1 Pick 1,United States,NBA 1967-1968 Players Information
Satch Sanders,PF,6-6,210,29,BOS,78,7,NYU,1960 Rnd 1 Pick 8,United States,NBA 1967-1968 Players Information
Dave Schellhase,PG,6-3,205,23,CHI,40,1,Purdue,1966 Rnd 1 Pick 10,United States,NBA 1967-1968 Players Information
Ray Scott,FC,6-9,215,29,WAS,81,6,Allentown (United States),1961 Rnd 1 Pick 4,United States,NBA 1967-1968 Players Information
Larry Siegfried,G,6-3,190,28,BOS,62,4,Ohio State,1961 Rnd 1 Pick 3,United States,NBA 1967-1968 Players Information
Paul Silas,PF,6-7,225,24,STH,82,3,Creighton,1964 Rnd 2 Pick 3,United States,NBA 1967-1968 Players Information
Jerry Sloan,GF,6-5,195,25,CHI,77,2,Evansville,1964 Rnd 3 Pick 3,United States,NBA 1967-1968 Players Information
Adrian Smith,PG,6-1,180,31,CIN,82,6,Kentucky,1958 Rnd 15 Pick 1,United States,NBA 1967-1968 Players Information
Dick Snyder,GF,6-5,207,24,STH,74,1,Davidson,1966 Rnd 2 Pick 4,United States,NBA 1967-1968 Players Information
Craig Spitzer,C,7-0,225,22,CHI,9,0,Tulane,"1967 NBA Draft, Undrafted",United States,NBA 1967-1968 Players Information
Joe Strawder,C,6-10,235,27,DET,74,2,Bradley,1964 Rnd 4 Pick 9,United States,NBA 1967-1968 Players Information
Tom Thacker,G,6-2,170,28,BOS,65,3,Cincinnati,"1963 NBA Draft, Undrafted",United States,NBA 1967-1968 Players Information
Rod Thorn,G,6-4,195,26,SEA,66,4,West Virginia,1963 Rnd 1 Pick 2,United States,NBA 1967-1968 Players Information
Nate Thurmond,FC,6-11,225,26,GSW,51,5,Bowling Green,1963 Rnd 1 Pick 3,United States,NBA 1967-1968 Players Information
Gene Tormohlen,FC,6-8,230,30,STH,75,4,Tennessee,1959 Rnd 2 Pick 5,United States,NBA 1967-1968 Players Information
John Tresvant,PF,6-7,215,28,"CIN, DET",85,3,Seattle,1964 Rnd 5 Pick 6,United States,NBA 1967-1968 Players Information
Al Tucker,SF,6-8,190,25,SEA,82,0,Oklahoma Baptist,1967 Rnd 1 Pick 6,United States,NBA 1967-1968 Players Information
Bill Turner,F,6-7,220,24,GSW,37,0,Akron,1966 Rnd 9 Pick 1,United States,NBA 1967-1968 Players Information
Dick Van Arsdale,GF,6-5,210,25,NYK,78,2,Indiana,1965 Rnd 2 Pick 2,United States,NBA 1967-1968 Players Information
Tom Van Arsdale,GF,6-5,202,25,"CIN, DET",76,2,Indiana,1965 Rnd 2 Pick 3,United States,NBA 1967-1968 Players Information
Chet Walker,F,6-6,212,28,PHI,82,5,Bradley,1962 Rnd 2 Pick 5,United States,NBA 1967-1968 Players Information
Jimmy Walker,SG,6-3,195,23,DET,81,0,Providence,1967 Rnd 1 Pick 1,United States,NBA 1967-1968 Players Information
Jim Ware,F,6-7,210,23,SDR,29,1,Oklahoma City,1966 Rnd 3 Pick 6,United States,NBA 1967-1968 Players Information
Bob Warlick,SG,6-5,200,26,GSW,67,2,Pepperdine,"1963 NBA Draft, Undrafted",United States,NBA 1967-1968 Players Information
Jim Washington,PF,6-6,210,24,CHI,82,2,Villanova,1965 Rnd 1 Pick 6,United States,NBA 1967-1968 Players Information
Bob Weiss,SG,6-2,180,25,SEA,81,2,Penn State,1965 Rnd 3 Pick 5,United States,NBA 1967-1968 Players Information
Rick Weitzman,G,6-2,175,21,BOS,24,0,Northeastern,1967 Rnd 10 Pick 8,United States,NBA 1967-1968 Players Information
Walt Wesley,C,6-11,220,23,CIN,65,1,Kansas,1966 Rnd 1 Pick 6,United States,NBA 1967-1968 Players Information
Jerry West,SG,6-2,185,29,LAL,51,7,West Virginia,1960 Rnd 1 Pick 2,United States,NBA 1967-1968 Players Information
Roland West,GF,6-4,178,23,WAS,4,0,Cincinnati,1966 Rnd 8 Pick 5,United States,NBA 1967-1968 Players Information
John Wetzel,GF,6-5,190,23,LAL,38,0,Virginia Tech,1966 Rnd 8 Pick 7,United States,NBA 1967-1968 Players Information
Ken Wilburn,F,6-6,195,23,CHI,3,0,Central State,1966 Rnd 4 Pick 9,United States,NBA 1967-1968 Players Information
Lenny Wilkens,PG,6-1,180,30,STH,82,7,Providence,1960 Rnd 1 Pick 6,United States,NBA 1967-1968 Players Information
Art Williams,PG,6-1,180,28,SDR,78,0,Cal Poly - Pomona,"1967 NBA Draft, Undrafted",United States,NBA 1967-1968 Players Information
Jiff Wilson,FC,6-8,225,25,SEA,77,3,Cincinnati,"1964 NBA Draft, Undrafted",United States,NBA 1967-1968 Players Information
Tom Workman,F,6-7,218,23,"STH, WAS",20,0,Seattle,1967 Rnd 1 Pick 8,United States,NBA 1967-1968 Players Information
