Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Al Attles,PG,6-0,175,26,GSW,71,2,North Carolina A&T,1960 Rnd 5 Pick 7,United States,NBA 1962-1963 Players Information
Dick Barnett,SG,6-4,190,26,LAL,80,2,Tennessee State,1959 Rnd 1 Pick 4,United States,NBA 1962-1963 Players Information
John Barnhill,G,6-1,180,24,STH,77,0,Tennessee State,1959 Rnd 11 Pick 6,United States,NBA 1962-1963 Players Information
Elgin Baylor,F,6-5,225,28,LAL,80,4,Seattle,1956 Rnd 14 Pick 2,United States,NBA 1962-1963 Players Information
Zelmo Beaty,FC,6-9,225,23,STH,80,0,Prairie View A&M,1962 Rnd 1 Pick 3,United States,NBA 1962-1963 Players Information
Walt Bellamy,C,6-11,225,23,CHI,80,1,Indiana,1961 Rnd 1 Pick 1,United States,NBA 1962-1963 Players Information
Al Bianchi,G,6-3,185,30,SYR,61,6,Bowling Green,1954 Rnd 2 Pick 9,United States,NBA 1962-1963 Players Information
Bucky Bockhorn,G,6-4,195,29,CIN,80,4,Dayton,1958 Rnd 3 Pick 2,United States,NBA 1962-1963 Players Information
Bob Boozer,PF,6-8,215,25,CIN,79,2,Kansas State,1959 Rnd 1 Pick 1,United States,NBA 1962-1963 Players Information
Bill Bridges,FC,6-6,228,23,STH,26,0,Kansas,1961 Rnd 3 Pick 9,United States,NBA 1962-1963 Players Information
Joe Buckhalter,PF,6-7,210,25,CIN,3,1,Tennessee State,1958 Rnd 12 Pick 4,United States,NBA 1962-1963 Players Information
Cleveland Buckner,FC,6-9,210,24,NYK,6,1,Jackson State,1961 Rnd 6 Pick 1,United States,NBA 1962-1963 Players Information
Dave Budd,SF,6-6,205,24,NYK,78,2,Wake Forest,1960 Rnd 2 Pick 2,United States,NBA 1962-1963 Players Information
Donnie Butcher,G,6-2,200,27,NYK,67,1,Pikeville,1961 Rnd 7 Pick 1,United States,NBA 1962-1963 Players Information
Al Butler,G,6-2,175,24,NYK,74,1,Niagara,1961 Rnd 2 Pick 8,United States,NBA 1962-1963 Players Information
Barney Cable,F,6-7,175,27,"CHI, STH",60,4,Bradley,1958 Rnd 2 Pick 3,United States,NBA 1962-1963 Players Information
Wilt Chamberlain,C,7-1,265,26,GSW,80,3,Kansas,"1959 NBA Draft, Undrafted",United States,NBA 1962-1963 Players Information
Len Chappell,PF,6-8,240,22,SYR,80,0,Wake Forest,1962 Rnd 1 Pick 4,United States,NBA 1962-1963 Players Information
Gene Conley,PF,6-8,225,32,NYK,70,4,Washington State,1952 Rnd 10 Pick 4,United States,NBA 1962-1963 Players Information
Larry Costello,PG,6-1,186,31,SYR,78,7,Niagara,1954 Rnd 2 Pick 3,United States,NBA 1962-1963 Players Information
Bob Cousy,PG,6-1,175,34,BOS,76,12,Holy Cross,"1950 NBA Draft, Undrafted",United States,NBA 1962-1963 Players Information
Johnny Cox,G,6-4,185,26,CHI,72,0,Kentucky,1958 Rnd 4 Pick 4,United States,NBA 1962-1963 Players Information
Dave DeBusschere,F,6-6,220,22,DET,79,0,Detroit-Mercy,"1962 NBA Draft, Undrafted",United States,NBA 1962-1963 Players Information
Terry Dischinger,GF,6-7,189,22,CHI,57,0,Purdue,1962 Rnd 2 Pick 1,United States,NBA 1962-1963 Players Information
Danny Doyle,PF,6-8,200,23,DET,4,0,Belmont Abbey,1961 Rnd 5 Pick 3,United States,NBA 1962-1963 Players Information
Bob Duffy,G,6-3,165,22,STH,41,0,Colgate,1962 Rnd 2 Pick 3,United States,NBA 1962-1963 Players Information
Walter Dukes,C,7-0,220,32,DET,62,7,Seton Hall,"1953 NBA Draft, Undrafted",United States,NBA 1962-1963 Players Information
Johnny Egan,PG,5-11,180,24,DET,46,1,Providence,1961 Rnd 2 Pick 3,United States,NBA 1962-1963 Players Information
Leroy Ellis,FC,6-10,210,22,LAL,79,0,St. John's,1962 Rnd 1 Pick 6,United States,NBA 1962-1963 Players Information
Wayne Embry,C,6-8,240,25,CIN,75,4,Miami (OH),1958 Rnd 3 Pick 7,United States,NBA 1962-1963 Players Information
Mike Farmer,F,6-7,210,26,STH,78,3,San Francisco,1958 Rnd 1 Pick 3,United States,NBA 1962-1963 Players Information
Dave Fedor,F,6-6,190,22,GSW,7,0,Florida State,1962 Rnd 3 Pick 7,United States,NBA 1962-1963 Players Information
Al Ferrari,G,6-2,190,29,CHI,18,5,Michigan State,1955 Rnd 3 Pick 1,United States,NBA 1962-1963 Players Information
Bob Ferry,FC,6-8,230,25,DET,79,3,Saint Louis,"1959 NBA Draft, Undrafted",United States,NBA 1962-1963 Players Information
Jack Foley,G,6-3,170,23,"BOS, NYK",11,0,Holy Cross,1962 Rnd 2 Pick 9,United States,NBA 1962-1963 Players Information
Dave Gambee,F,6-6,215,25,SYR,60,4,Oregon State,1958 Rnd 1 Pick 6,United States,NBA 1962-1963 Players Information
