Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Anthony Bowie,GF,6-6,190,26,HOU,66,3,Oklahoma,1986 Rnd 3 Pick 19,United States,NBA 1989-1990 Players Information
Sam Bowie,C,7-1,235,28,NJN,68,5,Kentucky,1984 Rnd 1 Pick 2,United States,NBA 1989-1990 Players Information
Adrian Branch,GF,6-7,185,26,MIN,11,4,Maryland,1985 Rnd 2 Pick 22,United States,NBA 1989-1990 Players Information
Randy Breuer,C,7-3,230,29,"MIL, MIN",81,6,Minnesota,1983 Rnd 1 Pick 18,United States,NBA 1989-1990 Players Information
Frank Brickowski,PF,6-9,240,30,SAS,78,5,Penn State,1981 Rnd 3 Pick 11,United States,NBA 1989-1990 Players Information
Scott Brooks,PG,5-11,165,24,PHI,72,2,UC Irvine,"1987 NBA Draft, Undrafted",United States,NBA 1989-1990 Players Information
Chucky Brown,SF,6-7,214,22,CLE,75,0,NC State,1989 Rnd 2 Pick 16,United States,NBA 1989-1990 Players Information
Mike Brown,PF,6-9,257,26,UTA,82,3,Georgetown,1985 Rnd 3 Pick 22,United States,NBA 1989-1990 Players Information
Raymond Brown,PF,6-8,220,24,UTA,16,0,Idaho,"1989 NBA Draft, Undrafted",United States,NBA 1989-1990 Players Information
Tony Brown,GF,6-6,185,29,MIL,61,7,Arkansas,1982 Rnd 4 Pick 13,United States,NBA 1989-1990 Players Information
Stanley Brundy,F,6-6,210,22,NJN,16,0,DePaul,1989 Rnd 2 Pick 5,United States,NBA 1989-1990 Players Information
Mark Bryant,PF,6-9,245,24,POR,58,1,Seton Hall,1988 Rnd 1 Pick 21,United States,NBA 1989-1990 Players Information
Torgeir Bryn,FC,6-9,250,25,LAC,3,0,Texas State,"1989 NBA Draft, Undrafted",Norway,NBA 1989-1990 Players Information
Steve Bucknall,GF,6-6,215,23,LAL,18,0,North Carolina,"1989 NBA Draft, Undrafted",England,NBA 1989-1990 Players Information
Greg Butler,C,6-11,240,23,NYK,13,1,Stanford,1988 Rnd 2 Pick 12,United States,NBA 1989-1990 Players Information
Michael Cage,PF,6-9,224,28,SEA,82,5,San Diego State,1984 Rnd 1 Pick 14,United States,NBA 1989-1990 Players Information
Adrian Caldwell,PF,6-8,265,23,HOU,51,0,Lamar,"1989 NBA Draft, Undrafted",United States,NBA 1989-1990 Players Information
Tony Campbell,GF,6-7,215,27,MIN,82,5,Ohio State,1984 Rnd 1 Pick 20,United States,NBA 1989-1990 Players Information
Rick Carlisle,G,6-5,210,30,NJN,5,5,Virginia,1984 Rnd 3 Pick 23,United States,NBA 1989-1990 Players Information
Antoine Carr,PF,6-9,225,28,"ATL, SAC",77,5,Wichita State,1983 Rnd 1 Pick 8,United States,NBA 1989-1990 Players Information
Joe Barry Carroll,FC,7-0,225,31,"DEN, NJN",76,8,Purdue,1980 Rnd 1 Pick 1,United States,NBA 1989-1990 Players Information
Bill Cartwright,C,7-1,245,32,CHI,71,10,San Francisco,1979 Rnd 1 Pick 3,United States,NBA 1989-1990 Players Information
Terry Catledge,F,6-8,220,26,ORL,74,4,South Alabama,1985 Rnd 1 Pick 21,United States,NBA 1989-1990 Players Information
Tom Chambers,PF,6-10,220,30,PHX,81,8,Utah,1981 Rnd 1 Pick 8,United States,NBA 1989-1990 Players Information
Rex Chapman,SG,6-4,185,22,CHA,54,1,Kentucky,1988 Rnd 1 Pick 8,United States,NBA 1989-1990 Players Information
Mo Cheeks,PG,6-1,180,33,"NYK, SAN",81,11,West Texas A&M,1978 Rnd 2 Pick 14,United States,NBA 1989-1990 Players Information
Derrick Chievous,F,6-7,185,22,"CLE, HOU",55,1,Missouri,1988 Rnd 1 Pick 16,United States,NBA 1989-1990 Players Information
Ben Coleman,F,6-9,235,28,MIL,22,4,Maryland,1984 Rnd 2 Pick 13,United States,NBA 1989-1990 Players Information
Steve Colter,G,6-3,165,27,WAS,73,5,New Mexico State,1984 Rnd 2 Pick 9,United States,NBA 1989-1990 Players Information
Lester Conner,G,6-4,180,30,NJN,82,6,Oregon State,1982 Rnd 1 Pick 14,United States,NBA 1989-1990 Players Information
Michael Cooper,SG,6-5,170,33,LAL,80,11,New Mexico,1978 Rnd 3 Pick 16,United States,NBA 1989-1990 Players Information
Wayne Cooper,FC,6-10,220,33,POR,79,11,New Orleans,1978 Rnd 2 Pick 18,United States,NBA 1989-1990 Players Information
Lanard Copeland,G,6-6,190,24,PHI,23,0,Georgia State,"1989 NBA Draft, Undrafted",United StatesAustralia,NBA 1989-1990 Players Information
Tyrone Corbin,F,6-6,210,27,MIN,82,4,DePaul,1985 Rnd 2 Pick 11,United States,NBA 1989-1990 Players Information
Dave Corzine,C,6-11,250,33,ORL,6,11,DePaul,1978 Rnd 1 Pick 18,United States,NBA 1989-1990 Players Information
Pat Cummings,FC,6-9,230,33,MIA,37,11,Cincinnati,1978 Rnd 3 Pick 15,United States,NBA 1989-1990 Players Information
Terry Cummings,PF,6-9,220,28,SAS,81,7,DePaul,1982 Rnd 1 Pick 2,United States,NBA 1989-1990 Players Information
Dell Curry,SG,6-4,190,25,CHA,67,3,Virginia Tech,1986 Rnd 1 Pick 15,United States,NBA 1989-1990 Players Information
Quintin Dailey,G,6-3,180,29,SEA,30,7,San Francisco,1982 Rnd 1 Pick 7,United States,NBA 1989-1990 Players Information
Adrian Dantley,SF,6-5,208,34,DAL,45,13,Notre Dame,1976 Rnd 1 Pick 6,United States,NBA 1989-1990 Players Information
Brad Daugherty,C,7-0,245,24,CLE,41,3,North Carolina,1986 Rnd 1 Pick 1,United States,NBA 1989-1990 Players Information
Brad Davis,G,6-3,180,34,DAL,73,12,Maryland,1977 Rnd 1 Pick 15,United States,NBA 1989-1990 Players Information
Charles Davis,F,6-7,215,31,CHI,53,7,Vanderbilt,1981 Rnd 2 Pick 12,United States,NBA 1989-1990 Players Information
Terry Davis,F,6-9,225,22,MIA,63,0,Virginia Union,"1989 NBA Draft, Undrafted",United States,NBA 1989-1990 Players Information
Walter Davis,GF,6-6,193,35,DEN,69,12,North Carolina,1977 Rnd 1 Pick 5,United States,NBA 1989-1990 Players Information
Johnny Dawkins,G,6-2,165,26,PHI,81,3,Duke,1986 Rnd 1 Pick 10,United States,NBA 1989-1990 Players Information
Vinny Del Negro,SG,6-4,185,23,SAC,76,1,NC State,1988 Rnd 2 Pick 4,United States,NBA 1989-1990 Players Information
Byron Dinkins,G,6-1,170,22,HOU,33,0,Charlotte,"1989 NBA Draft, Undrafted",United States,NBA 1989-1990 Players Information
Vlade Divac,C,7-1,260,22,LAL,82,0,KK Partizan (Serbia),1989 Rnd 1 Pick 26,Serbia,NBA 1989-1990 Players Information
James Donaldson,C,7-2,275,32,DAL,73,9,Washington State,1979 Rnd 4 Pick 7,England,NBA 1989-1990 Players Information
Sherman Douglas,PG,6-0,180,23,MIA,81,0,Syracuse,1989 Rnd 2 Pick 1,United States,NBA 1989-1990 Players Information
Terry Dozier,F,6-9,210,23,CHA,9,0,South Carolina,"1989 NBA Draft, Undrafted",United States,NBA 1989-1990 Players Information
Greg Dreiling,C,7-1,250,26,IND,49,3,Kansas,1986 Rnd 2 Pick 2,United States,NBA 1989-1990 Players Information
Larry Drew,G,6-1,170,31,LAL,80,8,Missouri,1980 Rnd 1 Pick 17,United States,NBA 1989-1990 Players Information
Clyde Drexler,SG,6-7,210,27,POR,73,6,Houston,1983 Rnd 1 Pick 14,United States,NBA 1989-1990 Players Information
Kevin Duckworth,C,7-0,275,25,POR,82,3,Eastern Illinois,1986 Rnd 2 Pick 9,United States,NBA 1989-1990 Players Information
Chris Dudley,C,6-11,235,25,"CLE, NJN",64,2,Yale,1987 Rnd 4 Pick 6,United States,NBA 1989-1990 Players Information
Joe Dumars,SG,6-3,190,26,DET,75,4,McNeese State,1985 Rnd 1 Pick 18,United States,NBA 1989-1990 Players Information
"Mike Dunleavy, Sr.",G,6-3,180,35,MIL,5,10,South Carolina,1976 Rnd 6 Pick 13,United States,NBA 1989-1990 Players Information
T.R. Dunn,G,6-4,192,35,DEN,65,12,Alabama,1977 Rnd 2 Pick 19,United States,NBA 1989-1990 Players Information
Ledell Eackles,SG,6-5,220,23,WAS,78,1,New Orleans,1988 Rnd 2 Pick 11,United States,NBA 1989-1990 Players Information
Mark Eaton,C,7-4,275,33,UTA,82,7,UCLA,1979 Rnd 5 Pick 19,United States,NBA 1989-1990 Players Information
Blue Edwards,SG,6-4,200,24,UTA,82,0,East Carolina,1989 Rnd 1 Pick 21,United States,NBA 1989-1990 Players Information
James Edwards,C,7-0,225,34,DET,82,12,Washington,1977 Rnd 3 Pick 2,United States,NBA 1989-1990 Players Information
Jay Edwards,SG,6-4,185,21,LAC,4,0,Indiana,1989 Rnd 2 Pick 6,United States,NBA 1989-1990 Players Information
Kevin Edwards,PG,6-3,190,24,MIA,78,1,DePaul,1988 Rnd 1 Pick 20,United States,NBA 1989-1990 Players Information
Craig Ehlo,SG,6-6,180,28,CLE,81,6,Washington State,1983 Rnd 3 Pick 1,United States,NBA 1989-1990 Players Information
Sean Elliott,SF,6-8,205,22,SAS,81,0,Arizona,1989 Rnd 1 Pick 3,United States,NBA 1989-1990 Players Information
Dale Ellis,GF,6-7,205,29,SEA,55,6,Tennessee,1983 Rnd 1 Pick 9,United States,NBA 1989-1990 Players Information
Pervis Ellison,C,6-9,210,22,SAC,34,0,Louisville,1989 Rnd 1 Pick 1,United States,NBA 1989-1990 Players Information
Alex English,SF,6-7,190,36,DEN,80,13,South Carolina,1976 Rnd 2 Pick 6,United States,NBA 1989-1990 Players Information
Patrick Ewing,C,7-0,240,27,NYK,82,4,Georgetown,1985 Rnd 1 Pick 1,United StatesJamaica,NBA 1989-1990 Players Information
Jim Farmer,G,6-4,190,25,SEA,38,2,Alabama,1987 Rnd 1 Pick 20,United States,NBA 1989-1990 Players Information
Duane Ferrell,F,6-7,209,25,ATL,14,1,Georgia Tech,"1988 NBA Draft, Undrafted",United States,NBA 1989-1990 Players Information
Vern Fleming,G,6-5,185,28,IND,82,5,Georgia,1984 Rnd 1 Pick 18,United States,NBA 1989-1990 Players Information
Sleepy Floyd,PG,6-3,170,29,HOU,82,7,Georgetown,1982 Rnd 1 Pick 13,United States,NBA 1989-1990 Players Information
Tellis Frank,FC,6-10,225,24,MIA,77,2,Western Kentucky,1987 Rnd 1 Pick 14,United States,NBA 1989-1990 Players Information
Corey Gaines,G,6-3,195,24,PHI,9,1,Loyola Marymount,1988 Rnd 3 Pick 15,United States,NBA 1989-1990 Players Information
Kevin Gamble,SF,6-5,210,24,BOS,71,2,Iowa,1987 Rnd 3 Pick 17,United States,NBA 1989-1990 Players Information
Winston Garland,G,6-2,170,25,"GOS, LAC",79,2,Missouri State,1987 Rnd 2 Pick 17,United States,NBA 1989-1990 Players Information
Tom Garrick,G,6-2,185,23,LAC,73,1,Rhode Island,1988 Rnd 2 Pick 20,United States,NBA 1989-1990 Players Information
Kenny Gattison,FC,6-8,225,25,CHA,63,3,Old Dominion,1986 Rnd 3 Pick 8,United States,NBA 1989-1990 Players Information
Derrick Gervin,F,6-8,200,26,NJN,21,1,Texas-San Antonio,1985 Rnd 4 Pick 20,United States,NBA 1989-1990 Players Information
Armen Gilliam,PF,6-9,230,25,"CHA, PHX",76,2,UNLV,1987 Rnd 1 Pick 2,United States,NBA 1989-1990 Players Information
Mike Gminski,C,6-11,250,30,PHI,81,9,Duke,1980 Rnd 1 Pick 7,United States,NBA 1989-1990 Players Information
Gary Grant,G,6-3,185,24,LAC,44,1,Michigan,1988 Rnd 1 Pick 15,United States,NBA 1989-1990 Players Information
Greg Grant,PG,5-7,140,23,PHX,67,0,The College of New Jersey,1989 Rnd 2 Pick 25,United States,NBA 1989-1990 Players Information
Harvey Grant,F,6-8,195,24,WAS,81,1,Oklahoma,1988 Rnd 1 Pick 12,United States,NBA 1989-1990 Players Information
Horace Grant,PF,6-10,255,24,CHI,80,2,Clemson,1987 Rnd 1 Pick 10,United States,NBA 1989-1990 Players Information
Stuart Gray,C,7-0,235,26,"CHA, NYK",58,5,UCLA,1984 Rnd 2 Pick 5,Panama,NBA 1989-1990 Players Information
Jeff Grayer,GF,6-5,200,24,MIL,71,1,Iowa State,1988 Rnd 1 Pick 13,United States,NBA 1989-1990 Players Information
A.C. Green,PF,6-9,220,26,LAL,82,4,Oregon State,1985 Rnd 1 Pick 23,United States,NBA 1989-1990 Players Information
Rickey Green,PG,6-0,170,35,IND,69,11,Michigan,1977 Rnd 1 Pick 16,United States,NBA 1989-1990 Players Information
Sidney Green,FC,6-9,220,29,ORL,73,6,UNLV,1983 Rnd 1 Pick 5,United States,NBA 1989-1990 Players Information
David Greenwood,F,6-9,222,32,DET,37,10,UCLA,1979 Rnd 1 Pick 2,United States,NBA 1989-1990 Players Information
Darrell Griffith,SG,6-4,190,31,UTA,82,8,Louisville,1980 Rnd 1 Pick 2,United States,NBA 1989-1990 Players Information
Scott Haffner,G,6-3,180,24,MIA,43,0,Evansville,1989 Rnd 2 Pick 18,United States,NBA 1989-1990 Players Information
Jack Haley,FC,6-10,240,26,"CHI, NJN",67,2,UCLA,1987 Rnd 4 Pick 10,United States,NBA 1989-1990 Players Information
Tom Hammonds,PF,6-9,215,22,WAS,61,0,Georgia Tech,1989 Rnd 1 Pick 9,United States,NBA 1989-1990 Players Information
Bobby Hansen,SG,6-6,190,29,UTA,81,6,Iowa,1983 Rnd 3 Pick 7,United States,NBA 1989-1990 Players Information
Bill Hanzlik,SF,6-7,185,32,DEN,81,9,Notre Dame,1980 Rnd 1 Pick 20,United States,NBA 1989-1990 Players Information
Tim Hardaway,PG,6-0,175,23,GSW,79,0,UTEP,1989 Rnd 1 Pick 14,United States,NBA 1989-1990 Players Information
Derek Harper,PG,6-4,185,28,DAL,82,6,Illinois,1983 Rnd 1 Pick 11,United States,NBA 1989-1990 Players Information
Ron Harper,SG,6-6,185,26,"CLE, LAC",35,3,Miami (OH),1986 Rnd 1 Pick 8,United States,NBA 1989-1990 Players Information
Steve Harris,G,6-5,185,26,LAC,15,4,Tulsa,1985 Rnd 1 Pick 19,United States,NBA 1989-1990 Players Information
Scott Hastings,FC,6-10,235,29,DET,40,7,Arkansas,1982 Rnd 2 Pick 6,United States,NBA 1989-1990 Players Information
Hersey Hawkins,SG,6-3,190,23,PHI,82,1,Bradley,1988 Rnd 1 Pick 6,United States,NBA 1989-1990 Players Information
Gerald Henderson,G,6-2,175,34,"DET, MIL",57,11,VCU,1978 Rnd 3 Pick 20,United States,NBA 1989-1990 Players Information
Mike Higgins,F,6-9,220,23,"DEN, LAL",11,0,Northern Colorado,"1989 NBA Draft, Undrafted",United States,NBA 1989-1990 Players Information
Rod Higgins,FC,6-7,200,30,GSW,82,7,Fresno State,1982 Rnd 2 Pick 8,United States,NBA 1989-1990 Players Information
Roy Hinson,FC,6-9,210,28,NJN,25,6,Rutgers,1983 Rnd 1 Pick 20,United States,NBA 1989-1990 Players Information
Craig Hodges,G,6-2,190,29,CHI,63,7,Long Beach State,1982 Rnd 3 Pick 2,United States,NBA 1989-1990 Players Information
Mike Holton,G,6-4,185,28,CHA,16,6,UCLA,1983 Rnd 3 Pick 6,United StatesIsrael,NBA 1989-1990 Players Information
Dave Hoppen,C,6-11,235,25,CHA,10,2,Nebraska,1986 Rnd 3 Pick 18,United States,NBA 1989-1990 Players Information
Dennis Hopson,GF,6-5,200,24,NJN,79,2,Ohio State,1987 Rnd 1 Pick 3,United States,NBA 1989-1990 Players Information
Tito Horford,C,7-1,245,24,MIL,35,1,Miami (FL),1988 Rnd 2 Pick 14,Dominican Republic,NBA 1989-1990 Players Information
Jeff Hornacek,SG,6-3,190,26,PHX,67,3,Iowa State,1986 Rnd 2 Pick 22,United States,NBA 1989-1990 Players Information
Ed Horton,PF,6-8,230,22,WAS,45,0,Iowa,1989 Rnd 2 Pick 12,United States,NBA 1989-1990 Players Information
Eddie Hughes,G,5-10,165,29,DEN,60,5,Colorado State,1982 Rnd 7 Pick 2,United States,NBA 1989-1990 Players Information
Jay Humphries,G,6-3,185,27,MIL,81,5,Colorado,1984 Rnd 1 Pick 13,United States,NBA 1989-1990 Players Information
Byron Irvin,G,6-5,190,23,POR,50,0,Missouri,1989 Rnd 1 Pick 22,United States,NBA 1989-1990 Players Information
Jaren Jackson,SG,6-4,190,22,NJN,28,0,Georgetown,"1989 NBA Draft, Undrafted",United States,NBA 1989-1990 Players Information
Mark Jackson,PG,6-1,180,24,NYK,82,2,St. John's,1987 Rnd 1 Pick 18,United States,NBA 1989-1990 Players Information
Michael Jackson,G,6-2,183,25,SAC,17,3,Georgetown,1986 Rnd 2 Pick 23,United States,NBA 1989-1990 Players Information
Avery Johnson,PG,5-10,175,24,SEA,53,1,Southern,"1988 NBA Draft, Undrafted",United States,NBA 1989-1990 Players Information
Buck Johnson,F,6-7,190,26,HOU,82,3,Alabama,1986 Rnd 1 Pick 20,United States,NBA 1989-1990 Players Information
Dennis Johnson,PG,6-4,185,35,BOS,75,13,Pepperdine,1976 Rnd 2 Pick 12,United States,NBA 1989-1990 Players Information
Eddie Johnson,SF,6-7,215,30,PHX,64,8,Illinois,1981 Rnd 2 Pick 6,United States,NBA 1989-1990 Players Information
Eric Johnson,G,6-2,205,24,UTA,48,0,Nebraska,"1989 NBA Draft, Undrafted",United States,NBA 1989-1990 Players Information
Kevin Johnson,PG,6-1,180,23,PHX,74,2,California,1987 Rnd 1 Pick 7,United States,NBA 1989-1990 Players Information
Magic Johnson,PG,6-9,255,30,LAL,79,10,Michigan State,1979 Rnd 1 Pick 1,United States,NBA 1989-1990 Players Information
Marques Johnson,GF,6-7,218,34,GSW,10,11,UCLA,1977 Rnd 1 Pick 3,United States,NBA 1989-1990 Players Information
Steve Johnson,FC,6-10,235,32,"MIN, SEA",25,8,Oregon State,1981 Rnd 1 Pick 7,United States,NBA 1989-1990 Players Information
Vinnie Johnson,G,6-2,200,33,DET,82,10,Baylor,1979 Rnd 1 Pick 7,United States,NBA 1989-1990 Players Information
Nate Johnston,F,6-8,210,23,"POR, UTH",21,1,Tampa,1988 Rnd 3 Pick 9,United States,NBA 1989-1990 Players Information
Anthony Jones,GF,6-6,195,27,DAL,66,3,UNLV,1986 Rnd 1 Pick 21,United States,NBA 1989-1990 Players Information
Caldwell Jones,FC,6-11,216,39,SAS,72,15,Albany State (GA),1973 Rnd 2 Pick 14,United States,NBA 1989-1990 Players Information
Charles A. Jones,FC,6-9,215,32,WAS,81,8,Albany State (GA),1979 Rnd 8 Pick 18,United States,NBA 1989-1990 Players Information
Michael Jordan,SG,6-6,215,27,CHI,82,5,North Carolina,1984 Rnd 1 Pick 3,United States,NBA 1989-1990 Players Information
Shawn Kemp,C,6-10,280,20,SEA,81,0,Trinity Valley CC,1989 Rnd 1 Pick 17,United States,NBA 1989-1990 Players Information
Tim Kempton,FC,6-10,245,26,DEN,71,2,Notre Dame,1986 Rnd 6 Pick 8,United States,NBA 1989-1990 Players Information
Steve Kerr,SG,6-3,175,24,CLE,78,1,Arizona,1988 Rnd 2 Pick 25,United States,NBA 1989-1990 Players Information
Jerome Kersey,PF,6-7,215,27,POR,82,5,Longwood,1984 Rnd 2 Pick 22,United States,NBA 1989-1990 Players Information
Randolph Keys,F,6-7,195,23,"CHA, CLE",80,1,Southern Mississippi,1988 Rnd 1 Pick 22,United States,NBA 1989-1990 Players Information
Stan Kimbrough,G,5-11,153,23,DET,10,0,Xavier,"1989 NBA Draft, Undrafted",United States,NBA 1989-1990 Players Information
Bernard King,SF,6-7,205,33,WAS,82,12,Tennessee,1977 Rnd 1 Pick 7,United States,NBA 1989-1990 Players Information
Stacey King,PF,6-11,250,23,CHI,82,0,Oklahoma,1989 Rnd 1 Pick 6,United States,NBA 1989-1990 Players Information
Greg Kite,C,6-11,250,28,SAC,71,6,Brigham Young,1983 Rnd 1 Pick 21,United States,NBA 1989-1990 Players Information
Joe Kleine,C,6-11,255,28,BOS,81,4,Arkansas,1985 Rnd 1 Pick 6,United States,NBA 1989-1990 Players Information
Jon Koncak,C,7-0,250,26,ATL,54,4,Southern Methodist,1985 Rnd 1 Pick 5,United States,NBA 1989-1990 Players Information
Frank Kornet,F,6-9,225,23,MIL,57,0,Vanderbilt,1989 Rnd 2 Pick 3,United States,NBA 1989-1990 Players Information
Larry Krystkowiak,PF,6-9,220,25,MIL,16,3,Montana,1986 Rnd 2 Pick 4,United States,NBA 1989-1990 Players Information
Bill Laimbeer,C,6-11,245,32,DET,81,9,Notre Dame,1979 Rnd 3 Pick 21,United States,NBA 1989-1990 Players Information
Jerome Lane,F,6-6,230,23,DEN,67,1,Pittsburgh,1988 Rnd 1 Pick 23,United States,NBA 1989-1990 Players Information
Andrew Lang,C,6-11,245,23,PHX,74,1,Arkansas,1988 Rnd 2 Pick 3,United States,NBA 1989-1990 Players Information
Jeff Lebo,G,6-2,180,23,SAS,4,0,North Carolina,"1989 NBA Draft, Undrafted",United States,NBA 1989-1990 Players Information
Eric Leckner,FC,6-11,265,23,UTA,77,1,Wyoming,1988 Rnd 1 Pick 17,United States,NBA 1989-1990 Players Information
Tim Legler,G,6-4,200,23,PHX,11,0,La Salle,"1988 NBA Draft, Undrafted",United States,NBA 1989-1990 Players Information
Gary Leonard,C,7-1,250,23,MIN,22,0,Missouri,1989 Rnd 2 Pick 7,United States,NBA 1989-1990 Players Information
Jim Les,G,5-11,165,26,"LAC, UTH",7,3,Bradley,1986 Rnd 3 Pick 23,United States,NBA 1989-1990 Players Information
Clifford Lett,G,6-3,170,24,CHI,4,0,Florida,"1989 NBA Draft, Undrafted",United States,NBA 1989-1990 Players Information
Fat Lever,PG,6-3,170,29,DEN,79,7,Arizona State,1982 Rnd 1 Pick 11,United States,NBA 1989-1990 Players Information
Cliff Levingston,F,6-8,210,29,ATL,75,7,Wichita State,1982 Rnd 1 Pick 9,United States,NBA 1989-1990 Players Information
Ralph Lewis,G,6-6,200,26,"CHA, DET",7,2,La Salle,1985 Rnd 6 Pick 23,United States,NBA 1989-1990 Players Information
Reggie Lewis,SF,6-7,195,24,BOS,79,2,Northeastern,1987 Rnd 1 Pick 22,United States,NBA 1989-1990 Players Information
Todd Lichti,G,6-4,205,23,DEN,79,0,Stanford,1989 Rnd 1 Pick 15,United States,NBA 1989-1990 Players Information
Alton Lister,FC,7-0,240,31,GSW,3,8,Arizona State,1981 Rnd 1 Pick 21,United States,NBA 1989-1990 Players Information
Lewis Lloyd,GF,6-6,205,31,"HOU, PHL",21,6,Drake,1981 Rnd 4 Pick 7,United States,NBA 1989-1990 Players Information
Brad Lohaus,FC,6-11,230,25,"MIL, MIN",80,2,Iowa,1987 Rnd 2 Pick 22,United States,NBA 1989-1990 Players Information
Grant Long,PF,6-8,225,23,MIA,81,1,Eastern Michigan,1988 Rnd 2 Pick 8,United States,NBA 1989-1990 Players Information
John Long,GF,6-5,195,33,ATL,48,11,Detroit-Mercy,1978 Rnd 2 Pick 7,United States,NBA 1989-1990 Players Information
Sidney Lowe,G,6-0,195,30,MIN,80,4,NC State,1983 Rnd 2 Pick 1,United States,NBA 1989-1990 Players Information
John Lucas,G,6-3,175,36,HOU,49,13,Maryland,1976 Rnd 1 Pick 1,United States,NBA 1989-1990 Players Information
Rick Mahorn,C,6-10,240,31,PHI,75,9,Hampton,1980 Rnd 2 Pick 12,United States,NBA 1989-1990 Players Information
Dan Majerle,SG,6-6,215,24,PHX,73,1,Central Michigan,1988 Rnd 1 Pick 14,United States,NBA 1989-1990 Players Information
Jeff Malone,SG,6-4,205,28,WAS,75,6,Mississippi State,1983 Rnd 1 Pick 10,United States,NBA 1989-1990 Players Information
