Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Gary Alcorn,C,6-8,225,24,LAL,21,1,Fresno State,1959 Rnd 3 Pick 2,United States,NBA 1960-1961 Players Information
Paul Arizin,GF,6-4,190,32,PHI,79,8,Villanova,1950 Rnd 1 Pick 3,United States,NBA 1960-1961 Players Information
Al Attles,PG,6-0,175,24,PHI,76,0,North Carolina A&T,1960 Rnd 5 Pick 7,United States,NBA 1960-1961 Players Information
Dick Barnett,SG,6-4,190,24,SYR,78,1,Tennessee State,1959 Rnd 1 Pick 4,United States,NBA 1960-1961 Players Information
Elgin Baylor,F,6-5,225,26,LAL,73,2,Seattle,1956 Rnd 14 Pick 2,United States,NBA 1960-1961 Players Information
Ernie Beck,GF,6-4,190,29,"STH, SYR",8,6,Pennsylvania,"1953 NBA Draft, Undrafted",United States,NBA 1960-1961 Players Information
Whitey Bell,PG,6-0,180,28,NYK,5,1,NC State,"1958 NBA Draft, Undrafted",United States,NBA 1960-1961 Players Information
Al Bianchi,G,6-3,185,28,SYR,52,4,Bowling Green,1954 Rnd 2 Pick 9,United States,NBA 1960-1961 Players Information
Bucky Bockhorn,G,6-4,195,27,CIN,79,2,Dayton,1958 Rnd 3 Pick 2,United States,NBA 1960-1961 Players Information
Bob Boozer,PF,6-8,215,23,CIN,79,0,Kansas State,1959 Rnd 1 Pick 1,United States,NBA 1960-1961 Players Information
Carl Braun,SG,6-5,180,33,NYK,15,11,," NBA Draft, Undrafted",United States,NBA 1960-1961 Players Information
Dave Budd,SF,6-6,205,22,NYK,62,0,Wake Forest,1960 Rnd 2 Pick 2,United States,NBA 1960-1961 Players Information
Barney Cable,F,6-7,175,25,SYR,75,2,Bradley,1958 Rnd 2 Pick 3,United States,NBA 1960-1961 Players Information
Wilt Chamberlain,C,7-1,265,24,PHI,79,1,Kansas,"1959 NBA Draft, Undrafted",United States,NBA 1960-1961 Players Information
Gene Conley,PF,6-8,225,30,BOS,75,3,Washington State,1952 Rnd 10 Pick 4,United States,NBA 1960-1961 Players Information
Ed Conlin,F,6-5,200,27,PHI,76,5,Fordham,1955 Rnd 1 Pick 5,United States,NBA 1960-1961 Players Information
Larry Costello,PG,6-1,186,29,SYR,75,5,Niagara,1954 Rnd 2 Pick 3,United States,NBA 1960-1961 Players Information
Bob Cousy,PG,6-1,175,32,BOS,76,10,Holy Cross,"1950 NBA Draft, Undrafted",United States,NBA 1960-1961 Players Information
Ralph Davis,SG,6-4,180,22,CIN,74,0,Cincinnati,1960 Rnd 3 Pick 1,United States,NBA 1960-1961 Players Information
Archie Dees,FC,6-8,205,25,DET,28,2,Indiana,1958 Rnd 1 Pick 2,United States,NBA 1960-1961 Players Information
Walter Dukes,C,7-0,220,30,DET,72,5,Seton Hall,"1953 NBA Draft, Undrafted",United States,NBA 1960-1961 Players Information
Wayne Embry,C,6-8,240,23,CIN,79,2,Miami (OH),1958 Rnd 3 Pick 7,United States,NBA 1960-1961 Players Information
Mike Farmer,F,6-7,210,24,CIN,57,2,San Francisco,1958 Rnd 1 Pick 3,United States,NBA 1960-1961 Players Information
Ray Felix,C,6-11,220,30,LAL,78,7,Manchester (ABL) (United States),1953 Rnd 1 Pick 1,United States,NBA 1960-1961 Players Information
Al Ferrari,G,6-2,190,27,STH,63,3,Michigan State,1955 Rnd 3 Pick 1,United States,NBA 1960-1961 Players Information
Bob Ferry,FC,6-8,230,23,DET,78,1,Saint Louis,"1959 NBA Draft, Undrafted",United States,NBA 1960-1961 Players Information
Larry Foust,FC,6-9,215,32,STH,69,10,La Salle,"1950 NBA Draft, Undrafted",United States,NBA 1960-1961 Players Information
Dave Gambee,F,6-6,215,23,SYR,79,2,Oregon State,1958 Rnd 1 Pick 6,United States,NBA 1960-1961 Players Information
Dick Garmaker,GF,6-3,200,28,NYK,71,5,Minnesota,1954 Rnd 9 Pick 8,United States,NBA 1960-1961 Players Information
Jack George,G,6-2,190,32,NYK,16,7,La Salle,1953 Rnd 13 Pick 1,United States,NBA 1960-1961 Players Information
Tom Gola,GF,6-6,205,28,PHI,74,4,La Salle,"1955 NBA Draft, Undrafted",United States,NBA 1960-1961 Players Information
Joe Graboski,FC,6-7,195,31,PHI,68,11,Tuley High School (Illinois),"1948 NBA Draft, Undrafted",United States,NBA 1960-1961 Players Information
Johnny Green,SF,6-5,200,27,NYK,78,1,Michigan State,1959 Rnd 1 Pick 5,United States,NBA 1960-1961 Players Information
Si Green,G,6-2,185,27,STH,76,3,Duquesne,1956 Rnd 1 Pick 1,United States,NBA 1960-1961 Players Information
Hal Greer,G,6-2,175,24,SYR,79,2,Marshall,1958 Rnd 2 Pick 6,United States,NBA 1960-1961 Players Information
Gene Guarilia,F,6-6,215,23,BOS,26,1,George Washington,1959 Rnd 2 Pick 8,United States,NBA 1960-1961 Players Information
Richie Guerin,SG,6-4,195,28,NYK,79,4,Iona,1954 Rnd 2 Pick 8,United States,NBA 1960-1961 Players Information
Cliff Hagan,GF,6-4,210,29,STH,77,4,Kentucky,1953 Rnd 3 Pick 6,United States,NBA 1960-1961 Players Information
Swede Halbrook,C,7-3,240,28,SYR,79,0,Wichita (NIBL) (United States),1956 Rnd 4 Pick 5,United States,NBA 1960-1961 Players Information
Vern Hatton,G,6-3,195,25,PHI,56,2,Kentucky,1958 Rnd 2 Pick 2,United States,NBA 1960-1961 Players Information
Tom Hawkins,F,6-5,210,24,LAL,79,1,Notre Dame,1959 Rnd 1 Pick 3,United States,NBA 1960-1961 Players Information
Tommy Heinsohn,PF,6-7,218,26,BOS,74,4,Holy Cross,"1956 NBA Draft, Undrafted",United States,NBA 1960-1961 Players Information
Bailey Howell,SF,6-7,210,24,DET,77,1,Mississippi State,1959 Rnd 1 Pick 2,United States,NBA 1960-1961 Players Information
Hot Rod Hundley,G,6-4,185,26,LAL,79,3,West Virginia,1957 Rnd 1 Pick 1,United States,NBA 1960-1961 Players Information
Darrall Imhoff,C,6-10,220,22,NYK,62,0,California,1960 Rnd 1 Pick 3,United States,NBA 1960-1961 Players Information
Andy Johnson,F,6-5,215,28,PHI,78,2, ,"1958 NBA Draft, Undrafted",United States,NBA 1960-1961 Players Information
Ron Johnson,F,6-8,215,22,"DET, LAL",14,0,Minnesota,1960 Rnd 2 Pick 4,United States,NBA 1960-1961 Players Information
Howie Jolliff,FC,6-7,218,22,LAL,44,0,Ohio,1960 Rnd 7 Pick 2,United States,NBA 1960-1961 Players Information
K.C. Jones,G,6-1,200,28,BOS,78,2,San Francisco,1955 Rnd 11 Pick 5,United States,NBA 1960-1961 Players Information
Sam Jones,GF,6-4,198,27,BOS,78,3,North Carolina Central,1956 Rnd 8 Pick 3,United States,NBA 1960-1961 Players Information
Willie Jones,G,6-3,185,24,DET,34,0,Northwestern,1960 Rnd 5 Pick 4,United States,NBA 1960-1961 Players Information
Phil Jordon,C,6-10,205,27,"CIN, NYK",73,4,Whitworth University,1956 Rnd 6 Pick 3,United States,NBA 1960-1961 Players Information
Pickles Kennedy,G,5-11,180,22,PHI,8,0,Temple,1960 Rnd 2 Pick 7,United States,NBA 1960-1961 Players Information
Red Kerr,FC,6-9,230,28,SYR,79,6,Illinois,1954 Rnd 1 Pick 6,United States,NBA 1960-1961 Players Information
Jim Krebs,C,6-8,230,25,LAL,75,3,Southern Methodist,1957 Rnd 1 Pick 3,United States,NBA 1960-1961 Players Information
Fred LaCour,F,6-5,205,23,STH,54,0,San Francisco,1960 Rnd 3 Pick 6,United States,NBA 1960-1961 Players Information
