Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality,Title
Paul Arizin,GF,6-4,190,27,PHI,72,3,Villanova,1950 Rnd 1 Pick 3,United States,NBA 1955-1956 Players Information
Jesse Arnelle,F,6-5,225,22,FWP,31,0,Penn State,1955 Rnd 2 Pick 7,United States,NBA 1955-1956 Players Information
Dick Atha,PG,6-2,190,24,NYK,24,0,Indiana State,1953 Rnd 3 Pick 8,United States,NBA 1955-1956 Players Information
Jim Baechtold,F,6-4,205,28,NYK,70,3,Eastern Kentucky,1952 Rnd 1 Pick 2,United States,NBA 1955-1956 Players Information
Ernie Barrett,GF,6-3,180,26,BOS,72,1,Kansas State,1951 Rnd 1 Pick 7,United States,NBA 1955-1956 Players Information
Ernie Beck,GF,6-4,190,24,PHI,67,1,Pennsylvania,"1953 NBA Draft, Undrafted",United States,NBA 1955-1956 Players Information
Don Bielke,C,6-8,240,-,FWP,7,0,Valparaiso,1954 Rnd 8 Pick 4,United States,NBA 1955-1956 Players Information
Carl Braun,SG,6-5,180,28,NYK,72,6,," NBA Draft, Undrafted",United States,NBA 1955-1956 Players Information
Frankie Brian,G,6-1,180,32,FWP,36,6,," NBA Draft, Undrafted",United States,NBA 1955-1956 Players Information
Nat Clifton,PF,6-6,220,33,NYK,63,5,," NBA Draft, Undrafted",United States,NBA 1955-1956 Players Information
Jack Coleman,PF,6-7,195,31,"ROR, STH",76,6,Louisville,1948 Rnd 3 Pick 1,United States,NBA 1955-1956 Players Information
Ed Conlin,F,6-5,200,22,SYR,66,0,Fordham,1955 Rnd 1 Pick 5,United States,NBA 1955-1956 Players Information
Chuck Cooper,GF,6-5,210,29,"FWP, STH",67,5,Duquesne,1950 Rnd 2 Pick 1,United States,NBA 1955-1956 Players Information
Bob Cousy,PG,6-1,175,27,BOS,72,5,Holy Cross,"1950 NBA Draft, Undrafted",United States,NBA 1955-1956 Players Information
Red Davis,F,6-7,220,24,ROR,4,0,St. John's,1954 Rnd 6 Pick 7,United States,NBA 1955-1956 Players Information
Walt Davis,FC,6-8,205,25,PHI,70,2,Texas A&M,1952 Rnd 2 Pick 4,United States,NBA 1955-1956 Players Information
George Dempsey,PG,6-2,190,26,PHI,72,1,King's College (NY),1951 Rnd 7 Pick 9,United States,NBA 1955-1956 Players Information
Corky Devlin,F,6-5,200,24,FWP,69,0,George Washington,1955 Rnd 2 Pick 3,United States,NBA 1955-1956 Players Information
Walter Dukes,C,7-0,220,25,NYK,60,0,Seton Hall,"1953 NBA Draft, Undrafted",United States,NBA 1955-1956 Players Information
Dick Farley,GF,6-4,190,23,SYR,72,1,Indiana,1954 Rnd 2 Pick 6,United States,NBA 1955-1956 Players Information
Ron Feiereisel,G,6-3,185,24,MIN,10,0,DePaul,1953 Rnd 2 Pick 9,United States,NBA 1955-1956 Players Information
Ray Felix,C,6-11,220,25,NYK,72,2,Manchester (ABL) (United States),1953 Rnd 1 Pick 1,United States,NBA 1955-1956 Players Information
